Close-tbill,Close-msft,Close-sp500,Close-ge,Close-ford,Date
5.06,16.2,914.62,19.67,13.41,31-Oct-97
5.1,16.71,938.99,20.43,14.21,3-Nov-97
5.1,16.73,940.76,20.83,14.25,4-Nov-97
5.12,16.64,942.76,21.03,14.25,5-Nov-97
5.15,16.45,938.03,20.92,14.19,6-Nov-97
5.15,16.39,927.51,20.62,14.04,7-Nov-97
5.2,16.22,921.13,20.39,13.88,10-Nov-97
5.2,16.28,923.78,20.5,13.85,11-Nov-97
5.15,16.1,905.96,20.01,13.25,12-Nov-97
5.13,16.39,916.66,20.81,13.16,13-Nov-97
5.12,16.61,928.35,21.09,13.31,14-Nov-97
5.16,16.81,946.2,21.66,13.46,17-Nov-97
5.15,16.7,938.23,21.17,13.42,18-Nov-97
5.13,16.83,944.59,21.51,13.08,19-Nov-97
5.13,17.06,958.98,21.89,13.14,20-Nov-97
5.1,17.18,963.09,22.14,13.16,21-Nov-97
5.14,16.88,946.67,21.8,13.1,24-Nov-97
5.14,17.32,950.82,22.14,13.04,25-Nov-97
5.09,17.64,951.64,22.35,13.02,26-Nov-97
5.06,17.63,955.4,22.48,13.19,28-Nov-97
5.09,17.92,974.77,22.52,13.62,1-Dec-97
5.1,17.72,971.68,22.4,14,2-Dec-97
5.1,18.03,976.77,22.22,13.75,3-Dec-97
5.1,17.76,973.1,22.06,13.85,4-Dec-97
5.16,17.83,983.79,22.35,14.17,5-Dec-97
5.19,18.21,982.37,22.39,14.1,8-Dec-97
5.1,17.98,975.78,22.71,14.19,9-Dec-97
5.06,17.72,969.79,22.44,14.63,10-Dec-97
5.05,17.33,954.94,22.06,14.19,11-Dec-97
5.05,17.04,953.39,21.99,14.4,12-Dec-97
5.09,16.96,963.39,22.71,14.44,15-Dec-97
5.06,17.33,968.04,22.94,14.88,16-Dec-97
5.09,16.9,965.54,22.82,15.02,17-Dec-97
5.08,16.31,955.3,22.52,14.54,18-Dec-97
5.24,16.03,946.78,22.22,14.08,19-Dec-97
5.3,15.82,953.7,22.48,14.19,22-Dec-97
5.34,15.36,939.13,21.62,14.21,23-Dec-97
5.22,14.82,932.7,21.62,14.21,24-Dec-97
5.18,15.05,936.46,21.55,14.35,26-Dec-97
5.25,15.74,953.35,22.14,14.42,29-Dec-97
5.24,16.23,970.84,22.73,15.04,30-Dec-97
5.2,16.1,970.43,22.42,14.9,31-Dec-97
5.17,16.34,975.04,22.62,14.81,2-Jan-98
5.08,16.25,977.07,23.02,14.88,5-Jan-98
5.08,16.34,966.58,22.71,14.63,6-Jan-98
5.09,16.14,964,22.9,14.46,7-Jan-98
4.96,16.26,956.05,22.69,13.83,8-Jan-98
4.92,15.82,927.69,22.14,13.42,9-Jan-98
4.92,16.14,939.21,22.75,13.88,12-Jan-98
5.07,16.46,952.12,22.83,14.46,13-Jan-98
5.04,16.34,957.94,22.73,14.88,14-Jan-98
4.98,16.49,950.73,22.22,14.92,15-Jan-98
5,16.85,961.51,22.42,15.04,16-Jan-98
5.01,17.17,978.6,23.09,14.92,20-Jan-98
4.99,17.07,970.81,23.09,15.13,21-Jan-98
4.99,17.27,963.04,22.98,14.96,22-Jan-98
5.04,17.23,957.59,22.63,14.73,23-Jan-98
5.03,17.66,956.95,22.83,14.81,26-Jan-98
5.11,18.09,969.02,23.3,15.31,27-Jan-98
5.08,18.57,977.46,23.3,15.45,28-Jan-98
5.05,18.47,985.49,23.57,15.7,29-Jan-98
5.04,18.59,980.28,23.68,15.78,30-Jan-98
5.09,19.3,1001.27,24.01,16.05,2-Feb-98
5.09,19.42,1006,23.7,15.94,3-Feb-98
4.97,19.54,1006.9,23.49,15.88,4-Feb-98
4.99,19.37,1003.54,23.44,15.49,5-Feb-98
5.04,19.7,1012.46,23.74,15.92,6-Feb-98
5.01,19.59,1010.74,23.55,16.29,9-Feb-98
5.08,19.84,1019.01,23.68,16.32,10-Feb-98
5.07,19.8,1020.01,23.97,16.4,11-Feb-98
5.1,19.78,1024.14,23.99,16.63,12-Feb-98
5.08,19.62,1020.09,23.78,16.6,13-Feb-98
5.04,19.24,1022.76,23.86,17,17-Feb-98
5.05,19.27,1032.08,23.97,16.83,18-Feb-98
5.05,19.3,1028.28,23.78,16.83,19-Feb-98
5.07,19.33,1034.21,23.9,17.1,20-Feb-98
5.1,20.34,1038.14,23.74,17.12,23-Feb-98
5.18,20.46,1030.56,23.46,16.91,24-Feb-98
5.17,21.17,1042.9,23.57,17.19,25-Feb-98
5.18,21.31,1048.67,23.53,17.17,26-Feb-98
5.18,21.12,1049.34,23.76,17.5,27-Feb-98
5.17,20.76,1047.7,23.4,17.58,2-Mar-98
5.07,21.06,1052.02,23.61,18.24,3-Mar-98
5.03,20.51,1047.33,23.32,18.01,4-Mar-98
5.03,19.95,1035.05,23.43,17.91,5-Mar-98
5.01,20.62,1055.69,24.01,18.55,6-Mar-98
5.01,19.83,1052.31,24.09,18.35,9-Mar-98
4.96,20.31,1064.25,24.16,18.61,10-Mar-98
4.94,20.11,1068.47,24.24,18.28,11-Mar-98
4.94,20.4,1069.92,24.3,17.76,12-Mar-98
4.96,20.53,1068.61,24.03,18.34,13-Mar-98
4.96,20.43,1079.27,24.35,18.63,16-Mar-98
5.01,20.03,1080.45,24.55,18.95,17-Mar-98
5.02,20.37,1085.52,24.45,19.03,18-Mar-98
5.03,20.43,1089.74,24.56,19.32,19-Mar-98
5.04,20.39,1099.16,25.04,19.69,20-Mar-98
5.01,20.9,1095.55,24.68,19.51,23-Mar-98
5.01,21.17,1105.65,25.35,19.65,24-Mar-98
5.02,22.13,1101.93,25.16,19.63,25-Mar-98
5.06,21.99,1100.8,25.29,19.96,26-Mar-98
5.06,21.88,1095.44,25.62,20.13,27-Mar-98
5.08,21.91,1093.6,26.17,19.8,30-Mar-98
4.99,22.3,1101.75,26.44,20.06,31-Mar-98
4.97,22.52,1108.15,26.52,19.75,1-Apr-98
4.96,22.75,1120.01,26.92,19.59,2-Apr-98
4.93,23.18,1122.7,26.81,20.19,3-Apr-98
4.97,22.41,1121.38,26.64,20.13,6-Apr-98
4.91,21.74,1109.55,26.73,20.27,7-Apr-98
4.91,22.16,1101.65,26.42,20.31,8-Apr-98
4.93,22.18,1110.67,26.54,21.4,9-Apr-98
5.05,22.08,1109.69,26.64,21.94,13-Apr-98
5,22.04,1115.75,26.58,22.42,14-Apr-98
4.95,22.77,1119.32,26.56,22.77,15-Apr-98
4.91,22.85,1108.17,26.27,22.68,16-Apr-98
4.91,22.96,1122.72,26.77,22.28,17-Apr-98
4.91,23.58,1123.65,26.42,21.63,20-Apr-98
4.94,23.64,1126.67,26.4,21.71,21-Apr-98
4.94,24.64,1130.54,26.14,21.65,22-Apr-98
4.95,23.55,1119.58,25.91,20.91,23-Apr-98
4.93,22.96,1107.9,25.73,20.74,24-Apr-98
4.94,22.51,1086.54,25.29,20.49,27-Apr-98
4.92,22.4,1085.11,24.89,20.45,28-Apr-98
4.93,22.55,1094.62,25.25,21.02,29-Apr-98
4.85,22.46,1111.75,26.14,21.11,30-Apr-98
4.88,22.33,1121,26.08,21.57,1-May-98
4.9,21.94,1122.07,25.89,21.49,4-May-98
4.97,21.87,1115.5,25.56,21.14,5-May-98
4.99,21.52,1104.92,25.48,21.08,6-May-98
4.97,20.78,1095.14,25.12,21.02,7-May-98
4.99,21.37,1108.14,25.52,21.11,8-May-98
4.99,21,1106.64,25.52,20.73,11-May-98
4.99,21.35,1115.79,25.6,21.08,12-May-98
4.98,21.67,1118.86,25.96,22.2,13-May-98
5.03,22.16,1117.37,25.81,22.37,14-May-98
5.03,22.29,1108.73,25.35,22.09,15-May-98
5.04,21.45,1105.82,25.31,21.66,18-May-98
5.07,21.56,1109.52,25.43,21.91,19-May-98
5.06,21.37,1119.06,26.29,22.69,20-May-98
5.1,21.52,1114.64,26.37,23.56,21-May-98
5.07,21.32,1110.47,26.08,23.5,22-May-98
5,20.84,1094.02,25.41,23.96,26-May-98
4.95,21.43,1092.23,25.7,23.96,27-May-98
4.92,21.51,1097.6,25.89,23.99,28-May-98
4.89,21.13,1090.82,25.58,23.9,29-May-98
4.86,20.87,1090.98,25.43,24.36,1-Jun-98
4.97,21.31,1093.22,25.39,26.26,2-Jun-98
4.99,21.01,1082.73,24.95,25.63,3-Jun-98
4.98,21.45,1094.83,25.6,25.4,4-Jun-98
4.97,21.49,1113.86,26,25.46,5-Jun-98
4.98,21.35,1115.72,25.91,25.69,8-Jun-98
5,21.7,1118.41,26.02,25.4,9-Jun-98
5,21.43,1112.28,26.16,25.14,10-Jun-98
4.96,21.26,1094.58,25.83,24.28,11-Jun-98
4.98,21.37,1098.84,26.16,24.07,12-Jun-98
4.97,21.42,1077.01,25.73,23.82,15-Jun-98
5.02,22.4,1087.59,26.16,23.96,16-Jun-98
5.08,22.69,1107.11,26.87,24.97,17-Jun-98
5.04,22.72,1106.37,26.98,25.11,18-Jun-98
5.02,23.6,1100.65,26.69,25.37,19-Jun-98
4.98,23.88,1103.21,26.42,25.75,22-Jun-98
4.94,25.11,1119.49,27.04,26.32,23-Jun-98
4.91,26.15,1132.88,27.56,26.52,24-Jun-98
4.86,25.31,1129.28,27.54,26.78,25-Jun-98
4.86,26.03,1133.2,27.63,26.98,26-Jun-98
4.87,26.77,1138.49,27.88,26.81,29-Jun-98
4.97,27.01,1133.84,27.88,27.18,30-Jun-98
4.95,27.25,1148.56,27.98,26.9,1-Jul-98
4.93,26.73,1146.42,27.9,26.67,2-Jul-98
4.92,26.87,1157.33,28.28,27.53,6-Jul-98
4.97,26.9,1154.66,28.51,27.07,7-Jul-98
4.95,27.38,1166.38,28.72,27.39,8-Jul-98
4.93,27.66,1158.56,28.97,27.18,9-Jul-98
4.92,28.21,1164.33,28.88,26.67,10-Jul-98
4.94,29.3,1165.19,28.8,27.39,13-Jul-98
5.02,29.03,1177.58,29.26,27.88,14-Jul-98
5,29.25,1174.81,28.95,27.42,15-Jul-98
5.02,29.25,1183.99,29.48,27.53,16-Jul-98
5.01,29.39,1186.75,29.76,27.13,17-Jul-98
4.99,29.16,1184.1,29.4,26.61,20-Jul-98
4.93,28.11,1165.07,28.61,26.95,21-Jul-98
4.93,29.09,1164.08,28.13,27.67,22-Jul-98
4.96,28.16,1139.75,27.71,26.9,23-Jul-98
4.94,28.36,1140.8,28.23,26.55,24-Jul-98
4.94,29.09,1147.27,28.32,27.21,27-Jul-98
4.92,27.97,1130.24,27.95,27.33,28-Jul-98
4.93,27.58,1125.21,27.55,26.74,29-Jul-98
4.92,28.27,1142.95,28.11,28.19,30-Jul-98
4.95,27.4,1120.67,27.53,26.45,31-Jul-98
4.97,27.02,1112.44,27.55,26.33,3-Aug-98
4.95,26.04,1072.12,26.3,24.91,4-Aug-98
4.94,25.99,1081.43,26.7,25.17,5-Aug-98
4.88,26.63,1089.63,27.34,24.85,6-Aug-98
4.87,26.38,1089.45,27.13,24.19,7-Aug-98
4.85,26.03,1083.14,27.03,24.13,10-Aug-98
4.88,25.78,1068.98,26.88,23.52,11-Aug-98
4.9,26.18,1084.22,27.51,23.96,12-Aug-98
4.92,25.9,1074.91,27.05,23.69,13-Aug-98
4.9,25.98,1062.75,26.92,22.68,14-Aug-98
4.92,26.74,1083.67,27.49,22.27,17-Aug-98
4.95,27.72,1101.2,27.94,23.29,18-Aug-98
4.93,27.55,1098.06,28.09,23.67,19-Aug-98
4.91,28.05,1091.6,27.84,22.68,20-Aug-98
4.87,27.57,1081.24,27.59,22.3,21-Aug-98
4.93,27.5,1088.14,27.63,23.09,24-Aug-98
4.94,28.11,1092.85,27.8,22.77,25-Aug-98
4.92,28.05,1084.19,27.84,22.45,26-Aug-98
4.84,27.23,1042.59,26.65,21.58,27-Aug-98
4.78,26.23,1027.14,26.43,22.13,28-Aug-98
4.76,23.91,957.28,24.63,20.71,31-Aug-98
4.77,25.23,994.26,25.45,21.17,1-Sep-98
4.77,25.06,990.48,24.74,20.71,2-Sep-98
4.71,24.73,982.26,23.93,19.72,3-Sep-98
4.73,24.08,973.89,23.36,19.43,4-Sep-98
4.73,25.41,1023.46,25.2,20.42,8-Sep-98
4.75,25.48,1006.2,24.69,21.32,9-Sep-98
4.65,25.11,980.19,23.72,20.07,10-Sep-98
4.73,25.98,1009.06,24.4,20.1,11-Sep-98
4.75,26.42,1029.72,24.36,21.49,14-Sep-98
4.66,26.99,1037.68,24.03,21.93,15-Sep-98
4.63,26.96,1045.48,24.59,21.69,16-Sep-98
4.57,26.15,1018.87,24.09,21,17-Sep-98
4.49,26.26,1020.09,23.97,20.85,18-Sep-98
4.59,26.88,1023.89,24.4,21.29,21-Sep-98
4.69,27.21,1029.63,24.59,21.26,22-Sep-98
4.57,28.31,1066.09,25.88,22.53,23-Sep-98
4.48,27.44,1042.72,25.17,22.1,24-Sep-98
4.41,28.17,1044.75,25.57,22.33,25-Sep-98
4.37,27.74,1048.69,25.82,22.83,28-Sep-98
4.32,28.13,1049.02,25.6,22.8,29-Sep-98
4.25,27.43,1017.01,24.58,21.81,30-Sep-98
4.13,25.93,986.39,23.34,20.48,1-Oct-98
4.1,25.95,1002.6,23.29,20.01,2-Oct-98
4.02,25.22,988.56,22.55,18.45,5-Oct-98
4.05,24.33,984.59,22.79,18.85,6-Oct-98
4.05,23.45,970.68,23.17,19.11,7-Oct-98
3.73,22.72,959.44,22.11,19.09,8-Oct-98
3.81,24.14,984.39,22.4,20.53,9-Oct-98
3.81,24.86,997.71,22.88,21.11,12-Oct-98
3.81,24.03,994.8,23.52,20.45,13-Oct-98
3.92,24.97,1005.53,23.98,21.26,14-Oct-98
4.02,26.28,1047.49,25.33,22.62,15-Oct-98
3.53,26.18,1056.42,25.89,23.58,16-Oct-98
3.69,25.65,1062.39,25.76,23.49,19-Oct-98
3.91,24.98,1063.93,25.41,23.49,20-Oct-98
3.9,26.52,1069.92,25.91,23.17,21-Oct-98
3.86,27.41,1078.48,26.72,23.2,22-Oct-98
3.87,26.51,1070.67,26.74,23.17,23-Oct-98
3.99,26.68,1072.32,26.53,23.32,26-Oct-98
4.06,26.28,1065.34,26.42,23.55,27-Oct-98
4.18,26.34,1068.09,26.24,23.88,28-Oct-98
4.21,26.57,1085.93,26.82,24.06,29-Oct-98
4.21,26.38,1098.67,27.03,25.4,30-Oct-98
4.3,26.37,1111.6,26.99,25.49,2-Nov-98
4.38,26.21,1110.84,27.34,24.94,3-Nov-98
4.45,26.29,1118.67,27.42,25.29,4-Nov-98
4.43,26.51,1133.85,28.06,25.11,5-Nov-98
4.55,27.24,1141.01,27.92,25.26,6-Nov-98
4.51,27.58,1130.2,27.42,24.82,9-Nov-98
4.44,27.93,1128.26,27.52,25.26,10-Nov-98
4.44,27.68,1120.97,26.94,25.23,11-Nov-98
4.39,27.1,1117.69,26.76,24.35,12-Nov-98
4.35,27.41,1125.72,27.25,25,13-Nov-98
4.41,27.12,1135.87,27.94,25.58,16-Nov-98
4.3,27.88,1139.32,27.81,25.67,17-Nov-98
4.32,27.35,1144.48,28.35,25.7,18-Nov-98
4.32,27.85,1152.61,28.6,25.47,19-Nov-98
4.35,28.31,1163.55,28.64,25.93,20-Nov-98
4.47,29.7,1188.21,29.23,26.11,23-Nov-98
4.49,30.33,1182.99,29.12,25.87,24-Nov-98
4.45,30.96,1186.87,28.79,25.67,25-Nov-98
4.43,31.91,1192.33,28.52,25.82,27-Nov-98
4.42,30.4,1163.63,27.92,25.78,30-Nov-98
4.38,32.27,1175.28,28.15,27.22,1-Dec-98
4.37,31.59,1171.25,28.1,26.43,2-Dec-98
4.33,30.43,1150.14,27.21,25.82,3-Dec-98
4.36,31.74,1176.74,27.84,26.4,4-Dec-98
4.38,33.28,1187.7,28.06,26.46,7-Dec-98
4.31,32.69,1181.38,27.94,25.73,8-Dec-98
4.31,33.3,1183.49,27.81,25.67,9-Dec-98
4.36,32.78,1165.02,27.32,25.32,10-Dec-98
4.39,33.39,1166.46,27.52,25.7,11-Dec-98
4.39,31.88,1141.2,26.82,24.53,14-Dec-98
4.38,32.86,1162.83,28.77,25.47,15-Dec-98
4.34,33.33,1161.94,28.42,26.05,16-Dec-98
4.34,33.49,1179.98,29.14,26.69,17-Dec-98
4.38,34.34,1188.03,29.93,26.64,18-Dec-98
4.43,35,1202.84,30.39,25.93,21-Dec-98
4.41,34.5,1203.57,30.6,26.17,22-Dec-98
4.46,35.78,1228.54,31.32,27.34,23-Dec-98
4.45,35.32,1226.27,31.19,27.57,24-Dec-98
4.45,35.48,1225.49,31.42,27.89,28-Dec-98
4.48,35.01,1241.81,32.01,27.75,29-Dec-98
4.43,34.64,1231.93,31.72,27.22,30-Dec-98
4.35,34.56,1229.23,31.62,27.48,31-Dec-98
4.37,35.14,1228.1,31.18,27.04,4-Jan-99
4.37,36.51,1244.78,31.84,27.86,5-Jan-99
4.37,37.69,1272.34,32.46,28.92,6-Jan-99
4.31,37.5,1269.73,31.91,28.94,7-Jan-99
4.36,37.35,1275.09,31.74,30.44,8-Jan-99
4.39,36.76,1263.88,30.91,30.2,11-Jan-99
4.36,35.43,1239.51,30.3,29.45,12-Jan-99
4.34,35.84,1234.4,29.94,28.74,13-Jan-99
4.31,35.32,1212.19,30.09,28.28,14-Jan-99
4.32,37.32,1243.26,31.23,29.03,15-Jan-99
4.28,38.78,1252,31.45,29.94,19-Jan-99
4.29,40.53,1256.62,31.12,30.29,20-Jan-99
4.21,39.45,1235.16,30.79,29.06,21-Jan-99
4.25,38.94,1225.19,30.34,28.51,22-Jan-99
4.29,40.34,1233.98,31.16,28.57,25-Jan-99
4.35,42.75,1252.31,31.62,28.94,26-Jan-99
4.36,42.02,1243.17,31.47,28.45,27-Jan-99
4.37,43.36,1265.37,32.07,29.49,28-Jan-99
4.36,43.61,1279.64,32.51,28.99,29-Jan-99
4.41,43.1,1273,31.68,28.66,1-Feb-99
4.41,41.77,1261.99,31.62,27.84,2-Feb-99
4.36,41.57,1272.07,31.89,28.49,3-Feb-99
4.36,39.64,1248.49,31.04,27.27,4-Feb-99
4.39,39.87,1239.4,30.38,27.01,5-Feb-99
4.4,41.18,1243.77,30.25,27.69,8-Feb-99
4.41,39.89,1216.14,29.76,27.13,9-Feb-99
4.37,40.03,1223.55,30.36,27.75,10-Feb-99
4.39,40.56,1254.04,31,28.37,11-Feb-99
4.42,39.31,1230.13,30.26,27.31,12-Feb-99
4.4,38.94,1241.87,30.69,27.1,16-Feb-99
4.41,37.38,1224.03,30.79,27.9,17-Feb-99
4.41,36.32,1237.28,31.19,28.34,18-Feb-99
4.45,36.82,1239.22,31.12,27.75,19-Feb-99
4.49,37.08,1272.14,32.24,28.52,22-Feb-99
4.54,38.74,1271.18,31.93,27.95,23-Feb-99
4.54,38.1,1253.41,31.31,28.07,24-Feb-99
4.5,38.25,1245.02,31.12,28.1,25-Feb-99
4.55,37.41,1238.33,31.1,27.98,26-Feb-99
4.58,37.82,1236.16,31.29,27.54,1-Mar-99
4.54,37.02,1225.5,30.79,26.95,2-Mar-99
4.48,37.29,1227.7,30.61,26.8,3-Mar-99
4.48,37.94,1246.64,31.27,27.54,4-Mar-99
4.49,38.61,1275.47,32.26,28.37,5-Mar-99
4.5,39.62,1282.73,32.61,28.34,8-Mar-99
4.47,40.32,1279.84,32.98,27.25,9-Mar-99
4.47,40.22,1286.84,32.9,26.84,10-Mar-99
4.48,40.23,1297.68,33.31,27.34,11-Mar-99
4.47,39.92,1294.59,33.4,27.34,12-Mar-99
4.46,41.34,1307.26,34.26,27.6,15-Mar-99
4.43,42.13,1306.38,34.22,27.34,16-Mar-99
4.4,41.65,1297.82,33.74,27.07,17-Mar-99
4.37,42.97,1316.55,34.22,27.51,18-Mar-99
4.38,42.66,1299.29,34.85,27.63,19-Mar-99
4.39,43.06,1297.01,34.34,27.95,22-Mar-99
4.38,41.51,1262.14,33.15,26.84,23-Mar-99
4.38,42.68,1268.59,33.21,26.51,24-Mar-99
4.39,44.84,1289.99,33.76,27.54,25-Mar-99
4.39,44.39,1282.8,33.54,26.86,26-Mar-99
4.39,46.04,1310.17,34.85,26.95,29-Mar-99
4.37,46.35,1300.75,35.25,26.72,30-Mar-99
4.36,44.67,1286.37,34.42,26.75,31-Mar-99
4.3,46.2,1293.72,34.73,26.66,1-Apr-99
4.29,47.32,1321.12,35.66,27.51,5-Apr-99
4.29,46.88,1317.89,35.25,27.48,6-Apr-99
4.28,46.51,1326.89,35.62,28.66,7-Apr-99
4.27,47.13,1343.98,35.43,28.72,8-Apr-99
4.26,46.97,1348.35,34.9,28.57,9-Apr-99
4.22,46.35,1358.63,36.25,29.02,12-Apr-99
4.17,44.92,1349.82,36.38,29.81,13-Apr-99
4.16,42.8,1328.44,35.49,29.61,14-Apr-99
4.19,44.29,1322.85,35,29.63,15-Apr-99
4.22,43.17,1319,34.61,30.61,16-Apr-99
4.21,40.37,1289.48,32.59,30.67,19-Apr-99
4.25,41.43,1306.17,34.01,30.14,20-Apr-99
4.24,40.87,1336.12,35.33,30.2,21-Apr-99
4.27,42.33,1358.82,35.23,30.2,22-Apr-99
4.31,42.86,1356.85,35.12,30.08,23-Apr-99
4.35,43.86,1360.04,35.31,30.28,26-Apr-99
4.37,41.87,1362.8,35,30.22,27-Apr-99
4.38,40.93,1350.91,34.69,30.25,28-Apr-99
4.38,40.9,1342.83,33.48,31.18,29-Apr-99
4.43,40.52,1335.18,32.78,30.38,30-Apr-99
4.46,39.81,1354.63,32.86,31.69,3-May-99
4.49,38.9,1332,32.65,30.47,4-May-99
4.48,39.43,1347.31,33.91,30.59,5-May-99
4.48,38.85,1332.05,33.68,29.7,6-May-99
4.47,39.4,1345,34.2,30.83,7-May-99
4.47,39.72,1340.3,33.83,30.44,10-May-99
4.48,39.81,1355.61,34.52,30.44,11-May-99
4.47,40.12,1364,34.28,30.65,12-May-99
4.45,39.43,1367.56,34.01,30.18,13-May-99
4.5,38.31,1337.8,32.96,28.87,14-May-99
4.55,39.43,1339.49,33.06,27.35,17-May-99
4.53,39.22,1333.32,32.43,27.71,18-May-99
4.5,39.53,1344.23,33.6,27.41,19-May-99
4.48,39.09,1338.83,33.12,27.53,20-May-99
4.46,38.66,1330.29,32.39,27.68,21-May-99
4.5,38.5,1306.65,32.2,26.67,24-May-99
4.51,38,1284.4,31.85,26.94,25-May-99
4.52,39.12,1304.76,32.08,27.39,26-May-99
4.52,39.06,1281.41,31.33,26.64,27-May-99
4.51,40.22,1301.84,31.64,27.15,28-May-99
4.54,39.12,1294.26,31.91,27.32,1-Jun-99
4.6,39.09,1294.81,31.75,26.85,2-Jun-99
4.52,38.06,1299.54,32.01,26.91,3-Jun-99
4.43,39.65,1327.75,32.63,26.76,4-Jun-99
4.39,40,1334.52,32.49,27.09,7-Jun-99
4.48,39.56,1317.33,31.85,26.61,8-Jun-99
4.47,41.02,1318.64,31.95,26.26,9-Jun-99
4.53,39.81,1302.82,31.42,26.14,10-Jun-99
4.59,38.93,1293.64,31.53,25.84,11-Jun-99
4.57,38.66,1294,32.28,25.42,14-Jun-99
4.59,38.72,1301.16,32.42,25.16,15-Jun-99
4.55,40.37,1330.41,33.23,26.05,16-Jun-99
4.51,41.3,1339.9,33.74,25.96,17-Jun-99
4.52,42.36,1342.84,33.46,26.17,18-Jun-99
4.55,44.33,1349,32.84,26.11,21-Jun-99
4.61,43.11,1335.88,32.94,26.05,22-Jun-99
4.59,42.86,1333.06,32.92,25.13,23-Jun-99
4.59,42.17,1315.78,33.21,25.6,24-Jun-99
4.66,42.33,1315.31,32.49,25.4,25-Jun-99
4.67,43.24,1331.35,33.04,25.25,28-Jun-99
4.7,43.86,1351.45,34.13,25.45,29-Jun-99
4.67,44.95,1372.71,35.16,26.82,30-Jun-99
4.57,45.45,1380.96,34.69,27.83,1-Jul-99
4.54,45.85,1391.22,35.06,27.3,2-Jul-99
4.52,44.64,1388.12,35.56,27.41,6-Jul-99
4.53,46.01,1395.86,36.81,27.32,7-Jul-99
4.54,46.13,1394.42,36.51,26.85,8-Jul-99
4.56,46.48,1403.28,36.55,26.61,9-Jul-99
4.56,46.94,1399.1,36.01,26.49,12-Jul-99
4.58,46.66,1393.56,36.07,25.42,13-Jul-99
4.58,47.32,1398.17,36.14,25.16,14-Jul-99
4.57,47.03,1409.62,36.69,25.42,15-Jul-99
4.54,49.56,1418.78,37.1,25.69,16-Jul-99
4.52,49.03,1407.65,37.45,25.63,19-Jul-99
4.49,46.51,1377.1,36.69,25.28,20-Jul-99
4.47,47.19,1379.29,36.5,25.84,21-Jul-99
4.48,45.38,1360.97,35.89,25.63,22-Jul-99
4.52,44.98,1356.94,35.95,25.4,23-Jul-99
4.57,43.67,1347.76,35.58,25.21,26-Jul-99
4.58,44.26,1362.84,36.28,25.37,27-Jul-99
4.57,44.86,1365.4,35.58,25.33,28-Jul-99
4.58,43.33,1341.03,34.95,24.93,29-Jul-99
4.62,42.77,1328.72,34.02,23.25,30-Jul-99
4.65,42.27,1328.05,33.67,23.67,2-Aug-99
4.69,42.24,1322.18,33.67,24,3-Aug-99
4.66,42.33,1305.33,33.32,23.55,4-Aug-99
4.58,42.74,1313.71,34.19,23.43,5-Aug-99
4.66,42.42,1300.29,33.39,23.07,6-Aug-99
4.74,41.77,1297.8,32.79,23.01,9-Aug-99
4.81,41.34,1281.43,32.73,22.23,10-Aug-99
4.77,41.96,1301.93,33.1,22.92,11-Aug-99
4.66,40.74,1298.16,32.79,22.65,12-Aug-99
4.6,42.21,1327.68,33.63,23.31,13-Aug-99
4.63,42.02,1330.77,34.27,23.31,16-Aug-99
4.68,42.14,1344.16,34.78,23.61,17-Aug-99
4.63,42.36,1332.84,34.86,24.39,18-Aug-99
4.63,41.77,1323.59,34.64,24.15,19-Aug-99
4.69,41.55,1336.61,35.21,24.78,20-Aug-99
4.77,43.08,1360.22,36.38,24.81,23-Aug-99
4.85,45.95,1363.5,36.4,24.51,24-Aug-99
4.79,47.5,1381.79,37.24,24.93,25-Aug-99
4.78,47.16,1362.01,37.12,24.75,26-Aug-99
4.84,46.48,1348.27,36.38,24.75,27-Aug-99
4.85,45.98,1324.02,35.66,24.33,30-Aug-99
4.85,46.13,1320.41,35.05,24.99,31-Aug-99
4.82,46.04,1331.07,35.48,24.87,1-Sep-99
4.78,45.76,1319.11,35.25,24.42,2-Sep-99
4.77,47.78,1357.24,36.33,25.15,3-Sep-99
4.69,46.97,1350.45,37.39,24.48,7-Sep-99
4.69,45.98,1344.15,37.72,24.16,8-Sep-99
4.68,46.88,1347.66,37.37,23.94,9-Sep-99
4.62,47.35,1351.66,37.2,24.33,10-Sep-99
4.63,46.78,1344.13,37,24.83,13-Sep-99
4.69,47.38,1336.29,36.44,24.54,14-Sep-99
4.62,46.16,1317.97,36.2,23.85,15-Sep-99
4.56,46.85,1318.48,36.59,23.94,16-Sep-99
4.55,48.07,1335.42,37.45,23.94,17-Sep-99
4.54,48.62,1335.53,38.08,23.94,20-Sep-99
4.65,47.16,1307.58,37.22,23.43,21-Sep-99
4.68,47.88,1310.51,37.14,23.88,22-Sep-99
4.67,45.45,1280.41,36.44,23.58,23-Sep-99
4.67,45.32,1277.36,36.83,23.82,24-Sep-99
4.67,45.57,1283.31,37.45,24.09,27-Sep-99
4.67,45.91,1282.2,37.05,23.94,28-Sep-99
4.68,44.61,1268.37,36.45,23.79,29-Sep-99
4.71,45.13,1282.71,37.11,24.09,30-Sep-99
4.71,44.85,1282.81,36.74,24.27,1-Oct-99
4.7,46.13,1304.6,37.58,24.6,4-Oct-99
4.73,45.76,1301.35,37.85,24.83,5-Oct-99
4.67,46.69,1325.4,38.72,25.41,6-Oct-99
4.7,46.72,1317.64,38.15,24.63,7-Oct-99
4.67,47.32,1336.02,39.05,24.99,8-Oct-99
4.67,47,1335.21,38.54,25.41,11-Oct-99
