month,day,hour,Wind speed,site2,site4
7,30,18,8.2,5.4228,6.6154
7,31,0,7.6,3.9034,3.4497
7,31,6,10.6,10.6029,8.5706
7,31,12,7.2,7.7609,7.7077
7,31,18,8.9,1.4548,2.6901
8,1,0,6.6,3.0377,2.3027
8,1,6,13.1,12.8355,7.5666
8,1,12,15.2,13.6196,13.0962
8,1,18,12.8,10.0954,10.6879
8,2,0,8.5,8.7872,8.4598
8,2,6,4.7,5.278,6.1988
8,2,12,2.4,3.3847,3.7609
8,2,18,8.1,3.8271,2.9962
8,3,0,11.9,7.7926,2.6279
8,3,6,13.8,12.5747,8.2665
8,3,12,14.1,10.3382,11.3354
8,3,18,4.4,0.1425,6.7981
8,4,0,8.7,8.0666,3.5528
8,4,6,11.7,6.5306,6.3046
8,4,12,9.1,9.0513,9.0394
8,4,18,11.6,5.5921,7.1033
8,5,0,9.7,6.5161,5.0918
8,5,6,8.9,6.6065,6.4557
8,5,12,9.9,10.0602,8.4923
8,5,18,11.9,7.4963,6.1719
8,6,0,11.2,8.7612,6.9269
8,6,6,11.4,11.0153,10.6564
8,6,12,14.2,12.082,11.8104
8,6,18,9.2,10.1519,10.6412
8,7,0,11.6,9.6176,11.154
8,7,6,14.6,10.3592,9.4191
8,7,12,14.3,9.1197,10.0888
8,8,12,12.2,5.4144,8.6697
8,8,18,8.3,6.4453,10.3561
8,9,0,12,5.9034,10.9337
8,9,6,12.1,5.0173,5.5906
8,9,12,8.7,10.5973,8.3181
8,9,18,6.6,7.56,5.9425
8,10,0,6.6,7.9363,7.4761
8,10,6,12,6.9983,5.6881
8,10,12,12.3,10.2672,8.6558
8,10,18,11.6,6.5176,6.7455
8,11,0,5.3,7.6418,8.6342
8,11,6,6.9,0.2999,3.0229
8,11,12,10.5,8.78,4.3068
8,11,18,8.5,2.759,4.6984
8,12,0,5.6,4.7171,3.6344
8,12,6,11.3,12.9242,5.9577
8,12,12,11.3,13.678,10.5216
8,12,18,11.9,11.1153,10.0247
8,13,0,6.7,9.8178,9.2861
8,13,6,6.6,5.6404,5.0931
8,13,12,5.4,6.7267,5.9287
8,13,18,6.7,6.7254,7.1528
8,14,0,8.7,8.0503,7.7741
8,14,6,10.1,7.8852,7.8023
8,14,12,9,9.9809,10.6574
8,14,18,4.7,3.8571,5.0286
8,15,0,4,6.8599,4.8341
8,15,6,8,7.6175,3.9566
8,15,12,12,9.8358,7.3521
8,15,18,12.6,9.616,9.8035
9,1,0,12.8,4.9527,8.5356
9,1,6,12.1,2.5276,5.2448
9,1,12,5.1,0.7089,2.9386
9,1,18,6.1,2.4297,1.6278
9,2,0,8,7.161,4.7329
9,2,6,11,8.1362,8.7101
9,2,12,14.6,12.9435,7.1031
9,2,18,14.8,14.7191,15.7154
9,3,0,10.6,14.1902,12.5511
9,3,6,6.7,7.3137,10.8244
9,3,12,6.3,6.2415,6.3608
9,3,18,8.3,4.3858,3.0961
9,4,0,10.8,6.2172,3.1267
9,4,6,12.8,9.9479,7.7836
9,4,12,14.4,10.3583,11.7225
9,4,18,15.2,7.9791,10.9478
9,5,0,13.8,7.2174,12.9006
9,5,6,11.7,4.0458,9.4402
9,5,12,9.2,3.102,6.8684
9,5,18,7,2.781,3.64
9,6,0,5.9,1.49,3.2467
9,6,6,6,7.8598,6.1996
9,6,12,10.4,8.2007,4.7396
9,6,18,6.2,5.2999,7.1858
9,7,0,3.9,5.408,1.8601
9,7,6,11.4,3.1164,3.6459
9,7,12,12.7,3.745,5.474
9,7,18,16.4,5.4408,8.3647
9,8,0,16.3,2.7787,7.6619
9,8,6,12.9,2.9082,8.58
9,8,12,12.9,2.1938,8.1253
9,8,18,6.4,2.5485,3.5898
9,9,0,7.1,8.3517,2.9712
9,9,6,9.8,9.0236,7.13
9,9,12,7.5,5.623,8.2748
9,9,18,11.1,3.9035,5.1615
9,10,0,8.1,6.3758,7.227
9,10,6,10.6,7.5679,6.7205
9,10,12,6.8,6.5193,5.6479
9,10,18,3.8,2.8009,3.442
9,11,0,5.4,2.9155,3.4448
9,11,12,4.2,5.8477,6.5779
9,11,18,5.7,3.1114,2.8815
9,12,0,4.3,5.0218,4.3353
9,12,6,6.8,6.9003,9.1965
9,12,12,6.1,6.7037,8.4689
9,12,18,4.8,3.3271,4.4548
9,13,0,6,4.0487,2.9755
9,13,6,5.2,5.5223,3.0093
9,13,12,6,7.2098,6.2375
9,13,18,8,6.7604,5.4566
9,14,0,6,7.3744,10.3727
9,14,6,6.6,7.7793,5.7109
9,14,12,11.6,10.6901,13.1282
9,14,18,8.9,6.1068,7.7818
9,15,0,5.5,2.1405,4.3395
9,15,6,3.2,6.2027,0.8233
9,15,12,8.2,11.44,8.5686
9,15,18,12.4,7.3166,8.0507
9,16,0,8.9,9.7759,11.2514
9,16,6,9.1,6.519,8.8922
9,16,12,6.6,6.3856,5.6589
9,16,18,9.4,6.6477,4.0149
9,17,0,14.3,11.645,9.313
9,17,6,13.3,13.5106,11.5089
9,17,12,16.4,13.5037,14.9995
9,17,18,15.6,7.2164,12.8578
9,18,0,13.6,11.1101,14.8062
9,18,6,13.3,5.4672,11.586
9,18,12,12.7,7.6838,14.8784
9,18,18,13.9,3.7748,6.8239
9,19,0,4.3,9.9174,3.6881
9,19,6,16.6,14.1656,8.3498
9,19,12,11,9.8426,10.3386
9,19,18,11.2,4.5519,7.7103
9,20,0,4,5.4679,6.1129
9,20,6,9,11.1273,6.17
9,20,12,8.9,9.997,13.4698
9,20,18,14,10.1011,5.4957
9,21,0,13.9,13.5569,13.3126
9,21,6,9.9,11.9666,11.8507
9,21,12,10.7,11.58,10.4029
9,21,18,15.8,12.6024,11.5594
9,22,0,12.3,14.7687,12.217
9,22,6,12.5,10.0622,9.4916
9,22,12,9.9,7.8568,9.0404
9,22,18,8.8,2.5677,6.4204
9,23,0,1.9,2.9785,3.9031
9,23,6,10.6,7.5679,1.9293
9,23,12,14.7,11.4934,9.8338
9,23,18,12,5.2612,7.0854
9,24,0,4.7,3.1396,3.407
9,24,12,12,11.3316,9.42
9,24,18,12.5,4.1764,9.4989
9,25,0,2.8,7.1442,3.253
9,25,6,8.2,8.7295,7.7888
9,25,12,8.6,6.0169,9.4537
9,25,18,4.6,5.4967,3.3988
9,26,0,2,7.0644,5.5127
9,26,6,8.2,7.0207,7.0207
9,26,12,5.2,6.9549,7.7687
9,27,0,6,1.4392,4.2919
9,27,6,6.2,5.0231,1.1152
9,27,12,8.3,3.0025,2.3025
9,27,18,10.3,7.924,5.3767
9,28,0,8,7.0138,4.9699
9,28,6,9.3,5.9853,6.2729
9,28,12,10.7,5.8757,6.0348
9,28,18,9.2,4.0229,4.6108
9,29,0,3.9,3.3313,2.6332
9,29,6,5.3,8.9463,7.2865
9,29,12,9.6,9.4319,6.8885
9,29,18,11.3,9.6305,7.9159
9,30,0,10.6,10.1206,11.1426
9,30,6,10.9,7.758,7.4949
9,30,12,8.6,2.7983,5.7835
9,30,18,3.6,4.5859,2.038
10,1,0,7.1,9.7477,7.5184
10,1,6,9.2,10.3215,8.6575
10,1,12,4.8,11.5042,9.1423
10,1,18,12.5,9.7742,9.7134
10,2,0,10,7.9851,7.2132
10,2,6,7.4,4.3021,5.1294
10,2,12,7.1,4.2049,5.1177
10,2,18,3.6,2.7275,1.1657
10,3,0,3.5,3.1993,1.1651
10,3,6,2.8,6.3116,4.9387
10,3,12,7.9,9.0471,6.4054
10,3,18,8.7,7.9216,8.9429
10,4,0,5.1,2.0196,6.8392
10,4,6,8.3,8.717,6.4052
10,4,12,14.1,11.3384,13.1041
10,4,18,13.2,6.2777,8.8544
10,5,0,7,10.2551,10.7699
10,5,6,6.7,4.7754,5.6287
10,5,12,5.1,7.8245,4.425
10,5,18,4.2,0.9218,2.1012
10,6,0,7.4,3.8951,0.2242
10,6,6,3.5,2.1624,3.9873
10,6,12,13.9,11.0193,7.246
10,6,18,9.6,6.6049,8.0663
10,7,0,6.3,5.1015,8.0539
10,7,6,9,8.0502,5.8304
10,7,12,12.2,5.4048,7.7902
10,7,18,8.3,2.3273,3.0802
10,8,0,6.1,4.3123,1.7687
10,8,6,5.6,6.9081,5.327
10,8,12,10.3,11.0695,8.5891
10,8,18,9.6,8.683,8.9456
10,9,0,5.3,5.2341,7.4991
10,9,6,2,5.1981,1.8409
10,9,12,4.8,9.1966,3.98
10,9,18,10.4,9.2128,9.4051
10,10,0,8.4,6.5779,8.1898
10,10,6,8.1,7.966,8.5587
10,10,12,9.5,7.379,6.6621
10,10,18,11.5,10.4223,10.953
10,11,0,14.4,11.0082,13.1252
10,11,6,13.5,12.3659,14.6921
10,11,12,11.1,7.4938,12.7971
10,11,18,11.4,12.2345,5.9425
10,12,0,13.4,13.5359,12.7602
10,12,6,12.6,9.5143,11.953
10,12,12,12.5,10.0508,9.4182
10,12,18,12.2,8.9352,9.2958
10,13,0,10.3,10.4684,11.2867
10,13,6,12,9.8071,8.7788
10,13,12,10.5,10.3226,13.0025
10,13,18,7.8,4.4397,0.3214
10,14,0,10.8,7.6264,5.1876
10,14,6,15,9.902,12.3024
10,14,12,6.3,8.346,9.5719
10,14,18,20.7,15.5236,10.5935
10,15,0,11.5,10.196,11.8141
10,15,6,9.5,6.8773,5.6619
10,15,12,8,5.4737,6.1928
10,15,18,2.2,2.8608,4.5889
10,16,0,2.4,4.3291,4.6767
10,16,6,3.4,2.4343,2.2229
10,16,12,3.1,0.7096,2.2403
10,16,18,3.3,0.7102,1.6129
10,17,0,4.7,3.6679,1.0012
10,17,6,6.5,4.2818,1.4313
10,17,12,8.3,6.9775,3.7192
10,17,18,6.3,3.9683,2.6129
10,18,0,10.7,10.419,6.8769
10,18,6,9.4,2.8431,5.6061
10,18,12,15,10.5656,5.6837
10,18,18,14.2,9.1951,9.4064
10,19,0,10.4,8.0964,9.5781
10,19,6,11.8,6.2508,9.5176
10,19,12,5.4,5.5544,6.0406
10,19,18,7.6,3.6386,4.7507
10,20,0,5,2.4323,5.095
10,20,6,7.5,5.8303,5.1108
10,20,12,8.7,9.2227,7.8524
10,20,18,10.3,8.135,7.8686
10,21,0,9.6,5.8303,6.5846
10,21,6,9.4,4.365,6.4158
10,21,12,8.2,4.3155,7.1608
10,21,18,5.1,3.8115,4.1649
10,22,0,6.4,7.2498,3.721
10,22,6,8.4,8.2881,6.218
10,22,12,8.3,6.5478,5.2361
10,22,18,7.1,4.2431,5.63
10,23,0,4.8,6.3085,6.1177
10,23,6,6.3,3.735,5.3119
10,23,12,4.1,3.8587,5.1266
10,23,18,3.2,1.1152,1.9111
10,26,6,10.7,6.3705,4.7613
10,26,12,10.3,8.956,7.3234
10,26,18,8.6,4.4781,5.3584
10,27,0,4.3,4.7169,4.5599
10,27,6,2.4,1.0055,1.1423
10,27,12,3.9,2.2878,1.7028
10,27,18,8.4,4.5277,4.1043
10,28,0,11.1,4.9678,6.3497
10,28,6,10.7,4.341,5.759
10,28,12,8.3,2.0869,4.8369
10,28,18,7.4,3.6732,2.4674
10,29,0,5.1,4.5023,0.424
10,29,6,4,11.0516,6.853
10,29,12,8.9,12.0572,10.1864
10,29,18,11.8,12.0667,11.4445
10,30,0,14.4,9.3066,10.0722
10,30,6,14.3,8.2974,8.7144
10,30,12,11.4,8.9552,8.3878
10,30,18,7.2,6.4002,6.371
10,31,0,5.4,7.3234,6.3233
11,2,0,11.2,12.8997,13.6164
11,2,6,9.5,8.6281,8.3164
11,2,12,5.7,6.9106,5.5235
11,2,18,6.3,3.3579,1.3453
11,3,0,6.2,7.1154,4.7363
11,3,6,9.2,8.8604,6.7023
11,3,12,13.1,11.8696,11.1775
11,3,18,11.6,6.7433,7.6324
11,4,0,7.6,7.4289,5.3812
11,4,6,9.5,2.4974,5.0328
11,4,12,4.8,6.2968,1.8654
11,4,18,11.7,9.7622,7.1994
11,5,6,10.2,5.5307,10.3815
11,5,12,7.1,4.5599,5.2754
11,5,18,11.7,6.4643,3.2446
11,6,0,7.3,9.1992,6.8973
11,6,6,11,9.8405,9.4719
11,6,12,9.3,7.8278,10.4076
11,6,18,2.3,5.4432,8.1628
11,7,0,9.1,6.9555,2.8662
11,7,6,12.4,11.2278,11.3557
11,7,12,12.1,13.3461,12.8664
11,7,18,8.6,10.6468,9.8498
11,8,0,8.6,9.3005,9.2053
11,8,6,6.3,2.5018,4.5418
11,8,12,3.6,2.9716,2.5953
11,8,18,6.2,7.6922,8.0446
11,9,0,9.5,5.7098,6.2418
11,9,6,11.3,9.0637,11.5878
11,9,12,7.9,2.5442,5.5466
11,9,18,5.1,4.7991,3.7899
11,10,0,7.5,9.0354,4.6806
11,10,6,11.5,8.7463,7.4963
11,10,12,13.4,11.0231,10.3416
11,10,18,11.2,5.773,8.9277
11,11,0,7.2,5.163,7.8468
11,11,6,4.5,3.9468,3.7864
11,11,12,4.4,4.341,4.7008
11,11,18,6.3,3.1349,3.2561
11,12,0,6,5.9425,4.8064
11,12,6,11.3,7.1985,6.8564
11,12,12,9.6,8.9941,5.724
11,12,18,8.4,6.3107,9.1763
11,13,0,4.4,4.4382,5.021
11,13,6,5.4,7.7991,3.8075
11,13,12,8.5,7.6506,6.9391
11,13,18,14.2,6.1376,1.1197
11,14,0,10.9,8.3228,6.8719
11,14,6,6.2,5.6019,4.7304
11,14,12,4,1.6174,3.2583
11,14,18,4.2,0.8549,1.7205
11,15,0,3.4,1.1657,0.4967
11,15,6,3.9,5.8439,5.6616
11,15,12,6,5.464,5.1036
11,15,18,3.7,3.0632,2.9218
11,16,0,3.7,1.6482,1.342
11,16,6,6,6.3558,5.4079
11,16,12,6.4,5.8262,4.4272
11,16,18,5.8,3.6768,5.51
11,17,0,7.9,5.6,5.8025
11,17,6,11.2,8.1596,8.0119
11,17,12,11,10.5997,12.0195
11,17,18,8.2,7.3642,11.2246
11,18,0,5.9,11.6133,8.54
11,18,6,11.6,12.8654,8.0889
11,18,12,9.7,10.8753,11.1032
11,18,18,12.9,10.2348,8.5676
11,19,0,12.4,13.2837,10.403
11,19,6,12.6,11.3303,10.4223
11,19,12,9.9,7.9322,8.9966
11,19,18,8.2,5.3125,2.998
11,20,0,9.8,8.04,6.1659
11,20,6,9.5,8.9183,5.2387
11,20,12,12.1,10.6233,7.2805
11,20,18,10,5.3754,7.0221
11,21,0,8.6,10.2372,6.3558
11,21,6,14.8,14.8964,10.2354
11,21,12,10.3,10.7373,10.4794
11,21,18,8,4.8732,7.5464
11,22,0,5.2,1.7007,4.7542
11,22,6,5.8,7.0774,1.7498
11,22,12,8.8,12.1307,8.2993
11,22,18,12.1,8.3913,15.6779
11,23,0,11.1,11.2148,5.9434
11,23,6,15.7,15.6527,13.6613
11,23,12,14.5,16.3112,13.4836
11,23,18,14.2,14.2582,13.55
11,24,0,12.3,13.0652,10.6841
11,24,6,8.8,8.6689,9.729
11,24,12,6.4,7.6339,8.4525
11,24,18,8.2,7.1207,7.5437
11,25,0,5.9,5.6831,6.0753
11,25,6,5.6,4.8367,4.1224
11,25,12,9.5,7.1982,3.7091
11,25,18,15.3,7.432,8.2649
11,26,0,11.6,9.5269,9.2692
11,26,6,9.7,6.3645,5.2681
11,26,12,3.9,3.4036,3.9646
11,26,18,1.9,3.1795,0.9431
11,27,0,4.8,7.5025,4.1138
11,27,6,9.5,8.718,8.8989
11,27,12,7.9,6.2415,10.2117
11,27,18,6.4,6.7023,4.789
11,28,0,8.9,8.7005,6.3812
11,28,6,8,5.8156,4.4547
11,28,12,8.7,8.4931,5.9645
11,28,18,13.4,11.3489,9.5996
11,29,0,16,16.5512,14.1008
11,29,6,16.3,14.1476,14.0395
11,29,18,21.4,16.9654,15.9968
11,30,0,17.7,19.1634,20.0038
11,30,6,13.1,8.8842,10.4696
11,30,12,11.1,8.6825,10.411
11,30,18,8.7,5.5535,5.314
