version4id,ccode1,state_name1,ccode2,state_name2,dyad_st_day,dyad_st_month,dyad_st_year,dyad_end_day,dyad_end_month,dyad_end_year,left_censor,right_censor,defense,neutrality,nonaggression,entente,version
3,240,"Hanover",300,"Austria-Hungary",1,1,1838,15,3,1848,0,0,1,0,1,1,4.1
3,240,"Hanover",300,"Austria-Hungary",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,245,"Bavaria",240,"Hanover",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,245,"Bavaria",240,"Hanover",1,1,1838,15,3,1848,0,0,1,0,1,1,4.1
3,245,"Bavaria",255,"Germany",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,245,"Bavaria",255,"Germany",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,245,"Bavaria",267,"Baden",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,245,"Bavaria",267,"Baden",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,245,"Bavaria",269,"Saxony",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,245,"Bavaria",269,"Saxony",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,245,"Bavaria",271,"Wuerttemburg",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,245,"Bavaria",271,"Wuerttemburg",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,245,"Bavaria",273,"Hesse Electoral",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,245,"Bavaria",273,"Hesse Electoral",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,245,"Bavaria",275,"Hesse Grand Ducal",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,245,"Bavaria",275,"Hesse Grand Ducal",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,245,"Bavaria",280,"Mecklenburg Schwerin",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,245,"Bavaria",280,"Mecklenburg Schwerin",1,1,1843,15,3,1848,0,0,1,0,1,1,4.1
3,245,"Bavaria",300,"Austria-Hungary",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,245,"Bavaria",300,"Austria-Hungary",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,255,"Germany",240,"Hanover",1,1,1838,15,3,1848,0,0,1,0,1,1,4.1
3,255,"Germany",240,"Hanover",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,255,"Germany",245,"Bavaria",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,255,"Germany",245,"Bavaria",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,255,"Germany",267,"Baden",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,255,"Germany",267,"Baden",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,255,"Germany",269,"Saxony",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,255,"Germany",269,"Saxony",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,255,"Germany",271,"Wuerttemburg",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,255,"Germany",271,"Wuerttemburg",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,255,"Germany",273,"Hesse Electoral",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,255,"Germany",273,"Hesse Electoral",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,255,"Germany",275,"Hesse Grand Ducal",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,255,"Germany",275,"Hesse Grand Ducal",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,255,"Germany",280,"Mecklenburg Schwerin",1,1,1843,15,3,1848,0,0,1,0,1,1,4.1
3,255,"Germany",280,"Mecklenburg Schwerin",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,255,"Germany",300,"Austria-Hungary",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,255,"Germany",300,"Austria-Hungary",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,267,"Baden",240,"Hanover",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,267,"Baden",240,"Hanover",1,1,1838,15,3,1848,0,0,1,0,1,1,4.1
3,267,"Baden",245,"Bavaria",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,267,"Baden",245,"Bavaria",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,267,"Baden",255,"Germany",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,267,"Baden",255,"Germany",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,267,"Baden",269,"Saxony",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,267,"Baden",269,"Saxony",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,267,"Baden",271,"Wuerttemburg",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,267,"Baden",271,"Wuerttemburg",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,267,"Baden",273,"Hesse Electoral",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,267,"Baden",273,"Hesse Electoral",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,267,"Baden",275,"Hesse Grand Ducal",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,267,"Baden",275,"Hesse Grand Ducal",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,267,"Baden",280,"Mecklenburg Schwerin",1,1,1843,15,3,1848,0,0,1,0,1,1,4.1
3,267,"Baden",280,"Mecklenburg Schwerin",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,267,"Baden",300,"Austria-Hungary",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,267,"Baden",300,"Austria-Hungary",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,269,"Saxony",240,"Hanover",1,1,1838,15,3,1848,0,0,1,0,1,1,4.1
3,269,"Saxony",240,"Hanover",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,269,"Saxony",245,"Bavaria",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,269,"Saxony",245,"Bavaria",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,269,"Saxony",255,"Germany",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,269,"Saxony",255,"Germany",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,269,"Saxony",267,"Baden",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,269,"Saxony",267,"Baden",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,269,"Saxony",271,"Wuerttemburg",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,269,"Saxony",271,"Wuerttemburg",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,269,"Saxony",273,"Hesse Electoral",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,269,"Saxony",273,"Hesse Electoral",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,269,"Saxony",275,"Hesse Grand Ducal",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,269,"Saxony",275,"Hesse Grand Ducal",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,269,"Saxony",280,"Mecklenburg Schwerin",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,269,"Saxony",280,"Mecklenburg Schwerin",1,1,1843,15,3,1848,0,0,1,0,1,1,4.1
3,269,"Saxony",300,"Austria-Hungary",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,269,"Saxony",300,"Austria-Hungary",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,271,"Wuerttemburg",240,"Hanover",1,1,1838,15,3,1848,0,0,1,0,1,1,4.1
3,271,"Wuerttemburg",240,"Hanover",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,271,"Wuerttemburg",245,"Bavaria",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,271,"Wuerttemburg",245,"Bavaria",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,271,"Wuerttemburg",255,"Germany",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,271,"Wuerttemburg",255,"Germany",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,271,"Wuerttemburg",267,"Baden",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,271,"Wuerttemburg",267,"Baden",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,271,"Wuerttemburg",269,"Saxony",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,271,"Wuerttemburg",269,"Saxony",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,271,"Wuerttemburg",273,"Hesse Electoral",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,271,"Wuerttemburg",273,"Hesse Electoral",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,271,"Wuerttemburg",275,"Hesse Grand Ducal",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,271,"Wuerttemburg",275,"Hesse Grand Ducal",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,271,"Wuerttemburg",280,"Mecklenburg Schwerin",1,1,1843,15,3,1848,0,0,1,0,1,1,4.1
3,271,"Wuerttemburg",280,"Mecklenburg Schwerin",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,271,"Wuerttemburg",300,"Austria-Hungary",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,271,"Wuerttemburg",300,"Austria-Hungary",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,273,"Hesse Electoral",240,"Hanover",1,1,1838,15,3,1848,0,0,1,0,1,1,4.1
3,273,"Hesse Electoral",240,"Hanover",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,273,"Hesse Electoral",245,"Bavaria",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,273,"Hesse Electoral",245,"Bavaria",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,273,"Hesse Electoral",255,"Germany",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,273,"Hesse Electoral",255,"Germany",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,273,"Hesse Electoral",267,"Baden",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,273,"Hesse Electoral",267,"Baden",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,273,"Hesse Electoral",269,"Saxony",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,273,"Hesse Electoral",269,"Saxony",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,273,"Hesse Electoral",271,"Wuerttemburg",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,273,"Hesse Electoral",271,"Wuerttemburg",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,273,"Hesse Electoral",275,"Hesse Grand Ducal",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,273,"Hesse Electoral",275,"Hesse Grand Ducal",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,273,"Hesse Electoral",280,"Mecklenburg Schwerin",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,273,"Hesse Electoral",280,"Mecklenburg Schwerin",1,1,1843,15,3,1848,0,0,1,0,1,1,4.1
3,273,"Hesse Electoral",300,"Austria-Hungary",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,273,"Hesse Electoral",300,"Austria-Hungary",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,275,"Hesse Grand Ducal",240,"Hanover",1,1,1838,15,3,1848,0,0,1,0,1,1,4.1
3,275,"Hesse Grand Ducal",240,"Hanover",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,275,"Hesse Grand Ducal",245,"Bavaria",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,275,"Hesse Grand Ducal",245,"Bavaria",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,275,"Hesse Grand Ducal",255,"Germany",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,275,"Hesse Grand Ducal",255,"Germany",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,275,"Hesse Grand Ducal",267,"Baden",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,275,"Hesse Grand Ducal",267,"Baden",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,275,"Hesse Grand Ducal",269,"Saxony",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,275,"Hesse Grand Ducal",269,"Saxony",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,275,"Hesse Grand Ducal",271,"Wuerttemburg",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,275,"Hesse Grand Ducal",271,"Wuerttemburg",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,275,"Hesse Grand Ducal",273,"Hesse Electoral",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,275,"Hesse Grand Ducal",273,"Hesse Electoral",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,275,"Hesse Grand Ducal",280,"Mecklenburg Schwerin",1,1,1843,15,3,1848,0,0,1,0,1,1,4.1
3,275,"Hesse Grand Ducal",280,"Mecklenburg Schwerin",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,275,"Hesse Grand Ducal",300,"Austria-Hungary",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,275,"Hesse Grand Ducal",300,"Austria-Hungary",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,280,"Mecklenburg Schwerin",240,"Hanover",1,1,1843,15,3,1848,0,0,1,0,1,1,4.1
3,280,"Mecklenburg Schwerin",240,"Hanover",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,280,"Mecklenburg Schwerin",245,"Bavaria",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,280,"Mecklenburg Schwerin",245,"Bavaria",1,1,1843,15,3,1848,0,0,1,0,1,1,4.1
3,280,"Mecklenburg Schwerin",255,"Germany",1,1,1843,15,3,1848,0,0,1,0,1,1,4.1
3,280,"Mecklenburg Schwerin",255,"Germany",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,280,"Mecklenburg Schwerin",267,"Baden",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,280,"Mecklenburg Schwerin",267,"Baden",1,1,1843,15,3,1848,0,0,1,0,1,1,4.1
3,280,"Mecklenburg Schwerin",269,"Saxony",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,280,"Mecklenburg Schwerin",269,"Saxony",1,1,1843,15,3,1848,0,0,1,0,1,1,4.1
3,280,"Mecklenburg Schwerin",271,"Wuerttemburg",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,280,"Mecklenburg Schwerin",271,"Wuerttemburg",1,1,1843,15,3,1848,0,0,1,0,1,1,4.1
3,280,"Mecklenburg Schwerin",273,"Hesse Electoral",1,1,1843,15,3,1848,0,0,1,0,1,1,4.1
3,280,"Mecklenburg Schwerin",273,"Hesse Electoral",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,280,"Mecklenburg Schwerin",275,"Hesse Grand Ducal",1,1,1843,15,3,1848,0,0,1,0,1,1,4.1
3,280,"Mecklenburg Schwerin",275,"Hesse Grand Ducal",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,280,"Mecklenburg Schwerin",300,"Austria-Hungary",1,1,1843,15,3,1848,0,0,1,0,1,1,4.1
3,280,"Mecklenburg Schwerin",300,"Austria-Hungary",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,300,"Austria-Hungary",240,"Hanover",1,1,1838,15,3,1848,0,0,1,0,1,1,4.1
3,300,"Austria-Hungary",240,"Hanover",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,300,"Austria-Hungary",245,"Bavaria",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,300,"Austria-Hungary",245,"Bavaria",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,300,"Austria-Hungary",255,"Germany",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,300,"Austria-Hungary",255,"Germany",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,300,"Austria-Hungary",267,"Baden",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,300,"Austria-Hungary",267,"Baden",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,300,"Austria-Hungary",269,"Saxony",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,300,"Austria-Hungary",269,"Saxony",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,300,"Austria-Hungary",271,"Wuerttemburg",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,300,"Austria-Hungary",271,"Wuerttemburg",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,300,"Austria-Hungary",273,"Hesse Electoral",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,300,"Austria-Hungary",273,"Hesse Electoral",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,300,"Austria-Hungary",275,"Hesse Grand Ducal",1,1,1816,15,3,1848,1,0,1,0,1,1,4.1
3,300,"Austria-Hungary",275,"Hesse Grand Ducal",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
3,300,"Austria-Hungary",280,"Mecklenburg Schwerin",1,1,1843,15,3,1848,0,0,1,0,1,1,4.1
3,300,"Austria-Hungary",280,"Mecklenburg Schwerin",29,11,1850,15,6,1866,0,0,1,0,1,1,4.1
4,300,"Austria-Hungary",329,"Two Sicilies",1,1,1816,13,7,1820,1,0,1,0,0,1,4.1
4,329,"Two Sicilies",300,"Austria-Hungary",1,1,1816,13,7,1820,1,0,1,0,0,1,4.1
5,300,"Austria-Hungary",337,"Tuscany",1,1,1816,29,3,1848,1,0,1,0,0,1,4.1
5,337,"Tuscany",300,"Austria-Hungary",1,1,1816,29,3,1848,1,0,1,0,0,1,4.1
6,200,"United Kingdom",255,"Germany",1,1,1816,31,10,1822,1,0,1,0,,1,4.1
6,200,"United Kingdom",300,"Austria-Hungary",1,1,1816,31,10,1822,1,0,1,0,,1,4.1
6,200,"United Kingdom",365,"Russia",1,1,1816,31,10,1822,1,0,1,0,,1,4.1
6,255,"Germany",200,"United Kingdom",1,1,1816,31,10,1822,1,0,1,0,0,1,4.1
6,255,"Germany",300,"Austria-Hungary",1,1,1816,31,10,1822,1,0,1,0,0,1,4.1
6,255,"Germany",365,"Russia",1,1,1816,31,10,1822,1,0,1,0,0,1,4.1
6,300,"Austria-Hungary",200,"United Kingdom",1,1,1816,31,10,1822,1,0,1,0,0,1,4.1
6,300,"Austria-Hungary",255,"Germany",1,1,1816,31,10,1822,1,0,1,0,0,1,4.1
6,300,"Austria-Hungary",365,"Russia",1,1,1816,31,10,1822,1,0,1,0,0,1,4.1
6,365,"Russia",200,"United Kingdom",1,1,1816,31,10,1822,1,0,1,0,0,1,4.1
6,365,"Russia",255,"Germany",1,1,1816,31,10,1822,1,0,1,0,0,1,4.1
6,365,"Russia",300,"Austria-Hungary",1,1,1816,31,10,1822,1,0,1,0,0,1,4.1
7,210,"Netherlands",230,"Spain",10,8,1816,15,3,1820,0,0,1,0,0,0,4.1
7,230,"Spain",210,"Netherlands",10,8,1816,15,3,1820,0,0,1,0,0,0,4.1
8,200,"United Kingdom",220,"France",6,7,1827,14,9,1829,0,0,0,0,0,1,4.1
8,200,"United Kingdom",365,"Russia",6,7,1827,14,9,1829,0,0,0,0,0,1,4.1
8,220,"France",200,"United Kingdom",6,7,1827,14,9,1829,0,0,0,0,0,1,4.1
8,220,"France",365,"Russia",6,7,1827,14,9,1829,0,0,0,0,0,1,4.1
8,365,"Russia",200,"United Kingdom",6,7,1827,14,9,1829,0,0,0,0,0,1,4.1
8,365,"Russia",220,"France",6,7,1827,14,9,1829,0,0,0,0,0,1,4.1
9,300,"Austria-Hungary",325,"Italy",23,7,1831,24,3,1848,0,0,1,0,0,0,4.1
9,325,"Italy",300,"Austria-Hungary",23,7,1831,24,3,1848,0,0,1,0,0,0,4.1
10,200,"United Kingdom",220,"France",22,10,1832,21,5,1833,0,0,1,0,0,0,4.1
10,220,"France",200,"United Kingdom",22,10,1832,21,5,1833,0,0,1,0,0,0,4.1
11,211,"Belgium",220,"France",10,11,1832,21,5,1833,0,0,0,0,0,0,4.1
11,220,"France",211,"Belgium",10,11,1832,21,5,1833,0,0,1,0,0,0,4.1
12,255,"Germany",300,"Austria-Hungary",9,3,1833,19,4,1839,0,0,1,0,0,0,4.1
12,255,"Germany",365,"Russia",9,3,1833,19,4,1839,0,0,1,0,0,0,4.1
12,300,"Austria-Hungary",255,"Germany",9,3,1833,19,4,1839,0,0,1,0,0,0,4.1
12,300,"Austria-Hungary",365,"Russia",9,3,1833,19,4,1839,0,0,1,0,0,0,4.1
12,365,"Russia",255,"Germany",9,3,1833,19,4,1839,0,0,1,0,0,0,4.1
12,365,"Russia",300,"Austria-Hungary",9,3,1833,19,4,1839,0,0,1,0,0,0,4.1
13,325,"Italy",329,"Two Sicilies",28,3,1833,12,1,1848,0,0,1,0,0,0,4.1
13,329,"Two Sicilies",325,"Italy",28,3,1833,12,1,1848,0,0,1,0,0,0,4.1
14,365,"Russia",640,"Turkey",8,7,1833,13,7,1841,0,0,1,0,0,1,4.1
14,640,"Turkey",365,"Russia",8,7,1833,13,7,1841,0,0,1,0,0,1,4.1
15,255,"Germany",300,"Austria-Hungary",15,10,1833,2,7,1853,0,0,0,0,0,1,4.1
15,255,"Germany",365,"Russia",15,10,1833,2,7,1853,0,0,0,0,0,1,4.1
15,300,"Austria-Hungary",255,"Germany",15,10,1833,2,7,1853,0,0,0,0,0,1,4.1
15,300,"Austria-Hungary",365,"Russia",18,9,1833,2,7,1853,0,0,0,0,0,1,4.1
15,365,"Russia",255,"Germany",15,10,1833,2,7,1853,0,0,0,0,0,1,4.1
15,365,"Russia",300,"Austria-Hungary",18,9,1833,2,7,1853,0,0,0,0,0,1,4.1
16,300,"Austria-Hungary",365,"Russia",19,9,1833,2,7,1853,0,0,1,0,0,1,4.1
16,365,"Russia",300,"Austria-Hungary",19,9,1833,2,7,1853,0,0,1,0,0,1,4.1
17,255,"Germany",300,"Austria-Hungary",15,10,1833,21,3,1848,0,0,1,0,0,0,4.1
17,255,"Germany",365,"Russia",15,10,1833,21,3,1848,0,0,1,0,0,0,4.1
17,300,"Austria-Hungary",255,"Germany",15,10,1833,21,3,1848,0,0,1,0,0,0,4.1
17,300,"Austria-Hungary",365,"Russia",15,10,1833,21,3,1848,0,0,1,0,0,0,4.1
17,365,"Russia",255,"Germany",15,10,1833,21,3,1848,0,0,1,0,0,0,4.1
17,365,"Russia",300,"Austria-Hungary",15,10,1833,21,3,1848,0,0,1,0,0,0,4.1
18,255,"Germany",365,"Russia",16,10,1833,21,3,1848,0,0,1,0,0,1,4.1
18,365,"Russia",255,"Germany",16,10,1833,21,3,1848,0,0,1,0,0,1,4.1
19,200,"United Kingdom",220,"France",22,4,1834,31,8,1839,0,0,1,0,0,1,4.1
19,200,"United Kingdom",230,"Spain",22,4,1834,31,8,1839,0,0,1,0,0,1,4.1
19,200,"United Kingdom",235,"Portugal",22,4,1834,31,8,1839,0,0,1,0,0,1,4.1
19,220,"France",200,"United Kingdom",22,4,1834,31,8,1839,0,0,0,0,0,1,4.1
19,220,"France",230,"Spain",22,4,1834,31,8,1839,0,0,0,0,0,1,4.1
19,220,"France",235,"Portugal",22,4,1834,31,8,1839,0,0,0,0,0,1,4.1
19,230,"Spain",200,"United Kingdom",22,4,1834,31,8,1839,0,0,1,0,0,1,4.1
19,230,"Spain",220,"France",22,4,1834,31,8,1839,0,0,1,0,0,1,4.1
19,230,"Spain",235,"Portugal",22,4,1834,31,8,1839,0,0,1,0,0,1,4.1
19,235,"Portugal",200,"United Kingdom",22,4,1834,31,8,1839,0,0,0,0,0,1,4.1
19,235,"Portugal",220,"France",22,4,1834,31,8,1839,0,0,0,0,0,1,4.1
19,235,"Portugal",230,"Spain",22,4,1834,31,8,1839,0,0,0,0,0,1,4.1
20,200,"United Kingdom",255,"Germany",15,7,1840,27,11,1840,0,0,1,0,0,0,4.1
20,200,"United Kingdom",300,"Austria-Hungary",15,7,1840,27,11,1840,0,0,1,0,0,0,4.1
20,200,"United Kingdom",365,"Russia",15,7,1840,27,11,1840,0,0,1,0,0,0,4.1
20,200,"United Kingdom",640,"Turkey",15,7,1840,27,11,1840,0,0,1,0,0,0,4.1
20,255,"Germany",200,"United Kingdom",15,7,1840,27,11,1840,0,0,1,0,0,0,4.1
20,255,"Germany",300,"Austria-Hungary",15,7,1840,27,11,1840,0,0,1,0,0,0,4.1
20,255,"Germany",365,"Russia",15,7,1840,27,11,1840,0,0,1,0,0,0,4.1
20,255,"Germany",640,"Turkey",15,7,1840,27,11,1840,0,0,1,0,0,0,4.1
20,300,"Austria-Hungary",200,"United Kingdom",15,7,1840,27,11,1840,0,0,1,0,0,0,4.1
20,300,"Austria-Hungary",255,"Germany",15,7,1840,27,11,1840,0,0,1,0,0,0,4.1
20,300,"Austria-Hungary",365,"Russia",15,7,1840,27,11,1840,0,0,1,0,0,0,4.1
20,300,"Austria-Hungary",640,"Turkey",15,7,1840,27,11,1840,0,0,1,0,0,0,4.1
20,365,"Russia",200,"United Kingdom",15,7,1840,27,11,1840,0,0,1,0,0,0,4.1
20,365,"Russia",255,"Germany",15,7,1840,27,11,1840,0,0,1,0,0,0,4.1
