stateabb,ccode,year,irst,milex,milper,pec,tpop,upop,cinc,version
HUN,310,1993,1752,702200,65,54941.29,10294,3185,0.0021633,4
HUN,310,1994,1938,770000,60,52515.25,10261,3162,0.0021277,4
HUN,310,1995,1861,613000,60,58753.97,10229,3094,0.0020736,4
HUN,310,1996,1872,713000,50,65971.04,10193,3066,0.002041,4
HUN,310,1997,1690,666000,50,65291.69,10153,3032,0.001937,4
HUN,310,1998,1816,673000,43,64908.58,10116,3001,0.0019115,4
HUN,310,1999,1813,768000,51,65014.3,10076,2970,0.001957,4
HUN,310,2000,1871,805000,44,63634.31,10036,2947,0.001847,4
HUN,310,2001,1956,909000,34,67822.6,10188,2924,0.0018306,4
HUN,310,2002,2053,1088000,33,69976.82,10159,2897,0.0018342,4
HUN,310,2003,1989,1403000,33,76096.78,10130,2873,0.00181,4
HUN,310,2004,1952,1531000,32,72676.34,10107,2857,0.0017277,4
HUN,310,2005,1960,1601000,32,77609.55,10087,2850,0.0017379,4
HUN,310,2006,2084,1413000,32,75078.57,10071,2850,0.0016518,4
HUN,310,2007,2227,1530000,32,70102.95,10056,2855,0.0016075,4
CZE,315,1918,694,19847,150,21780,13204,904,0.0082976,4
CZE,315,1919,786,21741,150,20823,13398,929,0.0106042,4
CZE,315,1920,973,23351,150,20579,13530,969,0.0106993,4
CZE,315,1921,918,27478,150,19868,13664,1012,0.0123915,4
CZE,315,1922,721,34809,150,17919,13796,1056,0.0110169,4
CZE,315,1923,1180,66784,150,18752,13935,1102,0.0133963,4
CZE,315,1924,1350,64249,150,23871,14074,1150,0.0157894,4
CZE,315,1925,1475,59127,125,21312,14197,1200,0.013956,4
CZE,315,1926,1345,48949,120,21210,14312,1253,0.0131442,4
CZE,315,1927,1689,52114,127,22601,14409,1307,0.0135347,4
CZE,315,1928,1973,53620,130,24701,14500,1365,0.0138469,4
CZE,315,1929,2193,53043,130,27496,14589,1384,0.0138518,4
CZE,315,1930,1817,50335,130,24374,14682,1417,0.0136376,4
CZE,315,1931,1514,52226,129,22932,14786,1452,0.0142802,4
CZE,315,1932,672,47952,118,20010,14886,1469,0.0126398,4
CZE,315,1933,734,45995,122,18456,14977,1510,0.0115849,4
CZE,315,1934,940,83542,118,18482,15057,1554,0.0116052,4
CZE,315,1935,1178,67319,117,18960,15127,1596,0.0102199,4
CZE,315,1936,1538,83040,163,20587,15187,1603,0.0114535,4
CZE,315,1937,2301,156591,163,25042,15250,1619,0.012969,4
CZE,315,1938,1800,201459,163,27589,14600,1623,0.0130477,4
CZE,315,1939,2421,268742,163,30745,14680,1636,0.0121637,4
CZE,315,1945,993,305677,250,21491,14150,1641,0.0068648,4
CZE,315,1946,1677,379912,250,26595,12920,1657,0.0110354,4
CZE,315,1947,2286,466921,250,30378,12160,1666,0.0120438,4
CZE,315,1948,2621,537758,250,31659,12339,1684,0.0126014,4
CZE,315,1949,2806,618566,250,34532,12339,1703,0.012613,4
CZE,315,1950,3122,726940,250,30956,12389,1722,0.0124651,4
CZE,315,1951,3455,893010,250,32902,12532,1741,0.0115531,4
CZE,315,1952,3754,821650,250,35130,12683,1761,0.0109378,4
CZE,315,1953,4366,764401,250,36480,12820,1781,0.0108007,4
CZE,315,1954,4270,717597,250,39052,12952,1802,0.0108711,4
CZE,315,1955,4474,825411,250,40506,13093,1822,0.0099775,4
CZE,315,1956,4882,917982,250,43987,13229,1843,0.0102734,4
CZE,315,1957,5166,967198,250,46643,13358,1865,0.0103961,4
CZE,315,1958,5509,961195,250,51136,13474,1918,0.0109429,4
CZE,315,1959,6136,968001,303,51304,13565,1931,0.0110911,4
CZE,315,1960,6768,1003203,303,54574,13654,1944,0.0109957,4
CZE,315,1961,7043,1111500,310,59156,13780,1958,0.0113344,4
CZE,315,1962,7639,1275300,305,63408,13860,1971,0.0114063,4
CZE,315,1963,7600,1266994,301,67140,13952,1985,0.0109469,4
CZE,315,1964,8377,1205602,301,69928,14058,1999,0.0106342,4
CZE,315,1965,8599,1184626,267,69061,14159,2048,0.0101333,4
CZE,315,1966,9124,1300925,259,69605,14240,2098,0.0097609,4
CZE,315,1967,10002,1510973,259,69506,14305,2172,0.0098641,4
CZE,315,1968,10555,1740938,250,72887,14361,2202,0.0097217,4
CZE,315,1969,10802,1997507,210,78286,14415,2256,0.00934,4
CZE,315,1970,11480,2178178,222,96977.52,14334,2310,0.009341,4
CZE,315,1971,12064,2580700,222,102409.9,14390,2331,0.0097863,4
CZE,315,1972,12727,2826300,221,104655.8,14465,2329,0.0096108,4
CZE,315,1973,13158,3151000,223,106390.4,14560,2369,0.0093073,4
CZE,315,1974,13640,3389700,218,108944.8,14686,2379,0.009196,4
CZE,315,1975,14323,3778500,210,113607.6,14802,2421,0.0096361,4
CZE,315,1976,14693,4017100,210,118344.1,14918,2519,0.0095344,4
CZE,315,1977,15064,4203400,180,122770.8,15030,2561,0.0093766,4
CZE,315,1978,15294,4686400,183,128115.4,15137,2604,0.0092123,4
CZE,315,1979,14817,5039800,187,127113.4,15237,2659,0.0088367,4
CZE,315,1980,15225,5332014,190,131847.2,15311,2757,0.0090121,4
CZE,315,1981,15270,5949861,194,129659.1,15320,2759,0.0090843,4
CZE,315,1982,14992,6800127,198,129065.3,15369,2761,0.0093879,4
CZE,315,1983,15204,7157239,202,129066.8,15414,2776,0.0093115,4
CZE,315,1984,14831,5052634,206,213551.9,15458,2909,0.0089328,4
CZE,315,1985,15036,4849000,210,213765.2,15499,2918,0.0088921,4
CZE,315,1986,15112,4730000,214,218776.8,15534,3041,0.0088262,4
CZE,315,1987,15416,5420000,215,219391.4,15572,3153,0.0088046,4
CZE,315,1988,15380,5360000,211,217092.8,15607,3183,0.0083886,4
CZE,315,1989,15468,4600000,175,218866.9,15638,3195,0.0081963,4
CZE,315,1990,14880,4320000,198,203361.3,15661,3208,0.0077648,4
CZE,315,1991,12072,946400,154,183942.9,15583,3193,0.0064177,4
CZE,315,1992,7349,954000,154,0,15731,3193,0.0038604,4
CZR,316,1993,6732,808500,107,88779.21,10331,2517,0.0038205,4
CZR,316,1994,7085,770300,90,80477.65,10336,2413,0.0036655,4
CZR,316,1995,7184,1120000,68,82978.02,10331,2403,0.003533,4
CZR,316,1996,6509,1176000,62,92349.05,10315,2393,0.0033854,4
CZR,316,1997,6750,987000,55,89724.53,10304,2383,0.003218,4
CZR,316,1998,6498,1178000,56,88251.13,10282,2387,0.0032398,4
CZR,316,1999,5616,1115000,54,82505.7,10262,2172,0.002915,4
CZR,316,2000,6216,1148000,58,86323.75,10244,2160,0.0029744,4
CZR,316,2001,6316,1167000,54,88008.41,10224,2147,0.0029721,4
CZR,316,2002,6512,1482000,49,87840.56,10201,2610,0.0029577,4
CZR,316,2003,6783,1906000,57,90431.64,10202,2114,0.00295,4
CZR,316,2004,7033,1984000,39,89069.01,10207,2396,0.0027115,4
CZR,316,2005,6189,2216000,22,91362.74,10234,2117,0.0023956,4
CZR,316,2006,6862,2408000,22,93163.52,10287,2122,0.0024044,4
CZR,316,2007,7059,2669000,25,88813.6,10344,2127,0.0023531,4
SLO,317,1993,3922,348000,33,47650.63,5325,676,0.0018425,4
SLO,317,1994,3948,315200,47,48306.32,5347,683,0.0019355,4
SLO,317,1995,3975,455000,47,52704.25,5364,691,0.001962,4
SLO,317,1996,3602,469000,46,46094.79,5374,693,0.0018112,4
SLO,317,1997,3835,414000,44,46007.3,5383,692,0.0017785,4
SLO,317,1998,3428,423000,37,47951.79,5377,691,0.0016813,4
SLO,317,1999,3569,305000,36,55239.66,5382,682,0.0017081,4
SLO,317,2000,3733,342000,39,56619.71,5387,674,0.0017061,4
SLO,317,2001,3989,386000,45,58271.51,5380,665,0.0018276,4
SLO,317,2002,4275,464000,26,57605.11,5379,663,0.001673,4
SLO,317,2003,4588,626000,22,57094.52,5379,662,0.0016279,4
SLO,317,2004,4454,730000,21,57903.14,5383,660,0.0015211,4
SLO,317,2005,4485,824000,20,60235,5387,660,0.0014962,4
SLO,317,2006,5309,917000,20,56864.74,5391,661,0.0015226,4
SLO,317,2007,5089,1352000,15,55835.73,5398,661,0.0014329,4
ITA,325,1816,0,836,19,0,3760,0,0.0069694,4
ITA,325,1817,0,859,39,0,3794,0,0.0090775,4
ITA,325,1818,0,867,39,0,3830,0,0.009531,4
ITA,325,1819,0,893,39,0,3865,0,0.0093102,4
ITA,325,1820,0,908,41,0,3901,0,0.0092055,4
ITA,325,1821,10,931,43,0,3938,0,0.0108699,4
ITA,325,1822,10,967,56,0,3974,0,0.0120341,4
ITA,325,1823,10,983,19,0,4011,0,0.009267,4
ITA,325,1824,10,1004,27,0,4049,0,0.009975,4
ITA,325,1825,10,1024,27,0,4086,0,0.0102191,4
ITA,325,1826,10,1046,27,0,4124,0,0.0104737,4
ITA,325,1827,10,1067,27,0,4163,104,0.0124205,4
ITA,325,1828,10,1082,31,0,4201,112,0.012856,4
ITA,325,1829,10,1109,31,0,4240,122,0.0127161,4
ITA,325,1830,10,1124,31,0,4280,131,0.0123345,4
ITA,325,1831,10,1468,31,0,4320,142,0.0125916,4
ITA,325,1832,10,1327,31,0,4360,153,0.0125312,4
ITA,325,1833,10,1238,31,0,4401,166,0.0126177,4
ITA,325,1834,10,1325,31,0,4449,179,0.0133538,4
ITA,325,1835,10,1247,38,1,4498,193,0.0138044,4
ITA,325,1836,10,1148,38,3,4548,209,0.013259,4
ITA,325,1837,10,1138,38,5,4599,226,0.0136975,4
ITA,325,1838,10,1143,38,3,4650,226,0.0133908,4
ITA,325,1839,20,1171,35,14,4655,227,0.0134028,4
ITA,325,1840,20,1322,38,13,4660,228,0.0132841,4
ITA,325,1841,20,1228,35,24,4665,229,0.0125609,4
ITA,325,1842,20,1161,31,34,4670,230,0.0121187,4
ITA,325,1843,20,1129,28,36,4675,231,0.0116751,4
ITA,325,1844,20,1245,28,38,4681,232,0.0117795,4
ITA,325,1845,20,1241,28,51,4738,233,0.0116004,4
ITA,325,1846,20,1290,32,51,4797,234,0.0110941,4
ITA,325,1847,20,1270,36,48,4856,235,0.0113832,4
ITA,325,1848,20,3985,70,56,4916,237,0.0183909,4
ITA,325,1849,20,3646,70,61,4928,238,0.0175599,4
ITA,325,1850,20,1612,41,84,4940,239,0.0119524,4
ITA,325,1851,20,1538,55,88,4953,240,0.0129318,4
ITA,325,1852,20,1490,55,93,4966,241,0.0122853,4
ITA,325,1853,20,1444,51,109,4978,242,0.0115404,4
ITA,325,1854,20,1448,51,102,4991,243,0.0095717,4
ITA,325,1855,20,2241,53,98,5003,244,0.009785,4
ITA,325,1856,20,2564,52,122,5016,245,0.0100302,4
ITA,325,1857,20,1665,51,136,5029,246,0.010384,4
ITA,325,1858,20,1641,51,140,5042,247,0.0105224,4
ITA,325,1859,20,5716,53,193,5054,248,0.0147915,4
ITA,325,1860,20,10808,184,235,23927,249,0.0286275,4
ITA,325,1861,27,11509,201,240,24108,1589,0.0338316,4
ITA,325,1862,29,14639,185,446,24290,1599,0.0340356,4
ITA,325,1863,24,12828,275,390,24470,1608,0.0350565,4
ITA,325,1864,21,12750,365,557,24710,1618,0.0357457,4
ITA,325,1865,17,9102,209,468,24970,1628,0.0343811,4
ITA,325,1866,20,22345,233,541,25200,1639,0.050007,4
ITA,325,1867,22,7084,394,543,25340,1774,0.0406463,4
ITA,325,1868,18,6786,294,660,25440,1792,0.0367125,4
ITA,325,1869,20,6746,204,723,25590,1811,0.0337406,4
ITA,325,1870,20,8053,174,1028,25860,1830,0.0313085,4
ITA,325,1871,17,6531,353,882,25950,2039,0.035308,4
ITA,325,1872,24,7052,175,1127,26880,2074,0.0336404,4
ITA,325,1873,29,8055,161,1040,27050,2108,0.0331825,4
ITA,325,1874,29,7198,177,1124,27220,2143,0.0328565,4
ITA,325,1875,28,7677,179,1154,27380,2179,0.0330673,4
ITA,325,1876,19,8066,156,1547,27550,2216,0.030691,4
ITA,325,1877,16,8933,152,1431,27710,2253,0.0302086,4
ITA,325,1878,19,8909,203,1422,27880,2290,0.031478,4
ITA,325,1879,12,8073,167,1638,28040,2329,0.0313919,4
ITA,325,1880,17,8872,167,1851,28210,2368,0.0321662,4
ITA,325,1881,28,9633,167,2189,28380,2407,0.0321655,4
ITA,325,1882,25,10690,162,2327,28560,2448,0.0324062,4
ITA,325,1883,24,12290,163,2502,28770,2483,0.0349415,4
ITA,325,1884,18,12708,223,2771,28980,2518,0.0366189,4
ITA,325,1885,16,12898,226,3150,29190,2554,0.036638,4
ITA,325,1886,12,13001,227,3090,29400,2591,0.0366324,4
ITA,325,1887,12,16384,230,3782,29610,2628,0.0391713,4
ITA,325,1888,12,21137,237,4093,29820,2666,0.0410486,4
ITA,325,1889,13,16296,256,4220,30040,2704,0.038127,4
ITA,325,1890,14,15198,257,4576,30250,2743,0.0364506,4
ITA,325,1891,12,13827,265,4130,30460,2782,0.0355826,4
ITA,325,1892,13,13133,241,4088,30670,2822,0.0340464,4
ITA,325,1893,8,13174,264,3944,30880,2862,0.0341339,4
ITA,325,1894,10,11218,250,4915,31090,2903,0.0318843,4
ITA,325,1895,9,16677,229,4517,31300,2945,0.0344914,4
ITA,325,1896,7,13452,226,4314,31510,2987,0.0317374,4
ITA,325,1897,8,13849,247,4486,31720,3030,0.0308702,4
ITA,325,1898,12,13716,318,4659,31930,3073,0.030992,4
ITA,325,1899,19,12506,264,5114,32140,3117,0.028868,4
ITA,325,1900,116,14112,262,5237,32350,3162,0.0281645,4
ITA,325,1901,129,13573,262,5077,32530,3208,0.0279155,4
ITA,325,1902,135,13638,276,5652,32700,3277,0.0284554,4
ITA,325,1903,187,14385,270,5771,32830,3348,0.0289606,4
ITA,325,1904,201,14580,263,6143,33020,3420,0.0280625,4
ITA,325,1905,270,14844,266,6745,33190,3494,0.0252242,4
ITA,325,1906,391,15766,267,7984,33320,3570,0.0283242,4
ITA,325,1907,430,16452,219,8618,33510,3647,0.0279325,4
ITA,325,1908,537,18265,227,8849,33790,3726,0.0294066,4
ITA,325,1909,662,19573,251,9770,34120,3806,0.0298092,4
ITA,325,1910,732,22016,252,9820,34380,3888,0.0305686,4
ITA,325,1911,736,29379,291,10165,34680,3973,0.0332649,4
ITA,325,1912,918,38849,398,10690,35030,4058,0.0392625,4
ITA,325,1913,934,40379,288,11512,35420,4146,0.0335035,4
ITA,325,1914,911,87453,344,10508,35890,4097,0.0256768,4
ITA,325,1915,1009,105871,3159,9206,36390,4014,0.0339822,4
ITA,325,1916,1269,164207,3159,9132,36710,3963,0.0344537,4
ITA,325,1917,1332,197412,3159,6311,36660,3906,0.0323018,4
ITA,325,1918,933,228943,3159,7382,36280,4351,0.0332981,4
ITA,325,1919,732,273088,2000,7442,36070,4840,0.0449902,4
ITA,325,1920,774,305619,840,6956,36370,5001,0.0353232,4
ITA,325,1921,700,490890,290,8650,37974,5168,0.0352289,4
ITA,325,1922,983,384911,291,10058,38200,5340,0.0335092,4
ITA,325,1923,1142,186033,311,10524,38500,5518,0.0290861,4
ITA,325,1924,1359,175163,380,12677,38780,5701,0.0349371,4
ITA,325,1925,1786,160126,299,12227,39110,5891,0.0311098,4
ITA,325,1926,1780,174453,317,14185,39460,6088,0.0321949,4
ITA,325,1927,1596,296251,318,16136,39810,6290,0.034717,4
ITA,325,1928,1960,258203,317,14858,40190,6500,0.0324997,4
ITA,325,1929,2122,259732,315,17036,40550,6717,0.0321355,4
ITA,325,1930,1743,266243,333,15485,40890,6940,0.0321033,4
ITA,325,1931,1409,298244,314,13505,41250,7172,0.0328862,4
ITA,325,1932,1396,282783,354,11166,41580,7289,0.0367399,4
ITA,325,1933,1771,351603,363,12035,41930,7409,0.0372144,4
ITA,325,1934,1850,455733,362,15445,42280,7530,0.0351188,4
ITA,325,1935,2209,513379,1380,17645,42630,7654,0.0511954,4
ITA,325,1936,2025,1149686,343,12086,42960,7780,0.039338,4
ITA,325,1937,2087,1235503,466,17037,43270,7907,0.038719,4
ITA,325,1938,2323,746050,486,16796,43600,8037,0.0318488,4
ITA,325,1939,2283,669412,581,16851,44020,8196,0.0270297,4
ITA,325,1940,2258,606523,1634,17366,44470,8304,0.0295233,4
ITA,325,1941,2063,541238,-9,15703,44830,8432,0.0200505,4
ITA,325,1942,1934,493476,3750,15057,45100,8574,0.0352171,4
ITA,325,1943,1727,412981,1702,3388,44830,8682,0.0219315,4
ITA,325,1944,1026,342218,283,2459,44940,8723,0.0139946,4
ITA,325,1945,395,305412,276,1882,45090,8799,0.0127712,4
ITA,325,1946,1153,213807,260,9268,45380,8885,0.01829,4
ITA,325,1947,1691,309848,280,15293,45720,9007,0.0182076,4
ITA,325,1948,2125,446073,310,15555,46381,9130,0.0192622,4
ITA,325,1949,2055,523478,330,16965,46733,9252,0.018569,4
ITA,325,1950,2362,564799,235,17468,47104,9374,0.017447,4
ITA,325,1951,3062,731199,320,22123,47417,9559,0.0181058,4
ITA,325,1952,3535,833599,325,25835,47666,9812,0.0176917,4
ITA,325,1953,3500,768000,330,31551,47957,10064,0.0173133,4
ITA,325,1954,4207,869022,315,37314,48299,10317,0.01819,4
ITA,325,1955,5395,881741,318,40846,48633,10569,0.0175808,4
ITA,325,1956,5908,934624,320,44882,48920,10822,0.0177903,4
ITA,325,1957,6787,977647,321,47552,49181,11164,0.0181723,4
ITA,325,1958,6271,1035382,321,51597,49475,11505,0.0182171,4
ITA,325,1959,6762,1068909,321,55818,48831,11847,0.0178329,4
ITA,325,1960,8229,1144053,321,63275,50200,12188,0.01816,4
ITA,325,1961,9124,1206895,470,70634,50536,12530,0.0199672,4
ITA,325,1962,9490,1387366,470,81160,50879,12980,0.0200291,4
ITA,325,1963,10157,1661000,515,90736,51252,13145,0.020511,4
ITA,325,1964,9793,1796000,590,102898,51675,13523,0.0206319,4
ITA,325,1965,12660,1940000,460,120220,52112,13922,0.0210552,4
ITA,325,1966,13639,2148000,435,138799,52519,14338,0.0209365,4
ITA,325,1967,15890,2176000,430,148683,52900,14754,0.0213032,4
ITA,325,1968,16963,2249000,430,161804,53236,15121,0.0211241,4
ITA,325,1969,16428,2265000,435,177058,53538,15279,0.0204403,4
ITA,325,1970,17277,2497000,435,216329.7,53822,15631,0.0200143,4
ITA,325,1971,17452,2987434,435,223949.1,54073,15799,0.020323,4
ITA,325,1972,19815,3707006,510,232212.3,54381,15867,0.0210635,4
ITA,325,1973,20995,4102916,548,246017.3,54751,15935,0.0209105,4
ITA,325,1974,23803,4385984,534,235722.6,55111,16003,0.0207703,4
ITA,325,1975,21836,4754538,459,208208.3,55441,16071,0.01961,4
ITA,325,1976,23446,4335080,455,224533.9,55718,16118,0.019384,4
ITA,325,1977,23334,5137184,475,229550.3,55955,16145,0.0195212,4
ITA,325,1978,24283,6246318,489,237876.2,56155,16144,0.0194874,4
ITA,325,1979,24300,7784705,490,241111.2,56318,16144,0.0192935,4
ITA,325,1980,26501,9577908,500,215964.4,56434,16143,0.0197606,4
ITA,325,1981,24778,8024579,505,211311.9,56508,15874,0.0186415,4
ITA,325,1982,24009,9089741,517,203060.6,56639,15769,0.0188652,4
ITA,325,1983,21810,9609477,498,189559.4,56836,15712,0.0176867,4
ITA,325,1984,24110,9353892,508,456038.5,57005,15655,0.0197359,4
ITA,325,1985,23898,8579000,504,452644.8,57141,15494,0.019241,4
ITA,325,1986,22882,9760000,529,480527.1,57246,15333,0.0192597,4
ITA,325,1987,22859,13360000,504,469284.5,57345,15171,0.0191245,4
ITA,325,1988,23760,16130000,506,466051.2,57441,15010,0.0190743,4
ITA,325,1989,25176,16690000,506,489460.9,57541,14849,0.0201763,4
ITA,325,1990,25452,19580000,493,514417.8,57661,14688,0.0202386,4
ITA,325,1991,25032,19720000,473,567651.3,56751,14527,0.0212774,4
ITA,325,1992,24744,19890000,471,557112.1,56859,14366,0.0215194,4
ITA,325,1993,25848,20570000,450,552665.9,57049,14204,0.0217223,4
ITA,325,1994,26151,16100000,436,532629.1,57204,14043,0.0200576,4
ITA,325,1995,27766,19376000,435,543976.5,57301,13882,0.0206996,4
ITA,325,1996,23910,23947000,431,566866.8,57380,13721,0.0206237,4
ITA,325,1997,25842,22724000,419,592908.9,57523,13560,0.0205751,4
ITA,325,1998,25714,23943000,402,636018.6,57369,13399,0.0211632,4
ITA,325,1999,24878,22664000,391,651821.9,57343,13237,0.0204668,4
ITA,325,2000,26759,20488000,251,686575.2,57298,13076,0.0188588,4
ITA,325,2001,26545,20966000,230,686652.4,56977,12915,0.0185442,4
ITA,325,2002,26066,24422000,216,695458.4,57157,13089,0.0184398,4
ITA,325,2003,27058,30449000,200,736993.4,57605,13262,0.0184956,4
ITA,325,2004,28604,34345000,195,779010.9,58175,13454,0.0185087,4
ITA,325,2005,29350,33699000,191,801647.6,58607,13540,0.0183283,4
ITA,325,2006,31624,33289000,191,794554.1,58941,13608,0.0176994,4
ITA,325,2007,31553,37770000,191,789989.8,59375,13608,0.0174203,4
PAP,327,1816,0,-9,2,-9,2355,147,0.0089736,4
PAP,327,1817,0,-9,3,-9,2368,147,0.0089974,4
PAP,327,1818,0,-9,4,-9,2381,147,0.0090424,4
PAP,327,1819,0,-9,5,-9,2395,146,0.0089553,4
PAP,327,1820,0,-9,4,-9,2408,146,0.0086238,4
PAP,327,1821,0,-9,2,-9,2421,146,0.0082145,4
PAP,327,1822,0,-9,6,-9,2435,146,0.0084806,4
PAP,327,1823,0,-9,9,-9,2462,146,0.0088186,4
PAP,327,1824,0,-9,9,-9,2489,145,0.0085321,4
PAP,327,1825,0,-9,9,-9,2516,145,0.0084022,4
PAP,327,1826,0,-9,9,-9,2542,145,0.0083595,4
PAP,327,1827,0,-9,10,-9,2568,145,0.0081788,4
PAP,327,1828,0,-9,9,-9,2595,145,0.0079569,4
PAP,327,1829,0,-9,9,-9,2622,145,0.0078307,4
PAP,327,1830,0,-9,9,-9,2649,146,0.007577,4
PAP,327,1831,0,-9,9,-9,2676,147,0.0074109,4
PAP,327,1832,0,-9,11,-9,2704,148,0.0076552,4
PAP,327,1833,0,-9,13,-9,2732,150,0.0078147,4
PAP,327,1834,0,-9,15,-9,2750,151,0.0080707,4
PAP,327,1835,0,-9,15,-9,2768,153,0.0081112,4
PAP,327,1836,0,-9,15,-9,2786,155,0.0077827,4
PAP,327,1837,0,-9,18,-9,2804,157,0.0083791,4
PAP,327,1838,0,-9,17,-9,2822,158,0.0081179,4
PAP,327,1839,0,-9,15,-9,2840,159,0.0076985,4
PAP,327,1840,0,-9,15,-9,2858,160,0.0075747,4
PAP,327,1841,0,-9,15,-9,2875,161,0.0074088,4
PAP,327,1842,0,-9,15,-9,2894,163,0.0073183,4
PAP,327,1843,0,-9,15,-9,2912,164,0.0072088,4
PAP,327,1844,0,-9,13,-9,2930,165,0.0069785,4
PAP,327,1845,0,-9,11,-9,2944,166,0.0067806,4
PAP,327,1846,0,-9,9,-9,2957,168,0.0064403,4
PAP,327,1847,0,-9,12,-9,2971,169,0.0066627,4
PAP,327,1848,0,-9,13,-9,2985,170,0.006696,4
PAP,327,1849,0,-9,13,-9,2999,172,0.0065551,4
PAP,327,1850,0,-9,14,-9,3013,173,0.0065238,4
PAP,327,1851,0,-9,14,-9,3027,174,0.0065902,4
PAP,327,1852,0,-9,15,-9,3041,176,0.006451,4
PAP,327,1853,0,646,16,-9,3055,176,0.0066764,4
PAP,327,1854,0,766,12,-9,3069,177,0.0055485,4
PAP,327,1855,0,750,13,-9,3083,177,0.0053513,4
PAP,327,1856,0,335,11,-9,3097,178,0.0046905,4
PAP,327,1857,0,379,11,-9,3111,179,0.0050787,4
PAP,327,1858,0,311,11,-9,3125,180,0.0049459,4
PAP,327,1859,0,363,11,-9,3143,183,0.0048058,4
PAP,327,1860,0,781,19,-9,3162,184,0.0045924,4
SIC,329,1816,0,-9,27,-9,6573,465,0.0299878,4
SIC,329,1817,0,-9,27,-9,6651,468,0.0300405,4
SIC,329,1818,0,-9,27,-9,6730,472,0.030109,4
SIC,329,1819,0,-9,35,-9,6811,476,0.0306386,4
SIC,329,1820,0,-9,42,-9,6892,479,0.0307145,4
SIC,329,1821,0,-9,49,-9,6974,483,0.0307325,4
SIC,329,1822,0,-9,55,-9,7058,486,0.0307649,4
SIC,329,1823,0,-9,53,-9,7142,490,0.0311795,4
SIC,329,1824,0,-9,33,-9,7227,494,0.0280135,4
SIC,329,1825,0,-9,33,-9,7314,497,0.0277047,4
SIC,329,1826,0,-9,33,-9,7378,501,0.0277353,4
SIC,329,1827,0,-9,34,-9,7443,505,0.0269066,4
SIC,329,1828,0,-9,31,-9,7508,509,0.0263073,4
SIC,329,1829,0,-9,33,-9,7574,512,0.0261823,4
SIC,329,1830,0,-9,33,-9,7641,516,0.0253051,4
SIC,329,1831,0,-9,31,-9,7708,520,0.0245369,4
SIC,329,1832,0,-9,33,-9,7776,524,0.0248467,4
SIC,329,1833,0,-9,34,-9,7845,528,0.0246803,4
SIC,329,1834,0,-9,34,-9,7892,532,0.0247014,4
SIC,329,1835,0,-9,35,-9,7940,536,0.0247823,4
SIC,329,1836,0,-9,35,-9,7988,540,0.0238882,4
SIC,329,1837,0,-9,30,-9,8037,544,0.0237191,4
SIC,329,1838,0,-9,36,-9,8086,548,0.0240582,4
SIC,329,1839,0,-9,37,-9,8142,552,0.0236612,4
SIC,329,1840,0,-9,38,-9,8200,556,0.0234158,4
SIC,329,1841,0,-9,38,-9,8258,560,0.0229157,4
SIC,329,1842,0,-9,39,-9,8316,564,0.022687,4
SIC,329,1843,0,-9,39,-9,8374,569,0.0223851,4
SIC,329,1844,0,-9,40,-9,8434,573,0.0223692,4
SIC,329,1845,0,-9,40,-9,8503,577,0.0224227,4
SIC,329,1846,0,-9,41,-9,8572,581,0.0220068,4
SIC,329,1847,0,-9,47,-9,8643,586,0.0223832,4
SIC,329,1848,0,-9,49,-9,8714,590,0.0223923,4
SIC,329,1849,0,-9,46,-9,8793,595,0.0215962,4
SIC,329,1850,0,-9,53,-9,8874,599,0.0218318,4
SIC,329,1851,0,-9,53,-9,8955,604,0.0221676,4
SIC,329,1852,0,-9,43,-9,9038,608,0.0204509,4
SIC,329,1853,0,-9,53,-9,9077,613,0.020871,4
SIC,329,1854,0,-9,57,-9,9117,617,0.0205592,4
SIC,329,1855,0,-9,57,-9,9157,622,0.0191325,4
SIC,329,1856,0,-9,94,-9,9197,626,0.0204743,4
SIC,329,1857,0,-9,94,-9,9238,631,0.0219539,4
SIC,329,1858,0,2327,94,-9,9279,636,0.0223893,4
SIC,329,1859,0,3091,93,-9,9246,641,0.0219091,4
SIC,329,1860,0,-9,92,-9,9212,645,0.0156053,4
SIC,329,1861,0,-9,91,-9,9179,647,0.0149362,4
