stateabb,ccode,year,version
"BAD",267,1852,2011
"SAX",269,1852,2011
"WRT",271,1852,2011
"HSE",273,1852,2011
"HSG",275,1852,2011
"MEC",280,1852,2011
"AUH",300,1852,2011
"ITA",325,1852,2011
"PAP",327,1852,2011
"SIC",329,1852,2011
"MOD",332,1852,2011
"PMA",335,1852,2011
"TUS",337,1852,2011
"GRC",350,1852,2011
"RUS",365,1852,2011
"SWD",380,1852,2011
"DEN",390,1852,2011
"MOR",600,1852,2011
"TUN",616,1852,2011
"TUR",640,1852,2011
"USA",2,1853,2011
"MEX",70,1853,2011
"COL",100,1853,2011
"VEN",101,1853,2011
"PER",135,1853,2011
"BRA",140,1853,2011
"BOL",145,1853,2011
"PAR",150,1853,2011
"CHL",155,1853,2011
"ARG",160,1853,2011
"UKG",200,1853,2011
"NTH",210,1853,2011
"BEL",211,1853,2011
"FRN",220,1853,2011
"SWZ",225,1853,2011
"SPN",230,1853,2011
"POR",235,1853,2011
"HAN",240,1853,2011
"BAV",245,1853,2011
"GMY",255,1853,2011
"BAD",267,1853,2011
"SAX",269,1853,2011
"WRT",271,1853,2011
"HSE",273,1853,2011
"HSG",275,1853,2011
"MEC",280,1853,2011
"AUH",300,1853,2011
"ITA",325,1853,2011
"PAP",327,1853,2011
"SIC",329,1853,2011
"MOD",332,1853,2011
"PMA",335,1853,2011
"TUS",337,1853,2011
"GRC",350,1853,2011
"RUS",365,1853,2011
"SWD",380,1853,2011
"DEN",390,1853,2011
"MOR",600,1853,2011
"TUN",616,1853,2011
"TUR",640,1853,2011
"USA",2,1854,2011
"MEX",70,1854,2011
"COL",100,1854,2011
"VEN",101,1854,2011
"ECU",130,1854,2011
"PER",135,1854,2011
"BRA",140,1854,2011
"BOL",145,1854,2011
"PAR",150,1854,2011
"CHL",155,1854,2011
"ARG",160,1854,2011
"UKG",200,1854,2011
"NTH",210,1854,2011
"BEL",211,1854,2011
"FRN",220,1854,2011
"SWZ",225,1854,2011
"SPN",230,1854,2011
"POR",235,1854,2011
"HAN",240,1854,2011
"BAV",245,1854,2011
"GMY",255,1854,2011
"BAD",267,1854,2011
"SAX",269,1854,2011
"WRT",271,1854,2011
"HSE",273,1854,2011
"HSG",275,1854,2011
"MEC",280,1854,2011
"AUH",300,1854,2011
"ITA",325,1854,2011
"PAP",327,1854,2011
"SIC",329,1854,2011
"MOD",332,1854,2011
"PMA",335,1854,2011
"TUS",337,1854,2011
"GRC",350,1854,2011
"RUS",365,1854,2011
"SWD",380,1854,2011
"DEN",390,1854,2011
"MOR",600,1854,2011
"TUN",616,1854,2011
"TUR",640,1854,2011
"USA",2,1855,2011
"MEX",70,1855,2011
"COL",100,1855,2011
"VEN",101,1855,2011
"ECU",130,1855,2011
"PER",135,1855,2011
"BRA",140,1855,2011
"BOL",145,1855,2011
"PAR",150,1855,2011
"CHL",155,1855,2011
"ARG",160,1855,2011
"UKG",200,1855,2011
"NTH",210,1855,2011
"BEL",211,1855,2011
"FRN",220,1855,2011
"SWZ",225,1855,2011
"SPN",230,1855,2011
"POR",235,1855,2011
"HAN",240,1855,2011
"BAV",245,1855,2011
"GMY",255,1855,2011
"BAD",267,1855,2011
"SAX",269,1855,2011
"WRT",271,1855,2011
"HSE",273,1855,2011
"HSG",275,1855,2011
"MEC",280,1855,2011
"AUH",300,1855,2011
"ITA",325,1855,2011
"PAP",327,1855,2011
"SIC",329,1855,2011
"MOD",332,1855,2011
"PMA",335,1855,2011
"TUS",337,1855,2011
"GRC",350,1855,2011
"RUS",365,1855,2011
"SWD",380,1855,2011
"DEN",390,1855,2011
"MOR",600,1855,2011
"TUN",616,1855,2011
"IRN",630,1855,2011
"TUR",640,1855,2011
"EGY",651,1855,2011
"USA",2,1856,2011
"MEX",70,1856,2011
"COL",100,1856,2011
"VEN",101,1856,2011
"ECU",130,1856,2011
"PER",135,1856,2011
"BRA",140,1856,2011
"BOL",145,1856,2011
"PAR",150,1856,2011
"CHL",155,1856,2011
"ARG",160,1856,2011
"UKG",200,1856,2011
"NTH",210,1856,2011
"BEL",211,1856,2011
"FRN",220,1856,2011
"SWZ",225,1856,2011
"SPN",230,1856,2011
"POR",235,1856,2011
"HAN",240,1856,2011
"BAV",245,1856,2011
"GMY",255,1856,2011
"BAD",267,1856,2011
"SAX",269,1856,2011
"WRT",271,1856,2011
"HSE",273,1856,2011
"HSG",275,1856,2011
"MEC",280,1856,2011
"AUH",300,1856,2011
"ITA",325,1856,2011
"PAP",327,1856,2011
"SIC",329,1856,2011
"MOD",332,1856,2011
"PMA",335,1856,2011
"TUS",337,1856,2011
"GRC",350,1856,2011
"RUS",365,1856,2011
"SWD",380,1856,2011
"DEN",390,1856,2011
"MOR",600,1856,2011
"TUN",616,1856,2011
"IRN",630,1856,2011
"TUR",640,1856,2011
"EGY",651,1856,2011
"USA",2,1857,2011
"MEX",70,1857,2011
"COL",100,1857,2011
"VEN",101,1857,2011
"ECU",130,1857,2011
"PER",135,1857,2011
"BRA",140,1857,2011
"BOL",145,1857,2011
"PAR",150,1857,2011
"CHL",155,1857,2011
"ARG",160,1857,2011
"UKG",200,1857,2011
"NTH",210,1857,2011
"BEL",211,1857,2011
"FRN",220,1857,2011
"SWZ",225,1857,2011
"SPN",230,1857,2011
"POR",235,1857,2011
"HAN",240,1857,2011
"BAV",245,1857,2011
"GMY",255,1857,2011
"BAD",267,1857,2011
"SAX",269,1857,2011
"WRT",271,1857,2011
"HSE",273,1857,2011
"HSG",275,1857,2011
"MEC",280,1857,2011
"AUH",300,1857,2011
"ITA",325,1857,2011
"PAP",327,1857,2011
"SIC",329,1857,2011
"MOD",332,1857,2011
"PMA",335,1857,2011
"TUS",337,1857,2011
"GRC",350,1857,2011
"RUS",365,1857,2011
"SWD",380,1857,2011
"DEN",390,1857,2011
"MOR",600,1857,2011
"TUN",616,1857,2011
"IRN",630,1857,2011
"TUR",640,1857,2011
"EGY",651,1857,2011
"USA",2,1858,2011
"MEX",70,1858,2011
"COL",100,1858,2011
"VEN",101,1858,2011
"ECU",130,1858,2011
"PER",135,1858,2011
"BRA",140,1858,2011
"BOL",145,1858,2011
"PAR",150,1858,2011
"CHL",155,1858,2011
"ARG",160,1858,2011
"UKG",200,1858,2011
"NTH",210,1858,2011
"BEL",211,1858,2011
"FRN",220,1858,2011
"SWZ",225,1858,2011
"SPN",230,1858,2011
"POR",235,1858,2011
"HAN",240,1858,2011
"BAV",245,1858,2011
"GMY",255,1858,2011
"BAD",267,1858,2011
"SAX",269,1858,2011
"WRT",271,1858,2011
"HSE",273,1858,2011
"HSG",275,1858,2011
"MEC",280,1858,2011
"AUH",300,1858,2011
"ITA",325,1858,2011
"PAP",327,1858,2011
"SIC",329,1858,2011
"MOD",332,1858,2011
"PMA",335,1858,2011
"TUS",337,1858,2011
"GRC",350,1858,2011
"RUS",365,1858,2011
"SWD",380,1858,2011
"DEN",390,1858,2011
"MOR",600,1858,2011
"TUN",616,1858,2011
"IRN",630,1858,2011
"TUR",640,1858,2011
"EGY",651,1858,2011
"USA",2,1859,2011
"HAI",41,1859,2011
"MEX",70,1859,2011
"COL",100,1859,2011
"VEN",101,1859,2011
"ECU",130,1859,2011
"PER",135,1859,2011
"BRA",140,1859,2011
"BOL",145,1859,2011
"PAR",150,1859,2011
"CHL",155,1859,2011
"ARG",160,1859,2011
"UKG",200,1859,2011
"NTH",210,1859,2011
"BEL",211,1859,2011
"FRN",220,1859,2011
"SWZ",225,1859,2011
"SPN",230,1859,2011
"POR",235,1859,2011
"HAN",240,1859,2011
"BAV",245,1859,2011
"GMY",255,1859,2011
"BAD",267,1859,2011
"SAX",269,1859,2011
"WRT",271,1859,2011
"HSE",273,1859,2011
"HSG",275,1859,2011
"MEC",280,1859,2011
"AUH",300,1859,2011
"ITA",325,1859,2011
"PAP",327,1859,2011
"SIC",329,1859,2011
"MOD",332,1859,2011
"PMA",335,1859,2011
"TUS",337,1859,2011
"GRC",350,1859,2011
"RUS",365,1859,2011
"SWD",380,1859,2011
"DEN",390,1859,2011
"MOR",600,1859,2011
"TUN",616,1859,2011
"IRN",630,1859,2011
"TUR",640,1859,2011
"EGY",651,1859,2011
"USA",2,1860,2011
"HAI",41,1860,2011
"MEX",70,1860,2011
"COL",100,1860,2011
"VEN",101,1860,2011
"ECU",130,1860,2011
"PER",135,1860,2011
"BRA",140,1860,2011
"BOL",145,1860,2011
"PAR",150,1860,2011
"CHL",155,1860,2011
"ARG",160,1860,2011
"UKG",200,1860,2011
"NTH",210,1860,2011
"BEL",211,1860,2011
"FRN",220,1860,2011
"SWZ",225,1860,2011
"SPN",230,1860,2011
"POR",235,1860,2011
"HAN",240,1860,2011
"BAV",245,1860,2011
"GMY",255,1860,2011
"BAD",267,1860,2011
"SAX",269,1860,2011
"WRT",271,1860,2011
"HSE",273,1860,2011
"HSG",275,1860,2011
"MEC",280,1860,2011
"AUH",300,1860,2011
"ITA",325,1860,2011
"PAP",327,1860,2011
"SIC",329,1860,2011
"MOD",332,1860,2011
"PMA",335,1860,2011
"TUS",337,1860,2011
"GRC",350,1860,2011
"RUS",365,1860,2011
"SWD",380,1860,2011
"DEN",390,1860,2011
"MOR",600,1860,2011
"TUN",616,1860,2011
"IRN",630,1860,2011
"TUR",640,1860,2011
"EGY",651,1860,2011
"CHN",710,1860,2011
"JPN",740,1860,2011
"USA",2,1861,2011
"HAI",41,1861,2011
"MEX",70,1861,2011
"COL",100,1861,2011
"VEN",101,1861,2011
"ECU",130,1861,2011
"PER",135,1861,2011
"BRA",140,1861,2011
"BOL",145,1861,2011
"PAR",150,1861,2011
"CHL",155,1861,2011
"ARG",160,1861,2011
"UKG",200,1861,2011
"NTH",210,1861,2011
"BEL",211,1861,2011
"FRN",220,1861,2011
"SWZ",225,1861,2011
"SPN",230,1861,2011
"POR",235,1861,2011
"HAN",240,1861,2011
"BAV",245,1861,2011
"GMY",255,1861,2011
"BAD",267,1861,2011
"SAX",269,1861,2011
"WRT",271,1861,2011
"HSE",273,1861,2011
"HSG",275,1861,2011
"MEC",280,1861,2011
"AUH",300,1861,2011
"ITA",325,1861,2011
"SIC",329,1861,2011
"GRC",350,1861,2011
"RUS",365,1861,2011
"SWD",380,1861,2011
"DEN",390,1861,2011
"MOR",600,1861,2011
"TUN",616,1861,2011
"IRN",630,1861,2011
"TUR",640,1861,2011
"EGY",651,1861,2011
"CHN",710,1861,2011
"JPN",740,1861,2011
"USA",2,1862,2011
"HAI",41,1862,2011
"MEX",70,1862,2011
"COL",100,1862,2011
"VEN",101,1862,2011
"ECU",130,1862,2011
"PER",135,1862,2011
"BRA",140,1862,2011
"BOL",145,1862,2011
"PAR",150,1862,2011
"CHL",155,1862,2011
"ARG",160,1862,2011
"UKG",200,1862,2011
"NTH",210,1862,2011
"BEL",211,1862,2011
"FRN",220,1862,2011
"SWZ",225,1862,2011
"SPN",230,1862,2011
"POR",235,1862,2011
"HAN",240,1862,2011
"BAV",245,1862,2011
"GMY",255,1862,2011
"BAD",267,1862,2011
"SAX",269,1862,2011
"WRT",271,1862,2011
"HSE",273,1862,2011
"HSG",275,1862,2011
"MEC",280,1862,2011
"AUH",300,1862,2011
"ITA",325,1862,2011
"GRC",350,1862,2011
"RUS",365,1862,2011
"SWD",380,1862,2011
"DEN",390,1862,2011
"MOR",600,1862,2011
"TUN",616,1862,2011
"IRN",630,1862,2011
"TUR",640,1862,2011
"EGY",651,1862,2011
"CHN",710,1862,2011
"JPN",740,1862,2011
"USA",2,1863,2011
"HAI",41,1863,2011
"MEX",70,1863,2011
"COL",100,1863,2011
"VEN",101,1863,2011
"ECU",130,1863,2011
"PER",135,1863,2011
"BRA",140,1863,2011
"BOL",145,1863,2011
"PAR",150,1863,2011
"CHL",155,1863,2011
"ARG",160,1863,2011
"UKG",200,1863,2011
"NTH",210,1863,2011
"BEL",211,1863,2011
"FRN",220,1863,2011
"SWZ",225,1863,2011
"SPN",230,1863,2011
"POR",235,1863,2011
"HAN",240,1863,2011
"BAV",245,1863,2011
"GMY",255,1863,2011
"BAD",267,1863,2011
"SAX",269,1863,2011
"WRT",271,1863,2011
"HSE",273,1863,2011
"HSG",275,1863,2011
"MEC",280,1863,2011
"AUH",300,1863,2011
"ITA",325,1863,2011
"GRC",350,1863,2011
"RUS",365,1863,2011
"SWD",380,1863,2011
"DEN",390,1863,2011
"MOR",600,1863,2011
"TUN",616,1863,2011
"IRN",630,1863,2011
"TUR",640,1863,2011
"EGY",651,1863,2011
"CHN",710,1863,2011
"JPN",740,1863,2011
"USA",2,1864,2011
"HAI",41,1864,2011
"MEX",70,1864,2011
"COL",100,1864,2011
"VEN",101,1864,2011
"ECU",130,1864,2011
"PER",135,1864,2011
"BRA",140,1864,2011
"BOL",145,1864,2011
"PAR",150,1864,2011
"CHL",155,1864,2011
"ARG",160,1864,2011
"UKG",200,1864,2011
"NTH",210,1864,2011
"BEL",211,1864,2011
"FRN",220,1864,2011
"SWZ",225,1864,2011
"SPN",230,1864,2011
"POR",235,1864,2011
"HAN",240,1864,2011
"BAV",245,1864,2011
"GMY",255,1864,2011
"BAD",267,1864,2011
"SAX",269,1864,2011
"WRT",271,1864,2011
"HSE",273,1864,2011
"HSG",275,1864,2011
"MEC",280,1864,2011
"AUH",300,1864,2011
"ITA",325,1864,2011
"GRC",350,1864,2011
"RUS",365,1864,2011
"SWD",380,1864,2011
"DEN",390,1864,2011
"MOR",600,1864,2011
"TUN",616,1864,2011
"IRN",630,1864,2011
"TUR",640,1864,2011
"EGY",651,1864,2011
"CHN",710,1864,2011
"JPN",740,1864,2011
"USA",2,1865,2011
"HAI",41,1865,2011
"MEX",70,1865,2011
"COL",100,1865,2011
"VEN",101,1865,2011
"ECU",130,1865,2011
"PER",135,1865,2011
"BRA",140,1865,2011
"BOL",145,1865,2011
"PAR",150,1865,2011
"CHL",155,1865,2011
"ARG",160,1865,2011
"UKG",200,1865,2011
"NTH",210,1865,2011
"BEL",211,1865,2011
"FRN",220,1865,2011
"SWZ",225,1865,2011
"SPN",230,1865,2011
"POR",235,1865,2011
"HAN",240,1865,2011
"BAV",245,1865,2011
"GMY",255,1865,2011
"BAD",267,1865,2011
"SAX",269,1865,2011
"WRT",271,1865,2011
"HSE",273,1865,2011
"HSG",275,1865,2011
"MEC",280,1865,2011
"AUH",300,1865,2011
"ITA",325,1865,2011
"GRC",350,1865,2011
"RUS",365,1865,2011
"SWD",380,1865,2011
"DEN",390,1865,2011
"MOR",600,1865,2011
"TUN",616,1865,2011
"IRN",630,1865,2011
"TUR",640,1865,2011
"EGY",651,1865,2011
"CHN",710,1865,2011
"JPN",740,1865,2011
"USA",2,1866,2011
"HAI",41,1866,2011
"MEX",70,1866,2011
"COL",100,1866,2011
"VEN",101,1866,2011
"ECU",130,1866,2011
"PER",135,1866,2011
"BRA",140,1866,2011
"BOL",145,1866,2011
"PAR",150,1866,2011
"CHL",155,1866,2011
"ARG",160,1866,2011
"UKG",200,1866,2011
"NTH",210,1866,2011
"BEL",211,1866,2011
"FRN",220,1866,2011
"SWZ",225,1866,2011
"SPN",230,1866,2011
"POR",235,1866,2011
"HAN",240,1866,2011
"BAV",245,1866,2011
"GMY",255,1866,2011
"BAD",267,1866,2011
"SAX",269,1866,2011
"WRT",271,1866,2011
"HSE",273,1866,2011
"HSG",275,1866,2011
"MEC",280,1866,2011
"AUH",300,1866,2011
"ITA",325,1866,2011
"GRC",350,1866,2011
"RUS",365,1866,2011
"SWD",380,1866,2011
"DEN",390,1866,2011
"MOR",600,1866,2011
"TUN",616,1866,2011
"IRN",630,1866,2011
"TUR",640,1866,2011
"EGY",651,1866,2011
"CHN",710,1866,2011
"JPN",740,1866,2011
"USA",2,1867,2011
"HAI",41,1867,2011
"MEX",70,1867,2011
"COL",100,1867,2011
"VEN",101,1867,2011
"ECU",130,1867,2011
"PER",135,1867,2011
"BRA",140,1867,2011
"BOL",145,1867,2011
"PAR",150,1867,2011
"CHL",155,1867,2011
"ARG",160,1867,2011
"UKG",200,1867,2011
"NTH",210,1867,2011
"BEL",211,1867,2011
"FRN",220,1867,2011
"SWZ",225,1867,2011
"SPN",230,1867,2011
"POR",235,1867,2011
"BAV",245,1867,2011
"GMY",255,1867,2011
"BAD",267,1867,2011
"SAX",269,1867,2011
"WRT",271,1867,2011
"HSG",275,1867,2011
"MEC",280,1867,2011
"AUH",300,1867,2011
"ITA",325,1867,2011
"GRC",350,1867,2011
"RUS",365,1867,2011
"SWD",380,1867,2011
"DEN",390,1867,2011
"MOR",600,1867,2011
"TUN",616,1867,2011
"IRN",630,1867,2011
"TUR",640,1867,2011
"EGY",651,1867,2011
"CHN",710,1867,2011
"JPN",740,1867,2011
"USA",2,1868,2011
"HAI",41,1868,2011
"MEX",70,1868,2011
"GUA",90,1868,2011
"COL",100,1868,2011
"VEN",101,1868,2011
"ECU",130,1868,2011
"PER",135,1868,2011
"BRA",140,1868,2011
"BOL",145,1868,2011
"PAR",150,1868,2011
"CHL",155,1868,2011
"ARG",160,1868,2011
"UKG",200,1868,2011
"NTH",210,1868,2011
"BEL",211,1868,2011
"FRN",220,1868,2011
"SWZ",225,1868,2011
"SPN",230,1868,2011
"POR",235,1868,2011
"BAV",245,1868,2011
"GMY",255,1868,2011
"BAD",267,1868,2011
"WRT",271,1868,2011
"AUH",300,1868,2011
"ITA",325,1868,2011
"GRC",350,1868,2011
"RUS",365,1868,2011
"SWD",380,1868,2011
"DEN",390,1868,2011
"MOR",600,1868,2011
"TUN",616,1868,2011
"IRN",630,1868,2011
"TUR",640,1868,2011
"EGY",651,1868,2011
"CHN",710,1868,2011
"JPN",740,1868,2011
"USA",2,1869,2011
"HAI",41,1869,2011
"MEX",70,1869,2011
"GUA",90,1869,2011
"COL",100,1869,2011
"VEN",101,1869,2011
"ECU",130,1869,2011
"PER",135,1869,2011
"BRA",140,1869,2011
"BOL",145,1869,2011
"PAR",150,1869,2011
"CHL",155,1869,2011
"ARG",160,1869,2011
"UKG",200,1869,2011
"NTH",210,1869,2011
"BEL",211,1869,2011
"FRN",220,1869,2011
"SWZ",225,1869,2011
"SPN",230,1869,2011
"POR",235,1869,2011
"BAV",245,1869,2011
"GMY",255,1869,2011
"BAD",267,1869,2011
"WRT",271,1869,2011
"AUH",300,1869,2011
"ITA",325,1869,2011
"GRC",350,1869,2011
"RUS",365,1869,2011
"SWD",380,1869,2011
"DEN",390,1869,2011
"MOR",600,1869,2011
"TUN",616,1869,2011
"IRN",630,1869,2011
"TUR",640,1869,2011
"EGY",651,1869,2011
"CHN",710,1869,2011
"JPN",740,1869,2011
"USA",2,1870,2011
"HAI",41,1870,2011
"MEX",70,1870,2011
"GUA",90,1870,2011
"COL",100,1870,2011
"VEN",101,1870,2011
"ECU",130,1870,2011
"PER",135,1870,2011
"BRA",140,1870,2011
"BOL",145,1870,2011
"PAR",150,1870,2011
"CHL",155,1870,2011
"ARG",160,1870,2011
"UKG",200,1870,2011
"NTH",210,1870,2011
"BEL",211,1870,2011
"FRN",220,1870,2011
"SWZ",225,1870,2011
"SPN",230,1870,2011
"POR",235,1870,2011
"BAV",245,1870,2011
"GMY",255,1870,2011
"BAD",267,1870,2011
"WRT",271,1870,2011
"AUH",300,1870,2011
"ITA",325,1870,2011
"GRC",350,1870,2011
"RUS",365,1870,2011
"SWD",380,1870,2011
"DEN",390,1870,2011
"MOR",600,1870,2011
"TUN",616,1870,2011
"IRN",630,1870,2011
"TUR",640,1870,2011
"EGY",651,1870,2011
"CHN",710,1870,2011
"JPN",740,1870,2011
"USA",2,1871,2011
"HAI",41,1871,2011
"MEX",70,1871,2011
"GUA",90,1871,2011
"COL",100,1871,2011
"VEN",101,1871,2011
"ECU",130,1871,2011
"PER",135,1871,2011
"BRA",140,1871,2011
"BOL",145,1871,2011
"CHL",155,1871,2011
"ARG",160,1871,2011
"UKG",200,1871,2011
"NTH",210,1871,2011
"BEL",211,1871,2011
"FRN",220,1871,2011
"SWZ",225,1871,2011
"SPN",230,1871,2011
"POR",235,1871,2011
"BAV",245,1871,2011
"GMY",255,1871,2011
"BAD",267,1871,2011
"WRT",271,1871,2011
"AUH",300,1871,2011
"ITA",325,1871,2011
"GRC",350,1871,2011
"RUS",365,1871,2011
"SWD",380,1871,2011
"DEN",390,1871,2011
"MOR",600,1871,2011
"TUN",616,1871,2011
"IRN",630,1871,2011
"TUR",640,1871,2011
"EGY",651,1871,2011
"CHN",710,1871,2011
"JPN",740,1871,2011
"USA",2,1872,2011
"HAI",41,1872,2011
"MEX",70,1872,2011
"GUA",90,1872,2011
"COL",100,1872,2011
"VEN",101,1872,2011
"ECU",130,1872,2011
"PER",135,1872,2011
"BRA",140,1872,2011
"BOL",145,1872,2011
"CHL",155,1872,2011
"ARG",160,1872,2011
"UKG",200,1872,2011
"NTH",210,1872,2011
"BEL",211,1872,2011
"FRN",220,1872,2011
"SWZ",225,1872,2011
"SPN",230,1872,2011
"POR",235,1872,2011
"GMY",255,1872,2011
"AUH",300,1872,2011
"ITA",325,1872,2011
"GRC",350,1872,2011
"RUS",365,1872,2011
"SWD",380,1872,2011
"DEN",390,1872,2011
"MOR",600,1872,2011
"TUN",616,1872,2011
"IRN",630,1872,2011
"TUR",640,1872,2011
"EGY",651,1872,2011
"CHN",710,1872,2011
"JPN",740,1872,2011
"USA",2,1873,2011
"HAI",41,1873,2011
"MEX",70,1873,2011
"GUA",90,1873,2011
"COL",100,1873,2011
"VEN",101,1873,2011
"ECU",130,1873,2011
"PER",135,1873,2011
"BRA",140,1873,2011
"BOL",145,1873,2011
"CHL",155,1873,2011
"ARG",160,1873,2011
"UKG",200,1873,2011
"NTH",210,1873,2011
"BEL",211,1873,2011
"FRN",220,1873,2011
"SWZ",225,1873,2011
"SPN",230,1873,2011
"POR",235,1873,2011
"GMY",255,1873,2011
"AUH",300,1873,2011
"ITA",325,1873,2011
"GRC",350,1873,2011
"RUS",365,1873,2011
"SWD",380,1873,2011
"DEN",390,1873,2011
"MOR",600,1873,2011
"TUN",616,1873,2011
"IRN",630,1873,2011
"TUR",640,1873,2011
"EGY",651,1873,2011
"CHN",710,1873,2011
"JPN",740,1873,2011
"USA",2,1874,2011
"HAI",41,1874,2011
"MEX",70,1874,2011
"GUA",90,1874,2011
"COL",100,1874,2011
"VEN",101,1874,2011
"ECU",130,1874,2011
"PER",135,1874,2011
"BRA",140,1874,2011
"BOL",145,1874,2011
"CHL",155,1874,2011
"ARG",160,1874,2011
"UKG",200,1874,2011
"NTH",210,1874,2011
"BEL",211,1874,2011
"FRN",220,1874,2011
"SWZ",225,1874,2011
"SPN",230,1874,2011
"POR",235,1874,2011
"GMY",255,1874,2011
"AUH",300,1874,2011
"ITA",325,1874,2011
"GRC",350,1874,2011
"RUS",365,1874,2011
"SWD",380,1874,2011
"DEN",390,1874,2011
"MOR",600,1874,2011
"TUN",616,1874,2011
"IRN",630,1874,2011
"TUR",640,1874,2011
"EGY",651,1874,2011
"CHN",710,1874,2011
"JPN",740,1874,2011
"USA",2,1875,2011
"HAI",41,1875,2011
"MEX",70,1875,2011
"GUA",90,1875,2011
"SAL",92,1875,2011
"COL",100,1875,2011
"VEN",101,1875,2011
"ECU",130,1875,2011
"PER",135,1875,2011
"BRA",140,1875,2011
"BOL",145,1875,2011
"CHL",155,1875,2011
"ARG",160,1875,2011
"UKG",200,1875,2011
"NTH",210,1875,2011
"BEL",211,1875,2011
"FRN",220,1875,2011
"SWZ",225,1875,2011
"SPN",230,1875,2011
"POR",235,1875,2011
"GMY",255,1875,2011
"AUH",300,1875,2011
"ITA",325,1875,2011
"GRC",350,1875,2011
"RUS",365,1875,2011
"SWD",380,1875,2011
"DEN",390,1875,2011
"MOR",600,1875,2011
"TUN",616,1875,2011
"IRN",630,1875,2011
"TUR",640,1875,2011
"EGY",651,1875,2011
"CHN",710,1875,2011
"JPN",740,1875,2011
"USA",2,1876,2011
"HAI",41,1876,2011
"MEX",70,1876,2011
"GUA",90,1876,2011
"SAL",92,1876,2011
"COL",100,1876,2011
"VEN",101,1876,2011
"ECU",130,1876,2011
"PER",135,1876,2011
"BRA",140,1876,2011
"BOL",145,1876,2011
"PAR",150,1876,2011
"CHL",155,1876,2011
"ARG",160,1876,2011
"UKG",200,1876,2011
"NTH",210,1876,2011
"BEL",211,1876,2011
"FRN",220,1876,2011
"SWZ",225,1876,2011
"SPN",230,1876,2011
"POR",235,1876,2011
"GMY",255,1876,2011
"AUH",300,1876,2011
"ITA",325,1876,2011
"GRC",350,1876,2011
"RUS",365,1876,2011
"SWD",380,1876,2011
"DEN",390,1876,2011
"MOR",600,1876,2011
"TUN",616,1876,2011
"IRN",630,1876,2011
"TUR",640,1876,2011
"EGY",651,1876,2011
"CHN",710,1876,2011
"JPN",740,1876,2011
"USA",2,1877,2011
"HAI",41,1877,2011
"MEX",70,1877,2011
"GUA",90,1877,2011
"SAL",92,1877,2011
"COL",100,1877,2011
"VEN",101,1877,2011
"ECU",130,1877,2011
"PER",135,1877,2011
"BRA",140,1877,2011
"BOL",145,1877,2011
"PAR",150,1877,2011
"CHL",155,1877,2011
"ARG",160,1877,2011
"UKG",200,1877,2011
"NTH",210,1877,2011
"BEL",211,1877,2011
"FRN",220,1877,2011
"SWZ",225,1877,2011
"SPN",230,1877,2011
"POR",235,1877,2011
"GMY",255,1877,2011
"AUH",300,1877,2011
"ITA",325,1877,2011
"GRC",350,1877,2011
"RUS",365,1877,2011
"SWD",380,1877,2011
"DEN",390,1877,2011
"MOR",600,1877,2011
"TUN",616,1877,2011
"IRN",630,1877,2011
"TUR",640,1877,2011
"EGY",651,1877,2011
"CHN",710,1877,2011
"JPN",740,1877,2011
"USA",2,1878,2011
"HAI",41,1878,2011
"MEX",70,1878,2011
"GUA",90,1878,2011
"SAL",92,1878,2011
"COL",100,1878,2011
"VEN",101,1878,2011
"ECU",130,1878,2011
"PER",135,1878,2011
"BRA",140,1878,2011
"BOL",145,1878,2011
"PAR",150,1878,2011
"CHL",155,1878,2011
"ARG",160,1878,2011
"UKG",200,1878,2011
"NTH",210,1878,2011
"BEL",211,1878,2011
"FRN",220,1878,2011
"SWZ",225,1878,2011
"SPN",230,1878,2011
"POR",235,1878,2011
"GMY",255,1878,2011
"AUH",300,1878,2011
"ITA",325,1878,2011
"YUG",345,1878,2011
"GRC",350,1878,2011
"ROM",360,1878,2011
"RUS",365,1878,2011
"SWD",380,1878,2011
"DEN",390,1878,2011
"MOR",600,1878,2011
"TUN",616,1878,2011
"IRN",630,1878,2011
"TUR",640,1878,2011
"EGY",651,1878,2011
"CHN",710,1878,2011
"JPN",740,1878,2011
"USA",2,1879,2011
"HAI",41,1879,2011
"MEX",70,1879,2011
"GUA",90,1879,2011
"SAL",92,1879,2011
"COL",100,1879,2011
"VEN",101,1879,2011
"ECU",130,1879,2011
"PER",135,1879,2011
"BRA",140,1879,2011
"BOL",145,1879,2011
"PAR",150,1879,2011
"CHL",155,1879,2011
"ARG",160,1879,2011
"UKG",200,1879,2011
"NTH",210,1879,2011
"BEL",211,1879,2011
"FRN",220,1879,2011
"SWZ",225,1879,2011
"SPN",230,1879,2011
"POR",235,1879,2011
"GMY",255,1879,2011
"AUH",300,1879,2011
"ITA",325,1879,2011
"YUG",345,1879,2011
"GRC",350,1879,2011
"ROM",360,1879,2011
"RUS",365,1879,2011
"SWD",380,1879,2011
"DEN",390,1879,2011
"MOR",600,1879,2011
"TUN",616,1879,2011
"IRN",630,1879,2011
"TUR",640,1879,2011
"EGY",651,1879,2011
"CHN",710,1879,2011
"JPN",740,1879,2011
"USA",2,1880,2011
"HAI",41,1880,2011
"MEX",70,1880,2011
"GUA",90,1880,2011
"SAL",92,1880,2011
"COL",100,1880,2011
"VEN",101,1880,2011
"ECU",130,1880,2011
"PER",135,1880,2011
