 -3637.5195  -90916.1433  -3638.0597  -90115.2140
 -3632.7182  -90910.7779  -3632.7425  -90109.8615
 -3626.8818  -90905.1164  -3626.9856  -90104.2004
 -3621.1026  -90899.4666  -3621.2142  -90098.5495
 -3615.7202  -90893.8380  -3615.7936  -90092.9213
 -3610.5369  -90888.2280  -3610.0575  -90087.3120
 -3604.4218  -90882.6311  -3604.5555  -90081.7150
 -3598.4928  -90877.0509  -3598.8831  -90076.1363
 -3593.2302  -90871.4895  -3593.3801  -90070.5732
 -3588.0704  -90865.9446  -3588.0644  -90065.0272
 -3582.1526  -90860.4171  -3582.3553  -90059.5005
 -3576.5273  -90854.9090  -3576.9803  -90053.9942
 -3571.0656  -90849.4186  -3571.4433  -90048.5038
 -3565.5150  -90843.9476  -3566.1544  -90043.0335
 -3560.4823  -90838.4937  -3560.6687  -90037.5803
 -3554.9714  -90833.0548  -3555.1840  -90032.1416
 -3549.4712  -90827.6366  -3549.3614  -90026.7231
 -3544.1538  -90822.2377  -3544.1706  -90021.3235
 -3538.7740  -90816.8572  -3538.6484  -90015.9424
 -3533.6450  -90811.4955  -3533.3713  -90010.5793
 -3528.0363  -90806.1532  -3528.0795  -90005.2360
 -3522.5657  -90800.8316  -3522.7747  -89999.9138
 -3517.2219  -90795.5254  -3517.6254  -89994.6071
 -3511.9404  -90790.2396  -3512.1836  -89989.3217
 -3506.7126  -90784.9721  -3506.9548  -89984.0538
 -3501.4295  -90779.7275  -3501.7704  -89978.8083
 -3496.2624  -90774.5020  -3496.4960  -89973.5827
 -3490.9270  -90769.2933  -3491.0454  -89968.3749
 -3485.7241  -90764.1092  -3485.9378  -89963.1906
 -3480.6678  -90758.9416  -3480.8522  -89958.0224
 -3475.4775  -90753.7559  -3475.7545  -89952.8368
 -3470.2300  -90748.6288  -3470.5145  -89947.7102
 -3465.1446  -90743.5224  -3465.3739  -89942.6050
 -3460.0277  -90738.4364  -3460.1023  -89937.5198
 -3455.3969  -90733.3698  -3454.8953  -89932.4533
 -3450.3986  -90728.3287  -3449.7804  -89927.4124
 -3445.0875  -90723.3073  -3445.1052  -89922.3925
 -3440.2709  -90718.3050  -3440.0112  -89917.3893
 -3435.2351  -90713.3251  -3435.1340  -89912.4100
 -3430.3882  -90708.3640  -3430.3117  -89907.4478
 -3425.3985  -90703.4242  -3425.4593  -89902.5082
 -3420.2264  -90698.5089  -3420.4624  -89897.5923
 -3415.5292  -90693.6160  -3415.4396  -89892.6992
 -3410.5864  -90688.7428  -3410.4398  -89887.8268
 -3405.5588  -90683.8916  -3405.6221  -89882.9758
 -3400.6556  -90679.0625  -3400.9731  -89878.1462
 -3395.8556  -90674.2562  -3396.0450  -89873.3406
 -3391.1911  -90669.4713  -3391.2822  -89868.5553
 -3386.4275  -90664.7093  -3386.4587  -89863.7913
 -3381.6682  -90659.9699  -3381.7363  -89859.0527
 -3377.1247  -90655.2542  -3376.9772  -89854.3370
 -3372.3359  -90650.5590  -3372.3419  -89849.6414
 -3367.7623  -90645.8878  -3368.0887  -89844.9699
 -3363.1993  -90641.2398  -3363.4835  -89840.3216
 -3358.7424  -90636.6128  -3358.5383  -89835.6947
 -3354.2484  -90632.0134  -3353.9933  -89831.0942
 -3349.5812  -90627.4314  -3349.3953  -89826.5139
 -3344.7886  -90622.8776  -3345.0389  -89821.9608
 -3340.1925  -90618.2966  -3340.4284  -89817.3788
 -3336.0100  -90613.7873  -3335.9099  -89812.8697
 -3331.5214  -90609.3004  -3331.5163  -89808.3824
 -3326.9547  -90604.8384  -3327.0110  -89803.9216
 -3322.1351  -90600.3997  -3322.5201  -89799.4843
 -3317.5005  -90595.9875  -3317.9568  -89795.0719
 -3313.2910  -90591.5977  -3313.5827  -89790.6833
 -3309.0862  -90587.2300  -3308.8761  -89786.3149
 -3304.7269  -90582.8886  -3304.6205  -89781.9740
 -3300.4191  -90578.5706  -3300.1367  -89777.6553
 -3295.9053  -90574.2771  -3296.0240  -89773.3618
 -3291.3235  -90570.0097  -3291.7675  -89769.0940
 -3287.1127  -90565.7651  -3287.4877  -89764.8478
 -3283.3221  -90561.5479  -3283.3899  -89760.6298
 -3279.2166  -90557.3528  -3279.2669  -89756.4348
 -3275.4575  -90553.1827  -3275.2462  -89752.2650
 -3271.4580  -90549.0380  -3271.2203  -89748.1204
 -3267.1856  -90544.9176  -3266.8562  -89743.9997
 -3263.1203  -90540.8218  -3262.8688  -89739.9040
 -3259.1539  -90536.7530  -3258.7848  -89735.8360
 -3254.8985  -90532.7133  -3254.7603  -89731.7963
 -3250.9048  -90528.6399  -3250.6716  -89727.7226
 -3246.9010  -90524.6460  -3246.8120  -89723.7281
 -3242.6589  -90520.6789  -3242.8115  -89719.7613
 -3238.6958  -90516.7377  -3238.9359  -89715.8206
 -3234.7311  -90512.8232  -3234.8076  -89711.9068
 -3230.7014  -90508.9332  -3230.9406  -89708.0172
 -3226.9668  -90505.0675  -3226.7495  -89704.1518
 -3223.1473  -90501.2317  -3222.8679  -89700.3170
 -3218.9925  -90497.4188  -3219.3783  -89696.5057
 -3215.2833  -90493.6315  -3215.4949  -89692.7192
 -3211.6432  -90489.8719  -3211.8174  -89688.9595

