1861.12	1861.37
1869.50	1869.67
1881.20	1881.37
1886.29	1886.45
1889.33	1889.62
1890.20	1890.37
1895.19	1895.20
1897.50	1897.67
1903.50	1903.79
1906.20	1906.49
1907.13	1907.29
1910.16	1910.33
1918.49	1918.78
1921.79	1922.08
1925.06	1925.35
1934.61	1934.90
1934.96	1935.13
1936.35	1936.36
1940.29	1940.58
1942.61	1942.90
1944.79	1945.08
1945.18	1945.96
1946.29	1946.45
1946.89	1947.01
1947.13	1947.29
1948.06	1948.23
1948.33	1948.50
1949.37	1949.54
1949.71	1949.87
1950.48	1950.48
1951.21	1951.38
1952.54	1952.70
1954.79	1954.95
1956.88	1956.88
1959.39	1959.67
1964.29	1964.45
1966.26	1966.74
1967.56	1967.76
1968.26	1968.44
1969.47	1969.48
1970.71	1970.71
1971.26	1971.84
1972.81	1973.03
1973.83	1974.82
1975.31	1975.32
1975.80	1975.80
1976.18	1976.18
1976.70	1976.89
1977.54	1977.75
1977.84	1978.00
1978.18	1978.35
1979.50	1979.54
1980.04	1980.24
1980.80	1980.84
1981.82	1982.28
1984.25	1984.42
1984.82	1984.98
1985.39	1985.44
1985.87	1985.87
1986.11	1986.11
1987.65	1987.66
1988.22	1988.40
1988.94	1989.18
1989.50	1989.72
1990.02	1990.07
1991.51	1991.53
1992.11	1992.18
1994.12	1994.25
1995.03	1995.86
1996.46	1996.67
1997.77	1997.80
