      1,           0.,   1.80442405
      2,   1.80442405,           0.
      3,           8.,           0.
      4,           8.,           8.
      5,           0.,           8.
      6,           0.,           1.
      7,           1.,           0.
      8,           0.,   7.31160259
      9,           0.,   6.62320518
     10,           0.,   5.93480778
     11,           0.,   5.24641085
     12,           0.,   4.55801344
     13,           0.,   3.86961603
     14,           0.,   3.18121862
     15,           0.,   2.49282122
     16,   1.24442399,   1.24442399
     17,   2.49282122,           0.
     18,   3.18121862,           0.
     19,   3.86961603,           0.
     20,   4.55801344,           0.
     21,   5.24641085,           0.
     22,   5.93480778,           0.
     23,   6.62320518,           0.
     24,   7.31160259,           0.
     25,           8.,  0.888888896
     26,           8.,   1.77777779
     27,           8.,   2.66666675
     28,           8.,   3.55555558
     29,           8.,   4.44444466
     30,           8.,   5.33333349
     31,           8.,   6.22222233
     32,           8.,   7.11111116
     33,   7.11111116,           8.
     34,   6.22222233,           8.
     35,   5.33333349,           8.
     36,   4.44444466,           8.
     37,   3.55555558,           8.
     38,   2.66666675,           8.
     39,   1.77777779,           8.
     40,  0.888888896,           8.
     41,  0.707106769,  0.707106769
     42,   1.54431212,   1.54042256
     43,   7.25017405,  0.927314639
     44,   6.50417757,  0.961982369
     45,   5.75968742,  0.995171189
     46,   5.01577806,   1.02779031
     47,   4.27083254,    1.0589416
     48,   3.49980259,   1.10969639
     49,   2.63827085,   1.23550212
     50,  0.924869895,   7.25266171
     51,  0.958471179,   6.50773954
     52,  0.991691947,   5.76317215
     53,   1.02569771,   5.01767826
     54,   1.06143689,   4.26740932
     55,   1.12051821,    3.4883647
     56,    1.2481451,   2.62547398
     57,   7.21055841,   1.83322084
     58,   7.18618488,   2.72416782
     59,   7.16960478,   3.60746574
     60,   7.15643501,   4.48741627
     61,    7.1446228,   5.36603451
     62,   7.13331652,   6.24415684
     63,   7.12218857,   7.12210274
     64,   6.42489672,   1.88495445
     65,   6.37480593,   2.77927804
     66,   6.34048748,   3.65812111
     67,    6.3134613,   4.52980709
     68,   6.28949642,   5.39848948
     69,   6.26673269,   6.26599264
     70,   6.24441481,   7.13305807
     71,   5.64097929,   1.93497574
     72,   5.56472588,   2.83311296
     73,     5.512146,   3.70801544
     74,     5.470891,   4.57180262
     75,    5.4345603,   5.43075752
     76,   5.40023232,   6.28774691
     77,   5.36667347,   7.14398146
     78,   4.85782194,    1.9842515
     79,   4.75528145,   2.88632464
     80,   4.68422604,   3.75749612
     81,   4.62856197,   4.61356163
     82,   4.57974815,   5.46290398
     83,   4.53379059,   6.30944347
     84,   4.48895597,   7.15488052
     85,   4.07027721,   2.03547716
     86,   3.93990421,   2.94416714
     87,   3.85029864,   3.81247234
     88,   3.78089619,   4.66051531
     89,   3.72059512,   5.49938726
     90,   3.66413116,   6.33438921
     91,   3.60916853,   7.16787958
     92,    3.2467382,   2.11844873
     93,   3.08788586,   3.03663254
     94,   2.98452568,   3.89879441
     95,   2.90747881,   4.73330212
     96,   2.84192276,   5.55561638
     97,   2.78106308,   6.37294912
     98,   2.72243834,   7.18793726
     99,   2.32551432,   2.29387569
    100,   2.15296507,   3.21152878
    101,   2.05203891,   4.05237579
    102,   1.98340213,   4.85762501
    103,   1.92679608,   5.64898872
    104,   1.87479639,   6.43514967
    105,    1.8249706,   7.21893692

