-14.52149914	-3.86759503	6.909816431	12.6933484
-13.65170694	-5.159356611	-0.531369216	11.79974473
-15.30249327	-7.353298869	2.270512352	10.1421041
-15.7726756	-9.364021156	3.650564383	7.536371407
-15.1028082	-9.650984485	6.244314712	5.456044247
-14.43294079	-9.949200526	0.696621325	4.983243103
-14.26588766	-6.597345606	2.181704804	3.434395607
-16.06512025	-5.104129274	2.005954831	2.573414193
-13.42257821	-3.538579586	2.823409261	1.673311296
-6.84410712	-3.557980032	4.016572351	0.655510682
-4.14751387	-5.570835635	6.116314337	0.471841575
-11.77984388	-6.856910415	5.710671514	-1.232684027
-4.37247838	-2.477423177	4.313057892	-2.488255037
-1.24600773	-0.516015112	3.394221348	-2.969160588
0.81570845	2.764380133	0.378280732	-3.710442062
3.41004799	4.93750937	0.075198855	-4.069840957
4.77676215	4.156829819	4.908379377	-3.758121693
3.79211625	4.571877239	1.531714748	-3.893205642
3.72784783	1.390355423	2.864702268	-4.016757052
4.68109877	-2.320581396	1.981992205	-4.312199791
1.4236724	-5.080523654	-1.883601751	-4.241835625
-0.44962627	-4.681304083	0.601123461	-3.826200013
-2.52897086	-0.898925056	-2.165619353	-3.610654109
-0.35856352	2.481979374	-6.521042036	-3.477000818
-1.45863729	0.107763013	-5.803153137	-2.419934315
-3.48495899	-1.755213281	-4.256905377	-1.834002562
-4.10041056	-4.756993178	-5.134567108	-1.632284119
-5.59181176	-6.991379344	-2.428388987	-1.550871089
-6.61203448	-5.558069996	-3.435887625	-1.463561408
-5.44609061	-4.509659321	-2.964177166	-1.611009626
-4.84981706	-4.215050604	-2.635055241	-0.621137246
-4.27739087	-0.833135444	-5.783386242	-0.539781057
-1.7051587	0.515073076	-2.501580897	-0.413205537
-0.24258385	1.853204798	-2.359094433	0.004577127
2.8737044	2.186756975	-0.446140217	-0.570250597
1.28015461	1.380980784	3.112462983	0.298924097
1.12358957	2.242566325	3.563404766	-0.262296259
3.95776116	2.048115629	2.188421763	-1.501841032
2.928944135	1.427189579	-0.16722008	-1.412901515
1.90012711	2.627385359	6.396531503	-1.7001873
0.349130975	1.782127415	1.001162803	-1.479085136
-1.20186516	-0.13060027	2.776400647	-0.669391273
-2.51747287	-1.010338704	1.252762612	-1.01512903
-1.53582237	-2.852425467	3.242832971	-1.515047118
-1.02665906	-3.738059735	6.427688877	-1.352906887
-2.28946902	-4.527361142	4.577075338	-1.739680912
-2.52816211	-4.621423443	0.723321125	-1.93525655
-2.08632797	-5.846063573	5.125137772	-2.303953319
-0.78331153	-7.312178518	-3.263998825	-1.688002946
-1.53769095	-5.018790331	0.75657516	-0.35616856
-0.429349455	-4.183753906	3.177997924	-0.118234818
0.67899204	-4.455160395	-4.352919385	0.298201418
1.52595414	-4.264358082	-7.257362982	0.331321772
