date           rtn 
20020211       0.012263
20020212      -0.003141
20020213       0.010622
20020214      -0.001870
20020215      -0.010441
20020219      -0.019208
20020220       0.016826
20020221      -0.020707
20020222       0.012373
20020225       0.016509
20020226      -0.002064
20020227       0.003866
20020228      -0.004478
20020301       0.023302
20020304       0.017672
20020305      -0.003197
20020306       0.011874
20020307      -0.002141
20020308       0.004206
20020311       0.002137
20020312      -0.000597
20020313      -0.009644
20020314      -0.001379
20020315       0.009501
20020318       0.000171
20020319       0.006686
20020320      -0.018817
20020321       0.000434
20020322      -0.002168
20020325      -0.012430
20020326       0.005809
20020327       0.002625
20020328      -0.000436
20020401       0.000437
20020402      -0.005499
20020403      -0.007021
20020404      -0.004154
20020405       0.000178
20020408       0.002130
20020409      -0.006995
20020410       0.011325
20020411      -0.024866
20020412       0.007505
20020415      -0.007629
20020416       0.023786
20020417      -0.002120
20020418      -0.004338
20020419       0.003645
20020422      -0.016655
20020423      -0.004324
20020424      -0.010043
20020425       0.000548
20020426      -0.019001
20020429      -0.004935
20020430       0.009358
20020501       0.012238
20020502      -0.003847
20020503      -0.010850
20020506      -0.019613
20020507      -0.003508
20020508       0.037203
20020509      -0.011559
20020510      -0.018840
20020513       0.020337
20020514       0.021785
20020515      -0.003901
20020516       0.005192
20020517       0.004893
20020520      -0.010821
20020521      -0.009116
20020522       0.002208
20020523       0.010648
20020524      -0.012807
20020528      -0.005428
20020529      -0.007401
20020530      -0.002796
20020531       0.002056
20020603      -0.026581
20020604       0.002491
20020605       0.009366
20020606      -0.020358
20020607      -0.001160
20020610       0.003871
20020611      -0.017158
20020612       0.006081
20020613      -0.010041
20020614      -0.001477
20020617       0.026824
20020618       0.008164
20020619      -0.023340
20020620      -0.012778
20020621      -0.015578
20020624       0.005238
20020625      -0.022445
20020626       0.001640
20020627       0.017499
20020628      -0.004727
20020701      -0.019503
20020702      -0.021231
20020703       0.005686
20020705       0.039786
20020708      -0.012486
20020709      -0.025186
20020710      -0.036402
20020711       0.008142
20020712      -0.010983
20020715       0.005335
20020716      -0.019277
20020717       0.001988
20020718      -0.032400
20020719      -0.035194
20020722      -0.029631
20020723      -0.027372
20020724       0.059662
20020725      -0.008499
20020726       0.019048
20020729       0.048715
20020730       0.013033
20020731       0.002419
20020801      -0.026108
20020802      -0.022415
20020805      -0.034797
20020806       0.033664
20020807       0.017439
20020808       0.032350
20020809       0.003738
20020812      -0.007339
20020813      -0.018208
20020814       0.036529
20020815       0.013880
20020816      -0.002995
20020819       0.023386
20020820      -0.010587
20020821       0.014408
20020822       0.009713
20020823      -0.021514
20020826       0.006977
20020827      -0.011547
20020828      -0.021878
20020829       0.000434
20020830      -0.003907
20020903      -0.038135
20020904       0.014273
20020905      -0.008488
20020906       0.013742
20020909       0.007333
20020910       0.011471
20020911      -0.006216
20020912      -0.018435
20020913       0.002459
20020916       0.002453
20020917      -0.022917
20020918      -0.010019
20020919      -0.025877
20020920       0.000332
20020923      -0.008180
20020924      -0.016137
20020925       0.024784
20020926       0.016360
20020927      -0.034760
20020930      -0.011601
20021001       0.048050
20021002      -0.029981
20021003      -0.010102
20021004      -0.018345
20021007      -0.020668
20021008       0.015670
20021009      -0.028244
20021010       0.032394
20021011       0.043780
20021014       0.005585
20021015       0.048092
20021016      -0.024239
20021017       0.019873
20021018       0.004192
20021021       0.017261
20021022      -0.007209
20021023       0.007596
20021024      -0.020399
20021025       0.020824
20021028      -0.006541
20021029      -0.011606
20021030       0.009710
20021031      -0.010176
20021101       0.019770
20021104       0.009527
20021105       0.007901
20021106       0.012956
20021107      -0.024506
20021108      -0.012230
20021111      -0.015505
20021112       0.007931
20021113       0.001012
20021114       0.018866
20021115       0.007385
20021118      -0.010066
20021119      -0.001326
20021120       0.022244
20021121       0.018621
20021122      -0.007121
20021125       0.000642
20021126      -0.019042
20021127       0.028135
20021129      -0.003182
20021202       0.001596
20021203      -0.013386
20021204      -0.004523
20021205      -0.011033
20021206       0.006562
20021209      -0.027491
20021210       0.013408
20021211       0.000882
20021212      -0.000110
20021213      -0.015754
20021216       0.025856
20021217      -0.008729
20021218      -0.011557
20021219      -0.007127
20021220       0.014197
20021223       0.000333
20021224      -0.007387
20021226       0.000392
20021227      -0.022486
20021230       0.008354
20021231       0.001362
20030102       0.032189
20030103       0.003075
20030106       0.017625
20030107      -0.002474
20030108      -0.014451
20030109       0.015538
20030110       0.002694
20030113      -0.000322
20030114       0.003225
20030115      -0.009965
20030116      -0.004113
20030117      -0.014779
20030121      -0.015553
20030122      -0.012101
20030123       0.006125
20030124      -0.026265
20030127      -0.013661
20030128       0.007394
20030129       0.007573
20030130      -0.023705
20030131       0.019306
20030203       0.001975
20030204      -0.009857
20030205      -0.006208
20030206      -0.004714
20030207      -0.012197
20030210       0.007073
20030211      -0.006904
20030212      -0.015942
20030213       0.003045
20030214       0.021858
20030218       0.017588
20030219      -0.005255
20030220      -0.009979
20030221       0.010079
20030224      -0.016201
20030225       0.007995
20030226      -0.014561
20030227       0.013215
20030228       0.006640
20030303      -0.009541
20030304      -0.015935
20030305       0.008459
20030306      -0.008388
20030307       0.006888
20030310      -0.024004
20030311      -0.009838
20030312       0.006706
20030313       0.034542
20030314       0.003220
20030317       0.031499
20030318       0.005877
20030319       0.007676
20030320       0.002160
20030321       0.021263
20030324      -0.033233
20030325       0.009574
20030326      -0.005027
20030327       0.000804
20030328      -0.005049
20030331      -0.022719
20030401       0.015341
20030402       0.024175
20030403      -0.004766
20030404       0.005929
20030407      -0.001927
20030408       0.001590
20030409      -0.013153
20030410       0.005515
20030411      -0.004114
20030414       0.020654
20030415       0.009331
20030416      -0.017042
20030417       0.014844
20030421       0.001005
20030422       0.018851
20030423       0.009196
20030424      -0.008896
20030425      -0.012369
20030428       0.017289
20030429       0.000000
20030430       0.001307
20030501      -0.000109
20030502       0.014255
20030505      -0.001931
20030506       0.009459
20030507      -0.005537
20030508      -0.010065
20030509       0.013845
20030512       0.012269
20030513      -0.001792
20030514      -0.002112
20030515       0.006349
20030516      -0.002523
20030519      -0.023400
20030520      -0.002051
20030521       0.002055
20030522       0.009930
20030523       0.002031
20030527       0.017491
20030528       0.002830
20030529      -0.002613
20030530       0.016034
20030602       0.004126
20030603       0.004109
20030604       0.014425
20030605       0.004941
20030606      -0.003914
20030609      -0.010175
20030610       0.010178
20030611       0.010579
20030612       0.003091
20030613      -0.010436
20030616       0.021093
20030617       0.000000
20030618      -0.000885
20030619      -0.015260
20030620      -0.002197
20030623      -0.010257
20030624       0.001016
20030625      -0.010049
20030626       0.013022
20030627      -0.011538
20030630      -0.000307
20030701       0.009218
20030702       0.012585
20030703      -0.010324
20030707       0.019850
20030708       0.004469
20030709      -0.005635
20030710      -0.012726
20030711       0.009466
20030714       0.004888
20030715      -0.002184
20030716      -0.005870
20030717      -0.014211
20030718       0.010254
20030721      -0.012361
20030722       0.009056
20030723       0.000706
20030724      -0.007557
20030725       0.017667
20030728      -0.003692
20030729      -0.004606
20030730      -0.002414
20030731       0.002319
20030801      -0.008854
20030804       0.000000
20030805      -0.021216
20030806       0.005808
20030807       0.010518
20030808       0.002857
20030811       0.003765
20030812       0.009123
20030813      -0.005123
20030814       0.002726
20030815       0.003122
20030818       0.008633
20030819       0.003782
20030820      -0.004065
20030821       0.003186
20030822      -0.009924
20030825       0.001604
20030826       0.001801
20030827       0.000300
20030828       0.006191
20030829       0.006749
20030902       0.013407
20030903       0.005447
20030904       0.000484
20030905      -0.005609
20030908       0.008266
20030909      -0.006559
20030910      -0.010097
20030911       0.002942
20030912       0.001858
20030915      -0.003514
20030916       0.014595
20030917      -0.001931
20030918       0.011801
20030919      -0.005066
20030922      -0.010803
20030923       0.003803
20030924      -0.017777
20030925      -0.008209
20030926      -0.003291
20030929       0.009805
20030930      -0.009710
20031001       0.021311
20031002       0.003625
20031003       0.009175
20031006       0.004546
20031007       0.003851
20031008      -0.002494
20031009       0.002692
20031010       0.002781
20031013       0.003156
20031014       0.003527
20031015      -0.002660
20031016       0.004000
20031017      -0.010910
20031020       0.007481
20031021      -0.001714
20031022      -0.012588
20031023      -0.001835
20031024       0.002225
20031027       0.000483
20031028       0.013606
20031029       0.001333
20031030       0.002092
20031031      -0.000949
20031103       0.006553
20031104      -0.002170
20031105       0.000756
20031106       0.005291
20031107      -0.007425
20031110      -0.004072
20031111      -0.000285
20031112       0.011222
20031113       0.000282
20031114      -0.008462
20031117      -0.005026
20031118      -0.010388
20031119       0.008475
20031120      -0.008976
20031121       0.004143
20031124       0.013242
20031125       0.003788
20031126       0.003585
20031128       0.000752
20031201       0.010803
20031202      -0.002509
20031203      -0.001584
20031204       0.004106
20031205      -0.006970
20031208       0.006738
20031209      -0.007716
20031210      -0.000094
20031211       0.011243
20031212       0.001946
20031215      -0.004994
20031216       0.005205
20031217       0.003143
20031218       0.011244
20031219      -0.002774
20031222       0.006979
20031223       0.000638
20031224      -0.001002
20031226       0.000730
20031229       0.013309
20031230       0.000180
20031231       0.000899
20040102      -0.000449
20040105       0.010878
20040106       0.000978
20040107       0.003376
20040108       0.003985
20040109      -0.008732
20040112       0.007385
20040113      -0.005829
20040114       0.008351
20040115       0.002467
20040116       0.003955
20040120      -0.000263
20040121       0.007881
20040122      -0.002606
20040123      -0.003223
20040126       0.012584
20040127      -0.010270
20040128      -0.011423
20040129       0.000970
20040130       0.000000
20040202       0.004318
20040203      -0.001667
20040204      -0.008174
20040205       0.002924
20040206       0.011221
20040209       0.000262
20040210       0.003232
20040211       0.010623
20040212      -0.003618
20040213      -0.004496
20040217       0.009033
20040218      -0.004390
20040219      -0.003718
20040220      -0.003037
20040223      -0.002524
20040224      -0.001745
20040225       0.004196
20040226       0.000609
20040227       0.000696
20040301       0.009911
20040302      -0.005854
20040303       0.001818
20040304       0.002593
20040305       0.003362
20040308      -0.012201
20040309      -0.004001
20040310      -0.016769
20040311      -0.012969
20040312       0.013139
20040315      -0.012258
20040316       0.005306
20040317       0.011182
20040318       0.000265
20040319      -0.014285
20040322      -0.012696
20040323      -0.001733
20040324       0.000822
20040325       0.013236
20040326       0.000270
20040329       0.014050
20040330       0.003375
20040331       0.001151
20040401       0.006012
20040402       0.007558
20040405       0.005495
20040406      -0.003210
20040407      -0.002350
20040408      -0.002268
20040412       0.003935
20040413      -0.014022
20040414       0.001590
20040415      -0.003792
20040416       0.007702
20040419       0.000000
20040420      -0.016779
20040421       0.006701
20040422       0.014023
20040423       0.000963
20040426      -0.001399
20040427       0.000876
20040428      -0.012948
20040429      -0.008775
20040430      -0.007780
20040503       0.010725
20040504      -0.000803
20040505       0.006425
20040506      -0.008601
20040507      -0.016546
20040510      -0.010276
20040511       0.008454
20040512       0.006378
20040513      -0.004165
20040514       0.000455
20040517      -0.008542
20040518       0.005041
20040519      -0.003466
20040520       0.003203
20040521       0.001733
20040524       0.004189
20040525       0.014328
20040526       0.003487
20040527       0.005613
20040528      -0.000089
20040601      -0.001329
20040602       0.003726
20040603      -0.009193
20040604       0.007940
20040607       0.015224
20040608       0.001395
20040609      -0.009316
20040610       0.004921
20040614      -0.009882
20040615       0.007066
20040616      -0.000175
20040617      -0.001491
20040618       0.001878
20040621      -0.003784
20040622       0.005035
20040623       0.008614
20040624      -0.003137
20040625      -0.004808
20040628      -0.003426
20040629       0.004143
20040630       0.005355
20040701      -0.013883
20040702      -0.000531
20040706      -0.008770
20040707       0.002949
20040708      -0.007129
20040709       0.002782
20040712       0.000447
20040713       0.000716
20040714      -0.003040
20040715      -0.006456
20040716      -0.000812
20040719      -0.004245
20040720       0.012700
20040721      -0.018452
20040722       0.002738
20040723      -0.008373
20040726      -0.001927
20040727       0.009379
20040728       0.003006
20040729       0.004269
20040730       0.002442
20040802       0.002075
20040803      -0.007743
20040804      -0.000091
20040805      -0.016334
20040806      -0.014299
20040809       0.001404
20040810       0.011402
20040811      -0.000554
20040812      -0.010910
20040813       0.001963
20040816       0.010355
20040817       0.005633
20040818       0.010284
20040819      -0.002908
20040820       0.007019
20040823      -0.002534
20040824       0.001361
20040825       0.006797
20040826       0.000000
20040827       0.003150
20040830      -0.008255
20040831       0.005247
20040901       0.001890
20040902       0.011319
20040903      -0.004086
20040907       0.006600
20040908      -0.002481
20040909      -0.000888
20040910       0.005156
20040913       0.003273
20040914       0.002028
20040915      -0.007566
20040916       0.003014
20040917       0.004232
20040920      -0.006010
20040921       0.004357
20040922      -0.012482
20040923      -0.005379
20040924       0.004597
20040927      -0.006370
20040928       0.004786
20040929       0.005032
20040930      -0.000715
20041001       0.016911
20041004       0.001672
20041005       0.000527
20041006       0.006321
20041007      -0.010208
20041008      -0.008286
20041011       0.004089
20041012      -0.003895
20041013      -0.008798
20041014      -0.008069
20041015       0.005604
20041018       0.003775
20041019      -0.008417
20041020      -0.001987
20041021       0.006515
20041022      -0.011237
20041025      -0.001182
20041026       0.015292
20041027       0.012014
20041028       0.003012
20041029      -0.000177
20041101       0.002739
20041102       0.000352
20041103       0.012594
20041104       0.013655
20041105       0.006263
20041108      -0.001450
20041109      -0.001964
20041110       0.000770
20041111       0.007609
20041112       0.007891
20041115       0.002450
20041116      -0.007159
20041117       0.005938
20041118       0.001349
20041119      -0.011117
20041122       0.004769
20041123       0.001526
20041124       0.002370
20041126      -0.000844
20041129      -0.004479
20041130       0.000679
20041201       0.011367
20041202       0.000839
20041203      -0.000670
20041206      -0.000335
20041207      -0.009311
20041208       0.005843
20041209       0.003536
20041210       0.001007
20041213       0.008715
20041214       0.003489
20041215       0.000745
20041216      -0.000579
20041217      -0.006639
20041220       0.000251
20041221       0.007701
20041222       0.002409
20041223       0.000746
20041227      -0.002070
20041228       0.005476
20041229       0.001485
20041230      -0.001895
20041231      -0.002146
20050103      -0.004716
20050104      -0.013051
20050105      -0.006064
20050106       0.005084
20050107      -0.001433
20050110       0.004728
20050111      -0.006891
20050112       0.003300
20050113      -0.008012
20050114       0.005271
20050118       0.010403
20050119      -0.010463
20050120      -0.006090
20050121      -0.006128
20050124      -0.001969
20050125       0.002831
20050126       0.002995
20050127       0.001706
20050128       0.000000
20050131       0.006216
20050201       0.006347
20050202       0.003027
20050203      -0.002599
20050204       0.010676
20050207      -0.001331
20050208       0.001166
20050209      -0.007487
20050210       0.003604
20050211       0.008602
20050214      -0.000745
20050215       0.003729
20050216       0.000660
20050217      -0.008085
20050218       0.001331
20050222      -0.014868
20050223       0.007167
20050224       0.006614
20050225       0.009897
20050228      -0.006588
20050301       0.004974
20050302      -0.000495
20050303       0.000413
20050304       0.012457
20050307       0.000489
20050308      -0.003746
20050309      -0.011117
20050310       0.002232
20050311      -0.007011
20050314       0.006230
20050315      -0.008255
20050316      -0.008490
20050317       0.002015
20050318      -0.002957
20050321      -0.003712
20050322      -0.010161
20050323       0.000855
20050324       0.001197
20050328       0.001451
20050329      -0.006649
20050330       0.014159
20050331      -0.001862
20050401      -0.004493
20050404       0.001703
20050405       0.004761
20050406       0.003469
20050407       0.005396
20050408      -0.010399
20050411       0.000763
20050412       0.005166
20050413      -0.011794
20050414      -0.013044
20050415      -0.013993
20050418       0.003066
20050419       0.007948
20050420      -0.013950
20050421       0.019420
20050422      -0.003793
20050425       0.006576
20050426      -0.009714
20050427       0.003906
20050428      -0.012538
20050429       0.013573
20050502       0.005616
20050503       0.001718
20050504       0.007719
20050505      -0.000340
20050506      -0.003150
20050509       0.006235
20050510      -0.010355
20050511       0.005489
20050512      -0.011003
20050513      -0.001984
20050516       0.009333
20050517       0.006678
20050518       0.010291
20050519       0.004209
20050520      -0.001425
20050523       0.005541
20050524      -0.002338
20050525      -0.000753
20050526       0.005360
20050527       0.001666
20050531      -0.006403
20050601       0.008537
20050602       0.002158
20050603      -0.005051
20050606      -0.000916
20050607       0.000750
20050608      -0.001831
20050609       0.004754
20050610      -0.002324
20050613       0.003161
20050614       0.002322
20050615       0.001903
20050616       0.002560
20050617       0.003687
20050620       0.000330
20050621       0.000577
20050622       0.000823
20050623      -0.014066
20050624      -0.007342
20050627       0.001429
20050628       0.008393
20050629      -0.002663
20050630      -0.005424
20050701       0.002937
20050705       0.008031
20050706      -0.008382
20050707       0.003934
20050708       0.011421
20050711       0.005110
20050712       0.002624
20050713       0.001390
20050714       0.003921
20050715      -0.000570
20050718      -0.003989
20050719       0.005476
20050720       0.003414
20050721      -0.005833
20050722       0.006682
20050725      -0.002833
20050726       0.001218
20050727       0.003648
20050728       0.006301
20050729      -0.006663
20050801      -0.000727
20050802       0.005985
20050803       0.002653
20050804      -0.008018
20050805      -0.006790
20050808      -0.001872
20050809       0.006033
20050810      -0.000486
20050811       0.003973
20050812      -0.006138
20050815       0.006176
20050816      -0.013003
20050817      -0.000082
20050818      -0.000082
20050819       0.002292
20050822       0.000000
20050823      -0.001878
20050824      -0.008917
20050825       0.003632
20050826      -0.006826
20050829       0.007701
20050830      -0.005259
20050831       0.012639
20050901      -0.000734
20050902      -0.001796
20050906       0.011695
20050907       0.001698
20050908      -0.003309
20050909       0.008907
20050912      -0.002006
20050913      -0.005549
20050914      -0.003639
20050915      -0.000487
20050916       0.007078
20050919      -0.003320
20050920      -0.008449
20050921      -0.009340
20050922       0.003556
20050923       0.000824
20050926       0.001153
20050927      -0.000247
20050928       0.000987
20050929       0.008137
20050930       0.003098
20051003      -0.003576
20051004      -0.011256
20051005      -0.013117
20051006      -0.003594
20051007       0.003440
20051010      -0.008444
20051011      -0.001433
20051012      -0.007853
20051013      -0.000596
20051014       0.010559
20051017       0.003708
20051018      -0.010830
20051019       0.016636
20051020      -0.017616
20051021       0.003909
20051024       0.015491
20051025      -0.002001
20051026      -0.002923
20051027      -0.010639
20051028       0.014395
20051031       0.002755
20051101       0.002997
20051102       0.010457
20051103       0.004271
20051104      -0.001309
20051107       0.000983
20051108       0.000000
20051109       0.001309
20051110       0.007762
20051111       0.003405
20051114      -0.000566
20051115      -0.003638
20051116       0.002029
20051117       0.009313
20051118       0.003931
20051121       0.005035
20051122       0.004294
20051123       0.005780
20051125       0.000787
20051128      -0.007079
20051129      -0.001109
20051130      -0.005393
20051201       0.010207
20051202       0.001263
20051205      -0.002128
20051206       0.001896
20051207      -0.005835
20051208      -0.000635
20051209       0.002619
20051212       0.000950
20051213       0.006801
20051214       0.003927
20051215      -0.002895
20051216      -0.003204
20051219      -0.005144
20051220       0.000955
20051221       0.001589
20051222       0.005237
20051223       0.000553
20051227      -0.010177
20051228       0.002232
20051229      -0.004453
20051230      -0.005432
20060103       0.017589
20060104       0.004736
20060105       0.000628
20060106       0.008322
20060109       0.002569
20060110       0.001009
20060111       0.003181
20060112      -0.003944
20060113      -0.000932
20060117      -0.002720
20060118      -0.003974
20060119       0.003833
20060120      -0.018237
20060123       0.003572
20060124       0.001028
20060125       0.000869
20060126       0.005527
20060127       0.009265
20060130      -0.000778
20060131      -0.007319
20060201       0.006980
20060202      -0.011605
20060203      -0.004965
20060206       0.002613
20060207      -0.008847
20060208       0.009085
20060209      -0.001658
20060210       0.001819
20060213      -0.001816
20060214       0.010600
20060215       0.003522
20060216       0.007488
20060217      -0.002710
20060221      -0.002484
20060222       0.006071
20060223      -0.001470
20060224       0.002557
20060227       0.000386
20060228      -0.009501
20060301       0.008890
20060302      -0.000077
20060303      -0.004638
20060306      -0.004582
20060307      -0.001560
20060308       0.002110
20060309      -0.006706
20060310       0.009499
20060313       0.001866
20060314       0.010479
20060315       0.004455
20060316       0.002065
20060317       0.000835
20060320      -0.001608
20060321      -0.006288
20060322       0.006096
20060323      -0.002071
20060324       0.000769
20060327      -0.001459
20060328      -0.006153
20060329       0.006268
20060330      -0.001769
20060331       0.000231
20060403      -0.000770
20060404       0.006398
20060405       0.003447
20060406      -0.001069
20060407      -0.010163
20060410       0.001544
20060411      -0.008479
20060412       0.001866
20060413      -0.001319
20060417      -0.000388
20060418       0.015856
20060419       0.001913
20060420       0.001375
20060421       0.000152
20060424      -0.001830
20060425      -0.004125
20060426       0.000230
20060427       0.004831
20060428       0.003358
20060501      -0.008139
20060502       0.007515
20060503      -0.003730
20060504       0.003591
20060505       0.008831
20060508      -0.001207
20060509       0.001964
20060510      -0.000528
20060511      -0.012071
20060512      -0.013058
20060515       0.002012
20060516      -0.001467
20060517      -0.019024
20060518      -0.005045
20060519       0.007052
20060522      -0.007632
20060523      -0.007611
20060524       0.007989
20060525       0.012364
20060526       0.005089
20060530      -0.017760
20060531       0.011182
20060601       0.009568
20060602       0.002097
20060605      -0.014574
20060606      -0.002439
20060607      -0.007491
20060608      -0.000874
20060609      -0.003181
20060612      -0.010850
20060613      -0.011614
20060614       0.007752
20060615       0.021215
20060616      -0.007251
20060619      -0.007862
20060620       0.003396
20060621       0.007414
20060622      -0.004400
20060623      -0.000161
20060626       0.004420
20060627      -0.008641
20060628       0.006779
20060629       0.020200
20060630      -0.000314
20060703       0.004480
20060705      -0.005712
20060706       0.002912
20060707      -0.006513
20060710       0.001896
20060711       0.004415
20060712      -0.010674
20060713      -0.016263
20060714      -0.003871
20060717      -0.001457
20060718       0.005108
20060719       0.013874
20060720      -0.006842
20060721      -0.007050
20060724       0.018233
20060725       0.003566
20060726       0.001342
20060727      -0.000946
20060728       0.010023
20060731      -0.001016
20060801      -0.004928
20060802       0.006760
20060803       0.002655
20060804      -0.001713
20060807      -0.001950
20060808      -0.004220
20060809      -0.003375
20060810       0.003071
20060811      -0.002826
20060814       0.000787
20060815       0.011958
20060816       0.009018
20060817       0.001849
20060818       0.005076
20060821      -0.004285
20060822      -0.000077
20060823      -0.002767
20060824      -0.000848
20060825       0.001234
20060828       0.004776
20060829       0.001150
20060830       0.000613
20060831      -0.000153
20060901       0.005971
20060905       0.001902
20060906      -0.008810
20060907      -0.004597
20060908       0.002848
20060911       0.000998
20060912       0.009815
20060913       0.004025
20060914       0.000076
20060915       0.002339
20060918       0.001364
20060919      -0.002497
20060920       0.005311
20060921      -0.004830
20060922      -0.003033
20060925       0.007682
20060926       0.008303
20060927       0.001198
20060928      -0.000374
20060929      -0.000823
20061002      -0.003743
20061003       0.002104
20061004       0.011698
20061005       0.001927
20061006      -0.001258
20061009       0.000593
20061010       0.001333
20061011      -0.001183
20061012       0.008660
20061013       0.002568
20061016       0.001537
20061017      -0.003142
20061018       0.001319
20061019       0.001611
20061020       0.000219
20061023       0.004604
20061024       0.002982
20061025       0.003409
20061026       0.003108
20061027      -0.006269
20061030      -0.000725
20061031      -0.000145
20061101      -0.006749
20061102      -0.000585
20061103      -0.001755
20061106       0.011279
20061107       0.003838
20061108       0.002164
20061109      -0.005255
20061110       0.000434
20061113       0.002459
20061114       0.007505
20061115       0.002865
20061116       0.002571
20061117       0.000285
20061120       0.000570
20061121       0.000996
20061122       0.001991
20061124      -0.004045
20061127      -0.013751
20061128       0.004335
20061129       0.010430
20061130       0.000427
20061201      -0.002206
20061204       0.007631
20061205       0.004317
20061206      -0.000846
20061207      -0.004373
20061208       0.001842
20061211       0.002899
20061212      -0.000776
20061213       0.001058
20061214       0.008811
20061215       0.000088
20061218      -0.002740
20061219       0.001902
20061220      -0.000563
20061221      -0.003658
20061222      -0.006143
20061226       0.005897
20061227       0.006569
20061228      -0.002105
20061229      -0.004149
20070103      -0.001765
20070104       0.002122
20070105      -0.007976
20070108       0.004625
20070109      -0.000850
20070110       0.003332
20070111       0.004380
20070112       0.007597
20070116      -0.001955
20070117       0.000420
20070118      -0.003356
20070119       0.001964
20070122      -0.003081
20070123       0.002950
20070124       0.008053
20070125      -0.011740
20070126      -0.000703
20070129      -0.000774
20070130       0.005209
20070131       0.006723
20070201       0.005983
20070202       0.001383
20070205       0.000276
20070206       0.000276
20070207       0.002209
20070208      -0.001308
20070209      -0.007447
20070212      -0.003404
20070213       0.008435
20070214       0.006567
20070215       0.001305
20070216      -0.000480
20070220       0.002127
20070221      -0.000411
20070222      -0.000754
20070223      -0.003908
20070226      -0.000895
20070227      -0.039058
20070228       0.010251
20070301      -0.002980
20070302      -0.013095
20070305      -0.009519
20070306       0.017110
20070307      -0.001002
20070308       0.008455
20070309       0.000284
20070312       0.001492
20070313      -0.019434
20070314       0.007450
20070315       0.001364
20070316      -0.002787
20070319       0.012055
20070320       0.005492
20070321       0.016457
20070322      -0.000768
20070323       0.001467
20070326      -0.001325
20070327      -0.002374
20070328      -0.007280
20070329       0.001058
20070330       0.000211
20070402       0.001127
20070403       0.010763
20070404       0.001114
20070405       0.002711
20070409       0.001387
20070410       0.001177
20070411      -0.004080
20070412       0.004444
20070413       0.004562
20070416       0.009496
20070417       0.002658
20070418       0.001224
20070419      -0.000272
20070420       0.009441
20070423      -0.003768
20070424       0.000405
20070425       0.009182
20070426       0.001137
20070427      -0.000802
20070430      -0.008293
20070501       0.002563
20070502       0.005852
20070503       0.005417
20070504       0.003791
20070507       0.000199
20070508      -0.001325
20070509       0.002720
20070510      -0.010453
20070511       0.008557
20070514      -0.002187
20070515       0.000266
20070516       0.006841
20070517      -0.001979
20070518       0.008724
20070521      -0.000524
20070522      -0.000787
20070523       0.000131
20070524      -0.009053
20070525       0.004171
20070529       0.003626
20070530       0.008145
20070531      -0.001042
20070601       0.004957
20070604       0.000130
20070605      -0.003958
20070606      -0.010750
20070607      -0.018045
20070608       0.013011
20070611       0.001721
20070612      -0.010906
20070613       0.014968
20070614       0.006386
20070615       0.005663
20070618      -0.001176
20070619       0.002485
20070620      -0.013897
20070621       0.005558
20070622      -0.009409
20070625      -0.004782
20070626      -0.010278
20070627       0.014229
20070628      -0.000133
20070629       0.000332
20070702       0.009041
20070703       0.003623
20070705      -0.001050
20070706       0.005257
20070709       0.000131
20070710      -0.013595
20070711       0.007090
20070712       0.015790
20070713       0.002980
20070716      -0.000129
20070717      -0.000517
20070718      -0.001809
20070719       0.003884
20070720      -0.010125
20070723       0.003062
20070724      -0.017341
20070725       0.002049
