AA AAPL ABT AEP ALL AMGN AMZN AVP AXP
-0.007881 -0.017993 0.007012 0.009294 0.003407 -0.017903 -0.055053 -0.001747 -0.023559
-0.007009 0.012685 -0.002487 0.004604 -0.003396 0.006076 0.024342 0.007349 0.013663
0.001412 -0.08142 -0.018574 0 -0.003407 -0.001208 0.003116 -0.000174 -0.007169
0.036184 0.028788 0.026074 0.017917 0.025356 0.020733 -0.027184 0.016157 0.028596
0.02449 -0.013991 -0.014449 0.011461 -0.001389 0.018111 0.003194 -0.008378 0.036226
-0.009739 -0.011202 -0.022245 0.004452 0.018364 -0.010141 -0.029845 -0.012069 -0.014905
0.015199 -0.009063 0.024819 0.014102 0.023771 0.009909 0.025021 -0.004363 0.020083
0.001761 0.001524 -0.017407 -0.00437 -0.005071 -0.000832 0.010404 -0.000701 -0.016451
-0.003077 0.028158 0.019255 -0.005188 0.02441 0.014314 0.013069 0.018418 0.038936
0.001323 0.005181 0.005038 0.000401 0.005761 0.046931 -0.005864 0.006717 -0.009765
-0.030823 -0.010309 0.000501 0.028468 -0.020828 0.002978 -0.01219 -0.015569 -0.012527
-0.004089 -0.006696 -0.010771 -0.019103 -0.001329 -0.015471 0.153264 -0.00643 -0.009717
0.025091 0.038202 0.017219 0.00477 0.011715 -0.001746 0.004833 0.025188 0.021804
0.010681 0.01443 0.011202 0.038766 -0.015789 -0.012562 -0.007558 -0.009043 0.006402
0.016292 0.01138 0.000246 0.00457 0.010428 -0.012882 -0.006923 0.00155 0.003446
-0.006106 0.009845 0.014521 -0.02464 0.010585 0.020065 -0.001046 0.001031 -0.002905
0.012725 0.006267 0.026443 -0.015546 0.00419 0.011834 0.026867 -0.008243 0.018808
0.004333 0.113495 -0.018672 0.01816 -0.007562 -0.008851 0.018009 -0.011255 -0.0039
0.002157 0.087632 0.021195 -0.001551 -0.027851 -0.027747 0.030708 0.005079 0.020621
-0.007318 0.008571 0.007075 0.003883 -0.002703 -0.02329 -0.005829 0.006273 -0.002302
-0.013877 0.01983 0.003513 -0.009804 -0.017615 0.015449 -0.008143 -0.004848 -0.018969
0.015391 0.016667 0.012369 0.009901 0.001931 0.012734 0.016913 -0.006612 0.039979
0.007796 0.014208 -0.003688 0.007451 0.003855 0.012247 0.023736 -0.002803 0.015578
-0.012892 0.005927 0.005784 -0.003114 -0.002194 -0.007905 0.039432 0.013525 -0.002969
-0.011319 -0.006427 -0.008512 -0.001562 0.003024 0.005691 -0.010622 0.00052 0.00273
0.001761 0.009704 0.019026 0.027376 0.002466 0.012611 0.00092 -0.003825 0.014353
-0.000879 0.003737 -0.019809 0.022078 0.003827 -0.005109 0.012872 0.01082 -0.009027
-0.033436 -0.037234 -0.042044 -0.040596 -0.014978 -0.03274 -0.045083 -0.012776 -0.022895
0.008193 -0.017127 -0.00582 0.017857 -0.0141 0.01261 -0.002535 0.009794 -0.000756
0.034763 0.003373 0.009756 0.008391 -0.007291 -0.005456 0.008577 0.010391 0.010842
0.034904 0.021849 0.013285 0.032526 -0.009322 0.019326 0.03937 0.02674 -0.003492
0.005059 0.004386 0.003099 0.043956 -0.002566 0.000162 -0.008485 -0.008514 0.001001
0.023909 0.030568 0.020437 0.026316 0.009148 0.028604 0.065098 0.000505 0.018255
-0.002458 -0.03178 0.014206 -0.024615 0.008215 0.001571 0.000287 0.002524 0.022348
-0.013142 -0.009847 0.0062 -0.017175 -0.010181 -0.006745 0.019793 -0.011919 -0.014413
0.024136 -0.008287 0.016659 0.035663 0.028286 0.022426 0.009564 0.035338 0.015355
0.028037 -0.027855 -0.013917 0.02376 0.001389 -0.018381 -0.013653 -0.008533 0.017283
-0.009091 -0.008023 0.002732 -0.005382 -0.004717 0.008025 -0.004802 0.000166 -0.000708
0.036298 0.016753 0.013848 0.003382 0.003903 0.006712 0.004542 -0.004799 0.02621
-0.005389 0.002273 0.012987 0.002696 -0.00722 0.014731 0.003673 0.021284 0.00092
0.003483 -0.027778 -0.000663 -0.008403 0.008671 -0.031479 -0.061092 0.011885 -0.007356
-0.016583 -0.020991 -0.007078 -0.004068 -0.01858 -0.010256 0.009895 -0.005792 -0.009495
0.017647 0.023228 0.017599 0.001362 -0.003956 0.014985 0.01158 -0.013756 0.007716
0.00501 0.015716 -0.001751 0.018355 0.003121 0.026072 0.017024 0.00279 0.012761
0.002301 0.018338 0.002851 0.001001 0.013857 -0.004592 0.015902 0.009818 -0.000229
-0.021423 -0.019696 -0.002843 -0.010337 0.005579 -0.000461 -0.030425 0.001783 -0.004812
0.027365 0.048795 0.013597 0.034367 0.026352 0.038462 0.050103 0.013264 0.02671
0.012177 -0.004379 0.006058 -0.002606 -0.002162 -0.009778 0 -0.008621 -0.013007
0 0.051127 -0.010753 0.005552 -0.007855 -0.014512 0.000279 0.010628 -0.002272
-0.009398 0.001046 -0.008696 0.005521 -0.011739 -0.031122 -0.009763 0.007011 -0.019813
-0.004175 0.003135 0.000219 0.002584 0.009668 0.018019 -0.012958 -0.001899 -0.002556
-0.044588 -0.007292 -0.027626 -0.025451 -0.00985 -0.013083 0.015411 -0.000159 -0.018635
-0.004388 -0.01469 0.001804 -0.014876 0.0105 0.014504 -0.005059 -0.001903 0.009494
-0.018029 0.016507 -0.001576 0.001007 -0.001914 -0.007072 -0.000283 -0.003971 -0.001411
0.029784 0.010477 0.01037 0.00067 0.004657 0.026738 0.037581 -0.001754 0.002825
-0.005943 -0.029031 -0.02722 -0.00536 -0.01009 -0.017145 -0.011438 -0.002716 -0.003992
0.016341 0.017619 0.00367 0.004715 -0.017906 0.01166 0.000551 -0.003524 -0.01438
0 0.001574 -0.004799 -0.003688 0.036466 -0.001365 0.025606 0.005949 0.004784
0.001176 0.009429 0.014466 0.002692 0.021651 0.020653 0.016107 0.009589 0.009067
-0.009009 -0.007265 0.000905 -0.016779 -0.003974 -0.012349 0.001849 -0.003958 -0.000473
0.016206 0.038683 0.017187 0 0.011436 0.038114 0.0298 0.012874 0.030755
0.00389 0.026673 -0.010671 -0.007167 0.005785 0.015673 0.037388 -0.005492 0.014919
-0.013173 -0.025 -0.018427 -0.012032 0.004444 -0.000572 -0.000247 -0.005996 -0.009272
-0.020416 -0.015586 -0.002976 -0.018441 -0.022384 -0.00629 -0.055556 0.010317 -0.011869
0.012826 0.01379 0.016418 0.002127 0.005591 0.004172 -0.015686 0.011469 0.015477
-0.006332 0.002519 0.000454 0.00566 0.000794 0.009885 0.043028 -0.008388 0.032757
-0.014337 -0.014573 -0.020209 -0.016532 -0.003175 0.014896 -0.02139 -0.003446 -0.005727
-0.006061 0.013259 -0.017381 -0.020386 -0.004777 -0.002237 -0.019516 -0.009903 0.008861
-0.011789 0.051837 -0.008255 -0.016064 0.0464 -0.009246 -0.036093 0.00127 -0.01581
0.016043 -0.001962 -0.015458 0.012987 0.001274 0.000707 -0.0369 0.007611 0.016064
-0.020648 -0.011937 -0.002416 -0.021245 -0.012217 -0.02388 0.010012 -0.002675 -0.023715
0.028111 0.009219 0.00339 0.022829 -0.005153 -0.002171 -0.01302 0.005049 0.006973
0.031363 -0.000481 -0.015444 -0.002561 -0.008806 0.011461 0.150272 0.00675 -0.00201
0.007407 -0.013468 -0.019363 0.000734 0.001568 -0.020367 0.029918 -0.013098 -0.006267
0.033669 0.050219 0.005499 0.020161 0.01748 0.006003 0.00702 -0.00395 0.027027
0.008237 -0.025534 -0.021874 -0.00539 -0.016667 0.017174 0.011539 -0.000793 -0.012939
0.000371 -0.012863 -0.011182 0.00289 -0.005215 -0.008585 -0.016397 -0.008732 -0.003555
0.000371 -0.021235 0.009509 0.00072 0.002097 0.005051 -0.017637 -0.004965 -0.011148
0.030427 0.039448 -0.000764 0.010079 -0.005232 -0.003015 0.024102 0.004185 -0.004059
-0.023767 -0.016603 -0.018089 -0.003564 -0.012359 -0.016996 -0.038665 0.007213 -0.01698
0.009591 0.023155 -0.001038 0.005007 -0.021299 -0.001319 -0.009493 -0.003342 0.005758
-0.020095 -0.039132 -0.016883 -0.017438 -0.010881 -0.029196 -0.024716 -0.003992 -0.027937
-0.008203 -0.036801 0.019815 0.009055 0.0022 -0.001511 0.006982 -0.002405 0.025913
0.00189 0.015283 0.033938 -0.003999 0.008507 0.014379 0.001798 -0.007231 0.015844
0.012453 -0.014551 -0.000251 0.006204 0.000544 -0.002984 0.003589 0.013759 0.003165
0.013418 0.001018 -0.007519 -0.005803 -0.019581 0.010326 -0.005619 0.004151 -0.00676
-0.00331 0.002035 -0.000758 0.018971 -0.002497 0.022811 0.023632 0.009858 0.018603
-0.002952 0.024365 -0.003791 -0.00179 -0.001947 -0.014627 0.009034 -0.004251 -0.00245
0.028867 -0.010406 0.004566 0.011478 0.006966 0.007937 0.002238 0.009804 0.016968
-0.003597 -0.01302 0.00202 -0.00461 0.00166 0.00175 -0.004963 -0.00642 -0.001098
0.017329 0.031964 0.002772 -0.00285 -0.000552 0.01179 0.072818 0.003467 0.002198
-0.004613 -0.000983 -0.006534 0.000357 -0.004422 -0.01712 0.012785 -0.013821 0.004167
0.007487 0.033957 -0.013408 0.019643 0.008329 0.004245 0.004361 -0.004619 -0.006988
0.011677 0.03189 -0.010256 -0.002802 0.013491 0.001312 0.044333 -0.002087 0.010117
-0.01609 -0.0369 0.009845 -0.01405 -0.01467 -0.032314 -0.010503 -0.01094 -0.011104
-0.012087 -0.000958 0.015649 0.011756 -0.00579 -0.004212 0.013932 -0.002277 -0.006385
-0.001439 0.009108 0.009093 0.002465 0.000832 -0.010121 0.001745 0.004076 -0.012852
-0.004685 0.020428 -0.006258 -0.00562 -0.009698 0.003052 -0.001089 0.010067 -0.001796
0.02643 0.033054 0.003023 0.001766 0.001408 0.008367 0.001308 0.017039 0.010794
0.007407 0.018927 0.012054 -0.001763 0.005343 -0.00513 0.008272 0.013118 0.002225
0.002101 0.010615 0.021092 0.015189 0.011748 0.028814 0.021805 0.015601 0.011765
-0.01153 0.004376 0.014581 0.018789 0.011612 -0.022553 -0.024086 0.025192 0.001755
-0.00707 -0.005229 -0.013174 0.001025 0.005739 0.012517 0.023815 -0.019479 -0.003723
-0.00356 -0.014455 0.019417 -0.007847 0 0.002085 -0.016283 -0.002445 -0.006375
0.007503 0.010667 0.019048 0.013067 0.00788 0.013674 0.016337 0.010263 0.011062
0.013121 -0.016271 -0.011215 -0.017312 -0.004583 -0.011437 -0.01269 -0.020167 -0.003063
-0.022751 -0.008494 0.022684 0.006563 0.002709 -0.006378 -0.009854 0.00294 -0.011194
0.011103 0.017133 0.006701 -0.001716 -0.012156 0.018809 -0.022285 -0.003857 0.008435
0.033652 0.023936 0.011246 0.014438 -0.01586 0.003956 0.010843 0.000155 -0.011666
-0.021933 -0.038528 -0.007263 -0.014232 -0.011948 -0.000292 -0.003722 0.001394 -0.005791
-0.014015 0.006754 0.004344 0.012719 0.036558 0.019124 0.016041 0.001392 0.013665
-0.00462 -0.010733 0.002732 -0.012899 -0.011395 -0.002578 -0.00173 0.000772 0.00221
0.010353 0.034358 0.001362 0.020977 0.013996 0.005314 0.037478 0.006636 0.038148
0.0053 -0.013112 -0.014736 -0.000674 0.014344 -0.015857 -0.006473 -0.001533 -0.000637
-0.027768 -0.022143 -0.017257 -0.010111 -0.006937 -0.006242 -0.002354 -0.010901 -0.009139
-0.000362 0.015851 0.007492 -0.003064 0.006179 0.001753 0.062611 0.015057 0.008365
-0.007233 -0.049487 -0.021613 -0.021516 -0.020027 -0.039808 -0.016455 -0.013764 -0.023612
-0.010565 -0.041745 0 0.011169 -0.005722 -0.007137 0.008869 0.003566 -0.006318
-0.017673 0.012726 0.005226 0.017604 0.000274 -0.003518 -0.02977 -0.00309 -0.016444
0.025487 0.029483 0.005435 0.017639 0.003014 0.003377 0.026771 0.00372 0.01605
-0.04386 -0.02723 0 0 -0.002185 -0.013003 -0.02868 -0.003088 -0.011409
0.02026 0.003378 0.005405 -0.013333 0.021079 0.027278 0.014247 0.020756 0.024412
0.016486 -0.010582 0.008649 0.013514 0.002145 -0.001961 0.019748 0.015023 0.002388
0.037597 0.054448 -0.012051 -0.004333 0.006956 -0.017838 0.055899 -0.004634 0.00888
0.004263 0.027663 0.00258 0.00837 0.003719 -0.000616 0.023823 0.008861 -0.000859
-0.00283 0.041723 -0.012635 -0.007968 0.005823 0.019714 0.014035 0.001935 0.005801
0.017027 -0.006891 -0.005924 -0.000669 0.007632 -0.015557 0.014387 -0.005201 -0.006195
0.035228 0.016912 0.005959 -0.008707 -0.000522 0.020712 0.038779 -0.005228 0.012683
0.001685 0.009808 -0.00391 -0.001351 -0.008362 -0.007065 0.003457 -0.001501 0.008491
0.012782 0.028294 0.005264 0.001692 0 0.016349 0.004134 -0.001504 0.013681
0.020591 0.008214 0.002142 0.004728 0.019763 -0.004915 0.027616 0.009789 0.017649
0.000976 0.010998 -0.004038 -0.008403 0.012145 -0.022152 -0.022868 0.005817 -0.014487
0.001951 -0.063255 0.007632 0.001695 0.018637 -0.002602 0.023403 0.005338 0.001656
-0.022712 -0.021505 -0.011124 -0.003722 0.003759 -0.032996 -0.003672 -0.002655 -0.011162
0.002656 0.020659 0.011249 -0.003397 0.001998 -0.017775 -0.001675 0.001775 0.001672
-0.002318 -0.001723 0.005917 0.006135 0.00299 0.028438 -0.004028 -0.003543 0.010017
-0.015931 -0.018119 -0.034824 0.003388 -0.00646 -0.052632 -0.089638 0.009037 -0.028099
-0.003373 0.010105 0.014627 -0.014517 0 -0.009287 0.005367 -0.00279 0.012543
-0.013198 -0.016964 0.003364 0.002055 0.002751 0.028959 0.003479 -0.011778 -0.00021
0.028464 0 -0.007902 -0.016068 -0.006484 -0.010412 0.005705 -0.002235 -0.01827
0.015672 0.049557 0.02462 0.001737 -0.002008 0.000329 0.034841 0.000448 0.016898
0.027249 -0.001265 0.010365 -0.003122 0.012073 -0.011504 -0.000705 0.011194 -0.003997
0.027485 -0.025327 0.001166 -0.010786 -0.016153 0.01596 -0.01517 -0.008708 -0.017529
-0.01804 -0.008662 -0.007452 -0.008442 -0.002273 0.010637 -0.025076 0.011912 0.008813
0.019639 0.011359 0.004223 0.004612 0.014684 -0.009877 0.04244 0.015745 0.006392
-0.00497 -0.010367 -0.022663 -0.008475 0.00499 -0.000981 0.002115 -0.002608 -0.002329
0.002498 0.005238 0.011475 -0.007123 0.003476 0.002455 -0.00211 -0.000145 0.004032
0.007196 0.003908 -0.001418 -0.000359 0.001484 -0.001796 -0.030842 0.007409 0.001268
0.024231 -0.026817 -0.017515 -0.012718 0 -0.019303 -0.012366 -0.018601 -0.018366
-0.027298 -0.026667 -0.003373 -0.006257 0.000494 -0.013511 -0.042902 -0.000882 -0.009032
-0.020268 -0.016438 0.007252 0.005185 0.004938 -0.002705 0.00481 -0.007941 -0.013021
0.041057 0.036676 0.00384 0.013265 -0.005897 0.022041 0.036378 0.001334 0.011873
0.01284 0.00403 0.04853 -0.000364 -0.00519 -0.005474 0.012378 0.006662 -0.004781
-0.02294 -0.042819 0.007752 -0.004729 0.015652 -0.028357 -0.042883 0.004706 -0.010262
0.006796 -0.015377 -0.000905 -0.013158 -0.007583 0.029013 -0.039847 -0.004684 -0.030885
-0.010433 -0.034075 -0.001812 -0.01 -0.01824 -0.018352 -0.036934 -0.015588 0.01252
-0.005581 0.000485 0.006352 0.026936 -0.000753 0.021414 0.021237 0.01464 0.008993
-0.021827 -0.002199 -0.018485 -0.013115 0.003266 -0.005824 -0.013729 -0.006203 -0.010695
-0.000319 -0.004663 0.002986 0.001107 0.002254 0.003347 -0.005527 -0.011592 0.011261
0.010204 0.042899 0.020838 0.012168 0.008746 0.00367 0.056608 0.010675 0.005568
0.020833 -0.022222 -0.002692 0.00255 0.00644 -0.020941 0.022209 0.009223 0.00443
0.008349 0.001934 0.003149 0.008358 0.003219 -0.013071 0.009339 -0.001327 0.008379
0.006133 0.00917 -0.008969 -0.002162 -0.003455 -0.008944 0.019071 0.01107 -0.000437
0.034136 0.038259 0.017873 0.003973 0.016345 0.027942 0.0126 0.012117 0.007438
0.006484 -0.00783 0.006001 0 -0.005361 -0.00574 -0.013175 -0.00851 -0.005429
0.00937 -0.023677 0.000442 0.004676 -0.010044 -0.000849 -0.044873 -0.007419 0.004149
0.028431 0.005706 0.001546 0.007161 0.007671 0.013086 0.00563 -0.003664 0.001739
-0.013258 -0.014184 -0.0086 0.009954 -0.000246 -0.021976 -0.004633 0.001324 -0.012372
0.015437 0.009592 0.007785 -0.00704 0.006387 -0.006003 -0.00931 -0.07933 0.014286
-0.015766 -0.028503 0.005518 -0.018079 -0.002929 -0.000345 -0.034064 0.012446 -0.009751
-0.035183 -0.003423 -0.00439 0.009025 -0.003427 0.004833 -0.002837 -0.028999 -0.01116
0.027275 0.040726 0.008818 0.014311 0.025547 0.009105 0.03252 0.014283 0.001328
0.005195 -0.015087 0.00153 -0.001764 0.003593 0.011747 0.00374 0.007681 -0.001105
0.003158 -0.034466 -0.003928 0.00212 -0.011933 0.005048 -0.011375 -0.004288 0.002434
0.001145 -0.002479 0.005476 0.016573 0.008454 0.010882 -0.018052 0.020574 -0.000883
0.01801 -0.011929 -0.006536 0.030177 -0.001198 0.029314 -0.038788 0.010001 -0.005964
0.021623 0.008048 0.021272 0.005724 0.013669 -0.00901 0.02459 0.032028 0.039333
0.025289 -0.016966 -0.00365 0.000335 0.005678 0.004221 0.010051 -0.00015 0.009408
0.01126 0.007614 -0.002155 0.001673 -0.003529 -0.011156 0.013201 -0.002099 0.004872
-0.009014 -0.002015 0.004536 0.009355 -0.005902 0.009974 0.051914 -0.000451 0.005059
-0.009631 0.030288 0.007525 -0.003972 0.0038 -0.005019 0.016006 0.002556 0.004195
0.012696 0.018128 -0.000427 -0.002326 0.001419 -0.005532 0.002813 0.003599 -0.001044
0.037877 0.017806 0.006618 0.007995 0.006142 0.012271 0 0.013746 0.014008
-0.02056 0.006147 -0.012301 0.008262 0.010331 0.001616 -0.011969 -0.004569 -0.002268
-0.002886 0.004229 0.000644 0 -0.000232 -0.002905 -0.003975 -0.00074 -0.001243
-0.011842 -0.004212 0.003219 0.008194 0.010228 0.009063 -0.013683 -0.011261 -0.009952
0.032756 0.041823 0 0.000975 -0.009894 0 0.026397 -0.003597 0.008796
-0.007478 -0.003608 -0.007273 -0.009743 -0.007437 0.003208 -0.004505 -0.002707 0.001661
-0.007534 0.022635 0.010558 0.008855 0.008195 0.013269 -0.021309 0.002715 0.002902
0.012042 0.034086 -0.029424 0.015605 0.007431 -0.000316 -0.031985 -0.01128 -0.002893
-0.036472 -0.015411 -0.012961 -0.007042 0.014753 -0.005682 0.026871 -0.007454 -0.007461
-0.034362 0.031739 -0.010906 0.002257 0.007042 0.000476 0.026362 -0.011801 -0.003967
-0.022797 0.016435 0.005288 -0.003216 -0.001128 0.011423 0.037016 0.007909 0.003564
0.023044 0.003317 0.001576 0.012585 0.007453 0.004706 0.016208 0.013387 0.018383
-0.013626 -0.055785 0.010112 -0.007648 0 -0.014052 0.00681 -0.005011 0.019077
-0.012123 -0.005689 -0.03782 0.002569 0.002017 0.005542 -0.008188 -0.000458 0.00463
0.033676 0.00044 0.000694 -0.002242 -0.012528 -0.008661 0.015973 -0.014504 0.006612
0.002209 -0.005279 0.009704 0.021188 0.023108 -0.002224 -0.007243 0.003098 0.003185
0.003581 -0.019018 -0.014188 0.008488 -0.003986 -0.021334 0.017438 -0.002934 -0.007937
-0.028273 0.017133 -0.002553 -0.006234 -0.002001 0.04002 -0.001224 -0.014095 -8e-04
-0.001413 0.019947 0.021178 0 0.016708 0.021899 -0.001401 0.009427 0.019816
-0.002546 0.002608 -0.011167 -0.002823 -0.00986 -0.012705 -0.02262 -0.017276 -0.009225
-0.041974 -0.02384 0.009449 0.015099 -0.003319 -0.003101 -0.067815 -0.022331 -0.014461
-0.01421 0.007105 -0.001142 0.014255 -0.004663 0.010731 -0.052733 0.01458 0.024121
0.026426 -0.005291 -0.015314 -0.002444 0.014053 -0.005078 0.023974 0.011017 0.017468
-0.02048 -0.010638 0.009285 -0.000919 0.010119 0.022734 -0.042262 -0.020846 0.013503
0.018518 -0.002688 0.017709 0.034335 -0.010453 0.001512 -0.068987 0.053387 -0.000571
0.001466 -0.021114 0.000226 -0.012152 -0.014305 -0.013136 0.010013 0.045629 -0.004761
0.010882 0.028912 0.007004 -0.005401 0.012726 -0.012393 0.01432 0.000293 -0.003444
0.020367 0.012935 -0.004487 0.006335 0.025353 0.004802 0.006733 -0.000586 0.018817
-0.003707 -0.001893 -0.000225 -0.002121 -0.0043 -0.009867 -0.010572 -0.003222 0.000942
0.017172 0.013809 -0.005861 0.013661 0.007126 0.011679 -0.005887 0.002204 -0.004896
0.052054 0.035683 0.011338 0.002995 0.008576 0.013391 0.033999 0.009531 0.016272
-0.013105 -0.002941 -0.01861 -0.001194 -0.009992 -0.007442 -0.001697 -0.005688 -0.006703
0.002981 -0.030763 0.012337 0 0.003436 -0.010406 -0.01445 -0.00836 0.005623
0.019995 0.006957 0.015572 0.022422 -0.001712 -0.001855 -0.018327 0.032835 0.000559
0.00106 0.004318 -0.009111 -0.003509 -0.003859 -0.007281 -0.014496 0.003866 -0.005216
-0.001323 -0.033964 -0.028033 -0.008803 -0.00043 -0.01264 -0.004903 0.007846 0
-0.024112 -0.003115 0.000923 -0.007105 0.002153 0.004742 0.011646 0.007643 -0.004494
0.009503 -0.009375 0.007838 -0.002683 -0.006445 -0.007079 -0.026588 0.004214 -0.001881
0.002152 0.007661 -0.003888 -0.009268 -0.006703 0.002376 -0.037504 -0.012449 0.002262
-0.012077 0.020125 -0.001148 0.014182 -0.003047 0.00727 0.01465 0.001133 0.007522
0.00978 0.010083 -0.010345 0.008033 0.004833 0.010356 0.016535 -0.008206 -0.003546
0.008071 0.038194 -0.005807 0.0183 -0.002405 -0.013372 -0.014662 0.007133 0.000562
0.02482 0.004181 0.014019 0.013913 -0.011177 0.011349 -0.00093 0.012748 0.004306
-0.017969 -0.008743 0.004839 -0.012007 -0.01219 -0.011051 -0.022341 -0.005594 -0.004473
-0.018297 0.00462 0.007338 -0.016204 -0.002019 -0.007869 0.027612 0.012096 0.001498
0.002161 0.051839 -0.006829 -0.000294 0.00045 -0.002379 0.02826 0.000556 -0.00243
0.001887 0.062798 -0.001146 0.001765 -0.001124 0.005724 -0.006758 0.003472 -0.011057
-0.020178 -0.027674 -0.009867 -0.004405 0.012373 -0.01249 -0.013382 -0.011073 0.007012
-0.021142 0.042308 -0.017381 0.000295 0.003111 0.004803 -0.018161 0.004199 0.000753
-0.040673 0.021402 -0.022406 -0.000295 -0.006424 -0.027406 -0.02716 0.025645 -0.018616
0.002047 -0.019147 0.001689 -0.011209 -0.017837 -0.013761 -0.006498 -0.015083 -0.012646
0.024803 0.015101 -0.001927 0.002983 0.013621 0.010797 0.028101 0.000414 0.01145
-0.028758 -0.040276 -0.017857 -0.008626 -0.015902 -0.022514 -0.032045 -0.016687 -0.022448
0.007622 -0.023819 0.02113 0.008101 0.009559 -0.007229 0.02556 0.00575 -0.005888
0.014548 0.01433 -0.022377 0.008929 0.004509 0.038103 0.015903 0.019384 0.00691
-0.001721 -0.019855 -0.013291 -0.00177 0.005162 -0.001958 0.004907 0.002052 0.01098
0.001436 0.007402 0.002993 -0.010047 -0.00067 -0.003759 -0.004883 -0.012287 -0.00931
-0.020941 0 -0.014922 -0.007463 -0.008936 -0.013782 -0.045561 -0.010919 -0.017032
-0.00879 -0.022042 0.010856 -0.003007 0.002029 -0.03793 -0.015177 -0.008245 0
-0.020987 0.008304 -0.017233 0.003017 -0.015298 0.006052 -0.014914 -0.005636 -0.003585
0.041667 0.053726 0.01169 -0.004812 0.026731 0.01461 0.059551 0.067734 -0.001599
0.004058 0.006327 0.008289 -0.010275 -0.004005 -0.015924 -0.006906 -0.008096 0.001602
-0.000289 0.032175 0.010713 0.004275 0.013405 0.025133 0.02542 0.004014 0.01659
0.012128 0.000358 0.009613 0 0 -0.0089 0.024322 0.004398 0.020645
-0.010271 -0.031519 0.003418 0.000912 0.002205 -0.014741 -0.011872 0.006634 0.000771
-0.00173 0.002589 0.018248 0.007898 0.016058 0.008426 0.033734 0.0029 0.00675
0.036673 0.014386 0.012425 -0.005425 -0.001732 0.014836 0.030174 -0.00092 0.004406
-0.000279 0.029818 0.012273 -0.006667 0.008458 0.003025 0.018876 0.005262 0.003052
0.016996 -0.017302 0.006995 -0.000305 -0.007312 -0.015748 -0.011073 0.022638 -0.003613
-0.050685 -0.018685 -0.010188 -0.016784 -0.006716 -0.012596 -0.012705 -0.005886 -0.000382
-0.022799 0.008056 -0.010058 -0.003724 0.043621 0.004999 0.049073 -0.000644 -0.004582
0.011813 0.018525 -0.026465 -0.025545 -0.007732 0.009434 -0.002911 0.00863 0.002301
-0.024226 -0.039586 -0.016748 -0.019501 -0.011163 -0.004248 -0.028774 -0.003959 -0.016456
-0.012264 -0.010769 0.042484 -0.006195 0.001917 0.00785 0.004508 0.010769 -0.031128
-0.000606 0.09985 0.047903 0.01378 -0.007866 0.022011 0.004274 0.006723 -0.001004
0.03 -0.004096 0.003639 0.002913 0.011356 -0.003645 -0.031709 -0.004536 0.016683
-0.00912 -0.028444 0.001586 -0.010971 -0.00339 0.004822 0.035385 0.000506 -0.007315
-0.017815 -0.02187 -0.021946 -0.007178 -0.017007 -0.030779 -0.040543 -0.019608 -0.013941
-0.040508 0 -0.002545 -0.010187 -0.00519 -0.026635 0.011504 -0.000129 0.007473
0.043163 0.001803 0.026206 0.027888 0.015 0.00228 0.068679 0.022584 0.018043
-0.012081 -0.00288 -0.00791 -0.006137 -0.004069 0.020476 -0.052599 -0.006689 -0.010043
-0.011311 -0.020578 0.002278 0.001625 -0.001935 0.012862 0.020739 0.002541 0.000199
-0.001237 -0.007003 0.009545 -0.007463 0.008834 0.014731 0.015873 0.00114 -0.002585
-0.039938 -0.018189 -0.006078 -0.006211 -0.012815 -0.021692 -0.021458 -0.01038 -0.022134
-0.007094 0.012098 0.005663 0.007566 -0.005409 -0.008699 -0.016606 0.023919 0
-0.001299 -0.036982 -0.008559 -0.006203 -0.001523 -0.029422 -0.056073 0.049344 -0.001835
-0.007154 0.011249 0.022808 0.014126 0.008715 0.027123 0.018578 0.011667 0.008989
0.025221 0.002685 -0.01276 0.005507 -0.001944 -0.004142 -0.010358 -0.002471 -0.00162
-0.005751 0.01951 0.004548 -0.003544 -0.003679 0.012998 0.007053 0.000472 0.004259
-0.015103 -0.002627 0.000477 -0.003233 -0.00934 -0.011463 -0.025305 0.004363 -0.006866
-0.04459 0.003386 -0.011669 -0.029856 -0.018198 -0.014365 -0.028744 -0.007279 -0.01403
0.010981 -0.014623 -0.017108 -0.018938 -0.012952 0.004741 -0.015275 -0.020222 -0.00495
0.013578 0.032724 0.003432 0.000689 0 -0.002621 0.034901 0.005673 -0.00228
0.010047 0.005895 0.007085 0.005512 -0.008824 0.004731 0.007494 0.006361 0.001454
-0.007626 -0.004029 -0.005337 0.008907 0.006163 -0.002442 0.013715 -0.002982 0.005393
-0.005012 -0.004781 0.003659 0.014601 -0.008621 -0.008042 -0.012841 0.012842 0.008046
-0.036266 -0.015521 -0.001701 -0.015395 -0.00778 -0.00564 -0.022532 -0.013509 -0.001842
0.036237 0.015766 -0.002191 0.004759 -0.002306 -0.00833 -0.002139 -0.002402 0.004511
-0.006052 -0.021803 -0.003903 -0.000338 -0.000925 -0.025916 -0.007145 0.004816 -0.003062
-0.008796 0.009067 -0.01396 0.011506 0.012957 -0.017431 -0.01703 0.013301 0.010033
0.006143 0.014976 -0.0077 0.000335 -0.002513 0.006536 0.004636 0.008869 0.006081
0.024423 0.008484 -0.010013 0.019064 0.000687 -0.006494 0.011173 -0.003048 0.006045
0.038742 0.039137 0.027054 0.016738 0.010755 0.020168 0.047802 0.032451 0.010615
