Date      hour minute second  PRICE  SIZE
20100607     9 38 51    10.8800       200
20100607     9 38 51    10.8800       500
20100607     9 38 51    10.8800       300
20100607     9 38 54    10.8900       300
20100607     9 38 54    10.8900       300
20100607     9 38 54    10.8900       300
20100607     9 38 54    10.8900       700
20100607     9 38 54    10.8900       400
20100607     9 38 54    10.8900       100
20100607     9 38 54    10.8900       100
20100607     9 38 54    10.8900       100
20100607     9 38 54    10.8900       100
20100607     9 38 54    10.8900       200
20100607     9 38 54    10.8900       200
20100607     9 38 54    10.9000       700
20100607     9 38 54    10.9000       100
20100607     9 38 54    10.9000       100
20100607     9 38 54    10.8900       200
20100607     9 38 54    10.8900       100
20100607     9 38 54    10.9000       300
20100607     9 38 54    10.8900       800
20100607     9 38 54    10.8900       200
20100607     9 38 54    10.9000       100
20100607     9 38 56    10.8900       100
20100607     9 38 56    10.8900       100
20100607     9 38 56    10.8900       100
20100607     9 38 56    10.8900       100
20100607     9 38 56    10.8900       200
20100607     9 38 56    10.8900       100
20100607     9 38 56    10.8900       100
20100607     9 38 56    10.8900       100
20100607     9 38 56    10.8900       100
20100607     9 38 56    10.8900       400
20100607     9 38 56    10.8900       200
20100607     9 38 56    10.8900       100
20100607     9 38 56    10.8900       100
20100607     9 38 56    10.8900       300
20100607     9 38 56    10.8900       100
20100607     9 38 56    10.8900       300
20100607     9 38 56    10.8900      1000
20100607     9 38 56    10.8900       100
20100607     9 38 56    10.8900       500
20100607     9 38 56    10.8900       400
20100607     9 38 56    10.8900       300
20100607     9 38 56    10.8900       200
20100607     9 38 56    10.8900       600
20100607     9 38 56    10.8900       100
20100607     9 38 56    10.8900       100
20100607     9 38 56    10.8900       200
20100607     9 38 56    10.8900       100
20100607     9 38 56    10.8900       100
20100607     9 38 56    10.8900       200
20100607     9 38 56    10.8900       100
20100607     9 38 56    10.8900       100
20100607     9 38 56    10.8900       100
20100607     9 38 56    10.8900       100
20100607     9 38 56    10.8900       100
20100607     9 38 56    10.8900       200
20100607     9 38 56    10.8900       200
20100607     9 38 56    10.8900       100
20100607     9 38 56    10.8900       200
20100607     9 38 56    10.8900       100
20100607     9 38 56    10.8900       200
20100607     9 38 56    10.8900       200
20100607     9 38 56    10.8900       200
20100607     9 38 56    10.8900       100
20100607     9 38 56    10.8900       100
20100607     9 38 56    10.8900       100
20100607     9 38 56    10.8900       300
20100607     9 38 56    10.8900       200
20100607     9 38 56    10.8900       100
20100607     9 38 56    10.8900       100
20100607     9 38 56    10.8900       100
20100607     9 38 56    10.8900       200
20100607     9 38 56    10.8900       100
20100607     9 38 56    10.8900       200
20100607     9 38 56    10.8900       100
20100607     9 38 56    10.8900       200
20100607     9 38 56    10.8900       100
20100607     9 38 56    10.8900       100
20100607     9 38 56    10.8900       300
20100607     9 38 56    10.8900       200
20100607     9 38 56    10.9000       200
20100607     9 38 56    10.8950       100
20100607     9 38 56    10.9000       100
20100607     9 38 56    10.9000       100
20100607     9 38 56    10.9000       100
20100607     9 38 56    10.8900       100
20100607     9 38 56    10.9000       200
20100607     9 38 56    10.8900       100
20100607     9 38 56    10.8875       100
20100607     9 38 56    10.8900       400
20100607     9 38 56    10.9000       100
20100607     9 38 56    10.9000       100
20100607     9 38 56    10.9000       100
20100607     9 38 56    10.9000       400
20100607     9 38 56    10.9000       300
20100607     9 38 56    10.9000       100
20100607     9 38 57    10.9000       100
20100607     9 38 59    10.8900       100
20100607     9 38 59    10.8900       100
20100607     9 38 59    10.8900       100
20100607     9 38 59    10.8900       200
20100607     9 38 59    10.8900       100
20100607     9 38 59    10.8900       100
20100607     9 39 00    10.8900       100
20100607     9 39 00    10.8901       100
20100607     9 39 00    10.8901       200
20100607     9 39 02    10.8900       100
20100607     9 39 02    10.8900       100
20100607     9 39 02    10.8900       200
20100607     9 39 02    10.8900       100
20100607     9 39 02    10.8900       200
20100607     9 39 02    10.8900       100
20100607     9 39 02    10.8900       100
20100607     9 39 02    10.8900       100
20100607     9 39 02    10.8900       100
20100607     9 39 02    10.8900       100
20100607     9 39 02    10.8900       100
20100607     9 39 02    10.8900       100
20100607     9 39 02    10.8900       300
20100607     9 39 02    10.8900       100
20100607     9 39 02    10.8900       100
20100607     9 39 09    10.8804       400
20100607     9 39 10    10.8800       300
20100607     9 39 10    10.8800       100
20100607     9 39 10    10.8800       100
20100607     9 39 10    10.8800       100
20100607     9 39 10    10.8800       100
20100607     9 39 10    10.8800       200
20100607     9 39 10    10.8801      1700
20100607     9 39 13    10.8805       150
20100607     9 39 16    10.8800       100
20100607     9 39 16    10.8800       100
20100607     9 39 16    10.8800       100
20100607     9 39 16    10.8800       200
20100607     9 39 16    10.8800       700
20100607     9 39 16    10.8800       100
20100607     9 39 16    10.8800       100
20100607     9 39 16    10.8800       100
20100607     9 39 16    10.8800       700
20100607     9 39 16    10.8800       100
20100607     9 39 16    10.8800       100
20100607     9 39 16    10.8800       100
20100607     9 39 16    10.8800       100
20100607     9 39 16    10.8800       100
20100607     9 39 16    10.8800       100
20100607     9 39 16    10.8800       500
20100607     9 39 16    10.8800       100
20100607     9 39 16    10.8800       100
20100607     9 39 16    10.8700       100
20100607     9 39 16    10.8700       100
20100607     9 39 16    10.8700       100
20100607     9 39 16    10.8700       100
20100607     9 39 16    10.8600       100
20100607     9 39 16    10.8800       200
20100607     9 39 16    10.8800       100
20100607     9 39 16    10.8800       800
20100607     9 39 16    10.8800       100
20100607     9 39 16    10.8700       200
20100607     9 39 17    10.8700       200
20100607     9 39 17    10.8700       200
20100607     9 39 17    10.8700       100
20100607     9 39 19    10.8601      1500
20100607     9 39 22    10.8700       100
20100607     9 39 22    10.8600       300
20100607     9 39 26    10.8600       300
20100607     9 39 26    10.8600       300
20100607     9 39 26    10.8600       100
20100607     9 39 26    10.8600       300
20100607     9 39 26    10.8600       100
20100607     9 39 26    10.8600       100
20100607     9 39 26    10.8600       100
20100607     9 39 26    10.8600       100
20100607     9 39 26    10.8600       200
20100607     9 39 26    10.8600       100
20100607     9 39 26    10.8600       200
20100607     9 39 26    10.8600       100
20100607     9 39 26    10.8600       100
20100607     9 39 26    10.8600       100
20100607     9 39 26    10.8600       800
20100607     9 39 26    10.8600       100
20100607     9 39 26    10.8600       100
20100607     9 39 29    10.8500       200
20100607     9 39 29    10.8500       100
20100607     9 39 29    10.8500       400
20100607     9 39 30    10.8500       100
20100607     9 39 30    10.8500       100
20100607     9 39 30    10.8500       200
20100607     9 39 30    10.8500       100
20100607     9 39 30    10.8500       700
20100607     9 39 30    10.8500       500
20100607     9 39 32    10.8500       100
20100607     9 39 32    10.8500       100
20100607     9 39 32    10.8500       100
20100607     9 39 32    10.8500      1000
20100607     9 39 32    10.8500       100
20100607     9 39 32    10.8500       100
20100607     9 39 32    10.8500       200
20100607     9 39 32    10.8500       100
20100607     9 39 32    10.8500       100
20100607     9 39 32    10.8500       200
20100607     9 39 32    10.8500       700
20100607     9 39 32    10.8500       100
20100607     9 39 38    10.8499      1000
20100607     9 39 38    10.8400       169
20100607     9 39 40    10.8500       100
20100607     9 39 40    10.8500       100
20100607     9 39 43    10.8400       200
20100607     9 39 43    10.8400       400
20100607     9 39 44    10.8499      2000
20100607     9 39 48    10.8400       300
20100607     9 39 48    10.8400       100
20100607     9 39 48    10.8400       100
20100607     9 39 48    10.8400       400
20100607     9 39 48    10.8400       100
20100607     9 39 50    10.8400       100
20100607     9 39 50    10.8400       100
20100607     9 39 50    10.8400       100
20100607     9 39 50    10.8400       100
20100607     9 39 51    10.8400       100
20100607     9 39 55    10.8400       100
20100607     9 39 55    10.8480       500
20100607     9 39 56    10.8400       100
20100607     9 39 56    10.8500       400
20100607     9 39 56    10.8401       200
20100607     9 39 58    10.8500       100
20100607     9 40 01    10.8500       100
20100607     9 40 01    10.8500       100
20100607     9 40 01    10.8500       200
20100607     9 40 01    10.8500       100
20100607     9 40 01    10.8500       500
20100607     9 40 01    10.8500       210
20100607     9 40 01    10.8500       130
20100607     9 40 01    10.8500       100
20100607     9 40 01    10.8500       200
20100607     9 40 01    10.8500       200
20100607     9 40 01    10.8500       200
20100607     9 40 01    10.8450       100
20100607     9 40 01    10.8500       100
20100607     9 40 01    10.8500       200
20100607     9 40 01    10.8500       100
20100607     9 40 01    10.8500       300
20100607     9 40 01    10.8500       100
20100607     9 40 01    10.8500       100
20100607     9 40 01    10.8500       200
20100607     9 40 01    10.8500       100
20100607     9 40 02    10.8580      1500
20100607     9 40 03    10.8600       100
20100607     9 40 03    10.8600      3000
20100607     9 40 03    10.8600       500
20100607     9 40 03    10.8600       100
20100607     9 40 04    10.8521       100
20100607     9 40 06    10.8501      1000
20100607     9 40 06    10.8600       300
20100607     9 40 06    10.8600       100
20100607     9 40 06    10.8600       100
20100607     9 40 06    10.8600       100
20100607     9 40 11    10.8501      6000
20100607     9 40 11    10.8550       100
20100607     9 40 11    10.8550       100
20100607     9 40 11    10.8550       100
20100607     9 40 11    10.8500       200
20100607     9 40 11    10.8500       100
20100607     9 40 11    10.8500       100
20100607     9 40 12    10.8600       100
20100607     9 40 12    10.8599       180
20100607     9 40 17    10.8575       100
20100607     9 40 18    10.8500       100
20100607     9 40 18    10.8500       170
20100607     9 40 19    10.8599      1000
20100607     9 40 22    10.8500       100
20100607     9 40 22    10.8500       400
20100607     9 40 22    10.8500       400
20100607     9 40 22    10.8500       700
20100607     9 40 22    10.8500       200
20100607     9 40 22    10.8500       100
20100607     9 40 22    10.8500       100
20100607     9 40 22    10.8500       400
20100607     9 40 22    10.8500      5000
20100607     9 40 22    10.8500       100
20100607     9 40 22    10.8500       100
20100607     9 40 22    10.8500       100
20100607     9 40 22    10.8500       500
20100607     9 40 22    10.8500       100
20100607     9 40 22    10.8500       100
20100607     9 40 22    10.8500       200
20100607     9 40 22    10.8500       200
20100607     9 40 22    10.8550       100
20100607     9 40 22    10.8400       200
20100607     9 40 22    10.8400       100
20100607     9 40 22    10.8400       600
20100607     9 40 22    10.8400       100
20100607     9 40 22    10.8500       200
20100607     9 40 22    10.8500       100
20100607     9 40 22    10.8500       100
20100607     9 40 22    10.8400       300
20100607     9 40 22    10.8500       100
20100607     9 40 22    10.8400       100
20100607     9 40 22    10.8400       200
20100607     9 40 22    10.8500       200
20100607     9 40 22    10.8500       350
20100607     9 40 22    10.8400       100
20100607     9 40 22    10.8400       100
20100607     9 40 22    10.8400       170
20100607     9 40 22    10.8400       100
20100607     9 40 22    10.8400       300
20100607     9 40 24    10.8300       300
20100607     9 40 24    10.8300       200
20100607     9 40 24    10.8300       100
20100607     9 40 24    10.8300       100
20100607     9 40 24    10.8300       200
20100607     9 40 24    10.8300       100
20100607     9 40 24    10.8300       100
20100607     9 40 24    10.8300       400
20100607     9 40 24    10.8300       600
20100607     9 40 24    10.8300       100
20100607     9 40 24    10.8300       100
20100607     9 40 24    10.8300       100
20100607     9 40 24    10.8300       100
20100607     9 40 24    10.8300       100
20100607     9 40 24    10.8300       100
20100607     9 40 24    10.8300       300
20100607     9 40 24    10.8300       100
20100607     9 40 24    10.8300       200
20100607     9 40 24    10.8300       100
20100607     9 40 24    10.8300       200
20100607     9 40 24    10.8300       100
20100607     9 40 24    10.8300       100
20100607     9 40 24    10.8300       200
20100607     9 40 24    10.8300       100
20100607     9 40 24    10.8300       100
20100607     9 40 24    10.8300       100
20100607     9 40 24    10.8300       100
20100607     9 40 24    10.8300       100
20100607     9 40 24    10.8300       100
20100607     9 40 24    10.8300       100
20100607     9 40 24    10.8300       100
20100607     9 40 24    10.8300       100
20100607     9 40 24    10.8300       100
20100607     9 40 24    10.8300       100
20100607     9 40 24    10.8300       100
20100607     9 40 24    10.8300       100
20100607     9 40 24    10.8300       300
20100607     9 40 24    10.8300       300
20100607     9 40 25    10.8300       100
20100607     9 40 25    10.8300       200
20100607     9 40 25    10.8300       300
20100607     9 40 25    10.8300       100
20100607     9 40 25    10.8300       100
20100607     9 40 25    10.8300       200
20100607     9 40 25    10.8300       100
20100607     9 40 30    10.8300      1000
20100607     9 40 31    10.8300       500
20100607     9 40 31    10.8300       100
20100607     9 40 32    10.8250       400
20100607     9 40 32    10.8250      3000
20100607     9 40 32    10.8250       400
20100607     9 40 32    10.8250       200
20100607     9 40 32    10.8250      3500
20100607     9 40 32    10.8250       100
20100607     9 40 32    10.8221       280
20100607     9 40 32    10.8200       300
20100607     9 40 32    10.8200       100
20100607     9 40 33    10.8250       180
20100607     9 40 33    10.8250       100
20100607     9 40 34    10.8250      1000
20100607     9 40 34    10.8250       400
20100607     9 40 34    10.8200       400
20100607     9 40 34    10.8200       200
20100607     9 40 34    10.8250       800
20100607     9 40 34    10.8200       200
20100607     9 40 35    10.8211      1000
20100607     9 40 35    10.8205       500
20100607     9 40 36    10.8200       100
20100607     9 40 37    10.8300       500
20100607     9 40 37    10.8200      1500
20100607     9 40 40    10.8200       100
20100607     9 40 43    10.8300       100
20100607     9 40 44    10.8273       150
20100607     9 40 44    10.8300       600
20100607     9 40 44    10.8300       200
20100607     9 40 46    10.8300       100
20100607     9 40 46    10.8300       200
20100607     9 40 46    10.8300       100
20100607     9 40 46    10.8300       100
20100607     9 40 46    10.8300       300
20100607     9 40 46    10.8300       200
20100607     9 40 46    10.8300       100
20100607     9 40 47    10.8300       500
20100607     9 40 49    10.8300       200
20100607     9 40 49    10.8300       100
20100607     9 40 49    10.8300       100
20100607     9 40 49    10.8300       100
20100607     9 40 49    10.8300       300
20100607     9 40 49    10.8300       100
20100607     9 40 50    10.8300       100
20100607     9 40 50    10.8300       100
20100607     9 40 50    10.8275      1000
20100607     9 40 50    10.8250       300
20100607     9 40 50    10.8250      2200
20100607     9 40 50    10.8300       700
20100607     9 40 50    10.8300       100
20100607     9 40 50    10.8300       100
20100607     9 40 50    10.8200       100
20100607     9 40 50    10.8200       100
20100607     9 40 50    10.8200       100
20100607     9 40 50    10.8201      3200
20100607     9 40 50    10.8200      1400
20100607     9 40 50    10.8200       500
20100607     9 40 50    10.8200       100
20100607     9 40 50    10.8200       100
20100607     9 40 50    10.8200       100
20100607     9 40 51    10.8200       100
20100607     9 40 51    10.8201       500
20100607     9 40 51    10.8200       100
20100607     9 40 51    10.8200       100
20100607     9 40 51    10.8200       100
20100607     9 40 51    10.8200       100
20100607     9 40 51    10.8200       200
20100607     9 40 52    10.8296       500
20100607     9 40 53    10.8204       200
20100607     9 40 54    10.8300       300
20100607     9 40 55    10.8200       100
20100607     9 40 55    10.8200       200
20100607     9 40 55    10.8200       100
20100607     9 40 55    10.8200       100
20100607     9 40 55    10.8200       100
20100607     9 40 55    10.8200       200
20100607     9 40 55    10.8200       100
20100607     9 40 55    10.8200       200
20100607     9 40 55    10.8200       200
20100607     9 40 55    10.8200       200
20100607     9 40 55    10.8200       200
20100607     9 40 55    10.8200       300
20100607     9 40 55    10.8200       100
20100607     9 40 55    10.8200       100
20100607     9 40 55    10.8200       100
20100607     9 40 55    10.8200       100
20100607     9 40 55    10.8200       100
20100607     9 40 56    10.8299       500
20100607     9 40 56    10.8250       100
20100607     9 40 56    10.8300       100
20100607     9 40 56    10.8300       100
20100607     9 40 56    10.8300       100
20100607     9 40 56    10.8300       300
20100607     9 40 56    10.8300       300
20100607     9 40 56    10.8300       100
20100607     9 40 56    10.8300       100
20100607     9 40 56    10.8300       100
20100607     9 40 56    10.8300       300
20100607     9 40 56    10.8300       400
20100607     9 40 56    10.8300       100
20100607     9 40 56    10.8300       200
20100607     9 40 56    10.8300       200
20100607     9 40 56    10.8300       100
20100607     9 40 56    10.8300       200
20100607     9 40 56    10.8300       500
20100607     9 40 56    10.8300       900
20100607     9 40 56    10.8250       200
20100607     9 40 57    10.8300       100
20100607     9 40 57    10.8300       400
20100607     9 40 57    10.8250      1200
20100607     9 40 58    10.8200       100
20100607     9 40 58    10.8200       300
20100607     9 40 58    10.8200       400
20100607     9 40 58    10.8200       200
20100607     9 40 58    10.8300       200
20100607     9 40 59    10.8201       600
20100607     9 41 00    10.8300       200
20100607     9 41 00    10.8250       100
20100607     9 41 00    10.8250       100
20100607     9 41 00    10.8250       100
20100607     9 41 00    10.8250       100
20100607     9 41 00    10.8250       100
20100607     9 41 05    10.8300       400
20100607     9 41 06    10.8250      2600
20100607     9 41 06    10.8300       100
20100607     9 41 06    10.8300       300
20100607     9 41 06    10.8300       100
20100607     9 41 06    10.8300       100
20100607     9 41 06    10.8300      1700
20100607     9 41 06    10.8300       100
20100607     9 41 06    10.8300       100
20100607     9 41 06    10.8300       200
20100607     9 41 06    10.8300       300
20100607     9 41 06    10.8300       300
20100607     9 41 06    10.8300       200
20100607     9 41 06    10.8300       100
20100607     9 41 07    10.8300       500
20100607     9 41 07    10.8300       500
20100607     9 41 07    10.8300       400
20100607     9 41 07    10.8300       100
20100607     9 41 07    10.8300       100
20100607     9 41 07    10.8300       100
20100607     9 41 07    10.8300       500
20100607     9 41 07    10.8300       100
20100607     9 41 07    10.8300       200
20100607     9 41 07    10.8300       100
20100607     9 41 07    10.8300       180
20100607     9 41 07    10.8300       100
20100607     9 41 07    10.8200       500
20100607     9 41 08    10.8300       400
20100607     9 41 09    10.8300       100
20100607     9 41 10    10.8250       200
20100607     9 41 10    10.8250       200
20100607     9 41 10    10.8250       200
20100607     9 41 10    10.8250       200
20100607     9 41 10    10.8300       100
20100607     9 41 10    10.8300       300
20100607     9 41 10    10.8300       200
20100607     9 41 10    10.8300       200
20100607     9 41 11    10.8300       300
20100607     9 41 11    10.8300       500
20100607     9 41 11    10.8300       400
20100607     9 41 11    10.8300       200
20100607     9 41 11    10.8300       100
20100607     9 41 11    10.8300       100
20100607     9 41 11    10.8300       200
20100607     9 41 13    10.8250       300
20100607     9 41 13    10.8300       300
20100607     9 41 13    10.8300       100
20100607     9 41 13    10.8300       300
20100607     9 41 13    10.8300       100
20100607     9 41 13    10.8250       300
20100607     9 41 13    10.8250       300
20100607     9 41 13    10.8250       300
20100607     9 41 13    10.8300       100
20100607     9 41 13    10.8250       800
20100607     9 41 13    10.8250       500
20100607     9 41 13    10.8250       300
20100607     9 41 13    10.8250       400
20100607     9 41 13    10.8250       200
20100607     9 41 13    10.8250       200
20100607     9 41 13    10.8250       300
20100607     9 41 13    10.8300       100
20100607     9 41 13    10.8300       100
20100607     9 41 13    10.8300       300
20100607     9 41 13    10.8300       100
20100607     9 41 13    10.8300       300
20100607     9 41 13    10.8300       100
20100607     9 41 13    10.8300       200
20100607     9 41 13    10.8300       200
20100607     9 41 13    10.8300       200
20100607     9 41 13    10.8300       200
20100607     9 41 13    10.8300       300
20100607     9 41 13    10.8300       200
20100607     9 41 13    10.8300       100
20100607     9 41 13    10.8300       100
20100607     9 41 13    10.8300       100
20100607     9 41 13    10.8300       100
20100607     9 41 13    10.8300       100
20100607     9 41 13    10.8300       500
20100607     9 41 13    10.8300       200
20100607     9 41 13    10.8300       100
20100607     9 41 13    10.8300       200
20100607     9 41 13    10.8300       600
20100607     9 41 13    10.8300       200
20100607     9 41 13    10.8300       300
20100607     9 41 13    10.8300       200
20100607     9 41 13    10.8300       100
20100607     9 41 13    10.8300       300
20100607     9 41 15    10.8250       400
20100607     9 41 18    10.8300       200
20100607     9 41 18    10.8300       300
20100607     9 41 18    10.8300       100
20100607     9 41 18    10.8300       100
20100607     9 41 18    10.8300       137
20100607     9 41 18    10.8300       500
20100607     9 41 18    10.8300       100
20100607     9 41 18    10.8300       600
20100607     9 41 18    10.8300       100
20100607     9 41 18    10.8300       100
20100607     9 41 18    10.8300       100
20100607     9 41 18    10.8200       100
20100607     9 41 18    10.8300       100
20100607     9 41 18    10.8300       100
20100607     9 41 18    10.8300       100
20100607     9 41 18    10.8300       100
20100607     9 41 18    10.8300       100
20100607     9 41 18    10.8300       100
20100607     9 41 18    10.8300       100
20100607     9 41 18    10.8200       100
20100607     9 41 18    10.8200       100
20100607     9 41 18    10.8200       100
20100607     9 41 18    10.8200       100
20100607     9 41 18    10.8300       100
20100607     9 41 18    10.8300       100
20100607     9 41 19    10.8300       100
20100607     9 41 21    10.8250      1400
20100607     9 41 23    10.8300       100
20100607     9 41 23    10.8300       100
20100607     9 41 26    10.8300       100
20100607     9 41 26    10.8300       100
20100607     9 41 26    10.8300       100
20100607     9 41 26    10.8300       137
20100607     9 41 28    10.8278       200
20100607     9 41 28    10.8300       100
20100607     9 41 28    10.8300       100
20100607     9 41 34    10.8300       400
20100607     9 41 34    10.8200       200
20100607     9 41 34    10.8200       200
20100607     9 41 34    10.8219      1000
20100607     9 41 34    10.8200       100
20100607     9 41 34    10.8200       200
20100607     9 41 34    10.8200       100
20100607     9 41 34    10.8200       100
20100607     9 41 34    10.8200       300
20100607     9 41 34    10.8200       300
20100607     9 41 34    10.8200       500
20100607     9 41 34    10.8200       400
20100607     9 41 35    10.8200       300
20100607     9 41 35    10.8200       100
20100607     9 41 35    10.8200       100
20100607     9 41 35    10.8200       100
20100607     9 41 35    10.8200       200
20100607     9 41 35    10.8200       100
20100607     9 41 35    10.8200       100
20100607     9 41 35    10.8200       300
20100607     9 41 35    10.8200       100
20100607     9 41 35    10.8200       300
20100607     9 41 35    10.8200       100
20100607     9 41 35    10.8200       500
20100607     9 41 35    10.8200       100
20100607     9 41 36    10.8200       100
20100607     9 41 45    10.8200       200
20100607     9 41 46    10.8200       800
20100607     9 41 46    10.8200       200
20100607     9 41 46    10.8200       100
20100607     9 41 46    10.8200       100
20100607     9 41 48    10.8200       100
20100607     9 41 48    10.8200      2700
20100607     9 41 48    10.8200       100
20100607     9 41 48    10.8200       100
20100607     9 41 48    10.8200       100
20100607     9 41 48    10.8200       100
20100607     9 41 49    10.8199       112
20100607     9 41 49    10.8175      1000
20100607     9 41 52    10.8150       100
20100607     9 41 52    10.8150       100
20100607     9 41 52    10.8150       100
20100607     9 41 52    10.8150       200
20100607     9 41 53    10.8100      2050
20100607     9 41 53    10.8150       100
20100607     9 41 53    10.8100       200
20100607     9 41 53    10.8100       100
20100607     9 41 53    10.8100       100
20100607     9 41 53    10.8200      2000
20100607     9 41 54    10.8100       200
20100607     9 41 54    10.8200       100
20100607     9 41 54    10.8200       100
20100607     9 41 54    10.8200       300
20100607     9 41 54    10.8200       300
20100607     9 41 54    10.8200       100
20100607     9 41 54    10.8200       100
20100607     9 41 54    10.8200       100
20100607     9 41 56    10.8200       100
20100607     9 41 56    10.8200       100
20100607     9 41 56    10.8105       800
20100607     9 41 56    10.8100       200
20100607     9 41 56    10.8100       100
20100607     9 41 56    10.8100       100
20100607     9 41 56    10.8100       100
20100607     9 41 56    10.8100       300
20100607     9 41 56    10.8100       100
20100607     9 41 56    10.8100       100
20100607     9 41 56    10.8100       100
20100607     9 41 56    10.8100       200
20100607     9 41 56    10.8100       100
20100607     9 41 56    10.8100       100
20100607     9 41 56    10.8100       100
20100607     9 41 56    10.8100       100
20100607     9 41 56    10.8100       100
20100607     9 41 56    10.8100       100
20100607     9 41 57    10.8100       100
20100607     9 41 57    10.8100       100
20100607     9 41 57    10.8100       100
20100607     9 41 57    10.8100       200
20100607     9 41 57    10.8100       300
20100607     9 41 57    10.8100       100
20100607     9 41 57    10.8100       100
20100607     9 41 57    10.8100       100
20100607     9 41 57    10.8100       100
20100607     9 41 57    10.8100       300
20100607     9 41 57    10.8100       100
20100607     9 41 57    10.8100      3400
20100607     9 41 57    10.8100       200
20100607     9 41 57    10.8100       200
20100607     9 41 57    10.8100       100
20100607     9 41 57    10.8100       100
20100607     9 41 57    10.8100       100
20100607     9 41 57    10.8100       100
20100607     9 41 57    10.8100       100
20100607     9 41 57    10.8100       100
20100607     9 41 58    10.8100       100
20100607     9 41 58    10.8100       100
20100607     9 41 58    10.8100       100
20100607     9 41 58    10.8100       100
20100607     9 41 58    10.8100       100
20100607     9 41 59    10.8100       200
20100607     9 41 59    10.8100       100
20100607     9 41 59    10.8100       100
20100607     9 41 59    10.8100       500
20100607     9 41 59    10.8100       100
20100607     9 41 59    10.8100       500
20100607     9 41 59    10.8100       200
20100607     9 41 59    10.8100       200
20100607     9 41 59    10.8100       200
20100607     9 41 59    10.8100       200
20100607     9 41 59    10.8100       100
20100607     9 42 00    10.8200      1200
20100607     9 42 01    10.8100       400
20100607     9 42 01    10.8100       200
20100607     9 42 01    10.8100       200
20100607     9 42 01    10.8100       600
20100607     9 42 01    10.8100       300
20100607     9 42 01    10.8100       200
20100607     9 42 01    10.8100       200
20100607     9 42 03    10.8116       100
20100607     9 42 05    10.8200       100
20100607     9 42 05    10.8200       100
20100607     9 42 06    10.8200       200
20100607     9 42 09    10.8175      1000
20100607     9 42 09    10.8200       200
20100607     9 42 09    10.8200       200
20100607     9 42 09    10.8200       200
20100607     9 42 09    10.8200       200
20100607     9 42 09    10.8200       500
20100607     9 42 09    10.8200       100
20100607     9 42 09    10.8200       100
20100607     9 42 09    10.8100       100
20100607     9 42 09    10.8100       450
20100607     9 42 09    10.8100       200
20100607     9 42 09    10.8100       100
20100607     9 42 09    10.8100       100
20100607     9 42 09    10.8100       100
20100607     9 42 09    10.8100       200
20100607     9 42 09    10.8100       100
20100607     9 42 09    10.8100       200
20100607     9 42 09    10.8100       100
20100607     9 42 09    10.8100       200
20100607     9 42 09    10.8100       200
20100607     9 42 09    10.8100       200
20100607     9 42 09    10.8100       300
20100607     9 42 09    10.8100       100
20100607     9 42 09    10.8100       100
20100607     9 42 09    10.8100       400
20100607     9 42 09    10.8100       100
20100607     9 42 09    10.8100       100
20100607     9 42 09    10.8100       100
20100607     9 42 09    10.8100       100
20100607     9 42 09    10.8100       100
20100607     9 42 09    10.8100       100
20100607     9 42 09    10.8100       100
20100607     9 42 09    10.8100       100
20100607     9 42 09    10.8100       100
20100607     9 42 09    10.8100       100
20100607     9 42 09    10.8100       100
20100607     9 42 09    10.8100       100
20100607     9 42 09    10.8100       100
20100607     9 42 09    10.8107       100
20100607     9 42 09    10.8108       100
20100607     9 42 09    10.8107       100
20100607     9 42 10    10.8195       100
20100607     9 42 12    10.8100       100
20100607     9 42 12    10.8100       100
20100607     9 42 12    10.8100       100
20100607     9 42 15    10.8100       200
20100607     9 42 17    10.8100       100
20100607     9 42 17    10.8100       200
20100607     9 42 18    10.8100       100
20100607     9 42 18    10.8100      3250
20100607     9 42 18    10.8100       200
20100607     9 42 18    10.8100       400
20100607     9 42 18    10.8100       100
20100607     9 42 18    10.8100      1100
20100607     9 42 18    10.8100       100
20100607     9 42 18    10.8100       700
20100607     9 42 18    10.8100       100
20100607     9 42 18    10.8100       100
20100607     9 42 18    10.8100       100
20100607     9 42 18    10.8100       100
20100607     9 42 18    10.8100       200
20100607     9 42 18    10.8100       800
20100607     9 42 18    10.8100       100
20100607     9 42 18    10.8100       100
20100607     9 42 18    10.8100       600
20100607     9 42 18    10.8100       100
20100607     9 42 18    10.8000       100
20100607     9 42 18    10.8000       100
20100607     9 42 18    10.8000       100
20100607     9 42 18    10.8000       200
20100607     9 42 18    10.8100       900
20100607     9 42 18    10.8019       265
20100607     9 42 18    10.8099       900
20100607     9 42 18    10.8050       100
20100607     9 42 18    10.8100       100
20100607     9 42 18    10.8000       100
20100607     9 42 18    10.8000       165
20100607     9 42 18    10.8000       100
20100607     9 42 18    10.8001       100
20100607     9 42 19    10.8000       200
20100607     9 42 19    10.8000       300
20100607     9 42 19    10.8000       300
20100607     9 42 19    10.8000       100
20100607     9 42 19    10.8000       200
20100607     9 42 19    10.8000       100
20100607     9 42 19    10.8000       200
20100607     9 42 19    10.8000       200
20100607     9 42 19    10.8000       200
20100607     9 42 19    10.8000       300
20100607     9 42 19    10.8000       200
20100607     9 42 19    10.8000       597
20100607     9 42 19    10.8000       500
20100607     9 42 19    10.8000       400
20100607     9 42 19    10.8000       800
20100607     9 42 19    10.8000       100
20100607     9 42 19    10.8000       100
20100607     9 42 19    10.8000       200
20100607     9 42 19    10.8000       154
