tstamp	tyear	pow
200201211425   20.60069  10897
200201211430   20.60417  11072
200201211435   20.60764  11217
200201211440   20.61111  10097
200201211445   20.61458   9853
200201211450   20.61806   8976
200201211455   20.62153   7940
200201211500   20.62500   6988
200201211505   20.62847   6210
200201211510   20.63194   6081
200201211515   20.63542   5997
200201211520   20.63889   5936
200201211525   20.64236   5601
200201211530   20.64583   4999
200201211535   20.64931   4892
200201211540   20.65278   4831
200201211545   20.65625   5159
200201211550   20.65972   4884
200201211555   20.66319   4427
200201211600   20.66667   4420
200201211605   20.67014   4260
200201211610   20.67361   3818
200201211615   20.67708   3612
200201211620   20.68056   3208
200201211625   20.68403   2659
200201211630   20.68750   2187
200201211635   20.69097   1798
200201211640   20.69444   1356
200201211645   20.69792   1486
200201211650   20.70139   1737
200201211655   20.70486   1890
200201211700   20.70833   2393
200201211705   20.71181   2789
200201211710   20.71528   1981
200201211715   20.71875    922
200201211720   20.72222    777
200201211725   20.72569   1372
200201211730   20.72917   1776
200201211735   20.73264   2476
200201211740   20.73611   2499
200201211745   20.73958   2027
200201211750   20.74306   1768
200201211755   20.74653   1821
200201211800   20.75000   1463
200201211805   20.75347   1318
200201211810   20.75694    785
200201211815   20.76042    648
200201211820   20.76389    549
200201211825   20.76736    777
200201211830   20.77083   2446
200201211835   20.77431   3429
200201211840   20.77778   3208
200201211845   20.78125   3406
200201211850   20.78472   2416
200201211855   20.78819   1615
200201211900   20.79167    632
200201211905   20.79514    373
200201211910   20.79861    526
200201211915   20.80208    709
200201211920   20.80556    594
200201211925   20.80903    259
200201211930   20.81250    114
200201211935   20.81597      0
200201211940   20.81944      0
200201211945   20.82292      0
200201211950   20.82639      0
200201211955   20.82986      0
200201212000   20.83333      8
200201212005   20.83681      8
200201212010   20.84028     15
200201212015   20.84375     15
200201212020   20.84722     15
200201212025   20.85069     15
200201212030   20.85417     15
200201212035   20.85764     15
200201212040   20.86111     15
200201212045   20.86458     15
200201212050   20.86806     15
200201212055   20.87153     23
200201212100   20.87500     23
200201212105   20.87847     15
200201212110   20.88194     15
200201212115   20.88542     15
200201212120   20.88889      0
200201212125   20.89236      0
200201212130   20.89583      0
200201212135   20.89931    190
200201212140   20.90278    533
200201212145   20.90625    678
200201212150   20.90972    770
200201212155   20.91319   1006
200201212200   20.91667    983
200201212205   20.92014   1326
200201212210   20.92361   1448
200201212215   20.92708   1433
200201212220   20.93056   1600
200201212225   20.93403   3551
200201212230   20.93750   5044
200201212235   20.94097   4801
200201212240   20.94444   4442
200201212245   20.94792   4176
200201212250   20.95139   4062
200201212255   20.95486   4496
200201212300   20.95833   4412
200201212305   20.96181   3726
200201212310   20.96528   4290
200201212315   20.96875   5121
200201212320   20.97222   4481
200201212325   20.97569   4481
200201212330   20.97917   4519
200201212335   20.98264   6728
200201212340   20.98611   6584
200201212345   20.98958   6340
200201212350   20.99306   6218
200201212355   20.99653   6485
200201220000   21.00000   6652
200201220005   21.00347   7064
200201220010   21.00694   7818
200201220015   21.01042   7696
200201220020   21.01389   8938
200201220025   21.01736   9502
200201220030   21.02083   9388
200201220035   21.02431   9312
200201220040   21.02778  10455
200201220045   21.03125  10836
200201220050   21.03472  10752
200201220055   21.03819  10142
200201220100   21.04167  10287
200201220105   21.04514  10721
200201220110   21.04861   8938
200201220115   21.05208   7750
200201220120   21.05556   6988
200201220125   21.05903   6027
200201220130   21.06250   6241
200201220135   21.06597   6370
200201220140   21.06944   6645
200201220145   21.07292   6553
200201220150   21.07639   6606
200201220155   21.07986   7490
200201220200   21.08333   9251
200201220205   21.08681  10310
200201220210   21.09028   9906
200201220215   21.09375  10325
200201220220   21.09722  10729
200201220225   21.10069  11194
200201220230   21.10417  11979
200201220235   21.10764  12489
200201220240   21.11111  13754
200201220245   21.11458  14798
200201220250   21.11806  16071
200201220255   21.12153  16474
200201220300   21.12500  15598
200201220305   21.12847  14996
200201220310   21.13194  13122
200201220315   21.13542  12093
200201220320   21.13889  12116
200201220325   21.14236  12162
200201220330   21.14583  12222
200201220335   21.14931  13579
200201220340   21.15278  14714
200201220345   21.15625  14531
200201220350   21.15972  14364
200201220355   21.16319  13305
200201220400   21.16667  13708
200201220405   21.17014  13655
200201220410   21.17361  14089
200201220415   21.17708  15225
200201220420   21.18056  15286
200201220425   21.18403  14752
200201220430   21.18750  15331
200201220435   21.19097  15522
200201220440   21.19444  15027
200201220445   21.19792  14699
200201220450   21.20139  14669
200201220455   21.20486  14928
200201220500   21.20833  15728
200201220505   21.21181  17122
200201220510   21.21528  17480
200201220515   21.21875  17168
200201220520   21.22222  17236
200201220525   21.22569  17313
200201220530   21.22917  17595
200201220535   21.23264  17793
200201220540   21.23611  17488
200201220545   21.23958  17336
200201220550   21.24306  17777
200201220555   21.24653  17976
200201220600   21.25000  18014
200201220605   21.25347  18364
200201220610   21.25694  18669
200201220615   21.26042  18646
200201220620   21.26389  18623
200201220625   21.26736  18402
200201220630   21.27083  17915
200201220635   21.27431  17336
200201220640   21.27778  17336
200201220645   21.28125  17496
200201220650   21.28472  17000
200201220655   21.28819  16642
200201220700   21.29167  15400
200201220705   21.29514  15400
200201220710   21.29861  16032
200201220715   21.30208  15751
200201220720   21.30556  14821
200201220725   21.30903  14691
200201220730   21.31250  14249
200201220735   21.31597  14089
200201220740   21.31944  14067
200201220745   21.32292  13381
200201220750   21.32639  13160
200201220755   21.32986  13670
200201220800   21.33333  14874
200201220805   21.33681  15034
200201220810   21.34028  15575
200201220815   21.34375  15362
200201220820   21.34722  15651
200201220825   21.35069  16292
200201220830   21.35417  15278
200201220835   21.35764  14295
200201220840   21.36111  14166
200201220845   21.36458  13929
200201220850   21.36806  13632
200201220855   21.37153  11331
200201220900   21.37500  11346
200201220905   21.37847  11750
200201220910   21.38194  11819
200201220915   21.38542  12482
200201220920   21.38889  14333
200201220925   21.39236  15552
200201220930   21.39583  16779
200201220935   21.39931  16932
200201220940   21.40278  17412
200201220945   21.40625  18204
200201220950   21.40972  18433
200201220955   21.41319  18402
200201221000   21.41667  17915
200201221005   21.42014  18212
200201221010   21.42361  18334
200201221015   21.42708  18364
200201221020   21.43056  18379
200201221025   21.43403  18311
200201221030   21.43750  18128
200201221035   21.44097  18212
200201221040   21.44444  18128
200201221045   21.44792  17854
200201221050   21.45139  18197
200201221055   21.45486  18296
200201221100   21.45833  18044
200201221105   21.46181  18014
200201221110   21.46528  18219
200201221115   21.46875  18197
200201221120   21.47222  18029
200201221125   21.47569  18128
200201221130   21.47917  18113
200201221135   21.48264  17633
200201221140   21.48611  17396
200201221145   21.48958  17617
200201221150   21.49306  17770
200201221155   21.49653  17671
200201221200   21.50000  17854
200201221205   21.50347  17770
200201221210   21.50694  17838
200201221215   21.51042  18128
200201221220   21.51389  18235
200201221225   21.51736  18364
200201221230   21.52083  18433
200201221235   21.52431  18280
200201221240   21.52778  18318
200201221245   21.53125  17656
200201221250   21.53472  17031
200201221255   21.53819  14821
200201221300   21.54167  11377
200201221305   21.54514   9716
200201221310   21.54861   9830
200201221315   21.55208  12329
200201221320   21.55556  13663
200201221325   21.55903  13609
200201221330   21.56250  12992
200201221335   21.56597  12779
200201221340   21.56944  12291
200201221345   21.57292  12596
200201221350   21.57639  12504
200201221355   21.57986  12588
200201221400   21.58333  12733
200201221405   21.58681  12863
200201221410   21.59028  13129
200201221415   21.59375  12939
200201221420   21.59722  12436
200201221425   21.60069  10409
200201221430   21.60417  10157
200201221435   21.60764  10592
200201221440   21.61111  11186
200201221445   21.61458  11643
200201221450   21.61806  11636
200201221455   21.62153  11590
200201221500   21.62500  11430
200201221505   21.62847  12360
200201221510   21.63194  11217
200201221515   21.63542  11392
200201221520   21.63889  10058
200201221525   21.64236   9967
200201221530   21.64583   9167
200201221535   21.64931   9243
200201221540   21.65278   8992
200201221545   21.65625   8565
200201221550   21.65972   9121
200201221555   21.66319   9571
200201221600   21.66667  10074
200201221605   21.67014  10592
200201221610   21.67361   9609
200201221615   21.67708  10569
200201221620   21.68056  12177
200201221625   21.68403  12878
200201221630   21.68750  13640
200201221635   21.69097  14227
200201221640   21.69444  14524
200201221645   21.69792  15164
200201221650   21.70139  14425
200201221655   21.70486  15636
200201221700   21.70833  16093
200201221705   21.71181  16436
200201221710   21.71528  16093
200201221715   21.71875  15735
200201221720   21.72222  15072
200201221725   21.72569  13868
200201221730   21.72917  14874
200201221735   21.73264  15293
200201221740   21.73611  14661
200201221745   21.73958  14211
200201221750   21.74306  14371
200201221755   21.74653  14508
200201221800   21.75000  15187
200201221805   21.75347  14905
200201221810   21.75694  14989
200201221815   21.76042  15110
200201221820   21.76389  14524
200201221825   21.76736  15895
200201221830   21.77083  15644
200201221835   21.77431  14684
200201221840   21.77778  14227
200201221845   21.78125  14127
200201221850   21.78472  14127
200201221855   21.78819  14112
200201221900   21.79167  13907
200201221905   21.79514  14646
200201221910   21.79861  14722
200201221915   21.80208  15171
200201221920   21.80556  14950
200201221925   21.80903  15949
200201221930   21.81250  17351
200201221935   21.81597  17282
200201221940   21.81944  17358
200201221945   21.82292  16764
200201221950   21.82639  17282
200201221955   21.82986  17130
200201222000   21.83333  17236
200201222005   21.83681  17823
200201222010   21.84028  18151
200201222015   21.84375  18395
200201222020   21.84722  18524
200201222025   21.85069  18616
200201222030   21.85417  18517
200201222035   21.85764  17777
200201222040   21.86111  17572
200201222045   21.86458  17838
200201222050   21.86806  18265
200201222055   21.87153  18707
200201222100   21.87500  18730
200201222105   21.87847  18120
200201222110   21.88194  18440
200201222115   21.88542  17556
200201222120   21.88889  16360
200201222125   21.89236  17351
200201222130   21.89583  18707
200201222135   21.89931  18654
200201222140   21.90278  18037
200201222145   21.90625  17930
200201222150   21.90972  18517
200201222155   21.91319  18296
200201222200   21.91667  17297
200201222205   21.92014  18677
200201222210   21.92361  18098
200201222215   21.92708  17427
200201222220   21.93056  18364
200201222225   21.93403  18189
200201222230   21.93750  18006
200201222235   21.94097  17831
200201222240   21.94444  18349
200201222245   21.94792  18661
200201222250   21.95139  18372
200201222255   21.95486  18037
200201222300   21.95833  18471
200201222305   21.96181  18578
200201222310   21.96528  18593
200201222315   21.96875  18844
200201222320   21.97222  18882
200201222325   21.97569  19042
200201222330   21.97917  19080
200201222335   21.98264  19080
200201222340   21.98611  19119
200201222345   21.98958  19111
200201222350   21.99306  19103
200201222355   21.99653  19119
200201230000   22.00000  19119
200201230005   22.00347  19119
200201230010   22.00694  19096
200201230015   22.01042  19111
200201230020   22.01389  19111
200201230025   22.01736  19073
200201230030   22.02083  19088
200201230035   22.02431  19111
200201230040   22.02778  19119
200201230045   22.03125  19126
200201230050   22.03472  19111
200201230055   22.03819  19111
200201230100   22.04167  19096
200201230105   22.04514  19096
200201230110   22.04861  19111
200201230115   22.05208  19096
200201230120   22.05556  19111
200201230125   22.05903  19119
200201230130   22.06250  19119
200201230135   22.06597  19103
200201230140   22.06944  19103
200201230145   22.07292  19111
200201230150   22.07639  19111
200201230155   22.07986  19111
200201230200   22.08333  19111
200201230205   22.08681  19111
200201230210   22.09028  19111
200201230215   22.09375  19111
200201230220   22.09722  19111
200201230225   22.10069  19111
200201230230   22.10417  19119
200201230235   22.10764  19126
200201230240   22.11111  19126
200201230245   22.11458  19126
200201230250   22.11806  19119
200201230255   22.12153  19111
200201230300   22.12500  19103
200201230305   22.12847  19111
200201230310   22.13194  19096
200201230315   22.13542  19096
200201230320   22.13889  19096
200201230325   22.14236  19088
200201230330   22.14583  19065
200201230335   22.14931  19004
200201230340   22.15278  19080
200201230345   22.15625  19065
200201230350   22.15972  19027
200201230355   22.16319  19103
200201230400   22.16667  19119
200201230405   22.17014  19119
200201230410   22.17361  19111
200201230415   22.17708  19111
200201230420   22.18056  19111
200201230425   22.18403  19111
200201230430   22.18750  19111
200201230435   22.19097  19111
200201230440   22.19444  19096
200201230445   22.19792  19119
200201230450   22.20139  19096
200201230455   22.20486  19020
200201230500   22.20833  18852
200201230505   22.21181  18905
200201230510   22.21528  19058
200201230515   22.21875  19042
200201230520   22.22222  18920
200201230525   22.22569  18966
200201230530   22.22917  18799
200201230535   22.23264  18570
200201230540   22.23611  18966
200201230545   22.23958  18890
200201230550   22.24306  18661
200201230555   22.24653  18440
200201230600   22.25000  18288
200201230605   22.25347  18707
200201230610   22.25694  18974
200201230615   22.26042  18677
200201230620   22.26389  17854
200201230625   22.26736  18593
200201230630   22.27083  18555
200201230635   22.27431  18555
200201230640   22.27778  18044
200201230645   22.28125  17838
200201230650   22.28472  18379
200201230655   22.28819  18273
200201230700   22.29167  17732
200201230705   22.29514  17015
200201230710   22.29861  16429
200201230715   22.30208  15347
200201230720   22.30556  14905
200201230725   22.30903  14691
200201230730   22.31250  14150
200201230735   22.31597  12733
200201230740   22.31944  13015
200201230745   22.32292  11811
200201230750   22.32639  10622
200201230755   22.32986  10973
200201230800   22.33333  10097
200201230805   22.33681   9014
200201230810   22.34028   7910
200201230815   22.34375   7033
200201230820   22.34722   7155
200201230825   22.35069   6660
200201230830   22.35417   5738
200201230835   22.35764   5906
200201230840   22.36111   7125
200201230845   22.36458   8230
200201230850   22.36806   9517
200201230855   22.37153   8626
200201230900   22.37500   8291
200201230905   22.37847   7399
200201230910   22.38194   7132
200201230915   22.38542   7521
200201230920   22.38889   7826
200201230925   22.39236   6873
200201230930   22.39583   6477
200201230935   22.39931   6454
200201230940   22.40278   7125
200201230945   22.40625   7353
200201230950   22.40972   7224
200201230955   22.41319   7833
200201231000   22.41667   7887
200201231005   22.42014   8054
200201231010   22.42361   8245
200201231015   22.42708   7650
200201231020   22.43056   7917
200201231025   22.43403   8245
200201231030   22.43750   6568
200201231035   22.44097   5357
200201231040   22.44444   4663
200201231045   22.44792   4199
200201231050   22.45139   3597
200201231055   22.45486   3223
200201231100   22.45833   2736
200201231105   22.46181   2964
200201231110   22.46528   3071
200201231115   22.46875   3475
200201231120   22.47222   3620
200201231125   22.47569   2957
200201231130   22.47917   2758
200201231135   22.48264   2591
200201231140   22.48611   1661
200201231145   22.48958   1372
200201231150   22.49306   1638
200201231155   22.49653   2172
200201231200   22.50000   2416
200201231205   22.50347   2484
200201231210   22.50694   2202
200201231215   22.51042   1014
200201231220   22.51389    945
200201231225   22.51736    930
200201231230   22.52083    907
200201231235   22.52431   1059
200201231240   22.52778   1014
200201231245   22.53125    937
200201231250   22.53472    945
200201231255   22.53819   1044
200201231300   22.54167    655
200201231305   22.54514    541
200201231310   22.54861    480
200201231315   22.55208    549
200201231320   22.55556    876
200201231325   22.55903   1234
200201231330   22.56250   1257
200201231335   22.56597    975
200201231340   22.56944    587
200201231345   22.57292    427
200201231350   22.57639    602
200201231355   22.57986   1044
200201231400   22.58333   1143
200201231405   22.58681   1410
200201231410   22.59028   1905
200201231415   22.59375   3101
200201231420   22.59722   3825
200201231425   22.60069   5204
200201231430   22.60417   7513
200201231435   22.60764   7780
200201231440   22.61111   7178
200201231445   22.61458   6515
200201231450   22.61806   5227
200201231455   22.62153   3901
200201231500   22.62500   2034
200201231505   22.62847    907
200201231510   22.63194   1394
200201231515   22.63542   1516
200201231520   22.63889   1196
200201231525   22.64236   1174
200201231530   22.64583   1882
200201231535   22.64931   1753
200201231540   22.65278   2042
200201231545   22.65625   1547
200201231550   22.65972   1440
200201231555   22.66319   2332
200201231600   22.66667   1958
200201231605   22.67014   1882
200201231610   22.67361   2012
200201231615   22.67708   1600
200201231620   22.68056   1501
200201231625   22.68403   2576
200201231630   22.68750   4427
200201231635   22.69097   5547
200201231640   22.69444   6706
200201231645   22.69792   6698
200201231650   22.70139   6606
200201231655   22.70486   6668
200201231700   22.70833   6652
200201231705   22.71181   6652
200201231710   22.71528   7033
200201231715   22.71875   7178
200201231720   22.72222   7368
200201231725   22.72569   7254
200201231730   22.72917   7033
200201231735   22.73264   7338
200201231740   22.73611   7727
200201231745   22.73958   7536
200201231750   22.74306   6789
200201231755   22.74653   5829
200201231800   22.75000   6370
200201231805   22.75347   7270
200201231810   22.75694   7597
200201231815   22.76042   8291
200201231820   22.76389   9075
200201231825   22.76736   9594
200201231830   22.77083   9197
200201231835   22.77431   8428
200201231840   22.77778   7765
200201231845   22.78125   7856
200201231850   22.78472   7917
200201231855   22.78819   8329
200201231900   22.79167   7849
200201231905   22.79514   9533
200201231910   22.79861  11331
200201231915   22.80208   9296
200201231920   22.80556  12299
200201231925   22.80903  11194
200201231930   22.81250  10142
200201231935   22.81597   9708
200201231940   22.81944   9312
200201231945   22.82292   8954
200201231950   22.82639   9708
200201231955   22.82986   9266
200201232000   22.83333   6820
200201232005   22.83681   6325
200201232010   22.84028   6088
200201232015   22.84375   6149
200201232020   22.84722   6104
200201232025   22.85069   6286
200201232030   22.85417   5883
200201232035   22.85764   5723
200201232040   22.86111   6302
200201232045   22.86458   7010
200201232050   22.86806   7422
200201232055   22.87153   7628
200201232100   22.87500   8603
200201232105   22.87847   9906
200201232110   22.88194  10409
200201232115   22.88542  11453
200201232120   22.88889  11941
200201232125   22.89236  11712
200201232130   22.89583  11217
200201232135   22.89931  11262
200201232140   22.90278  10798
200201232145   22.90625  10051
200201232150   22.90972   8809
200201232155   22.91319   7879
200201232200   22.91667   8222
200201232205   22.92014   9609
200201232210   22.92361  11034
200201232215   22.92708  13632
200201232220   22.93056  15187
200201232225   22.93403  16032
200201232230   22.93750  15903
200201232235   22.94097  16467
200201232240   22.94444  17351
200201232245   22.94792  18578
200201232250   22.95139  18357
200201232255   22.95486  17564
200201232300   22.95833  17092
200201232305   22.96181  15865
200201232310   22.96528  15712
200201232315   22.96875  15880
200201232320   22.97222  16375
200201232325   22.97569  18250
200201232330   22.97917  18936
200201232335   22.98264  18395
200201232340   22.98611  16901
200201232345   22.98958  15743
200201232350   22.99306  15316
200201232355   22.99653  16345
200201240000   23.00000  15994
200201240005   23.00347  15347
200201240010   23.00694  13792
200201240015   23.01042  10889
200201240020   23.01389   9014
200201240025   23.01736   8938
200201240030   23.02083   9510
200201240035   23.02431  10668
200201240040   23.02778  12184
200201240045   23.03125  13495
200201240050   23.03472  13914
200201240055   23.03819  12672
200201240100   23.04167  12192
200201240105   23.04514  11819
200201240110   23.04861  11956
200201240115   23.05208  12428
200201240120   23.05556  11316
200201240125   23.05903  11148
200201240130   23.06250  13228
200201240135   23.06597  13213
200201240140   23.06944  12992
200201240145   23.07292  13358
200201240150   23.07639  14371
200201240155   23.07986  14524
200201240200   23.08333  15362
200201240205   23.08681  14783
200201240210   23.09028  13693
200201240215   23.09375  11994
200201240220   23.09722  10889
200201240225   23.10069  11560
200201240230   23.10417  11819
200201240235   23.10764  11293
200201240240   23.11111  11148
200201240245   23.11458   9929
200201240250   23.11806  10135
200201240255   23.12153   9868
200201240300   23.12500   9609
200201240305   23.12847   9357
200201240310   23.13194  10424
200201240315   23.13542   8999
200201240320   23.13889   7201
200201240325   23.14236   7056
200201240330   23.14583   7864
200201240335   23.14931   8466
200201240340   23.15278   8291
200201240345   23.15625   6850
200201240350   23.15972   6850
200201240355   23.16319   7262
200201240400   23.16667   7475
200201240405   23.17014   7628
200201240410   23.17361   8260
200201240415   23.17708   7993
200201240420   23.18056   7750
200201240425   23.18403   7361
200201240430   23.18750   6035
200201240435   23.19097   5296
200201240440   23.19444   5227
200201240445   23.19792   6172
200201240450   23.20139   6469
200201240455   23.20486   6584
200201240500   23.20833   6187
200201240505   23.21181   7178
200201240510   23.21528   7506
200201240515   23.21875   8070
200201240520   23.22222   8679
200201240525   23.22569   8199
200201240530   23.22917   7551
200201240535   23.23264   7917
200201240540   23.23611   7544
200201240545   23.23958   7757
200201240550   23.24306   8976
200201240555   23.24653   9548
200201240600   23.25000   8496
200201240605   23.25347   8016
200201240610   23.25694   8062
200201240615   23.26042   9274
200201240620   23.26389   9891
200201240625   23.26736  10211
200201240630   23.27083   9152
200201240635   23.27431   7330
200201240640   23.27778   6508
200201240645   23.28125   6424
200201240650   23.28472   7110
200201240655   23.28819   8283
200201240700   23.29167   9677
200201240705   23.29514   9487
200201240710   23.29861   9708
200201240715   23.30208  11095
200201240720   23.30556  10912
200201240725   23.30903  10828
200201240730   23.31250   9716
200201240735   23.31597  10317
200201240740   23.31944  11628
200201240745   23.32292  12482
200201240750   23.32639  11224
200201240755   23.32986  10447
200201240800   23.33333   9312
200201240805   23.33681   8458
200201240810   23.34028   8534
200201240815   23.34375   8778
200201240820   23.34722   8923
200201240825   23.35069   8199
200201240830   23.35417   8702
200201240835   23.35764   9632
200201240840   23.36111   9868
200201240845   23.36458  10066
200201240850   23.36806   9152
200201240855   23.37153   9449
200201240900   23.37500  10005
200201240905   23.37847  10516
200201240910   23.38194  12611
200201240915   23.38542  12139
200201240920   23.38889   9632
200201240925   23.39236   7772
200201240930   23.39583   6828
200201240935   23.39931   7475
200201240940   23.40278   7391
200201240945   23.40625   8130
200201240950   23.40972   9502
200201240955   23.41319  10836
200201241000   23.41667  11758
200201241005   23.42014  11636
200201241010   23.42361  11986
200201241015   23.42708  12009
200201241020   23.43056  12017
200201241025   23.43403  12863
200201241030   23.43750  13434
200201241035   23.44097  13602
200201241040   23.44444  12261
200201241045   23.44792  10767
200201241050   23.45139   9807
200201241055   23.45486   9609
200201241100   23.45833  10211
200201241105   23.46181  10142
200201241110   23.46528   9616
200201241115   23.46875   8382
200201241120   23.47222   7788
200201241125   23.47569   8732
200201241130   23.47917   9136
200201241135   23.48264   9075
200201241140   23.48611   9014
200201241145   23.48958   8763
200201241150   23.49306   7254
200201241155   23.49653   4854
200201241200   23.50000   2728
200201241205   23.50347   2088
200201241210   23.50694   1852
200201241215   23.51042   1814
200201241220   23.51389   2164
200201241225   23.51736   2324
200201241230   23.52083   2766
200201241235   23.52431   3124
200201241240   23.52778   3185
200201241245   23.53125   3292
200201241250   23.53472   2880
200201241255   23.53819   2530
200201241300   23.54167   2835
200201241305   23.54514   3170
200201241310   23.54861   2728
200201241315   23.55208   3254
200201241320   23.55556   4694
200201241325   23.55903   4694
200201241330   23.56250   4328
200201241335   23.56597   4122
200201241340   23.56944   4191
200201241345   23.57292   4610
200201241350   23.57639   4557
200201241355   23.57986   4298
200201241400   23.58333   4336
200201241405   23.58681   4084
200201241410   23.59028   3886
200201241415   23.59375   4130
200201241420   23.59722   3787
200201241425   23.60069   3498
200201241430   23.60417   3109
200201241435   23.60764   2659
200201241440   23.61111   1974
200201241445   23.61458   1402
200201241450   23.61806   1158
200201241455   23.62153   1219
200201241500   23.62500    998
200201241505   23.62847    396
200201241510   23.63194    411
200201241515   23.63542    663
200201241520   23.63889   3886
200201241525   23.64236   8679
200201241530   23.64583   9472
200201241535   23.64931  10874
200201241540   23.65278  12421
200201241545   23.65625  13373
200201241550   23.65972  13640
200201241555   23.66319  13106
200201241600   23.66667  12215
200201241605   23.67014  12032
200201241610   23.67361  13381
200201241615   23.67708  14722
200201241620   23.68056  14577
200201241625   23.68403  14021
200201241630   23.68750  14996
200201241635   23.69097  15232
200201241640   23.69444  15286
200201241645   23.69792  14288
200201241650   23.70139  16010
200201241655   23.70486  15210
200201241700   23.70833  14699
200201241705   23.71181  15270
200201241710   23.71528  15225
200201241715   23.71875  14554
200201241720   23.72222  15118
200201241725   23.72569  13678
200201241730   23.72917  12802
200201241735   23.73264  13061
200201241740   23.73611  14539
200201241745   23.73958  13937
200201241750   23.74306  13838
200201241755   23.74653  14181
200201241800   23.75000  13282
200201241805   23.75347  13419
200201241810   23.75694  12794
200201241815   23.76042  12916
200201241820   23.76389  13259
200201241825   23.76736  12870
200201241830   23.77083  15110
200201241835   23.77431  13746
200201241840   23.77778  12443
200201241845   23.78125  14371
200201241850   23.78472  14493
200201241855   23.78819  14608
200201241900   23.79167  13830
200201241905   23.79514  11826
200201241910   23.79861  10455
200201241915   23.80208  12200
200201241920   23.80556  14318
200201241925   23.80903  14028
200201241930   23.81250  15057
200201241935   23.81597  15438
200201241940   23.81944  13655
200201241945   23.82292  12832
200201241950   23.82639  14882
200201241955   23.82986  16223
200201242000   23.83333  16909
200201242005   23.83681  17031
200201242010   23.84028  16025
200201242015   23.84375  13350
200201242020   23.84722  12558
200201242025   23.85069  11712
200201242030   23.85417  10729
200201242035   23.85764   9997
200201242040   23.86111   9693
200201242045   23.86458   8603
200201242050   23.86806   8130
200201242055   23.87153   6568
200201242100   23.87500   6111
200201242105   23.87847   5608
200201242110   23.88194   5837
200201242115   23.88542   5586
200201242120   23.88889   5852
200201242125   23.89236   4625
200201242130   23.89583   4351
200201242135   23.89931   5235
200201242140   23.90278   6462
200201242145   23.90625   7681
200201242150   23.90972   7635
200201242155   23.91319   8100
200201242200   23.91667   9632
200201242205   23.92014   8466
200201242210   23.92361   9213
200201242215   23.92708   9860
200201242220   23.93056   8923
200201242225   23.93403   9121
200201242230   23.93750  10729
200201242235   23.94097  12344
200201242240   23.94444  12543
200201242245   23.94792  13640
200201242250   23.95139  14699
200201242255   23.95486  13541
200201242300   23.95833  14539
200201242305   23.96181  16558
200201242310   23.96528  17168
200201242315   23.96875  14059
200201242320   23.97222  13586
200201242325   23.97569  16947
200201242330   23.97917  18258
200201242335   23.98264  16215
200201242340   23.98611  16642
200201242345   23.98958  17236
200201242350   23.99306  16764
200201242355   23.99653  17000
200201250000   24.00000  16574
200201250005   24.00347  16909
200201250010   24.00694  17732
200201250015   24.01042  18479
200201250020   24.01389  18265
200201250025   24.01736  18037
200201250030   24.02083  18494
200201250035   24.02431  18768
200201250040   24.02778  18128
200201250045   24.03125  18189
200201250050   24.03472  18501
200201250055   24.03819  18387
200201250100   24.04167  18303
200201250105   24.04514  18037
200201250110   24.04861  18227
200201250115   24.05208  18372
200201250120   24.05556  18044
200201250125   24.05903  15636
200201250130   24.06250  15042
200201250135   24.06597  17777
200201250140   24.06944  16718
200201250145   24.07292  17145
200201250150   24.07639  17313
200201250155   24.07986  16871
200201250200   24.08333  17633
200201250205   24.08681  17595
200201250210   24.09028  17160
200201250215   24.09375  16756
200201250220   24.09722  15979
200201250225   24.10069  16132
200201250230   24.10417  16673
200201250235   24.10764  16459
200201250240   24.11111  17267
200201250245   24.11458  16825
200201250250   24.11806  16429
200201250255   24.12153  15202
200201250300   24.12500  14112
200201250305   24.12847  13678
200201250310   24.13194  14173
200201250315   24.13542  13495
200201250320   24.13889  13061
200201250325   24.14236  11544
200201250330   24.14583  11598
200201250335   24.14931  13807
200201250340   24.15278  12550
200201250345   24.15625  14280
200201250350   24.15972  16627
200201250355   24.16319  17313
200201250400   24.16667  15796
200201250405   24.17014  15591
200201250410   24.17361  16276
200201250415   24.17708  17153
200201250420   24.18056  16665
200201250425   24.18403  15240
200201250430   24.18750  13952
200201250435   24.19097  13762
200201250440   24.19444  13647
200201250445   24.19792  15149
200201250450   24.20139  16612
200201250455   24.20486  17061
200201250500   24.20833  16985
200201250505   24.21181  17549
200201250510   24.21528  18242
200201250515   24.21875  18311
200201250520   24.22222  18479
200201250525   24.22569  18517
200201250530   24.22917  18204
200201250535   24.23264  17496
200201250540   24.23611  17877
200201250545   24.23958  17983
200201250550   24.24306  17907
200201250555   24.24653  18189
200201250600   24.25000  17983
200201250605   24.25347  17511
200201250610   24.25694  18242
200201250615   24.26042  17816
200201250620   24.26389  17678
200201250625   24.26736  16932
200201250630   24.27083  18341
200201250635   24.27431  18517
200201250640   24.27778  18174
200201250645   24.28125  17823
200201250650   24.28472  18166
200201250655   24.28819  18379
200201250700   24.29167  17610
200201250705   24.29514  17465
200201250710   24.29861  18212
200201250715   24.30208  18357
200201250720   24.30556  17838
200201250725   24.30903  17107
200201250730   24.31250  18113
200201250735   24.31597  17656
200201250740   24.31944  17396
200201250745   24.32292  17297
200201250750   24.32639  18113
200201250755   24.32986  18219
200201250800   24.33333  17960
200201250805   24.33681  18136
200201250810   24.34028  17701
200201250815   24.34375  18334
200201250820   24.34722  18174
