tstamp	tyear	pow
200201310655   30.28819   1615
200201310700   30.29167   1219
200201310705   30.29514   1174
200201310710   30.29861   1402
200201310715   30.30208   1448
200201310720   30.30556    770
200201310725   30.30903    762
200201310730   30.31250   1036
200201310735   30.31597    853
200201310740   30.31944   1356
200201310745   30.32292   2438
200201310750   30.32639   2355
200201310755   30.32986   2027
200201310800   30.33333   1387
200201310805   30.33681   1562
200201310810   30.34028   2065
200201310815   30.34375   1410
200201310820   30.34722    716
200201310825   30.35069    419
200201310830   30.35417    411
200201310835   30.35764    572
200201310840   30.36111    572
200201310845   30.36458    488
200201310850   30.36806    640
200201310855   30.37153    671
200201310900   30.37500    450
200201310905   30.37847    282
200201310910   30.38194    450
200201310915   30.38542    351
200201310920   30.38889    160
200201310925   30.39236    389
200201310930   30.39583    655
200201310935   30.39931    366
200201310940   30.40278    107
200201310945   30.40625    130
200201310950   30.40972    305
200201310955   30.41319    716
200201311000   30.41667    777
200201311005   30.42014   1433
200201311010   30.42361   2042
200201311015   30.42708   2362
200201311020   30.43056   2698
200201311025   30.43403   3117
200201311030   30.43750   3155
200201311035   30.44097   4641
200201311040   30.44444   5425
200201311045   30.44792   6340
200201311050   30.45139   7574
200201311055   30.45486   8397
200201311100   30.45833   7818
200201311105   30.46181   7262
200201311110   30.46528   7788
200201311115   30.46875   7810
200201311120   30.47222   7071
200201311125   30.47569   6675
200201311130   30.47917   6553
200201311135   30.48264   5646
200201311140   30.48611   5235
200201311145   30.48958   5723
200201311150   30.49306   7193
200201311155   30.49653   7963
200201311200   30.50000   7155
200201311205   30.50347   6355
200201311210   30.50694   5906
200201311215   30.51042   6469
200201311220   30.51389   5669
200201311225   30.51736   4206
200201311230   30.52083   4062
200201311235   30.52431   3680
200201311240   30.52778   4831
200201311245   30.53125   5258
200201311250   30.53472   5121
200201311255   30.53819   4747
200201311300   30.54167   4237
200201311305   30.54514   3940
200201311310   30.54861   4961
200201311315   30.55208   5357
200201311320   30.55556   6332
200201311325   30.55903   5852
200201311330   30.56250   5006
200201311335   30.56597   3856
200201311340   30.56944   4404
200201311345   30.57292   4702
200201311350   30.57639   6690
200201311355   30.57986   8138
200201311400   30.58333   5517
200201311405   30.58681   4602
200201311410   30.59028   4854
200201311415   30.59375   2659
200201311420   30.59722   2476
200201311425   30.60069   5250
200201311430   30.60417   5456
200201311435   30.60764   4824
200201311440   30.61111   5578
200201311445   30.61458   7597
200201311450   30.61806   8352
200201311455   30.62153   8877
200201311500   30.62500   9662
200201311505   30.62847   9083
200201311510   30.63194   7872
200201311515   30.63542   7414
200201311520   30.63889   6789
200201311525   30.64236   6027
200201311530   30.64583   5646
200201311535   30.64931   5357
200201311540   30.65278   5654
200201311545   30.65625   5989
200201311550   30.65972   6226
200201311555   30.66319   6744
200201311600   30.66667   6866
200201311605   30.67014   5944
200201311610   30.67361   4869
200201311615   30.67708   4961
200201311620   30.68056   6035
200201311625   30.68403   7330
200201311630   30.68750   6767
200201311635   30.69097   6698
200201311640   30.69444   6576
200201311645   30.69792   7216
200201311650   30.70139   9578
200201311655   30.70486   9190
200201311700   30.70833   8809
200201311705   30.71181   8595
200201311710   30.71528   8367
200201311715   30.71875   7529
200201311720   30.72222   8283
200201311725   30.72569   7955
200201311730   30.72917   7361
200201311735   30.73264   7079
200201311740   30.73611   8184
200201311745   30.73958   7772
200201311750   30.74306   8192
200201311755   30.74653   9037
200201311800   30.75000   7978
200201311805   30.75347   8275
200201311810   30.75694   7750
200201311815   30.76042   9494
200201311820   30.76389   9114
200201311825   30.76736   7696
200201311830   30.77083   7262
200201311835   30.77431   8931
200201311840   30.77778   8976
200201311845   30.78125   7978
200201311850   30.78472   6515
200201311855   30.78819   5144
200201311900   30.79167   4199
200201311905   30.79514   3627
200201311910   30.79861   3353
200201311915   30.80208   2050
200201311920   30.80556   1334
200201311925   30.80903   1821
200201311930   30.81250   2423
200201311935   30.81597   4008
200201311940   30.81944   4831
200201311945   30.82292   4854
200201311950   30.82639   5753
200201311955   30.82986   6500
200201312000   30.83333   6088
200201312005   30.83681   5364
200201312010   30.84028   5829
200201312015   30.84375   5204
200201312020   30.84722   4862
200201312025   30.85069   4724
200201312030   30.85417   4984
200201312035   30.85764   5243
200201312040   30.86111   6584
200201312045   30.86458   6828
200201312050   30.86806   6500
200201312055   30.87153   6911
200201312100   30.87500   8146
200201312105   30.87847   7498
200201312110   30.88194   7247
200201312115   30.88542   6668
200201312120   30.88889   5982
200201312125   30.89236   5349
200201312130   30.89583   5692
200201312135   30.89931   7026
200201312140   30.90278   9220
200201312145   30.90625   9670
200201312150   30.90972   8291
200201312155   30.91319   8077
200201312200   30.91667   8794
200201312205   30.92014   9182
200201312210   30.92361   8740
200201312215   30.92708   8192
200201312220   30.93056  10356
200201312225   30.93403  10340
200201312230   30.93750   9563
200201312235   30.94097   9350
200201312240   30.94444   8352
200201312245   30.94792   7148
200201312250   30.95139   6568
200201312255   30.95486   6866
200201312300   30.95833   7590
200201312305   30.96181   9997
200201312310   30.96528  10935
200201312315   30.96875   8755
200201312320   30.97222  10295
200201312325   30.97569   9776
200201312330   30.97917   8778
200201312335   30.98264   9967
200201312340   30.98611  10698
200201312345   30.98958   9792
200201312350   30.99306   9571
200201312355   30.99653  11095
200202010000   31.00000  10333
200202010005   31.00347   8877
200202010010   31.00694   9876
200202010015   31.01042  10066
200202010020   31.01389   9571
200202010025   31.01736  10439
200202010030   31.02083  10874
200202010035   31.02431  11262
200202010040   31.02778  11400
200202010045   31.03125  11765
200202010050   31.03472  12459
200202010055   31.03819  12916
200202010100   31.04167  13381
200202010105   31.04514  13655
200202010110   31.04861  14310
200202010115   31.05208  15187
200202010120   31.05556  15728
200202010125   31.05903  15834
200202010130   31.06250  15720
200202010135   31.06597  16551
200202010140   31.06944  16756
200202010145   31.07292  16749
200202010150   31.07639  18113
200202010155   31.07986  18616
200202010200   31.08333  18699
200202010205   31.08681  18654
200202010210   31.09028  18669
200202010215   31.09375  18128
200202010220   31.09722  15812
200202010225   31.10069  13998
200202010230   31.10417  14539
200202010235   31.10764  17617
200202010240   31.11111  18730
200202010245   31.11458  18860
200202010250   31.11806  18783
200202010255   31.12153  17998
200202010300   31.12500  18067
200202010305   31.12847  18524
200202010310   31.13194  18631
200202010315   31.13542  18555
200202010320   31.13889  18494
200202010325   31.14236  17663
200202010330   31.14583  17122
200202010335   31.14931  15789
200202010340   31.15278  14973
200202010345   31.15625  15575
200202010350   31.15972  15575
200202010355   31.16319  16665
200202010400   31.16667  16276
200202010405   31.17014  16665
200202010410   31.17361  17244
200202010415   31.17708  16855
200202010420   31.18056  16909
200202010425   31.18403  17465
200202010430   31.18750  17419
200202010435   31.19097  17450
200202010440   31.19444  17747
200202010445   31.19792  18661
200202010450   31.20139  18753
200202010455   31.20486  18646
200202010500   31.20833  18677
200202010505   31.21181  18692
200202010510   31.21528  18585
200202010515   31.21875  18631
200202010520   31.22222  18821
200202010525   31.22569  18799
200202010530   31.22917  18623
200202010535   31.23264  18646
200202010540   31.23611  18501
200202010545   31.23958  18608
200202010550   31.24306  18440
200202010555   31.24653  18120
200202010600   31.25000  17625
200202010605   31.25347  18151
200202010610   31.25694  17198
200202010615   31.26042  16977
200202010620   31.26389  16817
200202010625   31.26736  16680
200202010630   31.27083  17000
200202010635   31.27431  17770
200202010640   31.27778  18052
200202010645   31.28125  18448
200202010650   31.28472  18044
200202010655   31.28819  18509
200202010700   31.29167  17732
200202010705   31.29514  16741
200202010710   31.29861  18570
200202010715   31.30208  18311
200202010720   31.30556  18677
200202010725   31.30903  18890
200202010730   31.31250  18250
200202010735   31.31597  17564
200202010740   31.31944  16162
200202010745   31.32292  15911
200202010750   31.32639  15377
200202010755   31.32986  15591
200202010800   31.33333  15484
200202010805   31.33681  15522
200202010810   31.34028  15781
200202010815   31.34375  15834
200202010820   31.34722  16406
200202010825   31.35069  16566
200202010830   31.35417  17221
200202010835   31.35764  16977
200202010840   31.36111  16741
200202010845   31.36458  15491
200202010850   31.36806  14973
200202010855   31.37153  14242
200202010900   31.37500  14950
200202010905   31.37847  14935
200202010910   31.38194  14905
200202010915   31.38542  14562
200202010920   31.38889  13701
200202010925   31.39236  13564
200202010930   31.39583  13495
200202010935   31.39931  12901
200202010940   31.40278  11910
200202010945   31.40625  12748
200202010950   31.40972  12474
200202010955   31.41319  12733
200202011000   31.41667  12093
200202011005   31.42014  12878
200202011010   31.42361  12794
200202011015   31.42708  11613
200202011020   31.43056  11346
200202011025   31.43403  11339
200202011030   31.43750  11186
200202011035   31.44097  10287
200202011040   31.44444   9434
200202011045   31.44792   9731
200202011050   31.45139   9251
200202011055   31.45486   9152
200202011100   31.45833   9594
200202011105   31.46181   9845
200202011110   31.46528   9845
200202011115   31.46875   8390
200202011120   31.47222   8321
200202011125   31.47569   8092
200202011130   31.47917   8908
200202011135   31.48264  11041
200202011140   31.48611  11544
200202011145   31.48958  11621
200202011150   31.49306  12664
200202011155   31.49653  12863
200202011200   31.50000  12123
200202011205   31.50347  11422
200202011210   31.50694  13343
200202011215   31.51042  13899
200202011220   31.51389  12817
200202011225   31.51736  11773
200202011230   31.52083   9876
200202011235   31.52431   8352
200202011240   31.52778   9129
200202011245   31.53125   8923
200202011250   31.53472   7970
200202011255   31.53819   7338
200202011300   31.54167   7254
200202011305   31.54514   6942
200202011310   31.54861   5182
200202011315   31.55208   3437
200202011320   31.55556   4732
200202011325   31.55903   6248
200202011330   31.56250   6820
200202011335   31.56597   7628
200202011340   31.56944   7673
200202011345   31.57292   7650
200202011350   31.57639   6469
200202011355   31.57986   5517
200202011400   31.58333   6988
200202011405   31.58681   8572
200202011410   31.59028  10104
200202011415   31.59375  10790
200202011420   31.59722  11125
200202011425   31.60069  10759
200202011430   31.60417  11095
200202011435   31.60764  11133
200202011440   31.61111  10279
200202011445   31.61458   9792
200202011450   31.61806   9289
200202011455   31.62153  10028
200202011500   31.62500  11041
200202011505   31.62847  11209
200202011510   31.63194  10813
200202011515   31.63542  11209
200202011520   31.63889  10508
200202011525   31.64236   9929
200202011530   31.64583  11369
200202011535   31.64931  12939
200202011540   31.65278  13609
200202011545   31.65625  13640
200202011550   31.65972  14981
200202011555   31.66319  16109
200202011600   31.66667  17374
200202011605   31.67014  18044
200202011610   31.67361  18288
200202011615   31.67708  18318
200202011620   31.68056  18395
200202011625   31.68403  18692
200202011630   31.68750  18661
200202011635   31.69097  18517
200202011640   31.69444  18189
200202011645   31.69792  17762
200202011650   31.70139  15057
200202011655   31.70486  13289
200202011700   31.70833  15179
200202011705   31.71181  18631
200202011710   31.71528  19149
200202011715   31.71875  19347
200202011720   31.72222  19408
200202011725   31.72569  19416
200202011730   31.72917  19408
200202011735   31.73264  19416
200202011740   31.73611  19416
200202011745   31.73958  19416
200202011750   31.74306  19408
200202011755   31.74653  19416
200202011800   31.75000  19416
200202011805   31.75347  19423
200202011810   31.75694  19416
200202011815   31.76042  19408
200202011820   31.76389  19423
200202011825   31.76736  19416
200202011830   31.77083  19378
200202011835   31.77431  19401
200202011840   31.77778  19088
200202011845   31.78125  19385
200202011850   31.78472  19408
200202011855   31.78819  19423
200202011900   31.79167  19408
200202011905   31.79514  19401
200202011910   31.79861  19401
200202011915   31.80208  19347
200202011920   31.80556  19347
200202011925   31.80903  19355
200202011930   31.81250  19309
200202011935   31.81597  19233
200202011940   31.81944  19248
200202011945   31.82292  19340
200202011950   31.82639  19408
200202011955   31.82986  19393
200202012000   31.83333  19385
200202012005   31.83681  19385
200202012010   31.84028  19408
200202012015   31.84375  19218
200202012020   31.84722  18829
200202012025   31.85069  18844
200202012030   31.85417  18837
200202012035   31.85764  18837
200202012040   31.86111  18837
200202012045   31.86458  18837
200202012050   31.86806  18837
200202012055   31.87153  18837
200202012100   31.87500  18837
200202012105   31.87847  18837
200202012110   31.88194  18837
200202012115   31.88542  18837
200202012120   31.88889  18837
200202012125   31.89236  18837
200202012130   31.89583  18837
200202012135   31.89931  18837
200202012140   31.90278  18837
200202012145   31.90625  18829
200202012150   31.90972  18837
200202012155   31.91319  18837
200202012200   31.91667  18837
200202012205   31.92014  18837
200202012210   31.92361  18837
200202012215   31.92708  18829
200202012220   31.93056  18837
200202012225   31.93403  18837
200202012230   31.93750  18837
200202012235   31.94097  18837
200202012240   31.94444  18570
200202012245   31.94792  18265
200202012250   31.95139  18265
200202012255   31.95486  18265
200202012300   31.95833  18265
200202012305   31.96181  18265
200202012310   31.96528  18258
200202012315   31.96875  18258
200202012320   31.97222  18258
200202012325   31.97569  18265
200202012330   31.97917  18258
200202012335   31.98264  18258
200202012340   31.98611  18258
200202012345   31.98958  18265
200202012350   31.99306  18265
200202012355   31.99653  18227
200202020000   32.00000  18258
200202020005   32.00347  18258
200202020010   32.00694  18235
200202020015   32.01042  18250
200202020020   32.01389  18227
200202020025   32.01736  18258
200202020030   32.02083  18242
200202020035   32.02431  18235
200202020040   32.02778  18227
200202020045   32.03125  18212
200202020050   32.03472  18227
200202020055   32.03819  18250
200202020100   32.04167  18250
200202020105   32.04514  18227
200202020110   32.04861  18197
200202020115   32.05208  18197
200202020120   32.05556  18212
200202020125   32.05903  18212
200202020130   32.06250  18219
200202020135   32.06597  18219
200202020140   32.06944  18212
200202020145   32.07292  18204
200202020150   32.07639  18204
200202020155   32.07986  18197
200202020200   32.08333  18189
200202020205   32.08681  18174
200202020210   32.09028  18197
200202020215   32.09375  18197
200202020220   32.09722  18212
200202020225   32.10069  18174
200202020230   32.10417  18136
200202020235   32.10764  18128
200202020240   32.11111  17846
200202020245   32.11458  17602
200202020250   32.11806  17435
200202020255   32.12153  17061
200202020300   32.12500  17183
200202020305   32.12847  17389
200202020310   32.13194  17488
200202020315   32.13542  17671
200202020320   32.13889  17998
200202020325   32.14236  18052
200202020330   32.14583  18059
200202020335   32.14931  18082
200202020340   32.15278  17968
200202020345   32.15625  17976
200202020350   32.15972  17976
200202020355   32.16319  17465
200202020400   32.16667  16977
200202020405   32.17014  16909
200202020410   32.17361  16764
200202020415   32.17708  16993
200202020420   32.18056  17275
200202020425   32.18403  17861
200202020430   32.18750  18029
200202020435   32.19097  18037
200202020440   32.19444  18075
200202020445   32.19792  17739
200202020450   32.20139  17709
200202020455   32.20486  17526
200202020500   32.20833  18006
200202020505   32.21181  18197
200202020510   32.21528  18174
200202020515   32.21875  18120
200202020520   32.22222  18174
200202020525   32.22569  18174
200202020530   32.22917  18174
200202020535   32.23264  18120
200202020540   32.23611  18090
200202020545   32.23958  18059
200202020550   32.24306  18151
200202020555   32.24653  18120
200202020600   32.25000  18219
200202020605   32.25347  18212
200202020610   32.25694  18197
200202020615   32.26042  18219
200202020620   32.26389  18242
200202020625   32.26736  18235
200202020630   32.27083  18242
200202020635   32.27431  18235
200202020640   32.27778  18242
200202020645   32.28125  18250
200202020650   32.28472  18250
200202020655   32.28819  18235
200202020700   32.29167  18250
200202020705   32.29514  18242
200202020710   32.29861  18235
200202020715   32.30208  18250
200202020720   32.30556  18227
200202020725   32.30903  18158
200202020730   32.31250  18105
200202020735   32.31597  18235
200202020740   32.31944  18242
200202020745   32.32292  18181
200202020750   32.32639  18242
200202020755   32.32986  18219
200202020800   32.33333  18128
200202020805   32.33681  17922
200202020810   32.34028  18128
200202020815   32.34375  18136
200202020820   32.34722  18212
200202020825   32.35069  18235
200202020830   32.35417  18250
200202020835   32.35764  18250
200202020840   32.36111  18250
200202020845   32.36458  18227
200202020850   32.36806  18166
200202020855   32.37153  18227
200202020900   32.37500  18486
200202020905   32.37847  18539
200202020910   32.38194  18486
200202020915   32.38542  18509
200202020920   32.38889  18486
200202020925   32.39236  18501
200202020930   32.39583  18479
200202020935   32.39931  18479
200202020940   32.40278  18410
200202020945   32.40625  18410
200202020950   32.40972  18379
200202020955   32.41319  18136
200202021000   32.41667  18288
200202021005   32.42014  18303
200202021010   32.42361  18448
200202021015   32.42708  18494
200202021020   32.43056  18463
200202021025   32.43403  17983
200202021030   32.43750  17739
200202021035   32.44097  17854
200202021040   32.44444  17564
200202021045   32.44792  17762
200202021050   32.45139  18212
200202021055   32.45486  18418
200202021100   32.45833  18479
200202021105   32.46181  18501
200202021110   32.46528  18479
200202021115   32.46875  17968
200202021120   32.47222  18029
200202021125   32.47569  18235
200202021130   32.47917  18029
200202021135   32.48264  18364
200202021140   32.48611  18524
200202021145   32.48958  18501
200202021150   32.49306  18463
200202021155   32.49653  18509
200202021200   32.50000  18532
200202021205   32.50347  18524
200202021210   32.50694  18501
200202021215   32.51042  18303
200202021220   32.51389  18311
200202021225   32.51736  18318
200202021230   32.52083  18448
200202021235   32.52431  18128
200202021240   32.52778  18059
200202021245   32.53125  17846
200202021250   32.53472  18006
200202021255   32.53819  18448
200202021300   32.54167  18494
200202021305   32.54514  18501
200202021310   32.54861  18288
200202021315   32.55208  18021
200202021320   32.55556  17968
200202021325   32.55903  17511
200202021330   32.56250  16855
200202021335   32.56597  17038
200202021340   32.56944  16779
200202021345   32.57292  17275
200202021350   32.57639  16528
200202021355   32.57986  17282
200202021400   32.58333  17884
200202021405   32.58681  18189
200202021410   32.59028  17899
200202021415   32.59375  17115
200202021420   32.59722  17617
200202021425   32.60069  17404
200202021430   32.60417  17320
200202021435   32.60764  16520
200202021440   32.61111  16650
200202021445   32.61458  17168
200202021450   32.61806  16886
200202021455   32.62153  16688
200202021500   32.62500  15888
200202021505   32.62847  16627
200202021510   32.63194  17290
200202021515   32.63542  17496
200202021520   32.63889  18067
200202021525   32.64236  17610
200202021530   32.64583  15972
200202021535   32.64931  14364
200202021540   32.65278  13823
200202021545   32.65625  12360
200202021550   32.65972  14889
200202021555   32.66319  17130
200202021600   32.66667  18258
200202021605   32.67014  18410
200202021610   32.67361  18479
200202021615   32.67708  18418
200202021620   32.68056  17945
200202021625   32.68403  18029
200202021630   32.68750  18379
200202021635   32.69097  18357
200202021640   32.69444  18410
200202021645   32.69792  18242
200202021650   32.70139  17945
200202021655   32.70486  18151
200202021700   32.70833  18120
200202021705   32.71181  18296
200202021710   32.71528  18471
200202021715   32.71875  18456
200202021720   32.72222  18372
200202021725   32.72569  18334
200202021730   32.72917  18280
200202021735   32.73264  18410
200202021740   32.73611  18471
200202021745   32.73958  18471
200202021750   32.74306  18486
200202021755   32.74653  18433
200202021800   32.75000  18250
200202021805   32.75347  17945
200202021810   32.75694  18197
200202021815   32.76042  18204
200202021820   32.76389  17968
200202021825   32.76736  17427
200202021830   32.77083  17031
200202021835   32.77431  17297
200202021840   32.77778  16970
200202021845   32.78125  17892
200202021850   32.78472  18113
200202021855   32.78819  18014
200202021900   32.79167  17937
200202021905   32.79514  17892
200202021910   32.79861  17960
200202021915   32.80208  17473
200202021920   32.80556  17115
200202021925   32.80903  16574
200202021930   32.81250  15850
200202021935   32.81597  15804
200202021940   32.81944  15522
200202021945   32.82292  15804
200202021950   32.82639  16391
200202021955   32.82986  16132
200202022000   32.83333  15735
200202022005   32.83681  16147
200202022010   32.84028  16741
200202022015   32.84375  17252
200202022020   32.84722  17259
200202022025   32.85069  17480
200202022030   32.85417  17717
200202022035   32.85764  17252
200202022040   32.86111  16886
200202022045   32.86458  17450
200202022050   32.86806  17518
200202022055   32.87153  17412
200202022100   32.87500  15796
200202022105   32.87847  15842
200202022110   32.88194  14775
200202022115   32.88542  15720
200202022120   32.88889  14874
200202022125   32.89236  14958
200202022130   32.89583  15827
200202022135   32.89931  15141
200202022140   32.90278  12786
200202022145   32.90625  12268
200202022150   32.90972  12306
200202022155   32.91319  11064
200202022200   32.91667  11041
200202022205   32.92014  10988
200202022210   32.92361  10447
200202022215   32.92708  11560
200202022220   32.93056  12230
200202022225   32.93403  13061
200202022230   32.93750  12733
200202022235   32.94097  11491
200202022240   32.94444  11514
200202022245   32.94792  10691
200202022250   32.95139  10333
200202022255   32.95486  11361
200202022300   32.95833  11918
200202022305   32.96181  12085
200202022310   32.96528  11422
200202022315   32.96875  11186
200202022320   32.97222  11384
200202022325   32.97569  11689
200202022330   32.97917  12367
200202022335   32.98264  13739
200202022340   32.98611  14044
200202022345   32.98958  13312
200202022350   32.99306  12581
200202022355   32.99653  12824
200202030000   33.00000  12687
200202030005   33.00347  12162
200202030010   33.00694  11788
200202030015   33.01042  11544
200202030020   33.01389  11621
200202030025   33.01736  13663
200202030030   33.02083  15316
200202030035   33.02431  15042
200202030040   33.02778  15644
200202030045   33.03125  15712
200202030050   33.03472  15301
200202030055   33.03819  15179
200202030100   33.04167  15751
200202030105   33.04514  14996
200202030110   33.04861  14554
200202030115   33.05208  13411
200202030120   33.05556  12451
200202030125   33.05903  12207
200202030130   33.06250  13724
200202030135   33.06597  12939
200202030140   33.06944  13556
200202030145   33.07292  15202
200202030150   33.07639  14341
200202030155   33.07986  14394
200202030200   33.08333  14775
200202030205   33.08681  14882
200202030210   33.09028  14539
200202030215   33.09375  14242
200202030220   33.09722  14013
200202030225   33.10069  13350
200202030230   33.10417  13122
200202030235   33.10764  12847
200202030240   33.11111  12230
200202030245   33.11458  12847
200202030250   33.11806  12512
200202030255   33.12153  13465
200202030300   33.12500  13480
200202030305   33.12847  13579
200202030310   33.13194  13891
200202030315   33.13542  14150
200202030320   33.13889  13617
200202030325   33.14236  12139
200202030330   33.14583  10904
200202030335   33.14931  10188
200202030340   33.15278   9578
200202030345   33.15625   8306
200202030350   33.15972   8473
200202030355   33.16319  10478
200202030400   33.16667  11118
200202030405   33.17014   9738
200202030410   33.17361   9601
200202030415   33.17708  10165
200202030420   33.18056   9776
200202030425   33.18403   9258
200202030430   33.18750   8382
200202030435   33.19097   8405
200202030440   33.19444   8679
200202030445   33.19792   7978
200202030450   33.20139   7323
200202030455   33.20486   6835
200202030500   33.20833   5433
200202030505   33.21181   5486
200202030510   33.21528   5784
200202030515   33.21875   5166
200202030520   33.22222   4282
200202030525   33.22569   4724
200202030530   33.22917   5364
200202030535   33.23264   5707
200202030540   33.23611   5464
200202030545   33.23958   4686
200202030550   33.24306   4602
200202030555   33.24653   4755
200202030600   33.25000   4740
200202030605   33.25347   4709
200202030610   33.25694   5098
200202030615   33.26042   6378
200202030620   33.26389   6698
200202030625   33.26736   6348
200202030630   33.27083   6066
200202030635   33.27431   6957
200202030640   33.27778   7407
200202030645   33.28125   7955
200202030650   33.28472   9289
200202030655   33.28819  10676
200202030700   33.29167  10135
200202030705   33.29514   9327
200202030710   33.29861   8725
200202030715   33.30208   8732
200202030720   33.30556   8580
200202030725   33.30903   9898
200202030730   33.31250  10279
200202030735   33.31597   8732
200202030740   33.31944   6149
200202030745   33.32292   5997
200202030750   33.32639   6378
200202030755   33.32986   6561
200202030800   33.33333   6081
200202030805   33.33681   6066
200202030810   33.34028   6454
200202030815   33.34375   5067
200202030820   33.34722   4290
200202030825   33.35069   4770
200202030830   33.35417   5540
200202030835   33.35764   7414
200202030840   33.36111   7955
200202030845   33.36458   6843
200202030850   33.36806   5662
200202030855   33.37153   6187
200202030900   33.37500   7186
200202030905   33.37847   7498
200202030910   33.38194   5410
200202030915   33.38542   4648
200202030920   33.38889   4846
200202030925   33.39236   4793
200202030930   33.39583   5784
200202030935   33.39931   8565
200202030940   33.40278  10310
200202030945   33.40625  11125
200202030950   33.40972  10394
200202030955   33.41319  11019
200202031000   33.41667  10317
200202031005   33.42014   9716
200202031010   33.42361  10691
200202031015   33.42708  10706
200202031020   33.43056  10729
200202031025   33.43403  11118
200202031030   33.43750   9921
200202031035   33.44097  10516
200202031040   33.44444  10660
200202031045   33.44792  10577
200202031050   33.45139  10348
200202031055   33.45486   9487
200202031100   33.45833   8778
200202031105   33.46181   9304
200202031110   33.46528   9144
200202031115   33.46875   7551
200202031120   33.47222   6858
200202031125   33.47569   7079
200202031130   33.47917   7422
200202031135   33.48264   7932
200202031140   33.48611   7048
200202031145   33.48958   6157
200202031150   33.49306   5075
200202031155   33.49653   4778
200202031200   33.50000   4656
200202031205   33.50347   3475
200202031210   33.50694   3322
200202031215   33.51042   3551
200202031220   33.51389   3490
200202031225   33.51736   3482
200202031230   33.52083   3033
200202031235   33.52431   2926
200202031240   33.52778   3414
200202031245   33.53125   3383
200202031250   33.53472   3101
200202031255   33.53819   2263
200202031300   33.54167   2522
200202031305   33.54514   3185
200202031310   33.54861   4145
200202031315   33.55208   4694
200202031320   33.55556   4267
200202031325   33.55903   4008
200202031330   33.56250   4770
200202031335   33.56597   5547
200202031340   33.56944   6309
200202031345   33.57292   7087
200202031350   33.57639   6927
200202031355   33.57986   7376
200202031400   33.58333   7437
200202031405   33.58681   7643
200202031410   33.59028   7879
200202031415   33.59375   8329
200202031420   33.59722   7932
200202031425   33.60069   7757
200202031430   33.60417   7902
200202031435   33.60764   8237
200202031440   33.61111   8329
200202031445   33.61458   8313
200202031450   33.61806   8839
200202031455   33.62153   9434
200202031500   33.62500   9525
200202031505   33.62847   9807
200202031510   33.63194   9807
200202031515   33.63542   8641
200202031520   33.63889   8374
200202031525   33.64236   8839
200202031530   33.64583   8054
200202031535   33.64931   7780
200202031540   33.65278   7490
200202031545   33.65625   8412
200202031550   33.65972  10721
200202031555   33.66319  12466
200202031600   33.66667  13160
200202031605   33.67014  14105
200202031610   33.67361  14768
200202031615   33.67708  14798
200202031620   33.68056  15171
200202031625   33.68403  15918
200202031630   33.68750  16048
200202031635   33.69097  15872
200202031640   33.69444  15941
200202031645   33.69792  15697
200202031650   33.70139  15126
200202031655   33.70486  13846
200202031700   33.70833  11537
200202031705   33.71181  11841
200202031710   33.71528  13449
200202031715   33.71875  14455
200202031720   33.72222  15194
200202031725   33.72569  14950
200202031730   33.72917  13419
200202031735   33.73264  12268
200202031740   33.73611  10782
200202031745   33.73958   9258
200202031750   33.74306   8649
200202031755   33.74653   9159
200202031800   33.75000   8954
200202031805   33.75347   9152
200202031810   33.75694   8260
200202031815   33.76042   8611
200202031820   33.76389   9624
200202031825   33.76736   9571
200202031830   33.77083   8908
200202031835   33.77431  10066
200202031840   33.77778  11232
200202031845   33.78125  10866
200202031850   33.78472  10363
200202031855   33.78819  12024
200202031900   33.79167  13205
200202031905   33.79514  13556
200202031910   33.79861  14059
200202031915   33.80208  15088
200202031920   33.80556  14531
200202031925   33.80903  14150
200202031930   33.81250  11811
200202031935   33.81597  10394
200202031940   33.81944   8778
200202031945   33.82292   7567
200202031950   33.82639   8778
200202031955   33.82986   8153
200202032000   33.83333   7270
200202032005   33.83681   7658
200202032010   33.84028   7353
200202032015   33.84375   6027
200202032020   33.84722   5288
200202032025   33.85069   5075
200202032030   33.85417   4984
200202032035   33.85764   4762
200202032040   33.86111   4778
200202032045   33.86458   5296
200202032050   33.86806   6081
200202032055   33.87153   5235
200202032100   33.87500   4862
200202032105   33.87847   4382
200202032110   33.88194   3711
200202032115   33.88542   4199
200202032120   33.88889   5464
200202032125   33.89236   6652
200202032130   33.89583   6241
200202032135   33.89931   5243
200202032140   33.90278   6843
200202032145   33.90625   9030
200202032150   33.90972   9220
200202032155   33.91319   8588
200202032200   33.91667   7910
200202032205   33.92014   7559
200202032210   33.92361   7673
200202032215   33.92708   8428
200202032220   33.93056   9213
200202032225   33.93403   9792
200202032230   33.93750  10188
200202032235   33.94097  10104
200202032240   33.94444  11125
200202032245   33.94792  11209
200202032250   33.95139  11560
200202032255   33.95486  10302
200202032300   33.95833   9418
200202032305   33.96181   9327
200202032310   33.96528   8672
200202032315   33.96875   7368
200202032320   33.97222   7711
200202032325   33.97569   8344
200202032330   33.97917   9540
200202032335   33.98264  10851
200202032340   33.98611  10577
200202032345   33.98958   9152
200202032350   33.99306   7948
200202032355   33.99653   8329
200202040000   34.00000   8748
200202040005   34.00347   9053
200202040010   34.00694  10287
200202040015   34.01042  10348
200202040020   34.01389  10980
200202040025   34.01736  11636
200202040030   34.02083  10752
200202040035   34.02431  11041
