City,2006,2005
Moscow,123.9,119
Seoul,121.7,115.4
Tokyo,119.1,134.7
Hong Kong ,116.3,109.5
London,110.6,120.3
Osaka,108.3,121.8
Geneva,103,113.5
Copenhagen,101.1,110
Zurich,100.8,112.1
Oslo,100,105.3
New York City ,100,100
St. Petersburg,99.7,99.5
Milan,96.9,104.9
Beijing,94.9,95.6
Istanbul,93.1,93.8
Paris,93.1,102.2
Singapore,92,88
Dublin,91.8,100
Sydney,91.3,95.2
Shanghai,91.2,90.4
Rome,89.8,97.3
Kiev,89.8,84.5
Vienna,89.8,97.8
Tel Aviv,89.7,87.6
Helsinki,87.8,95.2
