TITLE = "contour"
variables = "x", "y", "rho"
Zone I = 101, J = 101 F = POINT
0	0	0.971728
1	0	0.943599
2	0	0.887479
3	0	0.831917
4	0	0.777183
5	0	0.723532
6	0	0.671206
7	0	0.620427
8	0	0.571394
9	0	0.524285
10	0	0.479248
11	0	0.436409
12	0	0.395862
13	0	0.357678
14	0	0.321897
15	0	0.288537
16	0	0.257587
17	0	0.229019
18	0	0.20278
19	0	0.178801
20	0	0.156996
21	0	0.137268
22	0	0.119509
23	0	0.103601
24	0	0.0894225
25	0	0.0768495
26	0	0.0657557
27	0	0.056016
28	0	0.047508
29	0	0.0401133
30	0	0.0337183
31	0	0.0282156
32	0	0.0235045
33	0	0.0194913
34	0	0.0160898
35	0	0.0132213
36	0	0.0108144
37	0	0.00880498
38	0	0.00713581
39	0	0.00575627
40	0	0.00462184
41	0	0.00369367
42	0	0.00293808
43	0	0.00232609
44	0	0.00183291
45	0	0.00143747
46	0	0.00112201
47	0	0.000871624
48	0	0.000673891
49	0	0.000518529
50	0	0.000397077
51	0	0.000302614
52	0	0.000229516
53	0	0.000173236
54	0	0.000130126
55	0	9.72709e-05
56	0	7.23588e-05
57	0	5.35655e-05
58	0	3.94603e-05
59	0	2.89275e-05
60	0	2.11025e-05
61	0	1.53189e-05
62	0	1.10658e-05
63	0	7.95423e-06
64	0	5.68945e-06
65	0	4.04943e-06
66	0	2.86791e-06
67	0	2.02107e-06
68	0	1.41723e-06
69	0	9.88855e-07
70	0	6.86529e-07
71	0	4.74258e-07
72	0	3.25983e-07
73	0	2.22945e-07
74	0	1.51712e-07
75	0	1.0272e-07
76	0	6.9199e-08
77	0	4.63824e-08
78	0	3.09321e-08
79	0	2.05242e-08
80	0	1.35493e-08
81	0	8.89945e-09
82	0	5.81564e-09
83	0	3.78109e-09
84	0	2.44579e-09
85	0	1.57398e-09
86	0	1.00775e-09
87	0	6.41918e-10
88	0	4.06794e-10
89	0	2.5647e-10
90	0	1.60867e-10
91	0	1.00388e-10
92	0	6.23342e-11
93	0	3.85242e-11
94	0	2.37185e-11
95	0	1.45837e-11
96	0	9.01729e-12
97	0	5.71059e-12
98	0	3.87152e-12
99	0	3.05263e-12
100	0	3.05263e-12
0	1	1
1	1	0.943599
2	1	0.887479
3	1	0.831917
4	1	0.777183
5	1	0.723532
6	1	0.671206
7	1	0.620427
8	1	0.571394
9	1	0.524285
10	1	0.479248
11	1	0.436409
12	1	0.395862
13	1	0.357678
14	1	0.321897
15	1	0.288537
16	1	0.257587
17	1	0.229019
18	1	0.20278
19	1	0.178801
20	1	0.156996
21	1	0.137268
22	1	0.119509
23	1	0.103601
24	1	0.0894225
25	1	0.0768495
26	1	0.0657557
27	1	0.056016
28	1	0.047508
29	1	0.0401133
30	1	0.0337183
31	1	0.0282156
32	1	0.0235045
33	1	0.0194913
34	1	0.0160898
35	1	0.0132213
36	1	0.0108144
37	1	0.00880498
38	1	0.00713581
39	1	0.00575627
40	1	0.00462184
41	1	0.00369367
42	1	0.00293808
43	1	0.00232609
44	1	0.00183291
45	1	0.00143747
46	1	0.00112201
47	1	0.000871624
48	1	0.000673891
49	1	0.000518529
50	1	0.000397077
51	1	0.000302614
52	1	0.000229516
53	1	0.000173236
54	1	0.000130126
55	1	9.72709e-05
56	1	7.23588e-05
57	1	5.35655e-05
58	1	3.94603e-05
59	1	2.89275e-05
60	1	2.11025e-05
61	1	1.53189e-05
62	1	1.10658e-05
63	1	7.95423e-06
