    date      Mkt-RF     SMB     HML      RF
20040513   -0.09   -0.28    0.00   0.003
20040514   -0.14   -0.68    0.22   0.003
20040517   -1.08   -0.36   -0.40   0.003
20040518    0.78    0.31    0.33   0.003
20040519   -0.12    0.06    0.38   0.003
20040520    0.04   -0.15    0.25   0.003
20040521    0.44    0.39    0.02   0.003
20040524    0.37    0.66    0.62   0.003
20040525    1.63    0.59    0.10   0.003
20040526    0.27    0.12    0.00   0.003
20040527    0.56   -0.25   -0.16   0.003
20040528    0.03   -0.03    0.17   0.003
20040601    0.13    0.62   -0.03   0.004
20040602    0.29   -0.23   -0.16   0.004
20040603   -0.86   -0.88   -0.08   0.004
20040604    0.60    0.32    0.03   0.004
20040607    1.55    0.17    0.36   0.004
20040608    0.06   -0.17   -0.04   0.004
20040609   -1.08   -0.49    0.10   0.004
20040610    0.35   -0.29    0.42   0.004
20040614   -1.11   -0.56   -0.42   0.004
20040615    0.79    0.92    0.25   0.004
20040616    0.13    0.17    0.10   0.004
20040617   -0.05   -0.02    0.24   0.004
20040618    0.21   -0.18    0.24   0.004
20040621   -0.37    0.13    0.12   0.004
20040622    0.38    0.22   -0.01   0.004
20040623    0.88    0.49    0.27   0.004
20040624   -0.20    0.09    0.00   0.004
20040625   -0.20    1.16    0.12   0.004
20040628   -0.23   -0.01   -0.18   0.004
20040629    0.27    0.52    0.01   0.004
20040630    0.54    0.11    0.32   0.004
20040701   -1.00   -0.53    0.64   0.005
20040702   -0.19    0.17    0.42   0.005
20040706   -0.90   -0.86    1.09   0.005
20040707    0.19   -0.29    0.19   0.005
20040708   -0.93   -0.97    0.38   0.005
20040709    0.32    0.15   -0.11   0.005
20040712    0.00   -0.47    0.40   0.005
20040713    0.05    0.10   -0.02   0.005
20040714   -0.27   -0.36    0.62   0.005
20040715   -0.33    0.59    0.19   0.005
20040716   -0.47   -0.74    0.72   0.005
20040719   -0.06   -0.22    0.59   0.005
20040720    0.74    0.87   -0.72   0.005
20040721   -1.45   -1.18    0.66   0.005
20040722    0.08   -0.49   -0.47   0.005
20040723   -1.02   -0.46    0.87   0.005
20040726   -0.47   -0.70    0.21   0.005
20040727    1.03    0.95   -0.53   0.005
20040728   -0.02   -0.56    0.34   0.005
20040729    0.66    0.94   -0.59   0.005
20040730    0.14    0.20   -0.31   0.005
20040802    0.35   -0.51    0.55   0.005
20040803   -0.67   -0.88    0.89   0.005
20040804   -0.23    0.08   -0.23   0.005
20040805   -1.60   -0.22    0.48   0.005
20040806   -1.50   -0.87    0.79   0.005
20040809    0.01   -0.37    0.11   0.005
20040810    1.31    0.80   -0.51   0.005
20040811   -0.34   -0.37    0.14   0.005
20040812   -1.17   -0.51    0.30   0.005
20040813    0.19   -0.03    0.09   0.005
20040816    1.39    0.39   -0.05   0.005
20040817    0.29    0.14   -0.72   0.005
20040818    1.28    0.74   -0.69   0.005
20040819   -0.32   -0.26    0.21   0.005
20040820    0.81    0.92   -0.31   0.005
20040823   -0.35   -0.38   -0.32   0.005
20040824    0.05    0.16    0.08   0.005
20040825    0.79    0.12   -0.45   0.005
20040826   -0.04   -0.50    0.38   0.005
20040827    0.29    0.50   -0.22   0.005
20040830   -0.82   -0.45    0.37   0.005
20040831    0.50    0.00    0.25   0.005
20040901    0.34    0.51   -0.31   0.005
20040902    1.05    0.28   -0.25   0.005
20040903   -0.43   -0.25    0.41   0.005
20040907    0.74    0.32    0.02   0.005
20040908   -0.46   -0.35    0.08   0.005
20040909    0.31    1.21   -0.31   0.005
20040910    0.49    0.17   -0.72   0.005
20040913    0.31    0.38   -0.47   0.005
20040914    0.19   -0.44   -0.22   0.005
20040915   -0.64    0.16    0.39   0.005
20040916    0.41    0.46    0.33   0.005
20040917    0.33   -0.55    0.05   0.005
20040920   -0.47    0.13    0.21   0.005
20040921    0.74    0.35   -0.06   0.005
20040922   -1.30   -0.51    0.66   0.005
20040923   -0.35    0.39   -0.08   0.005
20040924    0.15   -0.20    0.44   0.005
20040927   -0.68   -0.66    0.46   0.005
20040928    0.65    0.61   -0.16   0.005
20040929    0.47    0.65   -0.67   0.005
20040930    0.12    0.10    0.55   0.005
20041001    1.47    0.56   -0.15   0.005
20041004    0.36    0.37   -0.18   0.005
20041005   -0.06   -0.21    0.20   0.005
20041006    0.69    0.13    0.19   0.005
20041007   -1.03   -0.58    0.25   0.005
20041008   -0.67   -0.46    0.70   0.005
20041011    0.17    0.19   -0.52   0.005
20041012   -0.24   -0.04    0.22   0.005
20041013   -0.74   -0.38   -0.51   0.005
20041014   -0.82    0.05   -0.06   0.005
20041015    0.47    0.28    0.02   0.005
20041018    0.44    0.00   -0.90   0.005
20041019   -0.87    0.09   -0.51   0.005
20041020    0.18    0.51   -0.02   0.005
20041021    0.44    0.79   -0.11   0.005
20041022   -0.93   -0.58    0.67   0.005
20041025   -0.02    0.67    0.54   0.005
20041026    1.30   -0.53    0.51   0.005
20041027    1.25    0.37   -1.39   0.005
20041028    0.11   -0.30   -0.23   0.005
20041029    0.23   -0.49    0.28   0.005
20041101    0.07    0.37    0.02   0.007
20041102   -0.01   -0.09   -0.19   0.007
20041103    1.16    0.44    0.05   0.007
20041104    1.42   -0.62    0.28   0.007
20041105    0.38    0.29   -0.40   0.007
20041108   -0.13   -0.23   -0.01   0.007
20041109    0.05    0.68    0.00   0.007
20041110    0.05    0.46    0.28   0.007
20041111    0.89    0.13   -0.31   0.007
20041112    0.88   -0.01   -0.03   0.007
20041115    0.04    0.34   -0.38   0.007
20041116   -0.61   -0.18    0.36   0.007
20041117    0.60    0.31   -0.11   0.007
20041118    0.01   -0.21    0.18   0.007
20041119   -1.00   -0.19    0.94   0.007
20041122    0.61    0.47    0.40   0.007
20041123    0.08    0.28    0.39   0.007
20041124    0.51    0.30    0.14   0.007
20041126    0.17    0.18    0.33   0.007
20041129   -0.23    0.85   -0.22   0.007
20041130   -0.34    0.23    0.05   0.007
20041201    1.40    0.10   -1.06   0.007
20041202   -0.17    0.14   -0.79   0.007
20041203    0.12   -0.19    0.22   0.007
20041206   -0.13   -0.39   -0.06   0.007
20041207   -1.17   -0.88    0.37   0.007
20041208    0.40    0.39   -0.34   0.007
20041209    0.41   -0.74    0.13   0.007
20041210   -0.04    0.45    0.22   0.007
20041213    0.84    0.01   -0.04   0.007
20041214    0.42    0.50   -0.18   0.007
20041215    0.37    0.39    0.47   0.007
20041216   -0.33   -0.42    0.32   0.007
20041217   -0.44    0.50    0.47   0.007
20041220   -0.09   -0.61    0.48   0.007
20041221    0.89    0.24   -0.04   0.007
20041222    0.34    0.07   -0.31   0.007
20041223    0.10    0.19   -0.20   0.007
20041227   -0.40   -0.20   -0.03   0.007
20041228    0.80    0.74   -0.13   0.007
20041229    0.06   -0.07    0.04   0.007
20041230    0.06   -0.04   -0.13   0.007
20041231   -0.11    0.00    0.20   0.007
20050103   -1.01   -0.55   -0.22   0.008
20050104   -1.29   -0.58    0.49   0.008
20050105   -0.62   -1.07    0.01   0.008
20050106    0.34   -0.16    0.17   0.008
20050107   -0.23   -0.74   -0.03   0.008
20050110    0.41    0.23    0.17   0.008
20050111   -0.64   -0.32    0.35   0.008
20050112    0.41   -0.09   -0.01   0.008
20050113   -0.69    0.12    0.53   0.008
20050114    0.62    0.51    0.06   0.008
20050118    0.91    0.18   -0.24   0.008
20050119   -0.90   -0.16    0.48   0.008
20050120   -0.75   -0.15   -0.01   0.008
20050121   -0.47    0.29    0.32   0.008
20050124   -0.50   -0.77    0.67   0.008
20050125    0.26    0.15   -0.36   0.008
20050126    0.63    0.90   -0.13   0.008
20050127    0.06    0.17    0.16   0.008
20050128   -0.29   -0.25    0.13   0.008
20050131    0.94    0.77    0.07   0.008
20050201    0.68   -0.06    0.12   0.008
20050202    0.38    0.21    0.30   0.008
20050203   -0.27   -0.14    0.41   0.008
20050204    1.07    0.12   -0.55   0.008
20050207   -0.14    0.10   -0.08   0.008
20050208    0.11    0.19   -0.04   0.008
20050209   -0.91   -1.10    0.78   0.008
20050210    0.44   -0.37    0.22   0.008
20050211    0.77    0.48   -0.39   0.008
20050214    0.10    0.00    0.15   0.008
20050215    0.27   -0.38    0.04   0.008
20050216    0.09    0.31    0.69   0.008
20050217   -0.72   -0.28    0.20   0.008
20050218    0.01   -0.15    0.10   0.008
20050222   -1.38   -0.27   -0.09   0.008
20050223    0.48   -0.14    0.30   0.008
20050224    0.75    0.17   -0.14   0.008
20050225    0.98    0.34    0.43   0.008
20050228   -0.59    0.24    0.11   0.008
20050301    0.53    0.15   -0.21   0.010
20050302    0.02   -0.17    0.11   0.010
20050303    0.04    0.05    0.59   0.010
20050304    0.95   -0.01    0.35   0.010
20050307    0.23   -0.35   -0.05   0.010
20050308   -0.45   -0.42    0.02   0.010
20050309   -0.96    0.14   -0.26   0.010
20050310   -0.04   -0.77   -0.35   0.010
20050311   -0.51    0.53    0.62   0.010
20050314    0.56   -0.22    0.17   0.010
20050315   -0.64    0.22    0.28   0.010
20050316   -0.78    0.20    0.18   0.010
20050317    0.23    0.02    0.63   0.010
20050318   -0.16   -0.38    0.12   0.010
20050321   -0.45    0.31   -0.14   0.010
20050322   -0.88    0.64   -0.07   0.010
20050323   -0.27   -0.82   -0.67   0.010
20050324    0.03    0.47   -0.06   0.010
20050328    0.08   -0.22    0.00   0.010
20050329   -0.82   -0.78   -0.02   0.010
20050330    1.30    0.12   -0.26   0.010
20050331    0.11   -0.04    0.74   0.010
20050401   -0.56   -0.07    0.71   0.010
20050404    0.20    0.03    0.15   0.010
20050405    0.36   -0.13   -0.31   0.010
20050406    0.25   -0.10    0.02   0.010
20050407    0.52    0.01   -0.23   0.010
20050408   -0.85   -0.42   -0.01   0.010
20050411   -0.09   -0.62    0.10   0.010
20050412    0.49    0.26   -0.19   0.010
20050413   -1.19   -0.32   -0.17   0.010
20050414   -1.12   -0.57   -0.17   0.010
20050415   -1.59   -0.07   -0.51   0.010
20050418    0.29    0.32    0.20   0.010
20050419    0.80    0.74    0.21   0.010
20050420   -1.27   -0.17    0.00   0.010
20050421    1.78    0.23   -0.43   0.010
20050422   -0.72   -0.81    0.50   0.010
20050425    0.88    0.05    0.06   0.010
20050426   -0.87   -0.46   -0.16   0.010
20050427    0.18   -0.49   -0.41   0.010
20050428   -1.17   -0.90    0.33   0.010
20050429    1.00   -0.37   -0.13   0.010
20050502    0.52    0.43    0.12   0.011
20050503   -0.11    0.05   -0.52   0.011
20050504    1.29    0.29    0.26   0.011
20050505   -0.14    0.24   -0.20   0.011
20050506   -0.02    0.31    0.15   0.011
20050509    0.63    0.29   -0.02   0.011
20050510   -0.99   -0.15   -0.02   0.011
20050511    0.31   -0.38   -0.24   0.011
20050512   -1.07   -0.14   -0.91   0.011
20050513   -0.52   -0.08   -0.69   0.011
20050516    0.96    0.47   -0.37   0.011
20050517    0.66   -0.23    0.33   0.011
20050518    1.13    0.94   -0.44   0.011
20050519    0.48   -0.16    0.11   0.011
20050520   -0.15   -0.03    0.15   0.011
20050523    0.45    0.18    0.01   0.011
20050524    0.03    0.00    0.05   0.011
20050525   -0.44   -0.57    0.34   0.011
20050526    0.68    0.65   -0.03   0.011
20050527    0.26    0.09    0.40   0.011
20050531   -0.44    0.44    0.37   0.011
20050601    0.89    0.15    0.01   0.010
20050602    0.21    0.08   -0.22   0.010
20050603   -0.59   -0.19    0.55   0.010
20050606    0.16    0.28    0.13   0.010
20050607   -0.01    0.16    0.02   0.010
20050608   -0.24   -0.35    0.28   0.010
20050609    0.56    0.23    0.05   0.010
20050610   -0.16    0.11    0.51   0.010
20050613    0.26    0.12    0.22   0.010
20050614    0.30    0.43    0.33   0.010
20050615    0.28    0.21    0.21   0.010
20050616    0.50    0.59   -0.25   0.010
20050617    0.39   -0.58    0.24   0.010
20050620   -0.09   -0.31    0.09   0.010
20050621   -0.20    0.15   -0.24   0.010
20050622    0.09    0.25   -0.02   0.010
20050623   -1.00   -0.42    0.24   0.010
20050624   -0.67    0.01    0.09   0.010
20050627   -0.05   -0.13    0.62   0.010
20050628    0.96    1.04   -0.64   0.010
20050629   -0.05    0.34    0.08   0.010
20050630   -0.60    0.22    0.29   0.010
20050701    0.36    0.09    0.45   0.012
20050705    0.84    0.53   -0.14   0.012
20050706   -0.62    0.13   -0.10   0.012
20050707    0.26   -0.12   -0.16   0.012
20050708    1.18    0.76   -0.59   0.012
20050711    0.71    0.74   -0.11   0.012
20050712    0.25   -0.29   -0.04   0.012
20050713   -0.03   -0.38    0.04   0.012
20050714    0.03   -0.62   -0.59   0.012
20050715    0.09    0.00   -0.12   0.012
20050718   -0.49   -0.16    0.10   0.012
20050719    0.79    0.85   -0.09   0.012
20050720    0.55    0.75   -0.28   0.012
20050721   -0.69   -0.59    0.10   0.012
20050722    0.56    0.89    0.71   0.012
20050725   -0.43   -0.51    0.18   0.012
20050726    0.18    0.29    0.16   0.012
20050727    0.43   -0.37    0.00   0.012
20050728    0.70    0.48   -0.10   0.012
20050729   -0.64    0.25    0.07   0.012
20050801    0.19    0.27   -0.17   0.013
20050802    0.71    0.02    0.30   0.013
20050803   -0.03   -0.64    0.07   0.013
20050804   -0.76   -0.83    0.38   0.013
20050805   -0.86   -0.29   -0.10   0.013
20050808   -0.32    0.01    0.21   0.013
20050809    0.53   -0.46    0.01   0.013
20050810   -0.05   -0.01    0.40   0.013
20050811    0.73    0.17   -0.10   0.013
20050812   -0.52   -0.37    0.17   0.013
20050815    0.25    0.48   -0.21   0.013
20050816   -1.16   -0.41    0.10   0.013
20050817   -0.07    0.11   -0.46   0.013
20050818   -0.22   -0.45    0.09   0.013
20050819    0.18    0.04    0.24   0.013
20050822    0.24    0.49    0.16   0.013
20050823   -0.30   -0.02    0.02   0.013
20050824   -0.45    0.44    0.17   0.013
20050825    0.21    0.12    0.23   0.013
20050826   -0.68   -0.56   -0.13   0.013
20050829    0.60    0.35   -0.19   0.013
20050830   -0.25   -0.02    0.39   0.013
20050831    1.16    0.69   -0.10   0.013
20050901    0.22   -0.04    0.38   0.014
20050902   -0.37   -0.29   -0.10   0.014
20050906    1.17    0.24   -0.46   0.014
20050907    0.27    0.10   -0.17   0.014
20050908   -0.35   -0.09   -0.07   0.014
20050909    0.77   -0.12    0.27   0.014
20050912   -0.08    0.53   -0.42   0.014
20050913   -0.72   -0.21    0.14   0.014
20050914   -0.35   -0.68    0.53   0.014
20050915   -0.02   -0.24    0.29   0.014
20050916    0.71    0.15   -0.06   0.014
20050919   -0.45   -0.17    0.37   0.014
20050920   -0.75   -0.17    0.07   0.014
20050921   -0.95   -0.51    0.41   0.014
20050922    0.20   -0.05   -0.27   0.014
20050923    0.14    0.57    0.07   0.014
20050926    0.23    0.51    0.15   0.014
20050927   -0.04   -0.09    0.00   0.014
20050928    0.09   -0.60    0.37   0.014
20050929    0.85    0.25   -0.05   0.014
20050930    0.23    0.30   -0.30   0.014
20051003    0.02    0.47    0.05   0.013
20051004   -0.97    0.22   -0.33   0.013
20051005   -1.69   -0.98   -0.39   0.013
20051006   -0.64   -0.30    0.04   0.013
20051007    0.46    0.30    0.22   0.013
20051010   -0.75   -0.07   -0.30   0.013
20051011   -0.28   -0.95    0.26   0.013
20051012   -0.83   -0.49   -0.09   0.013
20051013   -0.22    0.48   -0.88   0.013
20051014    0.94    0.50   -0.05   0.013
20051017    0.33   -0.37    0.25   0.013
20051018   -1.10    0.08   -0.45   0.013
20051019    1.40    0.39   -0.11   0.013
20051020   -1.49    0.02   -0.58   0.013
20051021    0.34    0.38    0.24   0.013
20051024    1.69    0.16    0.44   0.013
20051025   -0.23   -0.39    0.40   0.013
20051026   -0.47   -0.19    0.09   0.013
20051027   -1.23   -0.96    0.23   0.013
20051028    1.49   -0.01    0.25   0.013
20051031    0.94    0.80   -0.02   0.013
20051101   -0.24   -0.18    0.30   0.015
20051102    1.19    0.82    0.02   0.015
20051103    0.41   -0.10   -0.28   0.015
20051104   -0.05    0.09   -0.40   0.015
20051107    0.22    0.28   -0.34   0.015
20051108   -0.35   -0.37    0.07   0.015
20051109    0.18    0.21   -0.03   0.015
20051110    0.69   -0.05   -0.73   0.015
20051111    0.33    0.00   -0.16   0.015
20051114   -0.10   -0.34    0.04   0.015
20051115   -0.48   -0.63   -0.08   0.015
20051116    0.14   -0.38    0.13   0.015
20051117    1.05    0.69   -0.21   0.015
20051118    0.39    0.24   -0.09   0.015
20051121    0.63    0.38   -0.24   0.015
20051122    0.53   -0.06    0.02   0.015
20051123    0.32   -0.24    0.17   0.015
20051125    0.23   -0.13   -0.04   0.015
20051128   -1.01   -0.66    0.12   0.015
20051129    0.02    0.28    0.25   0.015
20051130   -0.43    1.09   -0.17   0.015
20051201    1.31    0.45    0.18   0.015
20051202    0.09    0.05   -0.13   0.015
20051205   -0.27   -0.21    0.11   0.015
20051206    0.14    0.05    0.04   0.015
20051207   -0.45   -0.07    0.05   0.015
20051208    0.02    0.21    0.16   0.015
20051209    0.25    0.24   -0.09   0.015
20051212    0.12    0.09   -0.03   0.015
20051213    0.40   -0.56   -0.04   0.015
20051214    0.29   -0.24    0.08   0.015
20051215   -0.30   -0.57   -0.26   0.015
20051216   -0.26    0.06   -0.10   0.015
20051219   -0.73   -0.76    0.23   0.015
20051220   -0.01   -0.03    0.05   0.015
20051221    0.36    0.67   -0.43   0.015
20051222    0.45    0.12   -0.13   0.015
20051223    0.08    0.27    0.00   0.015
20051227   -1.00   -0.39    0.11   0.015
20051228    0.27    0.36    0.13   0.015
20051229   -0.25    0.00    0.23   0.015
20051230   -0.46   -0.20    0.26   0.015
20060103    1.62   -0.22    0.17   0.017
20060104    0.53    0.34   -0.02   0.017
20060105   -0.05    0.31   -0.32   0.017
20060106    0.96    0.06   -0.23   0.017
20060109    0.41    0.53   -0.17   0.017
20060110    0.08    0.53   -0.01   0.017
20060111    0.30   -0.24   -0.14   0.017
20060112   -0.65    0.07    0.02   0.017
20060113    0.13    0.13    0.09   0.017
20060117   -0.36   -0.37    0.37   0.017
20060118   -0.44    0.36    0.27   0.017
20060119    0.75    0.84    0.01   0.017
20060120   -1.61    0.38    0.70   0.017
20060123    0.30    0.18    0.35   0.017
20060124    0.40    0.98    0.12   0.017
20060125   -0.24    0.05   -0.28   0.017
20060126    0.80    0.76   -0.13   0.017
20060127    0.69   -0.19    0.02   0.017
20060130    0.17   -0.28    0.31   0.017
20060131   -0.17    0.61   -0.04   0.017
20060201    0.13    0.19   -0.06   0.018
20060202   -0.86   -0.23   -0.10   0.018
20060203   -0.50    0.18    0.05   0.018
20060206    0.20    0.21    0.56   0.018
20060207   -1.04   -0.43   -0.33   0.018
20060208    0.66   -0.20   -0.31   0.018
20060209   -0.19   -0.16   -0.25   0.018
20060210    0.08   -0.36   -0.06   0.018
20060213   -0.50   -0.49    0.08   0.018
20060214    0.93    0.27   -0.17   0.018
20060215    0.33    0.33   -0.37   0.018
20060216    0.76    0.09    0.02   0.018
20060217   -0.07   -0.03    0.38   0.018
20060221   -0.28   -0.25    0.37   0.018
20060222    0.65    0.06   -0.19   0.018
20060223   -0.30    0.20   -0.22   0.018
20060224    0.22    0.33    0.15   0.018
20060227    0.33    0.18   -0.51   0.018
20060228   -1.00   -0.22    0.15   0.018
20060301    0.92    0.62   -0.24   0.016
20060302   -0.06   -0.09    0.07   0.016
20060303   -0.14   -0.03    0.14   0.016
20060306   -0.76   -0.12   -0.37   0.016
20060307   -0.55   -0.96   -0.01   0.016
20060308    0.05   -0.06    0.12   0.016
20060309   -0.44    0.02    0.21   0.016
20060310    0.72    0.34    0.00   0.016
20060313    0.26   -0.04    0.11   0.016
20060314    1.01    0.01   -0.01   0.016
20060315    0.51    0.37    0.12   0.016
20060316    0.15   -0.15    0.34   0.016
20060317    0.12    0.13   -0.48   0.016
20060320   -0.16    0.18   -0.43   0.016
20060321   -0.69   -0.48   -0.06   0.016
20060322    0.58    0.43    0.18   0.016
20060323   -0.14    0.50    0.08   0.016
20060324    0.24    0.61    0.24   0.016
20060327   -0.12    0.17    0.21   0.016
20060328   -0.54    0.17   -0.04   0.016
20060329    0.91    0.82    0.10   0.016
20060330   -0.08    0.14   -0.15   0.016
20060331   -0.28    0.69   -0.14   0.016
20060403    0.06   -0.80    0.64   0.019
20060404    0.54   -0.24    0.19   0.019
20060405    0.47   -0.02    0.27   0.019
20060406   -0.10    0.18   -0.02   0.019
20060407   -1.02   -0.08   -0.15   0.019
20060410   -0.01   -0.42    0.16   0.019
20060411   -0.84   -0.61    0.07   0.019
20060412    0.15    0.57   -0.07   0.019
20060413    0.10    0.37   -0.15   0.019
20060417   -0.17   -0.02    0.43   0.019
20060418    1.72    0.57    0.05   0.019
20060419    0.41    0.77    0.15   0.019
20060420   -0.10   -0.39   -0.04   0.019
20060421    0.00   -0.24    0.50   0.019
20060424   -0.31   -0.37    0.12   0.019
20060425   -0.42    0.47   -0.06   0.019
20060426    0.20   -0.08    0.19   0.019
20060427    0.16   -0.88    0.00   0.019
20060428    0.11    0.12    0.59   0.019
20060501   -0.35    0.04    0.43   0.020
20060502    0.59    0.17    0.63   0.020
20060503   -0.33    0.43   -0.01   0.020
20060504    0.38    0.55   -0.29   0.020
20060505    1.04   -0.29    0.01   0.020
20060508   -0.03    0.09    0.14   0.020
20060509    0.07   -0.18    0.20   0.020
20060510   -0.17   -0.54    0.62   0.020
20060511   -1.37   -1.02    0.26   0.020
20060512   -1.30   -0.62   -0.17   0.020
20060515   -0.13   -0.87   -0.27   0.020
20060516   -0.12    0.09    0.32   0.020
20060517   -1.73    0.21   -0.08   0.020
20060518   -0.74   -0.27    0.06   0.020
20060519    0.40    0.03    0.13   0.020
20060522   -0.65   -0.66    0.26   0.020
20060523   -0.37    0.07   -0.04   0.020
20060524   -0.04   -0.08   -0.16   0.020
20060525    1.37    0.57    0.19   0.020
20060526    0.61   -0.18   -0.05   0.020
20060530   -1.54   -0.70    0.20   0.020
20060531    0.91    0.30    0.35   0.020
20060601    1.24    0.69   -0.11   0.018
20060602    0.24   -0.07    0.31   0.018
20060605   -1.91   -1.05    0.20   0.018
20060606   -0.37   -0.21    0.03   0.018
20060607   -0.67    0.13   -0.26   0.018
20060608   -0.13   -0.25    0.19   0.018
20060609   -0.35   -0.23   -0.01   0.018
20060612   -1.50   -1.17    0.33   0.018
20060613   -1.32   -0.34   -0.46   0.018
20060614    0.49    0.13   -0.18   0.018
20060615    2.37    0.95    0.13   0.018
20060616   -0.46   -0.63    0.03   0.018
20060619   -1.04   -0.65   -0.02   0.018
20060620   -0.07   -0.34    0.06   0.018
20060621    1.16    0.67   -0.25   0.018
20060622   -0.51    0.14    0.29   0.018
20060623    0.07    0.23    0.29   0.018
20060626    0.54    0.48    0.14   0.018
20060627   -0.99   -0.66    0.49   0.018
20060628    0.48   -0.39    0.33   0.018
20060629    2.34    1.26   -0.34   0.018
20060630    0.08    1.03    0.19   0.018
20060703    0.77   -0.05   -0.20   0.020
20060705   -0.87   -0.54    0.47   0.020
20060706    0.20   -0.06    0.01   0.020
20060707   -0.77   -0.80    0.72   0.020
20060710    0.02   -0.24    0.55   0.020
20060711    0.40    0.30   -0.08   0.020
20060712   -1.11   -0.67    0.40   0.020
20060713   -1.44   -0.55    0.10   0.020
20060714   -0.55   -0.35    0.20   0.020
20060717   -0.38   -0.42   -0.04   0.020
20060718    0.14    0.18    0.42   0.020
20060719    1.97    0.93   -0.34   0.020
20060720   -1.12   -1.51    0.51   0.020
20060721   -0.91   -0.81    0.29   0.020
20060724    1.75    0.83   -0.41   0.020
20060725    0.74    0.19   -0.02   0.020
20060726    0.01   -0.37    0.53   0.020
20060727   -0.57   -0.74    0.47   0.020
20060728    1.29    0.66   -0.23   0.020
20060731   -0.07    0.23   -0.05   0.020
20060801   -0.54   -0.96    0.44   0.018
20060802    0.65    0.25   -0.29   0.018
20060803    0.22    0.86   -0.45   0.018
20060804   -0.13   -0.41    0.16   0.018
20060807   -0.32   -0.28    0.12   0.018
20060808   -0.41   -0.79    0.21   0.018
20060809   -0.43   -0.43    0.03   0.018
20060810    0.37    0.35   -0.37   0.018
20060811   -0.47   -0.56    0.16   0.018
20060814    0.05    0.26   -0.29   0.018
20060815    1.47    0.77   -0.58   0.018
20060816    0.92    0.59   -0.58   0.018
20060817    0.13    0.36   -0.27   0.018
20060818    0.28   -0.19   -0.05   0.018
20060821   -0.33   -0.49    0.21   0.018
20060822    0.11    0.24    0.13   0.018
20060823   -0.53   -0.72    0.15   0.018
20060824    0.11   -0.19    0.09   0.018
20060825   -0.05    0.15   -0.02   0.018
20060828    0.54    0.44   -0.18   0.018
20060829    0.28    0.92   -0.12   0.018
20060830    0.12    0.72   -0.42   0.018
20060831    0.07   -0.01    0.30   0.018
20060901    0.49   -0.30    0.00   0.020
20060905    0.24    0.50    0.07   0.020
20060906   -1.17   -0.94    0.33   0.020
20060907   -0.56   -0.16    0.30   0.020
20060908    0.22   -0.04   -0.26   0.020
20060911   -0.18   -0.10   -0.30   0.020
20060912    1.12    1.15   -0.44   0.020
20060913    0.49    0.39    0.00   0.020
20060914   -0.24   -0.24   -0.01   0.020
20060915    0.19    0.01   -0.29   0.020
20060918    0.13   -0.01   -0.12   0.020
20060919   -0.35   -0.20    0.09   0.020
20060920    0.50    0.59   -0.21   0.020
20060921   -0.46   -0.40    0.09   0.020
20060922   -0.40   -0.81    0.45   0.020
20060925    0.77    0.16    0.00   0.020
20060926    0.71   -0.39   -0.04   0.020
20060927    0.19    0.33   -0.14   0.020
20060928    0.17   -0.07   -0.28   0.020
20060929   -0.32   -0.61    0.29   0.020
20061002   -0.41   -0.53    0.26   0.019
20061003   -0.06   -0.30    0.29   0.019
20061004    1.22    0.69   -0.56   0.019
20061005    0.49    0.89   -0.27   0.019
20061006   -0.33   -0.06   -0.06   0.019
20061009    0.20    0.44    0.06   0.019
20061010    0.21   -0.09    0.17   0.019
20061011   -0.38   -0.27    0.13   0.019
20061012    1.04    0.87   -0.12   0.019
20061013    0.31    0.46   -0.04   0.019
20061016    0.42    0.55   -0.13   0.019
20061017   -0.48   -0.18    0.42   0.019
20061018    0.08   -0.30    0.05   0.019
20061019    0.22    0.39    0.12   0.019
20061020   -0.06   -0.70    0.00   0.019
20061023    0.52   -0.41   -0.21   0.019
20061024    0.06   -0.22    0.25   0.019
20061025    0.42    0.14    0.02   0.019
20061026    0.63    0.40    0.12   0.019
20061027   -0.84   -0.32    0.10   0.019
20061030    0.01    0.45   -0.06   0.019
20061031   -0.01   -0.34   -0.08   0.019
20061101   -0.92   -0.96    0.35   0.020
20061102   -0.03   -0.23   -0.01   0.020
20061103   -0.05    0.49   -0.09   0.020
20061106    1.13    0.22   -0.12   0.020
20061107    0.16    0.07   -0.35   0.020
20061108    0.32    0.28    0.43   0.020
20061109   -0.48   -0.43    0.46   0.020
20061110    0.19    0.67    0.00   0.020
20061113    0.21    0.17    0.04   0.020
20061114    0.67    0.91   -0.33   0.020
20061115    0.38    0.54   -0.40   0.020
20061116    0.09   -0.26   -0.06   0.020
20061117    0.00   -0.37   -0.06   0.020
20061120    0.03    0.21    0.01   0.020
20061121    0.29   -0.01   -0.01   0.020
20061122    0.28   -0.08   -0.31   0.020
20061124   -0.21    0.23    0.09   0.020
20061127   -1.49   -0.97    0.42   0.020
20061128    0.28    0.00    0.01   0.020
20061129    0.95    0.07    0.06   0.020
20061130    0.15    0.13    0.24   0.020
20061201   -0.30   -0.35    0.14   0.020
20061204    0.98    0.79   -0.21   0.020
20061205    0.37   -0.20    0.22   0.020
20061206   -0.13   -0.02    0.07   0.020
20061207   -0.36   -0.03    0.13   0.020
20061208    0.10   -0.16    0.00   0.020
20061211    0.18   -0.24    0.55   0.020
20061212   -0.22   -0.48    0.41   0.020
20061213    0.10   -0.02    0.20   0.020
20061214    0.75   -0.17   -0.08   0.020
