"","year","ccode","fatlev1","hostlev1","legselec","esolow","bhkavg","exchprem","sh_staa","sh_med_b","sh_med_p","sh_h2o_s","immig","emig"
"11455",1970,615,0,4,0,0.0157370008528233,1.67879998683929,0.314227014780045,NA,351,8095,NA,NA,NA
"11456",1971,615,NA,NA,0,-0.0339410006999969,1.67879998683929,0.341814994812012,NA,NA,NA,NA,NA,NA
"11457",1972,615,NA,NA,0,0.120938003063202,1.67879998683929,0.462411999702454,NA,NA,NA,NA,NA,NA
"11458",1973,615,NA,NA,0,-0.0149299995973706,1.67879998683929,0.361930996179581,NA,NA,NA,NA,NA,NA
"11459",1974,615,NA,NA,0,0.0970479995012283,1.67879998683929,0.473123997449875,NA,NA,NA,NA,NA,NA
"11460",1975,615,0,3,0,0.00133799994364381,1.67879998683929,0.444236993789673,NA,NA,NA,NA,NA,NA
"11461",1976,615,NA,NA,0,0.0164289996027946,1.67879998683929,0.625563979148865,NA,NA,NA,NA,NA,NA
"11462",1977,615,NA,NA,2,-0.00220900005660951,1.67879998683929,0.71881502866745,NA,NA,NA,NA,NA,NA
"11463",1978,615,NA,NA,2,0.0108019998297095,1.67879998683929,0.798138022422791,NA,NA,NA,NA,NA,NA
"11464",1979,615,NA,4,2,0.0181070007383823,1.67879998683929,0.844623029232025,NA,NA,2630,NA,NA,NA
"11465",1980,615,0,3,2,-0.0190820004791021,1.67879998683929,1.28846096992493,NA,NA,NA,NA,NA,NA
"11466",1981,615,NA,NA,2,-0.0142510002478957,1.67879998683929,1.2442409992218,NA,NA,NA,NA,NA,NA
"11467",1982,615,NA,NA,2,-0.0134610002860427,1.67879998683929,1.29850101470947,NA,NA,NA,77,NA,NA
"11468",1983,615,NA,NA,NA,0.00366799999028444,1.67879998683929,1.45833599567413,NA,NA,NA,NA,NA,NA
"11469",1984,615,1,4,NA,-0.00596599979326129,1.67879998683929,1.54489898681641,NA,NA,2341,NA,NA,NA
"11470",1985,615,NA,NA,NA,0.00150799995753914,1.67879998683929,1.47019898891449,NA,NA,NA,NA,NA,NA
"11471",1986,615,NA,NA,NA,-0.0409540012478828,NA,1.24057495594025,NA,401,NA,NA,NA,NA
"11472",1987,615,NA,NA,NA,-0.069691002368927,NA,1.64598202705383,NA,NA,NA,NA,NA,NA
"11473",1988,615,NA,NA,NA,-0.0578089989721775,NA,1.64004504680634,NA,380,2332,77,NA,NA
"11474",1989,615,NA,NA,NA,NA,NA,NA,NA,389,NA,NA,NA,NA
"11475",1990,615,NA,NA,NA,NA,NA,NA,NA,NA,1061,NA,NA,NA
"11476",1991,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11477",1992,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11478",1993,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11479",1994,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11480",1995,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11481",1824,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11482",1825,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11483",1826,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11484",1827,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11485",1828,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11486",1829,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11487",1830,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11488",1831,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11489",1832,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11490",1833,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11491",1834,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11492",1835,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11493",1836,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11494",1837,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11495",1838,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11496",1839,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11497",1840,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11498",1841,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11499",1842,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11500",1843,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11501",1844,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11502",1845,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11503",1846,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11504",1847,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11505",1848,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11506",1849,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11507",1850,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11508",1851,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11509",1852,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11510",1853,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11511",1854,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11512",1855,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11513",1856,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11514",1857,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11515",1858,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11516",1859,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11517",1860,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11518",1861,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11519",1862,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11520",1863,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11521",1864,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11522",1865,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11523",1866,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11524",1867,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11525",1868,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11526",1869,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11527",1870,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11528",1871,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11529",1872,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11530",1873,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11531",1874,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11532",1875,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11533",1876,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11534",1877,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11535",1878,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11536",1879,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11537",1880,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11538",1881,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11539",1882,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11540",1943,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11541",1944,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11542",1945,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11543",1946,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11544",1947,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11545",1948,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11546",1949,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11547",1950,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11548",1951,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11549",1952,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11550",1953,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11551",1954,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11552",1955,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11553",1956,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11554",1957,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11555",1958,616,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11556",1959,616,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11557",1960,616,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11558",1961,616,3,4,2,NA,1.62960004806519,0.681176006793976,NA,NA,NA,NA,NA,NA
