"","ccode","year","cap","milper","milex","energy","irst","upop","tpop","majpow","riskTeur","riskTmid","riskTafr","riskTasi","riskTame","riskTglo"
"9311",625,1980,0.00162100000306964,68,217608,1520,0,2121,18681,0,NA,NA,NA,NA,NA,NA
"9312",630,1980,0.00735499989241362,240,3386907,45674,565,13588,38345,0,NA,NA,NA,NA,NA,NA
"9313",640,1980,0.00894900038838387,567,2203621,31057,1700,10696,44438,0,NA,NA,NA,NA,NA,NA
"9314",645,1980,0.00446300022304058,242,3386780,10654,260,6713,13238,0,NA,NA,NA,NA,NA,NA
"9315",651,1980,0.00723200011998415,370,1522906,20930,800,12273,42289,0,NA,NA,NA,NA,NA,NA
"9316",652,1980,0.00320199993439019,248,2166089,8635,0,2662,8704,0,NA,NA,NA,NA,NA,NA
"9317",660,1980,0.000509999983478338,23,291000,2538,0,726,2696,0,NA,NA,NA,NA,NA,NA
"9318",663,1980,0.000910000002477318,67,460898,2016,0,1075,2923,0,NA,NA,NA,NA,NA,NA
"9319",666,1980,0.00313999992795289,170,5178093,8829,115,1663,3878,0,NA,NA,NA,NA,NA,NA
"9320",670,1980,0.00676999986171722,47,19261130,25335,50,3122,9229,0,NA,NA,NA,NA,NA,NA
"9321",678,1980,0.00056299997959286,32,340087,550,0,163,5817,0,NA,NA,NA,NA,NA,NA
"9322",680,1980,0.000342999992426485,25,123987,983,0,277,1969,0,NA,NA,NA,NA,NA,NA
"9323",690,1980,0.000776999979279935,12,1334054,12011,0,345,1375,0,NA,NA,NA,NA,NA,NA
"9324",692,1980,0.000178999995114282,3,157809,4390,0,106,347,0,NA,NA,NA,NA,NA,NA
"9325",694,1980,0.000461999996332452,5,603000,6560,440,180,230,0,NA,NA,NA,NA,NA,NA
"9326",696,1980,0.00104899995494634,21,2093788,9905,0,735,980,0,NA,NA,NA,NA,NA,NA
"9327",698,1980,0.000475999986520037,14,1177939,1842,0,0,978,0,NA,NA,NA,NA,NA,NA
"9328",700,1980,0.00121100002434105,40,238087,778,0,1413,16353,0,NA,NA,NA,NA,NA,NA
"9329",710,1980,0.118271999061108,4500,28500000,545499,38996,134470,987050,1,NA,NA,NA,NA,NA,NA
"9330",712,1980,0.000425000005634502,28,175074,2672,0,435,1640,0,NA,NA,NA,NA,NA,NA
"9331",713,1980,0.0078019998036325,440,6571428,35727,1764,7607,17867,0,NA,NA,NA,NA,NA,NA
"9332",731,1980,0.00909699965268373,782,1416585,48541,5800,2792,17892,0,NA,NA,NA,NA,NA,NA
"9333",732,1980,0.014911999925971,601,3308760,52135,14447,20993,51426,0,NA,NA,NA,NA,NA,NA
"9334",740,1980,0.0543869994580746,241,9297521,433377,111395,65953,117060,0,NA,NA,NA,NA,NA,NA
"9335",750,1980,0.0518230013549328,1104,4560701,139272,9427,75662,663596,0,NA,NA,NA,NA,NA,NA
"9336",760,1980,9.00000013643876e-05,4,NA,11,0,0,1280,0,NA,NA,NA,NA,NA,NA
"9337",770,1980,0.00941700022667646,439,1543899,16624,0,14927,82581,0,NA,NA,NA,NA,NA,NA
"9338",771,1980,0.00506599992513657,72,162840,3950,137,6197,88678,0,NA,NA,NA,NA,NA,NA
"9339",775,1980,0.00333199999295175,174,202000,2021,0,4556,33637,0,NA,NA,NA,NA,NA,NA
"9340",780,1980,0.000899999984540045,15,41187,1636,0,1144,14740,0,NA,NA,NA,NA,NA,NA
"9341",781,1980,7.00000009601354e-06,0,NA,20,0,0,153,0,NA,NA,NA,NA,NA,NA
"9342",790,1980,0.000737000023946166,22,22000,256,0,223,14310,0,NA,NA,NA,NA,NA,NA
"9343",800,1980,0.00494700018316507,231,1096779,17313,450,5189,46455,0,NA,NA,NA,NA,NA,NA
"9344",811,1980,0.000655999989248812,35,NA,141,0,380,6400,0,NA,NA,NA,NA,NA,NA
"9345",812,1980,0.000574000005144626,56,21000,110,0,242,3901,0,NA,NA,NA,NA,NA,NA
"9346",816,1980,0.0123370001092553,1029,NA,6744,106,6653,53740,0,NA,NA,NA,NA,NA,NA
"9347",820,1980,0.0020479999948293,66,1362169,11306,0,2867,13870,0,NA,NA,NA,NA,NA,NA
"9348",830,1980,0.00116200000047684,42,594069,11924,0,2283,2414,0,NA,NA,NA,NA,NA,NA
"9349",840,1980,0.00445799995213747,113,612230,15941,430,7483,48098,0,NA,NA,NA,NA,NA,NA
"9350",850,1980,0.0119279995560646,242,2073746,36101,360,19708,146190,0,NA,NA,NA,NA,NA,NA
"9351",900,1980,0.00735899992287159,71,3605227,91433,7895,10080,14620,0,NA,NA,NA,NA,NA,NA
"9352",910,1980,0.000186999997822568,4,31000,902,0,124,2996,0,NA,NA,NA,NA,NA,NA
"9353",920,1980,0.000610999995842576,13,399726,9986,0,608,3113,0,NA,NA,NA,NA,NA,NA
"9354",940,1980,9.99999974737875e-06,0,0,48,0,0,231,0,NA,NA,NA,NA,NA,NA
"9355",950,1980,6.09999988228083e-05,1,5874,346,0,128,634,0,NA,NA,NA,NA,NA,NA
"9356",990,1980,7.00000009601354e-06,0,0,48,0,0,156,0,NA,NA,NA,NA,NA,NA
"9357",2,1981,0.146167993545532,2049,169888000,2305158,109614,59359,229849,1,NA,NA,NA,NA,NA,NA
"9358",20,1981,0.012721000239253,80,5246444,247791,14811,8626,24343,0,NA,NA,NA,NA,NA,NA
"9359",31,1981,5.7000001106644e-05,0,6600,1207,0,139,214,0,NA,NA,NA,NA,NA,NA
"9360",40,1981,0.00313300010748208,227,1272515,14634,330,3341,9774,0,NA,NA,NA,NA,NA,NA
"9361",41,1981,0.000411999993957579,8,24000,335,0,907,5100,0,NA,NA,NA,NA,NA,NA
"9362",42,1981,0.00063999998383224,22,118000,2557,0,1198,5581,0,NA,NA,NA,NA,NA,NA
"9363",51,1981,0.000216999993426725,4,36112,3607,0,161,2204,0,NA,NA,NA,NA,NA,NA
"9364",52,1981,0.000197000001207925,2,43009,6637,0,0,1094,0,NA,NA,NA,NA,NA,NA
"9365",53,1981,1.80000006366754e-05,0,11000,306,0,0,250,0,NA,NA,NA,NA,NA,NA
"9366",54,1981,3.99999998990097e-06,0,NA,20,0,0,74,0,NA,NA,NA,NA,NA,NA
"9367",55,1981,1.29999998534913e-05,1,NA,26,0,0,88,0,NA,NA,NA,NA,NA,NA
"9368",56,1981,6.00000021222513e-06,0,0,78,0,0,122,0,NA,NA,NA,NA,NA,NA
"9369",57,1981,4.99999987368938e-06,0,1296,20,0,0,104,0,NA,NA,NA,NA,NA,NA
"9370",58,1981,4.99999987368938e-06,0,0,102,0,0,76,0,NA,NA,NA,NA,NA,NA
"9371",70,1981,0.01244099996984,120,777120,119724,7448,26802,71249,0,NA,NA,NA,NA,NA,NA
"9372",80,1981,1.40000001920271e-05,1,2000,88,0,0,148,0,NA,NA,NA,NA,NA,NA
"9373",90,1981,0.000571999989915639,15,131209,1676,0,819,7113,0,NA,NA,NA,NA,NA,NA
"9374",91,1981,0.000384000013582408,11,45000,927,0,804,3821,0,NA,NA,NA,NA,NA,NA
"9375",92,1981,0.000387000007322058,10,116000,1025,0,586,4587,0,NA,NA,NA,NA,NA,NA
"9376",93,1981,0.000540999986696988,39,192000,899,0,640,2859,0,NA,NA,NA,NA,NA,NA
"9377",94,1981,0.000195999993593432,0,21304,1313,0,466,2271,0,NA,NA,NA,NA,NA,NA
"9378",95,1981,0.000273999990895391,9,42117,1562,0,569,2000,0,NA,NA,NA,NA,NA,NA
"9379",100,1981,0.00378199992701411,70,374116,24048,262,9811,26729,0,NA,NA,NA,NA,NA,NA
"9380",101,1981,0.00355900009162724,41,907301,49686,1817,6163,15485,0,NA,NA,NA,NA,NA,NA
"9381",110,1981,0.00012300000526011,7,22000,760,0,134,882,0,NA,NA,NA,NA,NA,NA
"9382",115,1981,7.69999969634227e-05,1,NA,1144,0,126,355,0,NA,NA,NA,NA,NA,NA
"9383",130,1981,0.00115999998524785,39,247996,5767,28,2362,8361,0,NA,NA,NA,NA,NA,NA
"9384",135,1981,0.00361400004476309,130,887554,11130,364,9079,17755,0,NA,NA,NA,NA,NA,NA
"9385",140,1981,0.0174490008503199,273,1559003,87289,8410,39823,124016,0,NA,NA,NA,NA,NA,NA
"9386",145,1981,0.000781000009737909,27,186007,2356,0,1711,5755,0,NA,NA,NA,NA,NA,NA
"9387",150,1981,0.000339999998686835,16,88123,672,0,446,3269,0,NA,NA,NA,NA,NA,NA
"9388",155,1981,0.00291700009256601,92,2103330,11233,625,5798,11294,0,NA,NA,NA,NA,NA,NA
"9389",160,1981,0.00771899987012148,186,3573110,48221,2389,17483,28694,0,NA,NA,NA,NA,NA,NA
"9390",165,1981,0.000661999976728112,30,365098,2732,14,1202,2927,0,NA,NA,NA,NA,NA,NA
"9391",200,1981,0.022919999435544,344,25691234,256344,15572,19796,56379,1,NA,NA,NA,NA,NA,NA
"9392",205,1981,0.00076299998909235,19,265172,12748,32,1064,3429,0,NA,NA,NA,NA,NA,NA
"9393",210,1981,0.00594400009140372,108,4527691,81656,5472,3733,14199,0,NA,NA,NA,NA,NA,NA
"9394",211,1981,0.00606400007382035,90,3385496,54676,12384,1019,9852,0,NA,NA,NA,NA,NA,NA
"9395",212,1981,0.00103899999521673,1,46123,4306,3792,0,361,0,NA,NA,NA,NA,NA,NA
"9396",220,1981,0.0216809995472431,505,23867416,224344,17545,10330,53966,1,NA,NA,NA,NA,NA,NA
"9397",225,1981,0.00174300000071526,3,1912036,22944,934,1962,6379,0,NA,NA,NA,NA,NA,NA
"9398",230,1981,0.0120019996538758,320,3655122,86425,13020,15672,37651,0,NA,NA,NA,NA,NA,NA
"9399",235,1981,0.0018880000570789,71,751842,12480,348,3093,9860,0,NA,NA,NA,NA,NA,NA
"9400",260,1981,0.0316709987819195,493,21148592,346272,42156,22203,61663,0,NA,NA,NA,NA,NA,NA
"9401",265,1981,0.0090939998626709,231,8111249,120426,7464,4369,16729,0,NA,NA,NA,NA,NA,NA
"9402",290,1981,0.0154799995943904,424,10345629,160422,15720,10456,35721,0,NA,NA,NA,NA,NA,NA
"9403",305,1981,0.00292899995110929,40,700215,28921,5076,2348,7505,0,NA,NA,NA,NA,NA,NA
"9404",310,1981,0.00416499981656671,120,2893015,40593,3648,3309,10718,0,NA,NA,NA,NA,NA,NA
"9405",315,1981,0.00955799967050552,212,5949861,97681,15264,2758,15320,0,NA,NA,NA,NA,NA,NA
"9406",325,1981,0.0187570005655289,366,8024579,168960,24780,16733,56508,0,NA,NA,NA,NA,NA,NA
"9407",338,1981,7.69999969634227e-05,8,7000,523,0,0,322,0,NA,NA,NA,NA,NA,NA
"9408",339,1981,0.000604000000748783,53,188300,2983,0,252,2724,0,NA,NA,NA,NA,NA,NA
"9409",345,1981,0.00542700011283159,260,2464000,51008,2352,3893,22506,0,NA,NA,NA,NA,NA,NA
"9410",350,1981,0.00358300004154444,194,2512489,19650,909,4101,9729,0,NA,NA,NA,NA,NA,NA
"9411",352,1981,0.000207999997655861,16,38450,1187,0,262,634,0,NA,NA,NA,NA,NA,NA
"9412",355,1981,0.0041029998101294,149,3461788,47656,2484,2235,8922,0,NA,NA,NA,NA,NA,NA
"9413",360,1981,0.0092160003259778,185,4053839,100593,13020,5810,22353,0,NA,NA,NA,NA,NA,NA
"9414",365,1981,0.172104999423027,3673,2.21e+08,1512147,148517,103404,267722,1,NA,NA,NA,NA,NA,NA
"9415",375,1981,0.00182000000495464,36,676814,22859,2424,1118,4804,0,NA,NA,NA,NA,NA,NA
"9416",380,1981,0.00364900007843971,70,2904513,43104,3768,2291,8320,0,NA,NA,NA,NA,NA,NA
"9417",385,1981,0.00163199997041374,39,1528746,25551,852,772,4100,0,NA,NA,NA,NA,NA,NA
"9418",390,1981,0.00167200004216284,33,1446237,28819,612,1095,5122,0,NA,NA,NA,NA,NA,NA
"9419",395,1981,4.8999998398358e-05,0,0,1136,0,105,231,0,NA,NA,NA,NA,NA,NA
"9420",402,1981,4.19999996665865e-05,4,13000,45,0,0,304,0,NA,NA,NA,NA,NA,NA
"9421",403,1981,3.99999998990097e-06,0,NA,17,0,0,87,0,NA,NA,NA,NA,NA,NA
"9422",404,1981,0.000132000001030974,12,7000,43,0,112,797,0,NA,NA,NA,NA,NA,NA
"9423",411,1981,5.19999994139653e-05,2,2000,32,0,142,359,0,NA,NA,NA,NA,NA,NA
"9424",420,1981,2.99999992421363e-05,0,2000,74,0,NA,619,0,NA,NA,NA,NA,NA,NA
"9425",432,1981,0.00040600000647828,5,63422,192,0,498,7160,0,NA,NA,NA,NA,NA,NA
"9426",433,1981,0.000551000004634261,10,69012,1056,0,1287,6027,0,NA,NA,NA,NA,NA,NA
"9427",434,1981,0.000250999990385026,3,24000,145,0,527,3520,0,NA,NA,NA,NA,NA,NA
"9428",435,1981,0.000151999993249774,8,64032,285,0,104,1591,0,NA,NA,NA,NA,NA,NA
"9429",436,1981,0.000265000009676442,2,15000,270,0,225,5458,0,NA,NA,NA,NA,NA,NA
"9430",437,1981,0.00052599998889491,7,92312,2288,0,535,8551,0,NA,NA,NA,NA,NA,NA
"9431",438,1981,0.000312999996822327,9,68000,417,0,341,4547,0,NA,NA,NA,NA,NA,NA
"9432",439,1981,0.000311999989207834,4,34023,197,0,230,6251,0,NA,NA,NA,NA,NA,NA
"9433",450,1981,0.000174999993760139,5,38000,745,0,269,1911,0,NA,NA,NA,NA,NA,NA
"9434",451,1981,0.000211999999010004,3,12000,369,0,327,3352,0,NA,NA,NA,NA,NA,NA
"9435",452,1981,0.000857000006362796,15,272309,1642,0,1420,11069,0,NA,NA,NA,NA,NA,NA
"9436",461,1981,0.00018600000475999,4,23087,431,0,281,2603,0,NA,NA,NA,NA,NA,NA
"9437",471,1981,0.000607000023592263,7,77136,3941,0,798,8718,0,NA,NA,NA,NA,NA,NA
"9438",475,1981,0.00617699977010489,156,893444,16423,15,8583,83312,0,NA,NA,NA,NA,NA,NA
"9439",481,1981,0.000104999999166466,2,81231,949,0,127,841,0,NA,NA,NA,NA,NA,NA
"9440",482,1981,0.000159000002895482,2,15030,93,0,308,2341,0,NA,NA,NA,NA,NA,NA
"9441",483,1981,0.000257999985478818,3,55003,102,0,303,4572,0,NA,NA,NA,NA,NA,NA
"9442",484,1981,0.000234999999520369,10,56401,147,0,540,1568,0,NA,NA,NA,NA,NA,NA
"9443",490,1981,0.00227100006304681,22,84675,2056,0,6087,27233,0,NA,NA,NA,NA,NA,NA
"9444",500,1981,0.000661000027321279,8,81222,318,2,412,13639,0,NA,NA,NA,NA,NA,NA
"9445",501,1981,0.00105800002347678,15,222000,2211,0,1233,17342,0,NA,NA,NA,NA,NA,NA
"9446",510,1981,0.00129499996546656,45,223087,887,0,1308,18658,0,NA,NA,NA,NA,NA,NA
"9447",516,1981,0.000224000003072433,6,31000,84,0,101,4217,0,NA,NA,NA,NA,NA,NA
"9448",517,1981,0.000265000009676442,5,27084,122,0,132,5353,0,NA,NA,NA,NA,NA,NA
"9449",520,1981,0.000717999995686114,63,162042,526,0,382,4867,0,NA,NA,NA,NA,NA,NA
"9450",522,1981,5.80000014451798e-05,2,21000,106,0,150,324,0,NA,NA,NA,NA,NA,NA
"9451",530,1981,0.0034250000026077,230,440032,1001,0,1649,39591,0,NA,NA,NA,NA,NA,NA
"9452",540,1981,0.000868999981321394,33,688223,1025,10,941,7939,0,NA,NA,NA,NA,NA,NA
"9453",541,1981,0.000855999998748302,27,192301,1166,0,798,12525,0,NA,NA,NA,NA,NA,NA
"9454",551,1981,0.000767000019550323,16,326097,2311,0,1850,5834,0,NA,NA,NA,NA,NA,NA
"9455",552,1981,0.0010430000256747,34,407009,4622,600,1188,7360,0,NA,NA,NA,NA,NA,NA
"9456",553,1981,0.000329000002238899,5,37008,328,0,273,6227,0,NA,NA,NA,NA,NA,NA
"9457",560,1981,0.00795300025492907,93,3081006,92987,9044,8402,29313,0,NA,NA,NA,NA,NA,NA
"9458",570,1981,6.50000001769513e-05,0,11000,NA,0,0,1370,0,NA,NA,NA,NA,NA,NA
"9459",571,1981,6.70000008540228e-05,2,31000,NA,0,0,941,0,NA,NA,NA,NA,NA,NA
"9460",572,1981,4.80000016978011e-05,2,22000,NA,0,0,566,0,NA,NA,NA,NA,NA,NA
"9461",580,1981,0.000583000015467405,20,101332,599,0,453,8955,0,NA,NA,NA,NA,NA,NA
"9462",581,1981,2.30000005103648e-05,1,2900,44,0,0,405,0,NA,NA,NA,NA,NA,NA
"9463",590,1981,6.90000015310943e-05,0,5974,285,0,146,972,0,NA,NA,NA,NA,NA,NA
"9464",591,1981,4.99999987368938e-06,0,6000,58,0,0,64,0,NA,NA,NA,NA,NA,NA
"9465",600,1981,0.00333800003863871,120,1102334,6240,6,8072,20300,0,NA,NA,NA,NA,NA,NA
"9466",615,1981,0.00267599988728762,101,811620,15015,577,3768,19246,0,NA,NA,NA,NA,NA,NA
"9467",616,1981,0.000730000028852373,29,229887,4311,173,627,6565,0,NA,NA,NA,NA,NA,NA
"9468",620,1981,0.000980000011622906,55,557244,9314,0,1015,3179,0,NA,NA,NA,NA,NA,NA
"9469",625,1981,0.00169800000730902,71,311009,1645,0,2309,19236,0,NA,NA,NA,NA,NA,NA
"9470",630,1981,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"9471",640,1981,0.00909799989312887,569,2815664,33483,1531,10990,45366,0,NA,NA,NA,NA,NA,NA
"9472",645,1981,0.00551699986681342,252,7958609,8120,45,7103,13669,0,NA,NA,NA,NA,NA,NA
"9473",651,1981,0.00742699997499585,367,2100986,25048,900,12400,43465,0,NA,NA,NA,NA,NA,NA
"9474",652,1981,0.00310300011187792,223,2459087,10643,0,2745,8996,0,NA,NA,NA,NA,NA,NA
"9475",660,1981,0.000493999978061765,24,245000,2505,0,729,2650,0,NA,NA,NA,NA,NA,NA
"9476",663,1981,0.000928000023122877,68,554069,2491,0,1037,3018,0,NA,NA,NA,NA,NA,NA
"9477",666,1981,0.00320499995723367,172,5815043,8924,110,1709,3948,0,NA,NA,NA,NA,NA,NA
"9478",670,1981,0.00784900039434433,58,24400876,30095,72,3245,9629,0,NA,NA,NA,NA,NA,NA
"9479",678,1981,0.000644000014290214,32,587664,607,0,168,6592,0,NA,NA,NA,NA,NA,NA
"9480",680,1981,0.000342999992426485,24,162345,1151,0,280,1953,0,NA,NA,NA,NA,NA,NA
"9481",690,1981,0.000705000013113022,12,1594321,6096,0,364,1432,0,NA,NA,NA,NA,NA,NA
"9482",692,1981,0.000190000006114133,3,215604,4307,0,109,363,0,NA,NA,NA,NA,NA,NA
"9483",694,1981,0.000531000026967376,6,896000,7260,NA,185,242,0,NA,NA,NA,NA,NA,NA
"9484",696,1981,0.00141300004906952,43,2269943,19663,0,842,1061,0,NA,NA,NA,NA,NA,NA
"9485",698,1981,0.000650000001769513,14,1684776,5462,0,0,1028,0,NA,NA,NA,NA,NA,NA
"9486",700,1981,0.00125500001013279,43,326007,789,0,1493,16497,0,NA,NA,NA,NA,NA,NA
"9487",710,1981,0.118841998279095,4300,30500000,594470,35600,143320,1007720,1,NA,NA,NA,NA,NA,NA
"9488",712,1981,0.000460999988717958,33,200103,2620,0,452,1685,0,NA,NA,NA,NA,NA,NA
"9489",713,1981,0.00674499990418553,451,2651000,34289,1600,7838,18136,0,NA,NA,NA,NA,NA,NA
"9490",731,1981,0.00865400023758411,784,1681008,48828,3500,2980,18317,0,NA,NA,NA,NA,NA,NA
"9491",732,1981,0.0128309996798635,602,4285002,55078,5960,22060,38723,0,NA,NA,NA,NA,NA,NA
"9492",740,1981,0.0533469989895821,243,11623810,418388,101676,66785,117884,0,NA,NA,NA,NA,NA,NA
"9493",750,1981,0.0561189986765385,1104,5022113,135363,10697,98771,676218,0,NA,NA,NA,NA,NA,NA
"9494",760,1981,9.10000017029233e-05,4,NA,4,0,0,1307,0,NA,NA,NA,NA,NA,NA
"9495",770,1981,0.00958199985325336,451,1648765,17665,0,15382,85118,0,NA,NA,NA,NA,NA,NA
"9496",771,1981,0.00522600021213293,77,153432,4150,139,6841,90457,0,NA,NA,NA,NA,NA,NA
"9497",775,1981,0.0034260000102222,179,199000,2373,0,4803,35094,0,NA,NA,NA,NA,NA,NA
"9498",780,1981,0.000914999982342124,15,55442,1802,0,1197,14988,0,NA,NA,NA,NA,NA,NA
"9499",781,1981,7.00000009601354e-06,0,NA,1,0,0,158,0,NA,NA,NA,NA,NA,NA
"9500",790,1981,0.000777999986894429,25,22000,173,0,235,15020,0,NA,NA,NA,NA,NA,NA
"9501",800,1981,0.00505900010466576,238,1665821,16531,300,5182,47488,0,NA,NA,NA,NA,NA,NA
"9502",811,1981,0.00052900001173839,20,NA,25,0,378,6473,0,NA,NA,NA,NA,NA,NA
"9503",812,1981,0.000577999977394938,56,26000,267,0,254,4002,0,NA,NA,NA,NA,NA,NA
"9504",816,1981,0.0122889997437596,1029,NA,7009,34,6860,54915,0,NA,NA,NA,NA,NA,NA
"9505",820,1981,0.002381999976933,102,2037843,14256,0,2289,14197,0,NA,NA,NA,NA,NA,NA
"9506",830,1981,0.00113600003533065,42,708954,9799,0,2319,2443,0,NA,NA,NA,NA,NA,NA
"9507",840,1981,0.00446499977260828,113,797883,16577,0,7782,49536,0,NA,NA,NA,NA,NA,NA
"9508",850,1981,0.0125150000676513,273,2844352,34480,500,20605,151315,0,NA,NA,NA,NA,NA,NA
"9509",900,1981,0.00756100006401539,73,4061221,92615,7954,10234,14923,0,NA,NA,NA,NA,NA,NA
"9510",910,1981,0.000190000006114133,4,38300,936,0,121,3061,0,NA,NA,NA,NA,NA,NA
"9511",920,1981,0.000604000000748783,13,380945,10242,0,610,3125,0,NA,NA,NA,NA,NA,NA
"9512",935,1981,4.99999987368938e-06,0,0,25,0,0,120,0,NA,NA,NA,NA,NA,NA
"9513",940,1981,9.99999974737875e-06,0,0,63,0,0,242,0,NA,NA,NA,NA,NA,NA
"9514",950,1981,7.10000022081658e-05,2,9968,419,0,130,647,0,NA,NA,NA,NA,NA,NA
"9515",990,1981,7.00000009601354e-06,0,0,51,0,0,157,0,NA,NA,NA,NA,NA,NA
"9516",2,1982,0.1355250030756,2117,196344992,2186053,67656,59583,232057,1,NA,NA,NA,NA,NA,NA
"9517",20,1982,0.0120519995689392,83,6182339,239496,11872,8820,24583,0,NA,NA,NA,NA,NA,NA
"9518",31,1982,5.7000001106644e-05,0,9000,1265,0,143,219,0,NA,NA,NA,NA,NA,NA
"9519",40,1982,0.00252299988642335,153,1330000,14116,301,3390,9801,0,NA,NA,NA,NA,NA,NA
"9520",41,1982,0.000414999987697229,8,26000,325,0,962,5558,0,NA,NA,NA,NA,NA,NA
"9521",42,1982,0.000631999981123954,23,128000,2308,0,1236,5980,0,NA,NA,NA,NA,NA,NA
"9522",51,1982,0.000261999986832961,4,35997,3378,0,525,2190,0,NA,NA,NA,NA,NA,NA
"9523",52,1982,0.000201999995624647,2,68790,6726,0,0,1116,0,NA,NA,NA,NA,NA,NA
"9524",53,1982,1.70000002981396e-05,0,8000,301,0,0,250,0,NA,NA,NA,NA,NA,NA
"9525",54,1982,3.99999998990097e-06,0,NA,20,0,0,76,0,NA,NA,NA,NA,NA,NA
"9526",55,1982,1.20000004244503e-05,1,6730,29,0,0,89,0,NA,NA,NA,NA,NA,NA
"9527",56,1982,6.00000021222513e-06,0,0,84,0,0,129,0,NA,NA,NA,NA,NA,NA
"9528",57,1982,4.99999987368938e-06,0,1677,21,0,0,105,0,NA,NA,NA,NA,NA,NA
"9529",58,1982,6.00000021222513e-06,0,NA,98,0,0,74,0,NA,NA,NA,NA,NA,NA
"9530",70,1982,0.0122720003128052,121,943004,128797,6926,27339,73020,0,NA,NA,NA,NA,NA,NA
"9531",80,1982,1.40000001920271e-05,1,2000,82,0,0,153,0,NA,NA,NA,NA,NA,NA
"9532",90,1982,0.000607000023592263,22,165114,1675,0,832,7315,0,NA,NA,NA,NA,NA,NA
"9533",91,1982,0.000394000002415851,14,60000,933,0,824,3955,0,NA,NA,NA,NA,NA,NA
"9534",92,1982,0.000553000019863248,37,139000,1050,0,598,4662,0,NA,NA,NA,NA,NA,NA
"9535",93,1982,0.000545000017154962,41,249000,818,0,654,2955,0,NA,NA,NA,NA,NA,NA
"9536",94,1982,0.00019399999291636,0,22993,1339,0,478,2424,0,NA,NA,NA,NA,NA,NA
"9537",95,1982,0.000272000004770234,10,59022,1449,0,587,2044,0,NA,NA,NA,NA,NA,NA
"9538",100,1982,0.00361300003714859,70,420228,24224,215,10023,26965,0,NA,NA,NA,NA,NA,NA
"9539",101,1982,0.00387299992144108,41,1142338,52483,2296,7290,15940,0,NA,NA,NA,NA,NA,NA
"9540",110,1982,0.000113000001874752,7,23000,762,0,123,773,0,NA,NA,NA,NA,NA,NA
"9541",115,1982,7.79999973019585e-05,2,39000,1219,0,127,364,0,NA,NA,NA,NA,NA,NA
"9542",130,1982,0.00110700004734099,37,229341,6033,28,2439,8606,0,NA,NA,NA,NA,NA,NA
"9543",135,1982,0.00368699990212917,136,1626007,11138,274,9681,18144,0,NA,NA,NA,NA,NA,NA
"9544",140,1982,0.0170070007443428,277,1838775,89373,7660,41245,126898,0,NA,NA,NA,NA,NA,NA
"9545",145,1982,0.000771999999415129,28,207089,2548,0,1806,5916,0,NA,NA,NA,NA,NA,NA
"9546",150,1982,0.000337000004947186,16,111203,801,0,457,3358,0,NA,NA,NA,NA,NA,NA
"9547",155,1982,0.00258599990047514,96,1349873,10453,429,6003,11519,0,NA,NA,NA,NA,NA,NA
"9548",160,1982,0.00733700022101402,153,4147000,48196,2752,17424,29086,0,NA,NA,NA,NA,NA,NA
"9549",165,1982,0.000640999991446733,31,395063,2738,20,1208,2951,0,NA,NA,NA,NA,NA,NA
"9550",200,1982,0.0211640000343323,328,24169040,253283,13705,19694,56306,1,NA,NA,NA,NA,NA,NA
"9551",205,1982,0.00080899999011308,21,333214,14857,55,1067,3480,0,NA,NA,NA,NA,NA,NA
"9552",210,1982,0.00557299982756376,106,4464019,83630,4344,3728,14310,0,NA,NA,NA,NA,NA,NA
"9553",211,1982,0.0054199998266995,90,2891634,52661,9912,1015,9856,0,NA,NA,NA,NA,NA,NA
"9554",212,1982,0.00106200005393475,1,41128,4086,3564,0,366,0,NA,NA,NA,NA,NA,NA
"9555",220,1982,0.0225879997014999,493,22523616,216358,17246,23342,54480,1,NA,NA,NA,NA,NA,NA
"9556",225,1982,0.00165500002913177,1,2036541,22183,835,2004,6391,0,NA,NA,NA,NA,NA,NA
"9557",230,1982,0.0118429996073246,320,3725113,86775,13452,14642,37970,0,NA,NA,NA,NA,NA,NA
"9558",235,1982,0.0016629999736324,88,803621,13096,348,1329,9864,0,NA,NA,NA,NA,NA,NA
"9559",260,1982,0.0301590003073215,490,22346800,338525,36348,22385,61596,0,NA,NA,NA,NA,NA,NA
"9560",265,1982,0.00914099998772144,232,9161045,123315,7164,4384,16697,0,NA,NA,NA,NA,NA,NA
"9561",290,1982,0.015531999990344,429,12421554,163154,14472,10533,36227,0,NA,NA,NA,NA,NA,NA
"9562",305,1982,0.00288300006650388,40,829546,27832,4692,2350,7571,0,NA,NA,NA,NA,NA,NA
"9563",310,1982,0.00409500021487474,110,3084079,41318,3708,3315,10683,0,NA,NA,NA,NA,NA,NA
"9564",315,1982,0.00977599993348122,212,6800127,96476,15036,2804,15369,0,NA,NA,NA,NA,NA,NA
"9565",325,1982,0.0186759997159243,367,9089741,163155,23988,16923,56639,0,NA,NA,NA,NA,NA,NA
"9566",338,1982,7.69999969634227e-05,8,11000,540,0,0,325,0,NA,NA,NA,NA,NA,NA
"9567",339,1982,0.000587999995332211,53,156763,3504,0,256,2780,0,NA,NA,NA,NA,NA,NA
"9568",345,1982,0.00521800015121698,258,2357841,52892,2016,4012,22642,0,NA,NA,NA,NA,NA,NA
