"","ccode","year","cap","milper","milex","energy","irst","upop","tpop","majpow","riskTeur","riskTmid","riskTafr","riskTasi","riskTame","riskTglo"
"1",2,1816,0.0392990000545979,16,3823,254,80,101,8586,0,NA,NA,NA,NA,NA,NA
"2",200,1816,0.347896993160248,255,16942,15958,290,1957,19520,1,-0.757000029087067,-0.941999971866608,NA,NA,NA,NA
"3",210,1816,0.03838200122118,26,2375,NA,50,337,5610,0,0.444999992847443,NA,NA,NA,NA,NA
"4",220,1816,0.124473996460438,132,10554,1078,140,858,29480,1,0.33500000834465,0.610000014305115,NA,NA,NA,NA
"5",225,1816,0.00212000007741153,0,NA,NA,0,0,1897,0,0.540000021457672,NA,NA,NA,NA,NA
"6",230,1816,0.0552520006895065,125,6512,NA,10,221,11073,0,0.444999992847443,0.815999984741211,NA,NA,NA,NA
"7",235,1816,0.0131689999252558,22,NA,NA,0,179,2746,0,0.50900000333786,NA,NA,NA,NA,NA
"8",245,1816,0.00932299997657537,NA,549,NA,10,0,3637,0,-0.477999985218048,NA,NA,NA,NA,NA
"9",255,1816,0.0525889992713928,130,3516,NA,50,196,10349,1,-0.486999988555908,-1,NA,NA,NA,NA
"10",267,1816,0.00237999996170402,10,NA,NA,0,0,999,0,-0.674000024795532,NA,NA,NA,NA,NA
"11",269,1816,0.00296900002285838,13,NA,NA,0,0,1187,0,-0.662000000476837,NA,NA,NA,NA,NA
"12",271,1816,0.00269100000150502,6,251,NA,0,0,1330,0,-0.651000022888184,NA,NA,NA,NA,NA
"13",273,1816,0.0017630000365898,9,NA,NA,0,0,560,0,-0.736999988555908,NA,NA,NA,NA,NA
"14",275,1816,0.00170699995942414,8,NA,NA,0,0,623,0,-0.739000022411346,NA,NA,NA,NA,NA
"15",300,1816,0.104663997888565,222,NA,NA,60,655,29504,1,-0.305999994277954,-1,NA,NA,NA,NA
"16",325,1816,0.00826600007712841,19,836,NA,0,0,3760,0,0.556999981403351,NA,NA,NA,NA,NA
"17",327,1816,0.00889699999243021,2,NA,NA,0,147,2355,0,0.570999979972839,NA,NA,NA,NA,NA
"18",329,1816,0.0297749992460012,27,NA,NA,0,465,6573,0,0.458000004291534,NA,NA,NA,NA,NA
"19",337,1816,0.00180500000715256,4,101,NA,0,0,1163,0,0.660000026226044,NA,NA,NA,NA,NA
"20",365,1816,0.200332000851631,800,10582,NA,130,204,51252,1,-0.833999991416931,-1,NA,NA,NA,NA
"21",380,1816,0.0312840007245541,NA,NA,NA,70,0,3400,0,0.465999990701675,NA,NA,NA,NA,NA
"22",390,1816,0.00601800018921494,32,NA,NA,0,0,1767,0,0.542999982833862,NA,NA,NA,NA,NA
"23",640,1816,0.0771019980311394,121,NA,NA,0,793,26290,0,0.388999998569489,0.75900000333786,NA,NA,NA,NA
"24",2,1817,0.0350090004503727,13,2466,277,80,106,8837,0,NA,NA,NA,NA,NA,NA
"25",200,1817,0.335676997900009,190,16088,16394,310,2006,19814,1,-0.781000018119812,-0.984000027179718,NA,NA,NA,NA
"26",210,1817,0.03880799934268,27,2450,NA,50,342,5672,0,0.435999989509583,NA,NA,NA,NA,NA
"27",220,1817,0.117319002747536,131,8864,1078,130,870,29700,1,0.375999987125397,0.619000017642975,NA,NA,NA,NA
"28",225,1817,0.00211400003172457,0,NA,NA,0,0,1910,0,0.547999978065491,NA,NA,NA,NA,NA
"29",230,1817,0.0504850000143051,126,4703,NA,10,228,11156,0,0.43299999833107,0.806999981403351,NA,NA,NA,NA
"30",235,1817,0.0133549999445677,22,NA,NA,0,181,2768,0,0.514999985694885,NA,NA,NA,NA,NA
"31",245,1817,0.00954500027000904,NA,604,NA,10,0,3672,0,-0.462999999523163,NA,NA,NA,NA,NA
"32",255,1817,0.053371999412775,130,3061,1129,50,197,10555,1,-0.555000007152557,-1,NA,NA,NA,NA
"33",267,1817,0.00250099995173514,10,NA,NA,0,0,1013,0,-0.695999979972839,NA,NA,NA,NA,NA
"34",269,1817,0.00312400003895164,13,NA,NA,0,0,1202,0,-0.684000015258789,NA,NA,NA,NA,NA
"35",271,1817,0.0025919999461621,6,202,NA,0,0,1345,0,-0.648999989032745,NA,NA,NA,NA,NA
"36",273,1817,0.00186900002881885,9,NA,NA,0,0,567,0,-0.74099999666214,NA,NA,NA,NA,NA
"37",275,1817,0.00180099997669458,8,NA,NA,0,0,630,0,-0.742999970912933,NA,NA,NA,NA,NA
"38",300,1817,0.109932996332645,202,6815,NA,70,658,29787,1,-0.331000000238419,-1,NA,NA,NA,NA
"39",325,1817,0.0108080003410578,39,859,NA,0,0,3794,0,0.532999992370605,NA,NA,NA,NA,NA
"40",327,1817,0.00892799999564886,3,NA,NA,0,147,2368,0,0.616999983787537,NA,NA,NA,NA,NA
"41",329,1817,0.0298480000346899,27,NA,NA,0,468,6651,0,0.458999991416931,NA,NA,NA,NA,NA
"42",337,1817,0.00185200001578778,4,102,NA,0,0,1172,0,0.654999971389771,NA,NA,NA,NA,NA
"43",365,1817,0.191729992628098,700,8425,NA,140,232,51679,1,-0.823000013828278,-1,NA,NA,NA,NA
"44",380,1817,0.0304409991949797,NA,NA,NA,70,0,3442,0,0.428000003099442,NA,NA,NA,NA,NA
"45",390,1817,0.00624800007790327,31,NA,NA,0,0,1781,0,0.541999995708466,NA,NA,NA,NA,NA
"46",640,1817,0.0780109986662865,121,NA,NA,0,801,26390,0,0.428000003099442,0.774999976158142,NA,NA,NA,NA
"47",2,1818,0.0356810018420219,14,1910,302,90,112,9096,0,NA,NA,NA,NA,NA,NA
"48",200,1818,0.337027996778488,173,15039,16829,330,2057,20104,1,-1,-1,NA,NA,NA,NA
"49",210,1818,0.0386429987847805,27,2298,NA,50,346,5721,0,0.425999999046326,NA,NA,NA,NA,NA
"50",220,1818,0.115088000893593,138,8042,1078,120,882,29880,1,-1,-1,NA,NA,NA,NA
"51",225,1818,0.00210699997842312,0,NA,NA,0,0,1923,0,0.542999982833862,NA,NA,NA,NA,NA
"52",230,1818,0.0524550005793571,126,4681,NA,10,234,11241,0,0.368000000715256,0.796000003814697,NA,NA,NA,NA
"53",235,1818,0.0135139999911189,22,NA,NA,0,183,2791,0,0.50900000333786,NA,NA,NA,NA,NA
"54",245,1818,0.010173000395298,NA,712,NA,10,0,3708,0,-0.245000004768372,NA,NA,NA,NA,NA
"55",255,1818,0.0549769997596741,130,2964,1235,50,199,10766,1,-0.580999970436096,-1,NA,NA,NA,NA
"56",267,1818,0.00261100009083748,10,NA,NA,0,0,1027,0,-0.510999977588654,NA,NA,NA,NA,NA
"57",269,1818,0.00326499994844198,13,NA,NA,0,0,1217,0,-0.499000012874603,NA,NA,NA,NA,NA
"58",271,1818,0.00265899999067187,6,194,NA,0,0,1362,0,-0.479999989271164,NA,NA,NA,NA,NA
"59",273,1818,0.00196600006893277,9,NA,NA,0,0,574,0,-0.569000005722046,NA,NA,NA,NA,NA
"60",275,1818,0.00188500003423542,8,NA,NA,0,0,636,0,-0.574000000953674,NA,NA,NA,NA,NA
"61",300,1818,0.106683000922203,182,5948,NA,70,660,30073,1,-0.456000000238419,-1,NA,NA,NA,NA
"62",325,1818,0.0113530000671744,39,867,NA,0,0,3830,0,0.532999992370605,NA,NA,NA,NA,NA
"63",327,1818,0.00897699967026711,4,NA,NA,0,147,2381,0,0.568000018596649,NA,NA,NA,NA,NA
"64",329,1818,0.029924999922514,27,NA,NA,0,472,6730,0,0.44200000166893,NA,NA,NA,NA,NA
"65",337,1818,0.00191600003745407,4,104,NA,0,0,1183,0,0.638000011444092,NA,NA,NA,NA,NA
"66",365,1818,0.18927900493145,600,8833,NA,140,263,52109,1,-1,-1,NA,NA,NA,NA
"67",380,1818,0.0299079995602369,NA,NA,NA,70,0,3480,0,0.418000012636185,NA,NA,NA,NA,NA
"68",390,1818,0.0064229997806251,30,NA,NA,0,0,1795,0,0.541000008583069,NA,NA,NA,NA,NA
"69",640,1818,0.0788270011544228,121,NA,NA,0,810,26498,0,0.331000000238419,0.782000005245209,NA,NA,NA,NA
"70",2,1819,0.0367200002074242,13,2301,293,90,118,9363,0,NA,NA,NA,NA,NA,NA
"71",200,1819,0.328779011964798,143,12453,17265,350,2109,20388,1,-1,-1,NA,NA,NA,NA
"72",210,1819,0.0370909981429577,27,2004,NA,50,350,5788,0,0.425999999046326,NA,NA,NA,NA,NA
"73",220,1819,0.121281996369362,182,9747,1078,110,894,30060,1,-1,-1,NA,NA,NA,NA
"74",225,1819,0.00210199994035065,0,NA,NA,0,0,1937,0,0.541999995708466,NA,NA,NA,NA,NA
"75",230,1819,0.0509789995849133,127,4552,NA,10,241,11326,0,0.368000000715256,0.799000024795532,NA,NA,NA,NA
"76",235,1819,0.0131670003756881,22,NA,NA,0,185,2813,0,0.505999982357025,NA,NA,NA,NA,NA
"77",245,1819,0.0104040000587702,NA,760,NA,10,0,3744,0,-0.247999995946884,NA,NA,NA,NA,NA
"78",255,1819,0.0552319996058941,130,3756,1110,50,201,10982,1,-0.574000000953674,-1,NA,NA,NA,NA
"79",267,1819,0.00249399989843369,10,NA,NA,0,0,1042,0,-0.509999990463257,NA,NA,NA,NA,NA
"80",269,1819,0.00310799991711974,13,NA,NA,0,0,1231,0,-0.497999995946884,NA,NA,NA,NA,NA
"81",271,1819,0.00252599990926683,6,173,NA,0,0,1378,0,-0.479000002145767,NA,NA,NA,NA,NA
"82",273,1819,0.00185700005386025,9,NA,NA,0,0,581,0,-0.569000005722046,NA,NA,NA,NA,NA
"83",275,1819,0.00178900000173599,8,NA,NA,0,0,644,0,-0.574000000953674,NA,NA,NA,NA,NA
"84",300,1819,0.0920159965753555,242,5525,95,70,663,30362,1,-0.449999988079071,-1,NA,NA,NA,NA
"85",325,1819,0.0110959997400641,39,893,NA,0,0,3865,0,0.531000018119812,NA,NA,NA,NA,NA
"86",327,1819,0.00889500044286251,5,NA,NA,0,146,2394,0,0.563000023365021,NA,NA,NA,NA,NA
"87",329,1819,0.0304700005799532,35,NA,NA,0,476,6811,0,0.439999997615814,NA,NA,NA,NA,NA
"88",337,1819,0.00178900000173599,3,109,NA,0,0,1193,0,0.637000024318695,NA,NA,NA,NA,NA
"89",365,1819,0.184172004461288,596,8942,NA,140,298,52543,1,-1,-1,NA,NA,NA,NA
"90",380,1819,0.0295919999480247,54,NA,NA,70,0,3511,0,0.43299999833107,NA,NA,NA,NA,NA
"91",390,1819,0.00591599987819791,29,NA,NA,0,0,1809,0,0.541000008583069,NA,NA,NA,NA,NA
"92",640,1819,0.079596996307373,141,NA,NA,0,819,26610,0,0.331000000238419,0.77700001001358,NA,NA,NA,NA
"93",2,1820,0.0352259986102581,15,1556,303,100,124,9638,0,NA,NA,NA,NA,NA,NA
"94",200,1820,0.325219005346298,144,11748,17700,370,2163,20686,1,-1,-1,NA,NA,NA,NA
"95",210,1820,0.0378529988229275,27,1941,NA,60,355,5845,0,0.426999986171722,NA,NA,NA,NA,NA
"96",220,1820,0.124310001730919,208,9414,1078,140,906,30250,1,-1,-1,NA,NA,NA,NA
"97",225,1820,0.0020949998870492,0,NA,NA,0,0,1950,0,0.538999974727631,NA,NA,NA,NA,NA
"98",230,1820,0.0510639995336533,146,4406,NA,10,248,11411,0,0.349999994039536,0.797999978065491,NA,NA,NA,NA
"99",235,1820,0.0127729997038841,22,NA,NA,0,187,2836,0,0.493000000715256,NA,NA,NA,NA,NA
"100",245,1820,0.0101100001484156,NA,722,NA,10,0,3780,0,-0.244000002741814,NA,NA,NA,NA,NA
"101",255,1820,0.0536260008811951,130,3714,1150,50,203,11204,1,-0.570999979972839,-1,NA,NA,NA,NA
"102",267,1820,0.00235700001940131,10,NA,NA,0,0,1057,0,-0.50900000333786,NA,NA,NA,NA,NA
"103",269,1820,0.00292599992826581,13,NA,NA,0,0,1246,0,-0.499000012874603,NA,NA,NA,NA,NA
"104",271,1820,0.00243099988438189,6,162,NA,0,0,1395,0,-0.472000002861023,NA,NA,NA,NA,NA
"105",273,1820,0.00173100002575666,9,NA,NA,0,0,588,0,-0.569000005722046,NA,NA,NA,NA,NA
"106",275,1820,0.00167799997143447,8,NA,NA,0,0,652,0,-0.572000026702881,NA,NA,NA,NA,NA
"107",300,1820,0.0926479995250702,258,6175,125,70,666,30654,1,-0.44200000166893,-1,NA,NA,NA,NA
"108",325,1820,0.0109780002385378,41,908,NA,0,0,3901,0,0.52700001001358,NA,NA,NA,NA,NA
"109",327,1820,0.00857099983841181,4,NA,NA,0,146,2408,0,0.560000002384186,NA,NA,NA,NA,NA
"110",329,1820,0.0305640008300543,42,NA,NA,0,479,6892,0,0.437000006437302,NA,NA,NA,NA,NA
"111",337,1820,0.00177400000393391,3,112,NA,0,0,1203,0,0.630999982357025,NA,NA,NA,NA,NA
"112",365,1820,0.195733994245529,772,9317,NA,140,338,52981,1,-1,-1,NA,NA,NA,NA
"113",380,1820,0.0279510002583265,NA,NA,NA,70,0,3543,0,0.43299999833107,NA,NA,NA,NA,NA
"114",390,1820,0.00537799997255206,28,NA,NA,0,0,1823,0,0.538999974727631,NA,NA,NA,NA,NA
"115",640,1820,0.0795169994235039,161,NA,NA,0,827,26736,0,0.328000009059906,0.77700001001358,NA,NA,NA,NA
"116",2,1821,0.0326410010457039,10,1612,321,100,130,9920,0,NA,NA,NA,NA,NA,NA
"117",200,1821,0.305757999420166,139,10225,18114,400,2218,21004,1,-1,-1,NA,NA,NA,NA
"118",210,1821,0.0342740006744862,27,1732,NA,60,359,5898,0,0.444000005722046,NA,NA,NA,NA,NA
"119",220,1821,0.119999997317791,198,8429,1928,160,919,30450,1,-1,-1,NA,NA,NA,NA
"120",225,1821,0.00208800006657839,0,NA,NA,0,0,1963,0,0.560999989509583,NA,NA,NA,NA,NA
"121",230,1821,0.0882669985294342,165,16929,NA,10,255,11498,0,0.36599999666214,0.796000003814697,NA,NA,NA,NA
"122",235,1821,0.0124249998480082,22,NA,NA,0,189,2859,0,0.50900000333786,NA,NA,NA,NA,NA
"123",245,1821,0.0089539997279644,NA,660,NA,10,0,3817,0,-0.244000002741814,NA,NA,NA,NA,NA
"124",255,1821,0.0492299981415272,130,3691,1189,50,206,11431,1,-0.572000026702881,-1,NA,NA,NA,NA
"125",267,1821,0.00224600010551512,10,NA,NA,0,0,1073,0,-0.501999974250793,NA,NA,NA,NA,NA
"126",269,1821,0.00288800010457635,14,NA,NA,0,0,1262,0,-0.490000009536743,NA,NA,NA,NA,NA
"127",271,1821,0.00221500010229647,6,150,NA,0,0,1411,0,-0.456000000238419,NA,NA,NA,NA,NA
"128",273,1821,0.0016270000487566,9,NA,NA,0,0,595,0,-0.565999984741211,NA,NA,NA,NA,NA
"129",275,1821,0.00158599996939301,8,NA,NA,0,0,661,0,-0.569000005722046,NA,NA,NA,NA,NA
"130",300,1821,0.0925389975309372,273,7864,135,80,669,30949,1,-0.430000007152557,-1,NA,NA,NA,NA
"131",325,1821,0.011939000338316,43,931,NA,10,0,3938,0,0.517000019550323,NA,NA,NA,NA,NA
"132",327,1821,0.00816799979656935,2,NA,NA,0,146,2421,0,0.583000004291534,NA,NA,NA,NA,NA
"133",329,1821,0.0306020006537437,49,NA,NA,0,483,6974,0,0.455000013113022,NA,NA,NA,NA,NA
"134",337,1821,0.00167499994859099,3,117,NA,0,0,1213,0,0.61599999666214,NA,NA,NA,NA,NA
"135",365,1821,0.202097997069359,949,9654,NA,170,384,53422,1,-1,-1,NA,NA,NA,NA
"136",380,1821,0.0259130001068115,NA,NA,NA,70,0,3582,0,0.421000003814697,NA,NA,NA,NA,NA
"137",390,1821,0.00482500018551946,26,NA,NA,0,0,1837,0,0.561999976634979,NA,NA,NA,NA,NA
"138",640,1821,0.0793199986219406,181,NA,NA,0,836,26861,0,0.328999996185303,0.782000005245209,NA,NA,NA,NA
"139",2,1822,0.0321969985961914,9,1079,332,100,136,10211,0,NA,NA,NA,NA,NA,NA
"140",200,1822,0.315901011228561,125,9335,18528,430,2274,21338,1,-1,-1,NA,NA,NA,NA
"141",210,1822,0.0360010005533695,27,1702,NA,60,363,5940,0,0.45100000500679,NA,NA,NA,NA,NA
"142",220,1822,0.137409999966621,243,9735,1928,170,931,30700,1,-1,-1,NA,NA,NA,NA
"143",225,1822,0.00208000000566244,0,NA,NA,0,0,1977,0,0.574999988079071,NA,NA,NA,NA,NA
"144",230,1822,0.0402799993753433,158,NA,NA,10,262,11584,0,0.370000004768372,0.797999978065491,NA,NA,NA,NA
"145",235,1822,0.012512999586761,25,NA,NA,0,191,2882,0,0.533999979496002,NA,NA,NA,NA,NA
"146",245,1822,0.0101279998198152,NA,675,NA,10,0,3854,0,-0.194999992847443,NA,NA,NA,NA,NA
"147",255,1822,0.0527059994637966,130,3643,1221,50,209,11664,1,-0.566999971866608,-1,NA,NA,NA,NA
"148",267,1822,0.00218899990431964,10,NA,NA,0,0,1088,0,-0.497999995946884,NA,NA,NA,NA,NA
"149",269,1822,0.00280599994584918,14,NA,NA,0,0,1278,0,-0.485000014305115,NA,NA,NA,NA,NA
"150",271,1822,0.00240999995730817,6,153,NA,0,0,1428,0,-0.435000002384186,NA,NA,NA,NA,NA
"151",273,1822,0.00157299998681992,9,NA,NA,0,0,602,0,-0.560000002384186,NA,NA,NA,NA,NA
"152",275,1822,0.00154099997598678,8,NA,NA,0,0,671,0,-0.563000023365021,NA,NA,NA,NA,NA
"153",300,1822,0.0968519970774651,273,7066,138,80,671,31246,1,-0.430000007152557,-1,NA,NA,NA,NA
"154",325,1822,0.0142299998551607,56,967,NA,10,0,3974,0,0.515999972820282,NA,NA,NA,NA,NA
"155",327,1822,0.00844000000506639,6,NA,NA,0,146,2435,0,0.591000020503998,NA,NA,NA,NA,NA
"156",329,1822,0.0306490007787943,55,NA,NA,0,486,7058,0,0.462999999523163,NA,NA,NA,NA,NA
"157",337,1822,0.00261000008322299,12,125,NA,0,0,1224,0,0.65200001001358,NA,NA,NA,NA,NA
"158",365,1822,0.209957003593445,1001,8796,NA,160,436,53867,1,-1,-1,NA,NA,NA,NA
"159",380,1822,0.0253779999911785,NA,NA,NA,70,0,3627,0,0.409999996423721,NA,NA,NA,NA,NA
"160",390,1822,0.00487100007012486,28,NA,NA,0,0,1852,0,0.574000000953674,NA,NA,NA,NA,NA
"161",640,1822,0.0797870010137558,200,NA,NA,0,845,27100,0,0.331000000238419,0.77700001001358,NA,NA,NA,NA
"162",2,1823,0.033296000212431,10,1170,345,110,143,10510,0,NA,NA,NA,NA,NA,NA
"163",200,1823,0.316933006048203,125,9783,18942,460,2331,21666,1,-1,-1,NA,NA,NA,NA
"164",210,1823,0.0367430001497269,28,1678,NA,70,367,5986,0,0.46399998664856,NA,NA,NA,NA,NA
"165",220,1823,0.1528480052948,256,13569,1928,190,944,30940,1,-1,-1,NA,NA,NA,NA
"166",225,1823,0.00207199994474649,0,NA,NA,0,0,1990,0,0.546999990940094,NA,NA,NA,NA,NA
"167",230,1823,0.0375100001692772,114,NA,NA,10,269,11672,0,0.462999999523163,0.813000023365021,NA,NA,NA,NA
"168",235,1823,0.0131160002201796,27,NA,NA,0,194,2905,0,0.50900000333786,NA,NA,NA,NA,NA
"169",245,1823,0.00964200031012297,NA,661,NA,10,0,3891,0,-0.202000007033348,NA,NA,NA,NA,NA
"170",255,1823,0.0511699989438057,130,3377,1354,40,212,11858,1,-0.580999970436096,-1,NA,NA,NA,NA
"171",267,1823,0.00236400007270277,10,NA,NA,0,0,1104,0,-0.504999995231628,NA,NA,NA,NA,NA
"172",269,1823,0.00316899991594255,15,NA,NA,0,0,1294,0,-0.504000008106232,NA,NA,NA,NA,NA
"173",271,1823,0.0024439999833703,6,154,NA,0,0,1446,0,-0.465999990701675,NA,NA,NA,NA,NA
"174",273,1823,0.00172699999529868,9,NA,NA,0,0,609,0,-0.563000023365021,NA,NA,NA,NA,NA
"175",275,1823,0.00167799997143447,8,NA,NA,0,0,679,0,-0.568000018596649,NA,NA,NA,NA,NA
"176",300,1823,0.0934849977493286,272,6136,131,80,674,31547,1,-0.428999990224838,-1,NA,NA,NA,NA
"177",325,1823,0.0110320001840591,19,983,NA,10,0,4011,0,0.538999974727631,NA,NA,NA,NA,NA
"178",327,1823,0.00878200028091669,9,NA,NA,0,146,2460,0,0.568000018596649,NA,NA,NA,NA,NA
"179",329,1823,0.03108000010252,53,NA,NA,0,490,7142,0,0.46000000834465,NA,NA,NA,NA,NA
"180",337,1823,0.00187000003643334,3,129,NA,0,0,1234,0,0.644999980926514,NA,NA,NA,NA,NA
"181",365,1823,0.191536992788315,684,9261,NA,160,495,54316,1,-1,-1,NA,NA,NA,NA
"182",380,1823,0.023760000243783,45,NA,NA,70,0,3681,0,0.467000007629395,NA,NA,NA,NA,NA
"183",390,1823,0.00558600015938282,30,NA,NA,0,0,1866,0,0.545000016689301,NA,NA,NA,NA,NA
"184",640,1823,0.0833830013871193,206,NA,NA,0,854,27252,0,0.331999987363815,0.762000024318695,NA,NA,NA,NA
"185",2,1824,0.0335119999945164,10,1261,390,110,151,10818,0,NA,NA,NA,NA,NA,NA
"186",200,1824,0.328907012939453,132,10386,20462,530,2391,21978,1,0.375999987125397,0.27700001001358,NA,NA,NA,NA
"187",210,1824,0.0360150001943111,28,1613,NA,70,370,6032,0,0.402999997138977,NA,NA,NA,NA,NA
"188",220,1824,0.142865002155304,239,11064,1928,200,957,31190,1,0.386999994516373,0.559000015258789,NA,NA,NA,NA
"189",225,1824,0.00206499989144504,0,NA,NA,0,0,2004,0,0.653999984264374,NA,NA,NA,NA,NA
"190",230,1824,0.0335800014436245,93,NA,NA,10,277,11760,0,0.388999998569489,1,NA,NA,NA,NA
"191",235,1824,0.0131799997761846,32,NA,NA,0,196,2929,0,0.479999989271164,NA,NA,NA,NA,NA
"192",245,1824,0.00983399990946054,NA,655,NA,10,0,3929,0,-0.500999987125397,NA,NA,NA,NA,NA
"193",255,1824,0.0495450012385845,130,3134,1395,40,216,12055,1,-0.398000001907349,0.142000004649162,NA,NA,NA,NA
"194",267,1824,0.00233900011517107,11,NA,NA,0,0,1120,0,-0.824999988079071,NA,NA,NA,NA,NA
"195",269,1824,0.00275200000032783,13,NA,NA,0,0,1311,0,-0.818000018596649,NA,NA,NA,NA,NA
"196",271,1824,0.0024439999833703,6,154,NA,0,0,1463,0,-0.76800000667572,NA,NA,NA,NA,NA
"197",273,1824,0.00160499999765307,9,NA,NA,0,0,616,0,-0.874000012874603,NA,NA,NA,NA,NA
"198",275,1824,0.00156999996397644,8,NA,NA,0,0,687,0,-0.875999987125397,NA,NA,NA,NA,NA
"199",300,1824,0.091049000620842,273,5805,151,80,677,31850,1,0.444999992847443,0.614000022411346,NA,NA,NA,NA
"200",325,1824,0.0119279995560646,27,1004,NA,10,0,4049,0,0.522000014781952,NA,NA,NA,NA,NA
"201",327,1824,0.00849799998104572,9,NA,NA,0,145,2486,0,0.688000023365021,NA,NA,NA,NA,NA
"202",329,1824,0.0279249995946884,33,NA,NA,0,494,7227,0,0.433999985456467,NA,NA,NA,NA,NA
"203",337,1824,0.00190699996892363,3,133,NA,0,0,1245,0,0.848999977111816,NA,NA,NA,NA,NA
"204",365,1824,0.208079993724823,1032,7510,NA,150,561,54768,1,0.375,0.345999985933304,NA,NA,NA,NA
"205",380,1824,0.0233619995415211,NA,NA,NA,70,0,3736,0,0.400000005960464,NA,NA,NA,NA,NA
"206",390,1824,0.00635599996894598,41,NA,NA,0,0,1881,0,0.592999994754791,NA,NA,NA,NA,NA
"207",640,1824,0.0784889981150627,191,NA,NA,0,863,27510,0,0.405000001192093,0.768999993801117,NA,NA,NA,NA
"208",2,1825,0.0343080013990402,10,1336,435,120,158,11135,0,NA,NA,NA,NA,NA,NA
"209",200,1825,0.333261996507645,132,10568,21982,590,2451,22280,1,0.372999995946884,0.128000006079674,NA,NA,NA,NA
"210",210,1825,0.0349059998989105,28,1547,NA,70,374,6097,0,0.407000005245209,NA,NA,NA,NA,NA
"211",220,1825,0.139710992574692,237,10609,1928,200,970,31410,1,0.412000000476837,0.294999986886978,NA,NA,NA,NA
"212",225,1825,0.00204900000244379,0,NA,NA,0,0,2017,0,0.654999971389771,NA,NA,NA,NA,NA
"213",230,1825,0.0358209982514381,93,NA,NA,20,285,11849,0,0.391999989748001,0.518999993801117,NA,NA,NA,NA
"214",235,1825,0.0131200002506375,31,NA,NA,0,198,2952,0,0.48199999332428,NA,NA,NA,NA,NA
"215",245,1825,0.00968000013381243,NA,642,NA,10,0,3967,0,-0.493999987840652,NA,NA,NA,NA,NA
"216",255,1825,0.0497200004756451,130,3085,1462,40,220,12257,1,-0.404000014066696,-0.0410000011324883,NA,NA,NA,NA
"217",267,1825,0.00243000010959804,11,NA,NA,0,0,1134,0,-0.816999971866608,NA,NA,NA,NA,NA
"218",269,1825,0.0028570001013577,13,NA,NA,0,0,1326,0,-0.810000002384186,NA,NA,NA,NA,NA
"219",271,1825,0.00249899993650615,6,154,NA,0,0,1480,0,-0.762000024318695,NA,NA,NA,NA,NA
"220",273,1825,0.00156300002709031,8,NA,NA,0,0,624,0,-0.875999987125397,NA,NA,NA,NA,NA
"221",275,1825,0.00163600000087172,8,NA,NA,0,0,696,0,-0.875999987125397,NA,NA,NA,NA,NA
"222",300,1825,0.0899590030312538,273,5087,152,90,680,32156,1,0.44200000166893,0.349999994039536,NA,NA,NA,NA
"223",325,1825,0.0121830003336072,27,1024,NA,10,0,4086,0,0.526000022888184,NA,NA,NA,NA,NA
"224",327,1825,0.00837200041860342,9,NA,NA,0,145,2512,0,0.694000005722046,NA,NA,NA,NA,NA
"225",329,1825,0.0276280008256435,33,NA,NA,0,497,7314,0,0.437000006437302,NA,NA,NA,NA,NA
"226",337,1825,0.00197599991224706,3,141,NA,0,0,1256,0,0.853999972343445,NA,NA,NA,NA,NA
"227",365,1825,0.201922997832298,860,7476,NA,170,637,55224,1,0.377000004053116,0.200000002980232,NA,NA,NA,NA
"228",380,1825,0.0219229999929667,NA,NA,NA,70,0,3793,0,0.404000014066696,NA,NA,NA,NA,NA
"229",390,1825,0.00668899994343519,41,NA,NA,0,0,1896,0,0.592000007629395,NA,NA,NA,NA,NA
"230",616,1825,0.00551000004634261,9,NA,NA,0,105,991,0,NA,1,NA,NA,NA,NA
"231",640,1825,0.0789019986987114,190,NA,NA,0,872,27680,0,0.407999992370605,0.481000006198883,NA,NA,NA,NA
"232",2,1826,0.0357730016112328,11,1658,502,120,166,11461,0,NA,NA,NA,NA,NA,NA
"233",140,1826,0.0071939998306334,18,NA,NA,0,0,4901,0,NA,NA,NA,NA,NA,NA
"234",200,1826,0.338813990354538,149,11475,22043,610,2513,22578,1,0.363999992609024,0.112000003457069,NA,NA,NA,NA
"235",210,1826,0.0357500016689301,28,1501,NA,80,377,6153,0,0.409999996423721,NA,NA,NA,NA,NA
"236",220,1826,0.141078993678093,237,10604,1928,210,983,31600,1,0.407999992370605,0.291999995708466,NA,NA,NA,NA
"237",225,1826,0.00200299988500774,0,NA,NA,0,0,2031,0,0.657000005245209,NA,NA,NA,NA,NA
"238",230,1826,0.0367330014705658,92,NA,NA,20,293,11939,0,0.395000010728836,0.515999972820282,NA,NA,NA,NA
"239",235,1826,0.0135460002347827,32,NA,NA,0,200,2976,0,0.483000010251999,NA,NA,NA,NA,NA
"240",245,1826,0.00946899969130754,NA,638,NA,10,0,4006,0,-0.50900000333786,NA,NA,NA,NA,NA
"241",255,1826,0.0502629987895489,130,3085,1426,40,225,12411,1,-0.407000005245209,-0.0500000007450581,NA,NA,NA,NA
"242",267,1826,0.00270600011572242,12,NA,NA,0,0,1149,0,-0.818000018596649,NA,NA,NA,NA,NA
"243",269,1826,0.0030280000064522,13,NA,NA,0,0,1342,0,-0.813000023365021,NA,NA,NA,NA,NA
"244",271,1826,0.00253399997018278,6,153,NA,0,0,1498,0,-0.768999993801117,NA,NA,NA,NA,NA
