800	1160	2600
820	1200	2250
660	1400	2540
860	1500	2580
780	1300	2700
800	1220	2280
740	1200	2550
960	1300	2640
800	1250	2650
800	1400	2900
840	1400	2500
800	1220	2380
600	1300	2600
800	1320	2540
940	1520	3040
780	1300	2840
880	1400	2660
740	1300	2660
780	1300	2400
840	1180	2700
940	1300	2780
700	1220	2760
820	1340	2200
660	1260	2540
820	1460	2760
640	1280	2340
900	1500	3020
840	1300	2280
800	1260	2740
640	1250	2480
700	1240	2460
860	1300	2660
880	1240	2400
900	1560	2860
740	1200	2360
820	1300	2760
660	1220	2500
700	1280	2500
800	1100	2300
700	1200	2580
900	1440	2600
860	1420	2420
840	1200	2500
660	1000	2500
780	1300	2460
780	1140	2740
700	1420	2680
820	1420	2180
760	1260	2620
1100	1480	2260
