400	700	2600
440	780	2600
370	900	2230
280	740	2160
360	860	2460
260	700	2550
400	800	2500
360	900	2140
360	880	2320
400	960	2400
320	760	2080
400	820	2200
260	800	2400
320	860	2380
320	760	2480
320	630	2560
340	720	2500
280	860	2340
360	740	2160
420	800	2400
300	760	1900
360	820	2220
320	830	2060
280	1040	2340
340	780	2020
340	660	2320
300	700	2100
360	780	2320
300	900	2140
320	1000	2220
400	860	2700
260	780	2460
360	760	2300
280	740	2500
340	740	2240
320	840	2360
360	900	2220
360	800	2120
300	900	2300
300	840	3060
320	880	2200
300	680	2400
300	680	1920
360	900	2200
360	860	2200
400	780	2500
300	760	2020
360	800	2540
360	860	2520
440	880	2300
