480	900	2500
460	920	2360
460	860	2600
540	960	2460
550	1000	2480
450	900	2700
520	960	2200
500	900	2600
440	820	2540
520	840	2040
460	940	2400
500	920	2400
420	860	2420
580	1040	2960
460	1020	2700
500	940	2500
460	920	3300
420	760	2440
440	1220	2580
500	860	2440
520	920	2600
460	840	1840
500	900	2320
420	820	2480
440	860	2860
460	860	2200
580	1060	2300
440	840	2480
420	700	2440
460	900	2520
560	1000	2480
540	940	2640
560	980	2360
450	900	2460
500	920	2120
460	800	2620
520	940	2580
500	940	2420
500	940	2500
440	850	2600
480	960	2140
460	1060	2380
500	840	2460
460	860	2460
540	860	2600
480	820	2280
520	940	2560
500	920	2520
500	1080	2500
500	740	2700
