"EXPONSAL"	"HIGHTECH"	"LOWTECH"	"MEDTECH"	"RD"	"RDINTENS"	"SALES"	"WORKERS"
0	0	1	0	500043.9999999999	0.05959999999999999	8390000	27
5.0576	1	0	0	42559308	21.4946	1980000	20
0	0	0	1	0	0	31200000	323
0	0	1	0	0	0	287000	7
24.4719	0	1	0	0	0	7160000	90
0	0	1	0	0	0	947000.0000000001	12
79.36189999999999	0	0	1	18948160	1.6918	11200000	83
16.3867	0	1	0	0	0	16000000	64
94.32340000000001	0	0	1	0	0	7100000	132
25.2191	1	0	0	29439800	2.197	13400000	78
16.4015	0	0	1	0	0	23900000	124
0	0	1	0	0	0	16600000	134
0	0	1	0	0	0	722000	9
0	0	1	0	0	0	5020000	84
0	0	1	0	0	0	1430000	17
0	0	1	0	0	0	1120000	18
35.6689	0	1	0	4505670	1.1553	3900000	56
26.2446	1	0	0	0	0	52699999.99999999	62
0	0	1	0	12001040	0.4478	26800000	120
42.8702	0	1	0	0	0	3940000	33
0	0	1	0	0	0	3210000	72
30.6849	0	0	1	9295424.999999998	1.0575	8790000	60
0	0	1	0	0	0	1490000	30
9.3333	0	1	0	0	0	5530000	60
12.3876	1	0	0	0	0	2070000	11
0	0	0	1	0	0	1110000	19
0	0	1	0	0	0	1570000	20
0.1533	0	0	1	0	0	8890000	20
0	0	0	1	0	0	472000	14
0	0	1	0	0	0	1390000	21
25.2471	0	0	1	0	0	13900000	111
18.5332	0	0	1	38304639.99999999	2.1764	17600000	74
73.7149	0	0	1	70445640	4.0486	17400000	91
0	0	1	0	0	0	2770000	14
0.2239	0	1	0	0	0	22000000	194
58.87900000000001	0	1	0	1298000	0.011	118000000	222
0.7244999999999999	0	1	0	30115800	0.351	85800000	368
0	0	1	0	0	0	1720000	14
49.68080000000001	0	1	0	0	0	53700000	127
0	0	1	0	0	0	539000	12
41.7211	0	1	0	0	0	5240000	61
0.2114	0	1	0	0	0	5750000	17
0	0	1	0	0	0	301000	8
8.6495	0	1	0	0	0	5910000	38
0	0	1	0	0	0	1400000	28
0	0	0	1	0	0	2930000	35
0	0	1	0	0	0	16500000	28
0	0	1	0	0	0	9400000	108
0.4153	0	1	0	0	0	852999.9999999999	14
0.6947	0	1	0	309136	0.2224	1390000	11
0	0	1	0	0	0	1460000	12
0	0	1	0	14920500	4.287500000000001	3480000	66
0	0	1	0	0	0	1000000	19
0	0	0	1	0	0	8560000	74
3.9202	1	0	0	0	0	5770000	95
0	0	1	0	0	0	646000	10
70.91	0	1	0	0	0	17700000	89
0.6459	0	1	0	0	0	3100000	62
0.0155	0	1	0	0	0	1990000	26
0	0	1	0	0	0	1830000	18
0	0	1	0	0	0	1020000	12
0	0	1	0	0	0	4990000	71
50.0581	0	0	1	0	0	31300000	31
0	0	1	0	0	0	843000	13
0	0	1	0	0	0	7230000	121
0	1	0	0	0	0	1500000	31
3.0779	0	1	0	0	0	578000	14
0	0	1	0	0	0	889000	13
1.2768	0	1	0	0	0	1290000	26
0	0	1	0	0	0	8670000	100
0	0	0	1	0	0	1290000	35
0	0	1	0	0	0	1420000	14
40.4128	0	1	0	0	0	1520000	32
6.3439	0	1	0	522500.0000000001	0.08360000000000001	6250000	52
0	0	1	0	0	0	2440000	34
0	0	1	0	0	0	802999.9999999999	13
7.1661	0	1	0	0	0	1450000	22
0	0	0	1	0	0	896000.0000000001	11
15.9712	0	1	0	0	0	1350000	41
0.096	0	1	0	0	0	1970000	13
83.7961	0	0	1	156618470	3.4271	45700000	253
18.1056	0	0	1	87711120	4.0607	21600000	259
0	1	0	0	0	0	839000	22
0	0	0	1	0	0	26400000	78
0	0	1	0	0	0	1490000	21
6.6501	0	1	0	0	0	4350000	53
0.7797000000000001	0	0	1	3753596	4.8748	770000	20
0	0	1	0	0	0	1770000	35
86.94840000000001	1	0	0	0	0	5250000	47
2.2205	1	0	0	0	0	5770000	137
0	0	0	1	0	0	9500000	157
0	0	1	0	0	0	807000	11
0	0	0	1	0	0	4040000	40
0	0	1	0	0	0	2520000	33
0	0	1	0	0	0	1400000	16
0	0	0	1	0	0	998000	13
8.7989	1	0	0	39150410	0.4937	79300000	182
0	0	1	0	0	0	3070000	9
0	0	1	0	0	0	476999.9999999999	11
0	0	1	0	0	0	1840000	16
0	0	1	0	0	0	33200000	227
11.2953	0	1	0	18729920	1.0016	18700000	179
0	0	1	0	0	0	227000	10
0	0	1	0	0	0	800000	29
5.6356	0	1	0	300960	0.0132	22800000	222
1.7835	0	1	0	0	0	2320000	23
0	1	0	0	0	0	1210000	15
40.8172	1	0	0	72559740.00000002	4.170100000000001	17400000	74
18.7971	0	1	0	0	0	3140000	52
0	0	1	0	0	0	1690000	20
0	0	1	0	6005360.000000001	0.1108	54200000	373
0	1	0	0	1817685	1.1727	1550000	12
0	0	1	0	0	0	530000	18
0	0	1	0	0	0	14600000	73
2.1207	0	0	1	7341542	5.1701	1420000	18
0	0	1	0	0	0	1070000	24
7.033499999999999	0	0	1	0	0	4400000	28
0	0	0	1	0	0	1340000	13
0	0	0	1	0	0	1370000	13
0	0	1	0	0	0	878999.9999999999	13
22.2484	0	1	0	0	0	8450000	83
72.9494	1	0	0	197612700	1.0239	193000000	287
2.6755	0	1	0	0	0	1710000	13
0	0	1	0	0	0	1400000	12
65.28190000000001	1	0	0	8536199.999999998	0.06939999999999999	123000000	287
0	0	1	0	0	0	1800000	30
0	1	0	0	0	0	640000	22
0	0	0	1	0	0	3670000	19
0	0	1	0	0	0	9130000	80
3.8178	0	0	1	4443600	0.0161	276000000	181
34.3167	0	0	1	2376140	0.1406	16900000	200
0	0	1	0	0	0	3150000	20
42.0918	0	0	1	113487410	3.9269	28900000	115
0	0	1	0	0	0	1610000	40
0	0	1	0	0	0	2330000	26
0	0	1	0	0	0	1760000	27
0	0	0	1	0	0	1220000	8
18.7718	0	0	1	0	0	3400000	12
0	0	1	0	0	0	244000	30
44.33329999999999	0	1	0	0	0	9970000	30
7.456599999999999	0	0	1	0	0	6710000	12
0	0	1	0	0	0	590000	16
40.89570000000001	1	0	0	75240000	0.66	114000000	607
0	0	1	0	27409500	1.8273	15000000	218
21.9125	0	0	1	51234160	1.5716	32600000	165
78.7123	1	0	0	1479895000	0.7219	2050000000	2709
95.20699999999999	1	0	0	8393000	0.218	38500000	211
78.4853	0	0	1	187917000	6.2639	30000000	300
44.8555	1	0	0	70588799.99999999	0.774	91199999.99999999	337
17.0778	0	0	1	44678920	1.5301	29200000	231
61.36279999999999	0	1	0	0	0	70400000	412
66.2783	0	1	0	15033160	0.3226	46600000	290
25.6813	0	0	1	48587990	0.9977	48700000	380
58.4344	1	0	0	160774380	4.2198	38100000	280
22.5825	0	1	0	88450480.00000002	1.0333	85600000	923
7.0509	1	0	0	28007490	0.4739	59100000	296
0.4574	0	1	0	0	0	215000000	374
41.8035	0	0	1	0	0	41400000	222
16.3785	0	1	0	0	0	7160000	40
9.7174	0	1	0	78597240	3.8154	20600000	268
0	0	1	0	0	0	11000000	75
56.95440000000001	0	0	1	364033290	3.8279	95100000	669
10.7736	0	0	1	117446850	3.2715	35900000	292
0	0	1	0	0	0	31900000	201
0.5813999999999999	0	0	1	95606940	1.3169	72600000	781
58.264	0	0	1	4406340	0.1426	30900000	228
0	0	1	0	0	0	55800000	225
12.7778	1	0	0	16581120	0.6096	27200000	90
64.60160000000001	0	0	1	60458000	1.406	43000000	366
63.5474	1	0	0	31109100	0.2571	121000000	362
68.2867	0	0	1	1516800	0.0016	948000000	3915
84.88759999999999	0	0	1	0	0	24000000	308
0	1	0	0	1030662500	8.2453	125000000	379
1.9041	0	0	1	8473500	0.269	31500000	82
0	1	0	0	0	0	46100000	383
0	0	0	1	0	0	42400000	380
11.8901	0	1	0	0	0	111000000	592
4.7359	1	0	0	47925720	1.2988	36900000	265
5.6342	0	0	1	81224000.00000002	0.5720000000000001	142000000	437
0	0	0	1	0	0	11100000	192
2.531	1	0	0	114672990	3.7111	30900000	288
0	0	1	0	0	0	2610000	25
0	0	1	0	0	0	666000	42
0	0	1	0	0	0	492000	28
0.8758	0	0	1	1764020	0.0193	91400000	661
64.479	0	1	0	22999328	5.156800000000001	4460000	35
22.7876	1	0	0	168677400	2.4446	69000000	632
0	0	1	0	0	0	286000	9
4.0256	0	1	0	0	0	3730000	26
0	1	0	0	0	0	214000000	319
0	1	0	0	17961060	11.5135	1560000	32
0	0	1	0	0	0	499000	11
5.8457	0	0	1	154265750	6.5645	23500000	259
35.5262	0	1	0	91757160	2.3171	39600000	265
54.368	0	0	1	6336000	0.08	79200000	385
44.7633	0	0	1	77598540	1.6906	45900000	294
52.58779999999999	0	0	1	32964120	0.4571999999999999	72100000	393
83.64490000000001	0	0	1	122734590	4.9291	24900000	195
4.8048	1	0	0	0	0	12500000	195
85.1682	0	0	1	0	0	99800000	250
0	0	1	0	0	0	686000	24
81.63	0	0	1	81068800	0.3824	212000000	695
0	0	1	0	0	0	607000	10
67.2608	1	0	0	0	0	16100000	206
67.0617	0	0	1	6515528	4.5884	1420000	18
0	0	1	0	0	0	43300000	332
11.0835	0	1	0	0	0	67200000	277
5.8565	0	0	1	1998750	0.0325	61500000	249
78.8924	0	1	0	2996300	0.083	36100000	242
3.6658	1	0	0	570580680	6.297800000000001	90600000	342
0.3777	1	0	0	69998849.99999999	1.3645	51300000	156
9.2136	1	0	0	33488400	0.7095	47200000	386
4.499800000000001	1	0	0	265363200	1.7344	153000000	863
44.4127	0	1	0	166260000	3.26	51000000	408
66.6011	1	0	0	7291200	0.0392	186000000	1061
68.8309	1	0	0	42481620.00000001	0.6466000000000001	65700000	378
41.8902	0	0	1	16549190	0.3059	54100000	256
83.21769999999999	1	0	0	0	0	163000000	355
49.6811	0	1	0	455759.9999999999	0.0216	21100000	186
27.5683	1	0	0	26640000	0.144	185000000	377
25.8601	0	0	1	65027160.00000001	1.6421	39600000	211
61.89059999999999	1	0	0	22003520	0.4136	53200000	162
2.5081	0	1	0	24219300	0.1821	133000000	484
0	0	1	0	21902400	0.1872	117000000	384
0.4222	0	1	0	0	0	2840000	38
30.3963	0	1	0	0	0	4060000	28
74.1403	0	0	1	0	0	83000000	379
25.7592	0	0	1	298683840	4.1028	72800000	323
40.86040000000001	0	0	1	87664480	2.8837	30400000	231
48.935	0	1	0	29984480	0.7767999999999999	38600000	285
28.5774	0	1	0	0	0	4600000	20
0	0	1	0	0	0	923000	17
0	0	1	0	0	0	30600000	240
87.89789999999999	0	0	1	89749519.99999999	3.2284	27800000	204
17.5498	0	1	0	19479030	0.8219000000000001	23700000	332
0	0	1	0	0	0	1400000	20
4.1959	0	0	1	123077070	1.6883	72900000	225
84.37909999999999	0	0	1	1519479000	4.329000000000001	351000000	909
66.3492	1	0	0	23367250	0.3095	75500000	298
0.5331	0	0	1	0	0	43000000	234
32.1627	0	1	0	1502020	0.1378	10900000	74
23.7116	0	0	1	0	0	78000000	208
23.2712	0	1	0	0	0	81500000	349
0.3284	0	0	1	0	0	99300000	347
9.3981	0	1	0	0	0	1010000	6
0	0	0	1	0	0	60000000	284
22.4563	0	0	1	35043800	0.09370000000000001	374000000	2647
22.2101	0	0	1	13292040	0.2586	51400000	249
24.5882	0	0	1	0	0	21600000	179
83.7334	1	0	0	298108460.0000001	3.4226	87100000.00000002	750
40.4866	0	0	1	0	0	225000000	266
46.499	0	1	0	221894400	2.1336	104000000	759
13.3081	1	0	0	181751760	3.7944	47900000	420
33.5295	0	0	1	25571440	0.7844	32600000	297
1.2688	0	0	1	0	0	3940000	20
0	0	1	0	0	0	900000	9
2.0407	0	0	1	147936960	1.9884	74400000	920
42.0261	1	0	0	0	0	22600000	82
0	0	0	1	0	0	1550000	21
0	0	1	0	0	0	939000	16
17.5221	0	1	0	0	0	22800000	65
76.6527	1	0	0	120104170	2.6281	45700000	283
17.8483	0	1	0	0	0	67200000	1086
0.2286	0	1	0	0	0	73400000	398
93.8186	1	0	0	0	0	202000000	633
0	1	0	0	0	0	13200000	214
3.2386	1	0	0	589616350	20.8345	28300000	172
0	0	0	1	28082250	2.6745	10500000	144
0	0	1	0	0	0	53200000	249
0	0	1	0	0	0	62500000	299
0	0	1	0	0	0	1700000	28
0	0	1	0	0	0	168000	12
0	0	0	1	0	0	1350000	15
0	0	1	0	0	0	1360000	23
0	0	1	0	0	0	1540000	18
0	0	1	0	0	0	2030000	21
0	0	1	0	0	0	24700000	47
0	0	1	0	0	0	1360000	18
2.9252	0	1	0	0	0	684000	9
0	0	0	1	0	0	1190000	23
17.6141	1	0	0	8470320	0.7302000000000001	11600000	297
0	0	1	0	0	0	218000	17
0	0	0	1	0	0	361000	10
0	0	1	0	0	0	17300000	28
43.3741	1	0	0	0	0	1790000	38
0	0	1	0	0	0	1800000	25
0	0	1	0	0	0	1250000	9
0.3024	0	0	1	0	0	1420000	16
11.1512	0	1	0	0	0	4660000	78
0	0	1	0	0	0	1790000	19
0	0	1	0	0	0	770000	15
4.5848	0	1	0	0	0	20100000	150
0	0	1	0	0	0	13600000	50
0	1	0	0	0	0	1610000	12
0	0	0	1	2443356	0.9117	2680000	14
0	0	1	0	0	0	7810000	184
0	0	1	0	1860500	3.8125	488000	13
0.3562	0	1	0	0	0	3310000	14
76.86500000000001	1	0	0	104024160	2.4534	42400000	324
0	0	0	1	0	0	119000000	173
0	0	1	0	0	0	896000.0000000001	14
65.161	1	0	0	131110760	3.1823	41200000	218
12.2959	1	0	0	4198804.5	4.4907	935000	14
0	0	1	0	0	0	805000.0000000001	11
9.5787	0	1	0	5425830	0.3173	17100000	76
81.21300000000001	1	0	0	526723680	11.1594	47200000	487
0	0	1	0	0	0	160000	21
37.5886	0	0	1	0	0	186000000	428
16.0301	0	1	0	0	0	2420000	42
40.0237	0	1	0	0	0	1460000	27
4.6148	0	1	0	0	0	1670000	50
48.9138	0	0	1	620500499.9999999	4.596299999999999	135000000	900
0.9492999999999999	0	1	0	0	0	4560000	39
64.95739999999999	0	0	1	0	0	44000000	228
22.8432	0	0	1	0	0	31900000	192
72.652	1	0	0	511553000	14.6158	35000000	283
42.6293	0	0	1	174727200	3.7176	47000000	199
0	0	1	0	0	0	2430000	39
1.8357	0	1	0	18566100	0.1263	147000000	398
0.0303	0	1	0	0	0	115000000	235
33.4042	0	0	1	10262692	2.0282	5060000	29
0	0	0	1	0	0	1500000	12
0	0	1	0	0	0	885000	12
0	1	0	0	0	0	1110000	14
1.1872	0	0	1	1811625	0.4831	3750000	37
0	1	0	0	0	0	278000	14
0	0	1	0	0	0	1980000	20
74.25540000000001	0	1	0	0	0	3800000	18
0	0	0	1	0	0	573000	13
0	0	1	0	0	0	2200000	23
12.1772	0	1	0	0	0	821000.0000000001	22
0	0	0	1	0	0	1940000	23
0	0	1	0	0	0	861000	14
0	0	1	0	0	0	599000	12
23.5725	0	1	0	0	0	4190000.000000001	39
0.1915	0	1	0	0	0	2730000	48
79.9639	0	0	1	33829819.99999999	2.4338	13900000	88
51.4919	0	1	0	19062240	0.4208	45300000	258
0	0	1	0	0	0	1960000	18
21.919	0	1	0	0	0	2410000	25
4.8647	1	0	0	15373880	0.7804	19700000	117
20.0095	1	0	0	0	0	14400000	63
52.93409999999999	1	0	0	0	0	4080000	19
0	0	1	0	0	0	783000	11
27.9742	1	0	0	97804080	7.4094	13200000	76
0	0	1	0	0	0	2030000	21
34.3094	1	0	0	48108354	4.8742	9870000	50
4.5566	0	1	0	0	0	1580000	18
0	1	0	0	0	0	1420000	23
0	1	0	0	0	0	1510000	27
18.4389	0	1	0	0	0	15100000	167
8.182499999999999	0	1	0	3003280	0.1736	17300000	90
0	0	1	0	0	0	1720000	10
0	1	0	0	0	0	1370000	15
3.1127	0	1	0	0	0	5720000	108
8.782399999999999	0	1	0	0	0	7970000	80
0.8109999999999999	0	0	1	0	0	1970000	13
84.70220000000001	0	1	0	12789700	0.847	15100000	119
88.2246	1	0	0	1199730	0.0609	19700000	95
84.80459999999999	0	1	0	8738408	0.9316	9380000	51
0	0	1	0	0	0	3550000	28
0	0	1	0	0	0	6650000	163
6.3637	0	1	0	898012	0.3956	2270000	15
0	1	0	0	0	0	1250000	21
0	0	0	1	0	0	2330000	29
60.6686	0	1	0	1399500	0.45	3110000	30
0	0	1	0	0	0	2170000	48
0	0	1	0	0	0	3720000	30
1.5988	0	1	0	0	0	2450000	19
25.1542	0	1	0	0	0	2140000	15
19.3085	0	0	1	17748480	0.6933	25600000	80
0.1093	0	1	0	0	0	2740000	24
0.4343	0	0	1	26999976	2.7439	9840000	51
0	0	1	0	0	0	1700000	15
0	0	1	0	0	0	3690000	23
28.5096	0	1	0	101386425	12.8175	7910000	37
0	1	0	0	0	0	1870000	8
5.527200000000001	0	1	0	0	0	3480000	20
0	0	1	0	0	0	2520000	24
32.7096	0	1	0	0	0	3240000	21
0	0	1	0	0	0	3430000	18
0	0	1	0	0	0	1050000	17
0	0	1	0	0	0	635000	12
36.3851	0	1	0	0	0	3910000	18
0	1	0	0	0	0	754000	14
0	1	0	0	261689	0.1567	1670000	20
0	0	1	0	1557147.6	1.8406	846000.0000000001	17
24.4277	1	0	0	11452708	1.2262	9340000	56
12.1008	0	0	1	3604203	0.9171	3930000	9
0.0258	0	1	0	0	0	9110000	27
0	0	1	0	0	0	1150000	12
0.9279000000000001	0	1	0	0	0	5500000	39
0	0	1	0	0	0	2440000	25
51.8736	0	1	0	0	0	18800000	19
9.0238	0	1	0	0	0	10100000	13
4.4688	0	1	0	0	0	2400000	22
30.1625	0	1	0	0	0	3140000	21
0	0	1	0	0	0	957000	14
0	0	1	0	0	0	1240000	9
32.211	0	1	0	3999532.5	5.3685	745000	16
0	1	0	0	0	0	2550000	22
0	0	1	0	0	0	561000	12
0	0	1	0	0	0	819000	16
0	1	0	0	0	0	2180000	15
23.6172	1	0	0	6306575	1.9525	3230000	38
0	1	0	0	0	0	1790000	15
0	0	1	0	2172640	0.296	7340000	43
0	0	1	0	0	0	2650000	35
25.6504	0	1	0	0	0	1220000	23
0	0	1	0	0	0	10300000	58
20.7168	0	1	0	0	0	1160000	22
0	0	1	0	3643178.000000001	4.039000000000001	902000	19
8.979900000000001	0	0	1	0	0	784000	10
0	0	1	0	0	0	692000	11
0	1	0	0	0	0	6040000	23
20.8414	0	0	1	63996947.99999999	7.7291	8279999.999999999	77
0.1777	0	1	0	0	0	1910000	18
0	0	0	1	0	0	1960000	28
0	0	1	0	0	0	1460000	18
77.6925	1	0	0	8878772	2.3932	3710000	30
8.369400000000001	1	0	0	0	0	785000	13
3.5801	0	1	0	0	0	8380000.000000001	27
2.582	1	0	0	0	0	953999.9999999999	12
10.4513	1	0	0	1910034	0.3906	4890000	17
0	0	0	1	0	0	4370000	145
38.7495	1	0	0	0	0	7380000	25
39.6239	0	0	1	39216353	11.6369	3370000	51
11.4963	0	1	0	0	0	3040000	17
5.9682	0	1	0	0	0	4910000	47
41.5285	0	0	1	31792806	4.9754	6390000	18
0	0	1	0	0	0	2400000	18
0	0	1	0	0	0	2730000	17
1.63	0	1	0	0	0	3250000	23
0	1	0	0	0	0	519000.0000000001	14
12.2922	1	0	0	0	0	992000	15
0	0	0	1	0	0	2050000	17
1.0451	0	1	0	1399480	2.36	593000	12
2.7427	1	0	0	0	0	852000	9
20.3083	1	0	0	6421140	1.9458	3300000	23
19.9929	0	1	0	0	0	2960000	24
9.5268	1	0	0	0	0	3800000	23
0	0	1	0	0	0	12900000	97
0	0	1	0	0	0	2000000	20
0	0	1	0	0	0	1820000	29
0	0	1	0	0	0	317000	18
0	0	1	0	0	0	451000	7
0	0	1	0	0	0	463999.9999999999	11
0	0	1	0	1686421	0.8069	2090000	40
9.950100000000001	0	1	0	0	0	1920000	18
8.3729	0	0	1	13940424	4.9086	2840000	35
0	0	1	0	0	0	2250000	31
0	0	1	0	0	0	3640000	26
15.3243	1	0	0	0	0	488000	11
0	0	1	0	0	0	4710000	30
0.7792	0	0	1	159109170	2.0963	75900000	695
0	0	1	0	0	0	8289999.999999999	15
0	0	1	0	0	0	487000	11
0	0	1	0	0	0	928999.9999999999	17
2.8947	0	1	0	0	0	36500000	141
16.2516	0	1	0	0	0	923000	18
66.73	0	1	0	0	0	2320000	28
34.8086	0	1	0	0	0	17100000	39
0	1	0	0	9020820	1.558	5790000	23
2.0807	1	0	0	181272	0.3237	560000	13
40	0	1	0	3005100	0.2385	12600000	52
0	0	0	1	0	0	4740000	42
22.6791	0	0	1	0	0	1680000	13
8.122199999999999	0	1	0	0	0	2530000	25
4.5826	0	0	1	9681828	6.2063	1560000	13
0	0	1	0	0	0	1050000	11
0	0	1	0	0	0	2510000	17
6.650499999999999	0	1	0	0	0	2930000	24
0	0	0	1	0	0	1460000	14
0	0	1	0	0	0	5270000	33
83.6634	0	1	0	0	0	1430000	23
0	0	1	0	0	0	918000	22
0.7335	0	1	0	0	0	1090000	24
0	0	1	0	0	0	2250000	13
3.1887	0	1	0	0	0	2790000	25
1.7027	0	1	0	0	0	1300000	17
4.8975	0	0	1	159997940	3.6446	43900000	104
0	0	1	0	0	0	2230000	24
0	0	1	0	0	0	1420000	14
0	0	1	0	0	0	1020000	16
0	0	1	0	0	0	6370000	43
0	0	0	1	0	0	564000	17
7.202500000000001	0	1	0	0	0	1340000	17
0	0	1	0	0	0	1670000	11
0	0	0	1	0	0	680000	20
0	0	1	0	0	0	348000	14
0	0	0	1	0	0	2970000	25
3.513199999999999	0	0	1	34939079.99999999	3.2351	10800000	50
0	0	1	0	0	0	1630000	15
0	0	1	0	0	0	2810000	17
0	0	1	0	0	0	617000	13
0	0	0	1	0	0	984000	15
3.9169	0	1	0	229729500	6.435000000000001	35700000	401
0	1	0	0	100049670	6.8061	14700000	147
0	0	1	0	0	0	310000	11
81.0701	0	0	1	0	0	1280000	14
0	0	1	0	0	0	24200000	63
0	0	1	0	0	0	745000	12
5.7583	0	1	0	49979440	0.5758	86800000	640
51.2919	0	1	0	0	0	23400000	135
0	0	1	0	0	0	55500000	473
0	0	1	0	0	0	4280000	21
90	0	1	0	0	0	5070000	17
0	0	0	1	0	0	901000	28
0.8027	0	0	1	26793656	6.2602	4280000	32
0	0	1	0	96389	0.0853	1130000	25
0	1	0	0	0	0	598000	12
5.9023	0	1	0	0	0	1050000	25
0	0	1	0	0	0	509000	13
14.3408	0	1	0	19160750	1.0949	17500000	158
2.0145	0	1	0	4002000	0.0696	57500000	233
45.96	0	1	0	0	0	24600000	190
2.2318	0	0	1	394352	0.0503	7840000	47
0	0	1	0	0	0	1120000	45
36.3229	0	1	0	0	0	13700000	170
52	0	1	0	0	0	10200000	62
0	0	0	1	0	0	557000	17
23.4968	0	1	0	31917180	1.7931	17800000	150
28.5225	0	1	0	0	0	9840000	115
39.3478	0	1	0	2802880	0.09219999999999999	30400000	226
0	0	1	0	0	0	1530000	22
60.8097	0	1	0	0	0	14500000	75
20.3151	0	1	0	0	0	24700000	128
0	0	1	0	0	0	3200000	12
0	0	1	0	0	0	454000	11
0.0209	0	0	1	0	0	50700000	58
0.1228	0	1	0	120064	0.134	896000.0000000001	15
1.7038	0	0	1	11493045	2.3697	4850000	57
0	0	0	1	0	0	6250000	10
0	0	0	1	0	0	5110000	100
0	0	1	0	0	0	844999.9999999999	93
0	0	0	1	0	0	1220000	24
0	0	1	0	0	0	429000	19
0	0	1	0	0	0	1580000	18
0	0	1	0	0	0	19700000	146
0	0	1	0	0	0	692000	22
1.0112	0	1	0	0	0	669000	10
0	0	1	0	0	0	1310000	20
0	0	0	1	73996.09999999999	0.1093	677000	13
0	0	1	0	0	0	513999.9999999999	13
96.4967	0	1	0	0	0	3420000	25
1.1522	0	0	1	54925200	2.774	19800000	221
98.99460000000001	0	0	1	0	0	10900000	43
0.6106	0	0	1	0	0	5750000	47
0	0	1	0	0	0	686000	12
0	0	1	0	4446715	5.8975	754000	22
39.4832	0	1	0	0	0	1800000	27
0	0	0	1	0	0	1600000	38
0	0	1	0	0	0	10400000	77
0	0	1	0	0	0	25400000	210
3.3782	0	0	1	6012840	0.3378	17800000	175
0	0	1	0	0	0	1150000	15
25.0649	0	1	0	10942800	0.9119	12000000	149
2.9412	0	1	0	0	0	6800000	68
0	0	1	0	0	0	1030000	61
0	0	1	0	0	0	148000	17
44.4173	1	0	0	5625760000	5.023	1120000000	5488
40.0001	0	0	1	0	0	1380000	21
1	1	0	0	16815300	1.4622	11500000	83
0	0	0	1	0	0	558000	16
0	0	1	0	0	0	1760000	24
6.6123	0	1	0	0	0	2010000	53
0	0	1	0	0	0	793000	14
0.8332000000000001	1	0	0	0	0	660000	12
0	0	1	0	0	0	3180000	58
0	0	1	0	0	0	1530000	21
3.67	0	0	1	0	0	11700000	55
0	0	1	0	0	0	9960000	79
86.417	0	1	0	0	0	23100000	123
49.5019	0	0	1	3492550.000000001	0.3037	11500000	97
85.1635	0	0	1	18800600	0.2066	91000000	490
62.0407	0	0	1	0	0	6610000	63
72.9997	0	0	1	65323700.00000001	1.1986	54500000	352
0	0	1	0	0	0	1330000	18
0	0	1	0	0	0	588000	12
0	0	0	1	0	0	2620000	50
3.2791	0	0	1	0	0	2310000	20
0	0	0	1	0	0	896000.0000000001	15
0	0	1	0	0	0	6650000	191
5.942200000000001	0	0	1	0	0	1010000	20
2	0	0	1	0	0	6520000	36
20	1	0	0	4738000	0.046	103000000	163
3.3168	0	0	1	10017340	0.6634	15100000	185
0	0	1	0	14197428	1.9134	7420000	58
0	0	1	0	0	0	1380000	25
0	0	1	0	0	0	7860000	27
0	0	1	0	0	0	1100000	28
0	0	1	0	0	0	2380000	22
0	0	1	0	0	0	203000	10
0	0	1	0	0	0	928999.9999999999	34
0	1	0	0	0	0	1520000	17
23.7993	0	0	1	0	0	31500000	212
43.4637	0	1	0	0	0	3680000	42
0	0	0	1	0	0	1690000	28
35	0	1	0	0	0	1520000	26
0	1	0	0	0	0	488999.9999999999	14
0	0	1	0	0	0	2660000	30
46.091	0	0	1	1220508	0.3767	3240000	24
0	0	0	1	0	0	1500000	24
0	0	1	0	0	0	2530000	24
0	0	1	0	0	0	408000	12
83.55110000000001	0	0	1	0	0	5730000	47
0	0	1	0	0	0	9100000	17
0	0	1	0	0	0	3350000	46
0.3404	0	0	1	0	0	1760000	20
0	0	1	0	32955780.00000001	1.1022	29900000	163
0	0	1	0	0	0	3860000	45
0	0	1	0	0	0	1590000	16
11.9109	1	0	0	0	0	8199999.999999999	71
0	0	1	0	0	0	952999.9999999999	12
0	1	0	0	0	0	3670000	50
0.5208	0	1	0	7071680	0.4592	15400000	100
26.9997	1	0	0	0	0	249000	11
0.0078	0	0	1	3081400.000000001	0.142	21700000	149
0	0	0	1	0	0	1120000	15
0	0	1	0	0	0	2010000	18
0	1	0	0	0	0	487000	14
1.6607	0	1	0	0	0	3940000	22
0	0	1	0	0	0	975000	17
0	1	0	0	0	0	1130000	16
0	0	1	0	0	0	1620000	15
20	0	0	1	1500000	1.5	1000000	14
0	0	0	1	0	0	10600000	88
0	0	1	0	0	0	77900000	170
0	0	1	0	0	0	1320000	14
0	0	1	0	0	0	1080000	19
2.133	1	0	0	0	0	93800000.00000002	220
0	0	1	0	0	0	2300000	17
83.1035	1	0	0	108627080	3.2719	33200000	191
0	0	1	0	0	0	41000000	296
8.0342	0	1	0	0	0	46400000	224
100	1	0	0	0	0	22200000	301
2.6051	1	0	0	15365130	1.5213	10100000	70
0	0	1	0	0	0	12700000	156
0.8172	0	0	1	0	0	1540000	23
0	0	1	0	0	0	356000	9
0	0	1	0	0	0	1190000	27
0	1	0	0	0	0	991000	30
0	0	1	0	0	0	5560000	31
0	0	1	0	0	0	200000	11
0	0	1	0	0	0	974000	14
0	0	1	0	0	0	1030000	26
0	0	1	0	379934.7	0.4029	943000	15
0	0	1	0	0	0	638000	15
0	0	1	0	0	0	1330000	20
