"EXPONSAL"	"HIGHTECH"	"LOWTECH"	"MEDTECH"	"RD"	"RDINTENS"	"SALES"	"WORKERS"
3.5211	0	1	0	66599400	0.4242	157000000	1348
26.0723	0	0	1	107631720	2.2284	48300000	256
47.9297	0	0	1	0	0	119000000	687
36.9695	0	0	1	32769200	1.037	31600000	444
0	0	0	1	0	0	409000	10
0	0	0	1	0	0	1150000	15
0	0	0	1	0	0	428000	7
0.6993	0	0	1	0	0	1270000	25
2.1851	0	0	1	18210810	0.2841	64100000	333
2.3619	0	1	0	0	0	642000	10
6.2807	0	0	1	0	0	544000	13
0.2814	0	1	0	0	0	4340000	14
14.1229	0	1	0	0	0	33000000	359
42.8255	0	1	0	273105000	0.5202	525000000	642
0	1	0	0	0	0	619000	6
0	0	1	0	0	0	982000	14
0	0	0	1	0	0	1300000	8
0	0	1	0	0	0	38600000	220
0	0	1	0	159084200	0.4763	334000000	1173
51.0281	1	0	0	186765600	1.1117	168000000	358
8.5761	1	0	0	5412779300	9.380900000000001	577000000	888
55.31270000000001	1	0	0	272572900	1.2223	223000000	600
5.3695	1	0	0	79262500	0.6341	125000000	633
14.6672	1	0	0	84621000	0.1263	670000000	1784
47.8053	1	0	0	187100000	0.7484000000000001	250000000	681
10.2269	0	1	0	0	0	53000000	122
40.8935	0	1	0	23294150	0.5165000000000001	45100000	237
44.6229	0	1	0	4945970	0.4897	10100000	69
16.6931	1	0	0	977499200	6.6952	146000000	577
58.6681	0	1	0	121193280	1.6224	74700000	578
39.5591	0	1	0	0	0	60500000	166
53.9733	0	1	0	14796200	0.0886	167000000	1044
36.0834	1	0	0	99446500.00000002	0.1931	515000000.0000001	2614
0	0	1	0	0	0	78300000	530
59.10100000000001	0	0	1	142027200	1.1272	126000000	442
4.1902	0	0	1	1192968000	4.2606	280000000	957
15.5883	0	0	1	125544780	3.6709	34200000	120
0	1	0	0	1998750	0.1599	12500000	228
31.0555	1	0	0	13286000	0.26	51100000	152
13.8171	0	1	0	0	0	134000000	422
16.0047	1	0	0	134348800	0.4096	328000000	766
9.318899999999999	0	1	0	3502050	0.05550000000000001	63099999.99999999	346
54.621	1	0	0	0	0	39000000	336
90.7821	1	0	0	58073190	1.6267	35700000	154
89.35889999999999	0	0	1	229856820	3.3654	68300000	359
99.2221	0	1	0	42739599.99999999	0.3622	118000000	645
0	0	1	0	0	0	20500000	101
93.4842	1	0	0	9912650	0.2959	33500000	92
3.6708	0	0	1	148180500	0.2235	663000000	1430
34.4461	0	0	1	32828400	0.0829	396000000	584
2.5402	0	0	1	0	0	842000000	743
0.0842	0	0	1	0	0	121000000	431
39.1606	0	1	0	0	0	57000000	269
33.6892	0	1	0	2730700.000000001	0.05810000000000001	47000000	233
36.8787	0	1	0	0	0	7130000	192
34.4729	0	1	0	0	0	29700000	938
6.4742	0	0	1	18078480	0.3587	50400000	207
78.94449999999999	0	0	1	198372000	1.626	122000000	863
24.2934	0	0	1	1471176300	1.8321	802999999.9999999	3395
15.0885	0	0	1	0	0	11400000	91
0	0	1	0	0	0	483000	7
0	0	1	0	0	0	4680000	28
9.619300000000001	0	1	0	0	0	2360000	8
0	0	0	1	0	0	434000	18
51.3139	0	1	0	0	0	1630000	21
12.5197	0	1	0	0	0	6540000	72
0	0	1	0	0	0	7730000	99
0	0	1	0	0	0	1680000	28
16.6311	0	0	1	1996260	0.06859999999999999	29100000	97
0	0	0	1	0	0	2820000	28
0	0	1	0	0	0	4860000	40
0	0	1	0	0	0	1160000	32
9.2628	0	1	0	0	0	1020000	22
49.2135	0	0	1	0	0	22500000	198
0.0606	0	1	0	0	0	3060000	51
0	0	0	1	0	0	1670000	30
55.4388	0	1	0	0	0	5360000	31
0	0	0	1	599412	1.5774	380000	8
53.2946	0	1	0	27711080	1.1357	24400000	110
0	0	0	1	0	0	716000	15
0	0	1	0	100183.7	0.4157	241000	9
75.0919	1	0	0	91936000	5.408	17000000	98
0	0	1	0	0	0	752000	11
0	0	1	0	0	0	484000	11
0	0	1	0	0	0	638000	12
14.7717	0	1	0	4695599.999999999	0.1365	34400000	364
0	0	0	1	0	0	8279999.999999999	31
0	0	1	0	0	0	195000	15
0	1	0	0	246163	0.1237	1990000	20
1.1755	0	1	0	0	0	471000	11
0	0	0	1	0	0	4040000	39
0	0	0	1	0	0	2460000	30
0	0	1	0	4002051	9.761100000000001	409999.9999999999	15
0	0	1	0	0	0	819000	1
0	0	1	0	0	0	256000	22
7.2809	0	1	0	0	0	78100000	404
0	0	1	0	0	0	1480000	20
0	0	0	1	0	0	1110000	11
0	0	1	0	0	0	1890000	18
0.1686	0	1	0	0	0	1730000	11
0.7854	0	1	0	0	0	917000	11
36.6209	0	1	0	0	0	4930000	40
0	0	1	0	0	0	1850000	23
0	0	1	0	349740	0.9714999999999999	360000	5
0	0	0	1	0	0	1950000	26
10.8519	0	1	0	6901521.000000001	0.8129000000000001	8490000	65
0	0	1	0	0	0	1710000	16
22.5046	0	0	1	0	0	31100000	71
0.1957	0	0	1	29687151	13.4331	2210000	28
21.2441	0	1	0	0	0	3750000	31
0	0	0	1	0	0	3930000	10
0	0	1	0	0	0	1570000	38
12.184	1	0	0	133836400	0.9043000000000001	148000000	387
49.875	0	1	0	0	0	20300000	189
0	0	1	0	0	0	339000	21
0	0	1	0	0	0	7220000	21
69.16630000000001	0	1	0	0	0	704000	12
6.0238	0	1	0	0	0	2070000	27
0	0	0	1	0	0	640000	13
0	0	1	0	0	0	852000	27
35.8274	0	1	0	0	0	692000	8
0	0	1	0	0	0	943000	13
18.5854	0	1	0	0	0	36300000	251
48.0369	1	0	0	138912400	0.5764	241000000	861
5.7939	0	0	1	44796500	2.5598	17500000	123
0	0	1	0	921778.0000000001	0.3223	2860000	49
8.181099999999999	0	0	1	260643	0.0307	8490000	61
0	0	0	1	0	0	377000	11
55.0049	0	0	1	0	0	36800000	178
0	0	1	0	0	0	7930000	81
0	0	1	0	0	0	1620000	23
0.2107	0	1	0	0	0	3560000	33
6.9939	0	0	1	0	0	42000000	132
26.7066	0	1	0	0	0	4140000	61
0	0	1	0	0	0	3650000	50
0	0	0	1	0	0	525000	6
50.8858	0	0	1	88170886	19.4209	4540000	54
1.2227	0	0	1	13718040	0.4666	29400000	200
0	0	0	1	0	0	4110000.000000001	28
0	0	1	0	0	0	1900000	34
4.4543	0	0	1	36009624	4.3701	8240000	18
0	0	1	0	0	0	3800000	33
6.0272	0	0	1	350543999.9999999	0.1744	2010000000	3963
7.828300000000001	0	0	1	0	0	398000000	803
72.1403	0	0	1	21298000	0.1852	115000000	271
30.665	0	0	1	7485000.000000001	0.7485000000000001	10000000	78
0	0	0	1	0	0	13700000	47
9.0633	0	0	1	0	0	900000000	294
56.7492	0	1	0	0	0	681000	13
18.7283	0	1	0	0	0	1160000	20
0	0	1	0	0	0	1270000	13
6.0723	0	0	1	0	0	12100000	53
0	0	1	0	0	0	2410000	32
2.2518	1	0	0	0	0	1920000	18
8.9307	0	1	0	0	0	801000	11
0	0	1	0	0	0	523000.0000000001	29
16.959	0	0	1	0	0	2960000	27
0	0	1	0	0	0	383000	5
0	0	1	0	0	0	1780000	16
48.0054	0	0	1	72117600	0.796	90600000	380
0	0	1	0	0	0	1120000	12
5.7406	0	1	0	0	0	3640000	32
0	0	1	0	0	0	6350000	76
0	0	1	0	0	0	213000	8
65.47960000000001	0	0	1	54134639.99999999	0.9807	55199999.99999999	183
20.3734	0	0	1	0	0	1470000	12
0	0	1	0	0	0	2680000	18
82.53540000000001	0	0	1	63831900.00000001	3.6685	17400000	92
0	0	1	0	0	0	3370000	52
9.7821	0	0	1	0	0	3970000	39
10.5796	0	1	0	0	0	13100000	132
0	0	1	0	0	0	395000	10
28.3253	0	1	0	0	0	7060000	52
53.8323	0	0	1	0	0	5890000	32
0	0	1	0	0	0	630000	12
42.9464	0	0	1	0	0	913000.0000000001	11
37.2139	0	0	1	0	0	5240000	22
0	0	1	0	0	0	4050000	42
0	1	0	0	0	0	2470000	15
0.0246	0	1	0	0	0	21600000	52
0	0	1	0	0	0	11200000	128
0	0	1	0	0	0	1640000	17
0	0	0	1	0	0	1160000	17
0.4041	0	1	0	0	0	3340000	39
0	0	1	0	0	0	1230000	16
0	0	1	0	0	0	1780000	28
3.0908	0	1	0	0	0	1260000	21
19.6332	0	1	0	0	0	1740000	36
0	0	1	0	0	0	1160000	16
23.8473	0	0	1	0	0	32100000	109
0	1	0	0	0	0	4030000.000000001	40
52.866	1	0	0	122462400	0.6584	186000000	884
19.5389	0	0	1	0	0	22100000	64
16.4864	0	0	1	0	0	1970000	33
0.9261999999999999	0	1	0	0	0	1870000	40
0	0	1	0	0	0	1400000	21
89.12010000000001	0	0	1	0	0	29700000	156
40.3871	0	0	1	0	0	13400000	197
15.1834	0	0	1	0	0	356000	5
0	0	1	0	0	0	490000.0000000001	5
31.797	0	1	0	861840	0.0798	10800000	29
0.3138	0	0	1	1102178	0.9261999999999999	1190000	23
0	0	1	0	0	0	749000	13
0	0	1	0	0	0	1200000	14
0	0	0	1	2496550	1.019	2450000	16
0	0	0	1	0	0	803999.9999999999	8
57.2712	0	0	1	88055400	1.7065	51600000	481
0.0403	0	0	1	0	0	6240000	51
7.981100000000001	0	1	0	0	0	2370000	41
7.0085	1	0	0	41924080.00000001	2.9524	14200000	181
94.7287	0	0	1	0	0	42200000	423
0	0	1	0	0	0	2010000	20
11.4668	0	0	1	0	0	1800000	19
11.2263	0	1	0	0	0	1010000	18
2.6611	0	0	1	0	0	23500000	57
0	0	0	1	0	0	984000	13
19.7335	0	1	0	0	0	16000000	69
0.2232	0	0	1	0	0	2630000	24
79.7933	1	0	0	24224428	6.7666	3580000	39
4.166799999999999	0	1	0	0	0	1160000	16
0	0	0	1	0	0	1020000	20
81.0432	0	0	1	14908880	0.2359	63200000	300
0	0	1	0	0	0	3290000	55
0.3835	0	1	0	0	0	3130000	44
0	0	1	0	650513.9999999999	0.1086	5990000	32
0.9807	0	1	0	601680	0.0327	18400000	236
66.5425	0	1	0	0	0	3710000	22
6.4967	0	0	1	0	0	12300000	79
10.3004	0	1	0	0	0	2040000	19
63.74999999999999	0	0	1	29615625000	4.738499999999999	6250000000	7529
31.3866	1	0	0	91889379.99999999	4.1206	22300000	146
65.16159999999999	0	1	0	0	0	19200000	82
77.9384	0	0	1	0	0	19500000	138
56.0639	0	1	0	3127000	0.1475	21200000	56
35.4052	0	0	1	0	0	11600000	176
0	0	1	0	0	0	1110000	14
44.3492	0	1	0	0	0	65300000	353
32.4976	0	1	0	34587320	2.7893	12400000	85
11.8758	0	1	0	11876760	0.9426	12600000	96
30.1831	0	1	0	36678750	2.9343	12500000	90
21.8139	0	0	1	0	0	55000000	155
30.5937	0	1	0	1260050	0.1738	7250000	50
3.5546	1	0	0	18531800	1.1956	15500000	160
18.6016	0	1	0	22370780	0.8506	26300000	170
4.3334	1	0	0	0	0	242000000	369
87.4499	0	1	0	47840100	0.4389	109000000	354
0	0	1	0	0	0	39300000	119
0.0222	0	1	0	0	0	22100000	180
6.601	1	0	0	194783670	2.5731	75700000	535
45.4382	0	0	1	18084060	0.3294	54900000	389
27.477	0	1	0	0	0	164000000	881
71.1822	0	0	1	55509999.99999999	3.172	17500000	137
3.6939	0	0	1	0	0	2460000	30
52.013	1	0	0	153438890	2.0933	73300000	423
79.67	1	0	0	7534080	0.6976	10800000	172
16.1251	1	0	0	2268240	0.1454	15600000	116
82.4744	1	0	0	237038400	1.2744	186000000	517
37.7327	0	1	0	0	0	10400000	158
82.5197	1	0	0	64488780	3.1154	20700000	248
51.20820000000001	1	0	0	0	0	3050000	79
20.9566	1	0	0	65470899.99999999	2.4706	26500000	155
25.3613	1	0	0	150515960	3.1621	47600000	172
13.4142	1	0	0	144538680	1.6846	85800000	363
50.4745	1	0	0	296172380	9.0022	32900000	232
13.4181	0	1	0	7653059.999999998	1.8666	4100000	48
5.8178	0	1	0	0	0	8250000	119
0	0	1	0	0	0	821000.0000000001	12
0	0	0	1	0	0	840000	8
0	0	1	0	0	0	153000	7
0	0	1	0	0	0	616000	12
0	0	1	0	0	0	1330000	13
0	0	1	0	0	0	4290000	38
0	0	1	0	0	0	304000	9
1.4686	1	0	0	0	0	1980000	23
0	0	0	1	0	0	1470000	11
0	1	0	0	0	0	908000	35
0	0	1	0	0	0	877999.9999999999	15
0	0	1	0	0	0	2980000	28
0	0	1	0	0	0	948000	15
0	0	0	1	0	0	260000	13
1.9349	0	0	1	0	0	1020000	16
0.0207	1	0	0	0	0	1710000	11
0	1	0	0	0	0	831000	11
3.0739	0	0	1	0	0	520000	11
1.7062	0	1	0	0	0	53000000	39
14.26	0	1	0	0	0	438000	10
18.4421	0	1	0	49716393.00000001	19.3449	2570000	29
0	0	1	0	0	0	1090000	21
0	0	1	0	0	0	2480000	35
0	0	1	0	0	0	4140000	40
0	0	1	0	0	0	774000	19
0	0	0	1	0	0	7840000	66
0	0	0	1	0	0	1230000	26
0	0	0	1	0	0	1020000	31
0	0	1	0	0	0	2920000	36
1.2537	0	0	1	49969458	8.9551	5580000	34
1.6302	1	0	0	15661890	1.2141	12900000	85
0	1	0	0	78619520	24.416	3220000	20
2.0113	0	0	1	52343998	17.5651	2980000	27
2.1621	1	0	0	0	0	4120000	32
0	0	1	0	0	0	2620000	39
1.0546	0	1	0	0	0	2890000	59
84.0406	0	1	0	0	0	2930000	43
0	0	1	0	0	0	601000	39
4.6418	0	1	0	0	0	2870000	44
0	0	0	1	0	0	3590000	39
0	0	1	0	0	0	5020000	59
57.8932	1	0	0	5297509	0.5777	9170000	79
54.9916	1	0	0	0	0	3110000	46
18.9413	0	0	1	0	0	20300000	87
1.3233	0	1	0	0	0	37100000	177
38.68980000000001	0	1	0	0	0	21100000	52
0.336	0	1	0	0	0	8540000	73
4.6855	0	1	0	0	0	9930000	80
69.12390000000001	1	0	0	0	0	30200000	73
0	0	1	0	0	0	7640000	46
94.4003	0	0	1	0	0	11200000	69
0	0	1	0	0	0	766000	8
0	0	1	0	0	0	2540000	33
12.8181	1	0	0	0	0	2080000	32
2.6326	1	0	0	0	0	1820000	24
13.0384	0	1	0	379620.0000000001	0.1332	2850000	28
0.3866	0	1	0	0	0	5170000	39
0	0	1	0	0	0	1430000	20
0.6846	0	0	1	0	0	18000000	179
0	0	0	1	1050500	0.055	19100000	157
0	0	0	1	0	0	1280000	19
0	0	0	1	0	0	831000	13
0	0	0	1	0	0	1940000	45
0	0	0	1	0	0	1710000	52
6.6405	0	1	0	0	0	1280000	5
0	0	1	0	0	0	1380000	13
0	0	1	0	0	0	8950000	19
0	1	0	0	0	0	1730000	19
0	0	1	0	0	0	6160000	98
39.4171	0	1	0	0	0	899000	16
0	0	1	0	0	0	14000000	54
0	0	1	0	0	0	966000	18
3.7141	0	1	0	10851747	1.2633	8590000	98
2.036	0	1	0	0	0	5020000	46
0	0	1	0	0	0	7260000	47
22.3125	0	0	1	18132660	0.3402	53300000	186
0.2676	0	1	0	0	0	13400000	48
52.92679999999999	0	0	1	117610200	0.4014	293000000	476
6.0498	0	0	1	48089100	0.1021	471000000	745
28.6661	1	0	0	4523640	0.08940000000000001	50599999.99999999	244
44.7031	0	0	1	18672120	0.2754	67800000	379
0	0	0	1	0	0	569000	12
0	0	0	1	0	0	636000	39
25.9732	0	1	0	0	0	4240000	38
0	0	1	0	0	0	2070000	14
0	0	1	0	0	0	721000	10
0	0	1	0	0	0	754000	18
10.5854	0	1	0	0	0	1520000	27
0	0	1	0	12106752	2.3646	5120000	49
0	0	1	0	0	0	4400000	39
0	0	1	0	402456	0.0409	9840000	76
0	0	0	1	46718490	8.5565	5460000	103
0	0	0	1	0	0	2300000	28
9.693999999999999	0	0	1	1671482	0.5609000000000001	2980000	29
0	0	1	0	0	0	963000.0000000001	15
0	0	1	0	0	0	1400000	16
0	0	1	0	0	0	3430000	26
31.245	0	1	0	0	0	15800000	99
0	0	1	0	0	0	4340000	35
7.51	0	0	1	0	0	5340000	78
0	0	1	0	0	0	1720000	17
32.8653	1	0	0	12771473	3.1691	4030000.000000001	28
33.3112	0	1	0	0	0	5120000	47
7.2967	0	0	1	0	0	2040000	32
6.9487	0	0	1	31730228	9.823600000000001	3230000	39
14.5846	0	1	0	32533500	0.2645	123000000	1591
1.9109	0	0	1	0	0	21200000	71
0	0	1	0	0	0	952999.9999999999	38
0	0	0	1	0	0	1130000	35
0	0	1	0	0	0	283000	5
17.8424	0	1	0	0	0	5370000	30
0	0	1	0	0	0	449000	15
0	0	1	0	0	0	147000	4
0	0	1	0	0	0	1340000	25
0	0	1	0	0	0	706000	13
1.0774	1	0	0	15033500	0.1405	107000000	327
0	1	0	0	0	0	9000000	49
5.5259	1	0	0	0	0	5040000	49
0	0	0	1	25036404	7.4292	3370000	44
0	0	1	0	0	0	1890000	18
0	0	1	0	0	0	2940000	20
75.49500000000001	0	0	1	13341608	1.3912	9590000	27
0	1	0	0	0	0	940000	18
0	0	1	0	0	0	704000	22
0	0	0	1	0	0	1190000	16
0	0	1	0	0	0	5720000	54
43.6559	0	0	1	0	0	2820000	47
0	1	0	0	0	0	1850000	20
0	0	0	1	0	0	2010000	18
0	0	0	1	0	0	69100000	126
0	0	1	0	0	0	1120000	19
0	0	1	0	0	0	662000	16
0	0	1	0	236160	0.082	2880000	46
0	0	0	1	6003376	0.6151	9760000	90
0	0	0	1	0	0	37300000	100
36.807	0	0	1	11998430	0.7361000000000001	16300000	230
0	0	1	0	0	0	9070000	73
3.7178	0	0	1	0	0	874000	98
0	0	1	0	0	0	894999.9999999999	10
12.1634	0	0	1	0	0	1580000	18
70.041	0	0	1	0	0	73500000	75
0.43	0	1	0	0	0	1400000	38
0	0	0	1	0	0	14900000	129
0	0	0	1	0	0	4550000	105
0	0	0	1	0	0	752000	20
0	0	0	1	600732.0000000001	0.4551000000000001	1320000	49
0	0	0	1	0	0	1830000	54
1.4243	0	1	0	0	0	3110000	12
1.6147	0	1	0	0	0	8810000	136
0	0	0	1	0	0	288000	13
0	0	1	0	0	0	11300000	52
0	0	1	0	0	0	5900000	66
0	0	1	0	0	0	1240000	13
10.5061	0	1	0	0	0	571000	6
1.3081	0	1	0	0	0	2140000	50
0	0	1	0	0	0	1740000	18
42.3157	0	1	0	0	0	19200000	234
0	0	1	0	0	0	2340000	44
0	0	1	0	0	0	305000	11
0	0	1	0	0	0	806000	46
0	0	1	0	6692462.999999999	2.7541	2430000	21
52.8597	0	1	0	0	0	9370000	81
5.321800000000001	0	1	0	0	0	2370000	26
0	0	1	0	0	0	4030000.000000001	30
39.2765	0	1	0	0	0	4580000	51
0	0	1	0	0	0	4850000	44
0	0	1	0	0	0	3160000	50
1.1302	0	0	1	0	0	2850000	15
0	0	0	1	4868566	2.8142	1730000	23
0	0	1	0	0	0	3750000	23
0	0	1	0	0	0	760000	13
0	0	1	0	3507714.000000001	2.8518	1230000	20
0	0	1	0	0	0	2220000	19
64.54980000000001	0	0	1	0	0	2730000	16
1.0094	1	0	0	0	0	5940000	33
44.138	0	1	0	5016840	0.1293	38800000	100
0	0	1	0	0	0	714000	18
6.458600000000001	1	0	0	11645920	0.4072	28600000	102
74.4173	0	0	1	267344000	0.1519	1760000000	2678
2.0325	0	0	1	86676100	0.2401	361000000	1037
30.0545	1	0	0	654268800	2.0256	323000000	705
0.0017	0	0	1	0	0	7190000	53
18.9125	0	0	1	53672499.99999999	0.3067	175000000	281
10.7746	0	1	0	490050	0.1089	4500000	16
39.2435	0	0	1	21739600	0.278	78200000	392
60.0204	0	0	1	670027129.9999999	8.101899999999999	82700000	551
0	0	1	0	0	0	28200000	299
13.4846	1	0	0	348331200.0000001	3.1101	112000000	360
57.2659	0	1	0	0	0	18700000	200
31.5118	0	1	0	0	0	63700000	244
31.2553	0	1	0	23191210	0.2491	93100000	397
25.6922	0	0	1	163242000	0.6046	270000000	2125
0	0	1	0	0	0	18900000	161
38.3126	0	1	0	0	0	134000000	474
46.0461	0	0	1	0	0	283000000	1239
0	0	1	0	0	0	687000000	4774
27.5161	1	0	0	1194817500	4.282500000000001	279000000	813
54.0841	1	0	0	2295400000	0.9979999999999999	2300000000	1549
2.1607	0	1	0	8486402399.999999	8.8956	953999999.9999999	3196
40.4071	0	1	0	56025400	0.4181	134000000	487
56.6016	1	0	0	347955200	1.3592	256000000	1498
6.483800000000001	0	1	0	100009980	2.4157	41400000	256
0	0	1	0	0	0	57699999.99999999	289
0.6662	0	1	0	9992249.999999998	0.4440999999999999	22500000	234
16.8377	0	1	0	3549500	0.1145	31000000	337
8.095700000000001	0	1	0	2703000	0.1275	21200000	310
5.5217	0	1	0	1937470	0.0619	31300000	440
3.5635	0	1	0	17716340	0.3293	53800000	676
1.806	0	1	0	0	0	78100000	427
4.0486	0	1	0	199473750	2.6775	74500000	315
0	0	1	0	0	0	197000000	850
0	0	1	0	1944810	0.0441	44100000	262
0	0	1	0	0	0	16300000	138
1.1363	0	1	0	79731000	0.5906	135000000	694
33.5959	0	1	0	0	0	34200000	240
15.6031	0	1	0	0	0	54300000	370
55.8739	0	1	0	0	0	56200000	271
26.9694	0	1	0	0	0	77500000	600
73.3036	0	1	0	130661400	0.7382	177000000	740
2.217	0	1	0	7278040	0.1529	47600000	525
4.202	0	1	0	0	0	50599999.99999999	394
87.5656	0	1	0	9299500	0.5314	17500000	283
87.2505	0	1	0	0	0	20700000	221
8.6942	0	1	0	111196800	0.7722	144000000	641
23.5602	0	1	0	1015764600	3.4906	291000000	586
91.0348	0	1	0	275351890	4.2823	64300000	436
73.7675	0	1	0	42904680	0.7858000000000001	54600000	391
55.8877	0	1	0	76505679.99999999	2.3468	32600000	227
19.9965	0	0	1	309113910	3.9783	77700000	431
67.78790000000001	0	1	0	3930480	0.1272	30900000	275
39.3784	0	1	0	84622580	1.5358	55100000	271
50.4166	0	1	0	36024680	2.4341	14800000	213
25.2263	0	1	0	0	0	79300000	507
74.17570000000001	0	0	1	14985380	0.6217999999999999	24100000	223
78.5299	0	1	0	0	0	36100000	266
27.0178	0	0	1	4175440	0.0779	53600000	371
40.0613	0	1	0	0	0	65199999.99999999	266
44.2921	0	0	1	0	0	108000000	150
3.2886	0	0	1	0	0	113000000	615
6.958399999999999	0	0	1	47709080	0.5119	93200000	436
10.9103	0	0	1	24887200	0.2393	104000000	456
18.1549	0	0	1	0	0	48700000	156
5.6896	0	0	1	11124960	0.1204	92400000	344
4.394200000000001	0	0	1	29534400	0.2051	144000000	1114
1.8555	0	0	1	0	0	88000000	228
13.9557	0	0	1	244598400	2.2648	108000000	407
2.9231	0	0	1	115391000	0.7958	145000000	887
1.1195	0	0	1	0	0	48200000	194
27.4708	0	1	0	99978000	0.5262	190000000	527
34.7132	0	1	0	10025100	0.07110000000000001	141000000	288
26.4877	0	1	0	0	0	99400000	514
23.3469	0	1	0	11183400	0.0513	218000000	738
5.2884	0	1	0	0	0	254000000	569
7.972300000000001	0	0	1	34275960	0.5364	63900000	136
26.1033	1	0	0	1416075500	8.795500000000001	161000000	809
73.6323	1	0	0	317885820	5.2198	60900000	255
16.5293	1	0	0	0	0	110000000	350
29.6114	1	0	0	11853250	0.2789	42500000	248
64.5181	0	0	1	2160492000.000001	1.0191	2120000000	9548
35.7895	0	1	0	164640	0.0021	78400000	217
34.8144	0	0	1	4158720	0.1152	36100000	202
62.236	0	1	0	24875190	1.2627	19700000	191
32.153	0	0	1	24140200	0.2807	86000000	714
76.0844	0	1	0	0	0	5750000	150
30.7862	0	1	0	0	0	26000000	295
30.2552	0	1	0	13898880	0.2286	60800000	492
26.2213	0	1	0	72636300	0.09569999999999999	759000000	3006
0	0	1	0	0	0	12000000	163
99.7028	0	1	0	0	0	21900000	229
0	1	0	0	0	0	7530000	263
30.2063	1	0	0	19060000	0.1906	100000000	658
11.0846	1	0	0	880509400	6.3346	139000000	475
59.6499	1	0	0	176652600	1.4362	123000000	886
70.1816	1	0	0	0	0	31800000	179
45.9897	0	0	1	120611700	3.8907	31000000	365
79.7568	0	0	1	245548800.0000001	1.0962	224000000	1568
75.2246	0	0	1	0	0	46300000	257
99.0213	0	0	1	72109600	0.3919	184000000	1121
31.0383	0	1	0	0	0	68200000	397
7.7803	0	1	0	485280	0.0072	67400000	505
21.5555	0	0	1	0	0	2910000	47
62.1278	0	0	1	0	0	3130000	33
64.8214	0	1	0	178691420	7.9067	22600000	164
22.4311	0	1	0	1000467.2	1.1216	892000	15
2.2962	0	1	0	0	0	2400000	14
0	0	1	0	0	0	407000	18
27.9871	0	1	0	0	0	2140000	25
4.6394	0	1	0	0	0	1040000	20
0	0	0	1	0	0	5020000	28
0	0	1	0	0	0	420000	9
0	0	0	1	0	0	688000	20
0	0	0	1	0	0	1060000	17
0	0	0	1	0	0	451000	12
0	0	0	1	0	0	495000	20
0	0	1	0	0	0	194000	9
66.6936	1	0	0	0	0	1790000	13
75.8586	0	1	0	1498770	0.0427	35100000	47
5.9612	0	1	0	0	0	1400000	7
27.7188	0	1	0	13251060	0.2862	46300000	234
0	0	1	0	0	0	4840000	34
0	0	1	0	0	0	17700000	114
10.4696	0	1	0	0	0	3750000	36
8.346399999999999	1	0	0	0	0	12300000	41
21.2484	0	1	0	0	0	95900000	82
1.7442	0	0	1	0	0	39900000	125
84.2659	0	1	0	0	0	1400000	15
0.3574	0	0	1	0	0	14000000	30
15.6342	0	1	0	16556540	0.9097	18200000	174
0	1	0	0	17965800	0.5545	32400000	85
5.1244	1	0	0	677700.0000000001	0.009000000000000001	75300000	171
31.1778	0	1	0	0	0	12900000	158
9.321999999999999	1	0	0	6002464	0.9776	6140000	36
1.0346	0	1	0	0	0	7930000	75
54.6745	1	0	0	0	0	19900000	164
40.9886	0	1	0	0	0	3490000	44
2.0133	1	0	0	8996580	0.906	9930000	97
22.7719	0	1	0	7916280	1.609	4920000	45
0	0	1	0	0	0	1520000	81
5.0571	0	1	0	0	0	9490000	72
22.6083	0	0	1	42096629.99999999	0.5348999999999999	78700000	258
0	0	1	0	20982500	1.6786	12500000	181
0	0	1	0	5894896	1.5038	3920000	52
41.562	0	1	0	0	0	28200000	146
73.6972	0	1	0	12981500	0.7418	17500000	101
0	0	1	0	0	0	5100000	92
10.2866	0	1	0	0	0	1020000	15
0	0	0	1	0	0	7270000	74
0	0	1	0	0	0	9880000	121
0	0	0	1	0	0	454000	12
12.634	0	0	1	0	0	36600000	101
92.584	0	1	0	0	0	54700000	164
0	0	0	1	0	0	9860000	47
24.5238	0	0	1	39891559.99999999	3.2698	12200000	43
0.09420000000000001	0	1	0	0	0	3060000	52
0.7996	0	0	1	0	0	48000000	340
0.0378	0	1	0	0	0	8650000	33
9.771199999999999	0	1	0	0	0	1940000	12
69.37990000000001	1	0	0	95864559.99999999	2.9227	32800000	209
92.3886	1	0	0	33322520	0.9547999999999999	34900000	94
56.2249	0	0	1	0	0	1220000	12
8.9846	0	0	1	4744380	0.2217	21400000	96
16.6905	1	0	0	41651280	3.8566	10800000	58
44.1809	0	0	1	1502880	0.0808	18600000	85
0	0	0	1	0	0	556000	11
0	0	1	0	0	0	1020000	130
11.2152	0	0	1	0	0	21200000	215
1.1975	0	1	0	3998995	1.7017	2350000	33
31.8311	0	1	0	0	0	8270000	129
7.5817	1	0	0	78906100	0.4901	161000000	245
0	0	1	0	0	0	11700000	42
9.0527	0	1	0	5186999.999999999	0.5186999999999999	10000000	72
0	0	1	0	0	0	19100000	92
0	0	1	0	0	0	4560000	22
2.6	0	1	0	0	0	7970000	50
0	0	0	1	0	0	3020000	41
3.9727	0	0	1	11705600	0.7552	15500000	170
15.2052	0	0	1	41524999.99999999	0.275	151000000	342
0	0	1	0	2392020.000000001	0.1746	13700000	200
0	0	1	0	0	0	534000	16
0.3947	0	1	0	0	0	7250000	44
28.7853	0	1	0	0	0	4060000	17
