OBS	ABSBRAKE	AIRCOND	ALFAR	ANY04	ANY05	ASSISTED	AUDI	AUSTIN	AUTOM	BMW	CHRYSLER	CID	CITROEN	CLIMCON	DAEWOO	DIESEL	ELECWIN	FIAT	FORD	FUELCONS	FUELEFF	HEIGHT	HONDA	HP	HPWEIGHT	HYUNDAI	KIA	LANCIA	LENGTH	MAXSPEED	MAZDA	MERCEDES	MINIVAN	MITSUBIS	NDOORS	NISSAN	OBSID	OPEL	PEUGEOT	PRICE	RENAULT	ROVER	SAAB	SEAT	SKODA	TALBOT	TOYOTA	VOLKS	VOLUME	VOLVO	WEIGHT	WIDTH
VOLKSWAGEN	0	0	0	1	0	1	0	0	0	0	0	1391	0	0	0	0	1	0	0	6.4	8.533333333	146	0	75	7.317073171	0	0	0	390	172	0	0	0	0	0	0	-0.99997765	0	0	2079825	0	0	0	0	0	0	0	1	9.3951	0	1025	165
VOLKSWAGEN	1	0	0	0	1	1	0	0	0	0	0	1391	0	0	0	0	1	0	0	6.4	8.533333333	146	0	75	7.317073171	0	0	0	390	172	0	0	0	0	0	0	-0.999977639	0	0	2143052	0	0	0	0	0	0	0	1	9.3951	0	1025	165
VOLKSWAGEN	1	1	0	1	0	1	0	0	0	0	0	1595	0	0	0	0	1	0	0	7.9	7.745098039	165	0	102	7.167955025	0	0	0	439	186	0	0	0	0	1	0	-0.999977558	0	0	3487451	0	0	0	0	0	0	0	1	12.965865	0	1423	179
VOLKSWAGEN	1	1	0	0	1	1	0	0	0	0	0	1595	0	0	0	0	1	0	0	7.9	7.745098039	165	0	102	7.167955025	0	0	0	439	186	0	0	0	0	1	0	-0.999977546	0	0	3487451	0	0	0	0	0	0	0	1	12.965865	0	1423	179
VOLVO	1	0	0	1	0	1	0	0	0	0	0	2435	0	1	0	0	1	0	0	8.4	6	145	0	140	10.00714796	0	0	0	447	205	0	0	0	0	1	0	-0.999977153	0	0	4478279	0	0	0	0	0	0	0	0	11.472255	1	1399	177
VOLVO	1	0	0	0	1	1	0	0	0	0	0	1798	0	1	0	0	1	0	0	7.1	5.68	145	0	125	10.41666667	0	0	0	447	205	0	0	0	0	1	0	-0.999977141	0	0	4190431	0	0	0	0	0	0	0	0	11.472255	1	1200	177
VOLVO	1	0	0	1	0	1	0	0	0	0	0	2435	0	1	0	0	1	0	0	9.1	6.5	181	0	140	9.971509972	0	0	0	471	205	0	0	0	0	1	0	-0.999976968	0	0	4957471	0	0	0	0	0	0	0	0	12.702399	1	1404	149
VOLVO	1	0	0	0	1	1	0	0	0	0	0	2435	0	1	0	0	1	0	0	9.1	6.5	181	0	140	9.427609428	0	0	0	471	200	0	0	0	0	1	0	-0.999976956	0	0	5316865	0	0	0	0	0	0	0	0	12.702399	1	1485	149
VOLVO	1	0	0	1	0	1	0	0	0	0	0	2401	0	1	0	0	1	0	0	9.3	3.576923077	143	0	260	18.05555556	0	0	0	458	250	0	0	0	0	1	0	-0.999976852	0	0	6788549	0	0	0	0	0	0	0	0	11.78892	1	1440	180
VOLVO	1	0	0	0	1	1	0	0	0	0	0	2401	0	1	0	0	1	0	0	9.3	3.576923077	143	0	260	18.05555556	0	0	0	458	250	0	0	0	0	1	0	-0.99997684	0	0	6788549	0	0	0	0	0	0	0	0	11.78892	1	1440	180
