AGE	CAREPROV	CARESELF	CHILDU15	CHILDUP3	CHILDUP5	CHRONDIS	CIVILSTAT	CLOTHPRV	EDUC	EMPLOYEE	FEMALE	FLEXSCHED	FOODPROV	FULLTIME	GOODHLTH	HELPOTHF	HHINC	HHSIZE	HOBBIES	HOMEMNT	HOUSWIFE	HOUSWORK	LABFORCE	LEISURE	MEDTIME	NORESDOM	PAIDWORK	PERSINC	PRIVEMPL	PUBEMPL	REGION	RESDMSTC	RETIRED	SATURDAY	SLEEP	SOCLIFE	SPANIARD	SPORT	STUDY	SUNDAY	TOTALWRK	UNEMPLYD	UNPAIDWK	VOLWORK	WEEKDOMH	WEEKWRKH	WORKDAY	WORKNOPR
44	150	100	2	0	0	0	1	0	12	1	1	0	0	1	1	0	1371,9	4	0	10	0	160	1	310	90	0	280	1371,9	1	0	11	0	0	1	690	120	1	0	0	0	440	0	160	0	0	40	0	0
70	0	170	0	0	0	1	1	198,4210526	6,5	0	0	0	61,05263158	0	1	0	760,95	2	0	320,5263158	1	580	0	290	0	0	0	0	0	0	2	0	0	0	570	120	1	0	0	0	580	0	580	0	0	0	1	0
37	0	130	0	0	0	0	2	0	8	1	1	0	0	1	1	0	1248,25	3	0	0	0	0	1	520	210	0	530	769,759	1	0	9	0	0	0	390	180	1	0	0	0	530	0	0	0	0	40	1	0
57	0	180	0	0	0	0	4	90,66666667	12	0	0	0	215,3333333	0	1	120	313,4	2	0	34	1	340	0	590	150	1	0	0	0	0	1	0	0	1	510	140	1	0	0	0	340	0	460	120	6	0	0	0
56	0	90	0	0	0	1	1	90	8	0	0	0	110	0	1	390	1248,25	2	0	130	1	330	0	190	100	0	0	0	0	0	3	0	0	0	530	0	1	0	0	0	720	0	720	390	0	0	1	0
18	0	130	0	0	0	0	2	0	8	0	1	0	50	0	1	0	2730,65	3	0	0	0	50	0	790	0	0	0	0	0	0	1	0	0	0	600	0	1	130	530	0	50	0	50	0	0	0	1	0
39	330	170	2	1	1	0	1	0	0	0	1	0	0	0	1	0	760,95	4	0	0	0	330	1	600	420	0	0	0	0	0	4	0	0	0	510	10	0	0	0	0	330	1	330	0	0	0	1	0
44	0	150	0	0	0	0	2	0	9	1	0	0	100	1	1	0	1248,25	3	0	150	0	250	1	380	120	0	310	769,759	0	1	12	0	0	0	500	110	1	0	0	0	560	0	250	0	0	35	1	0
57	0	110	0	0	0	0	1	0	8	0	0	0	256,6666667	0	1	0	1248,25	2	0	73,33333333	1	330	0	570	300	0	0	0	0	0	7	0	0	1	540	0	1	160	0	0	330	0	330	0	0	0	0	0
45	0	190	0	0	0	0	1	98,51851852	8	0	0	0	28,14814815	0	1	0	2235,26	4	0	253,3333333	0	380	1	590	80	0	0	1723,23	0	0	16	0	0	0	470	260	1	60	0	0	380	0	380	0	0	0	1	0
40	20	140	0	0	0	0	1	50	8	0	0	0	40	0	1	0	4062,7	5	0	60	0	170	1	280	100	0	480	769,759	0	0	12	0	0	0	510	40	1	0	0	0	650	0	170	0	0	0	1	0
64	0	150	0	0	0	0	1	0	6,5	0	1	0	0	0	1	0	760,95	2	0	430	0	430	0	260	50	0	0	0	0	0	1	0	1	0	750	60	1	0	0	0	430	0	430	0	0	0	1	0
76	0	190	0	0	0	1	3	0	2,5	0	0	0	0	0	1	0	313,4	1	0	0	0	0	0	660	210	0	0	0	0	0	1	0	1	1	780	190	1	70	0	0	0	0	0	0	0	0	0	0
50	10	70	0	0	0	0	1	10	17	0	0	0	10	0	1	0	1371,9	2	0	110	0	140	1	690	40	1	10	1371,9	0	0	9	0	0	0	600	0	1	70	0	1	150	0	650	510	6	0	0	510
21	0	120	0	0	0	1	2	0	12	1	0	0	0	1	1	0	1248,25	4	0	200	0	200	1	470	60	0	590	769,759	1	0	1	0	0	0	180	290	1	0	0	0	790	0	200	0	0	40	1	0
26	0	60	1	1	1	0	1	0	12	1	0	0	40	1	1	0	2235,26	5	0	0	0	40	1	60	0	0	840	342,621	1	0	13	0	0	0	500	0	0	0	0	0	880	0	40	0	0	40	1	0
70	0	190	0	0	0	1	1	0	6,5	0	0	0	120	0	0	0	313,4	2	0	50	1	170	0	650	300	0	0	0	0	0	5	0	0	0	620	160	1	0	0	1	170	0	170	0	0	0	0	0
64	0	80	0	0	0	1	1	45,45454545	6,5	0	0	0	136,3636364	0	1	180	313,4	2	0	68,18181818	1	250	0	470	260	0	0	0	0	0	3	0	0	0	540	0	1	130	0	0	430	0	430	180	0	0	1	0
23	0	130	0	0	0	1	2	30	6,5	1	0	0	20	0	1	110	1248,25	3	0	50	0	100	1	690	300	0	0	342,621	1	0	3	0	0	1	650	150	1	0	0	0	100	0	210	110	0	0	0	0
19	0	200	0	0	0	0	2	0	6,5	0	1	0	0	0	1	0	1248,25	4	0	0	0	0	1	320	120	0	640	342,621	0	0	1	0	0	0	480	0	1	0	0	0	640	0	0	0	0	0	1	0
46	130	110	2	0	0	0	2	0	12	1	1	0	40	1	1	0	3928,7	4	70	0	0	170	1	360	120	0	440	2205,47	1	0	15	0	0	0	470	0	1	60	0	0	610	0	170	0	0	35	1	0
36	230	160	2	1	1	0	4	0	17	1	0	0	0	1	1	0	2235,26	4	0	0	0	230	1	390	0	1	380	769,759	1	0	9	0	0	0	440	80	1	150	0	0	610	0	230	0	9	35	1	0
16	0	180	1	0	0	0	2	0	8	0	0	0	14,21052632	0	1	0	1248,25	5	0	255,7894737	0	270	0	500	0	1	0	0	0	0	13	0	0	0	670	110	1	0	210	1	270	0	270	0	10	0	0	0
40	0	140	1	0	0	0	1	0	8	1	0	0	139,2	1	1	0	1248,25	4	0	150,8	0	290	1	190	50	0	510	342,621	1	0	1	0	0	0	450	0	1	0	0	0	800	0	290	0	0	0	1	0
77	0	220	0	0	0	0	1	0	15	0	0	0	280	0	1	0	1539,52	4	0	0	1	280	0	670	150	0	0	0	0	0	7	0	0	0	490	110	1	190	0	0	280	0	280	0	0	0	1	0
68	136	100	0	0	0	0	1	0	8	0	0	0	204	0	1	0	1248,25	2	0	0	1	340	0	350	0	0	0	0	0	0	6	0	0	0	750	0	1	250	0	0	340	0	340	0	0	0	1	0
17	0	430	0	0	0	0	2	0	6,5	1	0	0	60	0	1	0	2730,65	4	60	60	0	120	1	890	220	0	0	342,621	1	0	9	0	0	0	430	30	1	90	60	1	120	0	120	0	0	20	0	0
23	266	160	1	1	1	0	1	70	12	1	0	0	98	0	1	0	1326,29	3	20	56	0	490	1	510	190	0	0	342,621	1	0	10	0	0	0	440	140	0	0	0	0	490	0	490	0	0	0	1	0
67	0	140	0	0	0	0	1	98,18181818	6,5	0	0	0	109,0909091	0	1	0	760,95	2	0	152,7272727	1	360	0	530	160	0	0	0	0	0	13	0	0	0	550	80	1	150	0	0	360	0	360	0	0	0	1	0
31	0	150	0	0	0	0	2	0	6,5	1	1	0	0	1	1	0	2309,28	4	0	0	0	0	1	390	100	0	460	769,759	1	0	5	0	0	0	590	140	1	0	0	0	460	0	0	0	0	40	1	0
42	0	180	1	0	0	0	1	0	8	1	1	0	0	1	1	0	1740,81	4	0	0	0	0	1	310	130	0	650	1338,57	1	0	1	0	0	0	480	0	1	0	0	0	650	0	0	0	0	40	1	0
47	50	230	0	0	0	1	1	150	6,5	0	0	0	170	0	1	0	1248,25	3	60	0	1	370	0	500	210	0	0	0	0	0	3	0	0	0	570	0	1	0	0	1	370	0	370	0	0	0	0	0
57	0	300	0	0	0	1	1	0	6,5	0	1	0	50	0	1	130	1248,25	3	0	240	0	290	0	490	100	0	0	0	0	0	1	0	1	0	530	90	1	0	0	0	420	0	420	130	0	0	1	0
44	0	170	1	0	0	0	1	0	8	0	1	0	30	0	1	0	3601,12	3	0	0	0	30	1	250	80	1	690	2205,47	0	0	15	0	0	0	470	0	1	0	0	0	720	0	30	0	15	0	1	0
65	290	110	0	0	0	0	1	72,5	8	0	0	0	145	0	1	0	1248,25	2	0	72,5	1	580	0	380	180	0	0	0	0	0	2	0	0	1	480	90	1	0	0	0	580	0	580	0	0	0	0	0
45	0	140	0	0	0	1	2	0	8	0	0	0	150	0	0	0	313,4	2	0	0	1	150	0	570	0	0	0	0	0	0	14	0	0	0	720	430	1	0	0	1	150	0	150	0	0	0	0	0
37	535,0724638	110	1	0	1	0	1	30,86956522	8	0	0	0	144,057971	0	1	0	1740,81	3	0	0	1	710	0	330	180	0	0	0	0	0	9	0	0	0	400	40	1	0	0	0	710	0	710	0	0	0	1	0
23	30	120	0	0	0	0	1	0	8	1	1	0	0	1	1	0	1740,81	4	0	0	0	30	1	420	90	0	510	769,759	1	0	9	0	0	0	480	120	1	90	0	0	540	0	30	0	0	40	1	0
63	0	230	0	0	0	0	3	0	6,5	0	0	0	115	0	1	160	313,4	1	0	115	0	230	0	520	100	0	0	0	0	0	1	0	1	0	530	70	1	120	0	0	390	0	390	160	0	0	1	0
18	0	160	2	2	2	0	2	0	8	0	1	0	20	0	1	0	2235,26	7	0	10	0	30	0	980	180	0	0	0	0	0	1	0	0	0	430	90	1	0	550	0	30	0	30	0	0	0	1	0
46	0	370	1	0	0	0	1	0	8	0	0	0	20	0	1	0	2235,26	7	0	20	0	40	1	650	0	0	320	769,759	0	0	12	0	0	0	430	280	1	0	0	1	360	0	40	0	0	0	0	0
50	0	100	0	0	0	0	1	0	8	1	1	0	0	1	1	0	2237,04	3	0	0	0	0	1	350	140	0	640	1124,66	1	0	13	0	0	0	450	110	1	0	0	0	640	0	0	0	0	40	1	0
51	0	160	0	0	0	0	1	30	8	0	1	0	10	0	1	0	3601,12	5	0	0	0	40	1	270	70	0	650	2205,47	0	0	11	0	0	0	480	40	1	0	0	0	690	0	40	0	0	0	1	0
70	0	140	0	0	0	0	3	91,70731707	0	0	0	0	149,0243902	0	0	0	313,4	1	0	229,2682927	0	470	0	430	90	0	0	0	0	0	10	0	1	0	540	110	1	90	0	0	470	0	470	0	0	0	1	0
36	106,8421053	100	1	0	0	0	1	0	9	1	1	0	76,31578947	1	1	0	1539,52	3	30	106,8421053	0	290,0000001	1	169,9999999	30	0	510	769,759	1	0	9	0	0	0	470	10	1	0	0	0	800,0000001	0	290,0000001	0	0	40	1	0
18	0	170	1	0	0	0	2	0	12	1	1	0	0	0	1	0	2408,47	5	0	0	0	0	0	770	20	0	400	342,621	1	0	9	0	0	1	270	580	1	0	0	0	400	0	0	0	0	0	0	0
28	0	120	0	0	0	0	2	360	11	1	0	0	0	0	1	0	2450,95	4	0	0	0	360	1	120	0	0	420	556,531	1	0	3	0	0	0	540	0	1	0	0	0	780	0	360	0	0	0	1	0
11	200	100	2	0	0	0	2	0	6,5	0	0	0	0	0	1	0	2235,26	4	460	0	0	200	0	750	190	1	0	0	0	0	1	0	0	1	490	0	1	0	0	0	200	0	200	0	4	0	0	0
26	0	100	0	0	0	0	2	0	9	1	1	1	42,85714286	1	1	0	1740,81	4	0	57,14285714	0	100	1	260	20	0	580	769,759	1	0	12	0	0	0	500	0	1	140	0	0	680	0	100	0	0	40	1	0
14	0	80	2	0	0	0	2	0	6,5	0	1	0	0	0	1	0	3601,12	5	0	0	0	0	0	910	120	1	0	0	0	0	1	0	0	0	530	0	1	230	480	0	0	0	0	0	25	0	1	0
70	0	190	0	0	0	0	1	0	2,5	0	0	0	24,44444444	0	1	0	1740,81	3	0	85,55555556	0	110	0	920	260	0	0	0	0	0	1	0	1	0	410	410	1	60	0	1	110	0	110	0	0	0	0	0
34	0	170	0	0	0	0	2	0	17	1	1	0	154,7368421	1	1	0	1740,81	1	0	55,26315789	0	210	1	380	160	0	450	1723,23	0	1	4	0	0	0	400	50	1	0	0	0	660	0	210	0	0	35	1	0
55	0	130	0	0	0	1	4	0	6,5	0	0	0	90	0	1	210	0	2	0	40	0	130	0	600	310	0	0	0	0	0	16	0	1	0	500	160	1	0	0	0	340	0	340	210	0	0	1	0
41	199,137931	90	1	0	0	0	1	159,3103448	9	0	0	0	212,4137931	0	1	0	1740,81	5	0	199,137931	1	769,9999999	0	190,0000001	60	0	0	0	0	0	1	0	0	0	480	40	1	0	0	0	769,9999999	0	769,9999999	0	0	0	1	0
85	0	100	0	0	0	0	2	0	2,5	0	0	0	89,41176471	0	1	0	760,95	1	0	100,5882353	0	190	0	470	300	0	0	0	0	0	13	0	1	0	780	0	1	70	0	1	190	0	190	0	0	0	0	0
25	0	230	0	0	0	0	2	0	15	1	0	1	110	1	1	0	4955,52	3	0	0	0	110	1	790	0	1	0	1723,23	1	0	9	0	0	0	540	470	1	90	0	1	110	0	110	0	4	40	0	0
31	0	140	0	0	0	0	1	0	8	1	1	1	0	1	1	0	1248,25	3	70	0	0	0	1	810	0	0	0	769,759	0	1	5	0	0	0	630	540	1	60	0	1	0	0	0	0	0	40	0	0
38	0	120	1	0	0	0	2	93,33333333	9	1	0	1	266,6666667	1	1	0	769,76	4	0	280	0	640	1	280	90	0	0	769,759	1	0	9	0	0	1	520	70	1	0	0	0	640	0	640	0	0	0	0	0
16	0	200	0	0	0	0	2	0	8	0	0	0	0	0	1	0	3601,12	3	0	0	0	0	0	670	200	1	0	0	0	0	1	0	0	0	770	120	1	150	0	0	0	0	0	0	4	0	1	0
40	0	110	0	0	0	0	1	23,63636364	15	1	0	0	35,45454545	1	1	0	2235,26	2	20	70,90909091	0	130	1	860	570	0	0	1124,66	0	1	6	0	0	0	450	160	1	0	0	1	130	0	130	0	0	40	0	0
53	0	320	0	0	0	1	1	0	12	0	1	0	0	0	1	0	2235,26	4	0	0	0	0	1	410	0	0	620	1723,23	0	0	9	0	0	0	410	90	1	0	0	1	620	0	0	0	0	0	0	0
93	0	140	0	0	0	0	3	0	6,5	0	0	0	70	0	1	0	1248,25	2	0	30	0	100	0	620	260	1	0	0	0	0	12	0	1	0	720	60	1	160	0	0	100	0	100	0	4	0	1	0
79	0	120	0	0	0	0	3	0	2,5	0	0	0	151,2	0	1	0	313,4	1	0	118,8	0	270	0	520	280	0	0	0	0	0	7	0	1	1	650	30	1	90	0	0	270	0	270	0	0	0	0	0
68	0	130	0	0	0	1	1	0	6,5	0	0	0	90	0	0	0	760,95	2	0	210	1	300	0	490	120	0	0	0	0	0	15	0	0	0	650	180	1	60	0	1	300	0	300	0	0	0	0	0
59	0	270	0	0	0	1	1	0	8	0	1	0	0	0	0	0	313,4	2	0	0	0	0	0	690	350	0	0	0	0	0	7	0	1	0	750	70	1	0	0	1	0	0	0	0	0	0	0	0
69	5	310	0	0	0	0	1	5	2,5	0	1	0	5	0	1	70	1248,25	2	0	5	0	20	0	730	290	0	0	0	0	0	8	0	1	0	620	10	1	120	0	0	90	0	90	70	0	0	1	0
66	0	90	0	0	0	0	1	0	2,5	0	1	0	100	0	1	250	760,95	2	0	20	0	120	0	500	120	0	0	0	0	0	13	0	1	0	570	140	1	150	0	0	370	0	370	250	0	0	1	0
11	12,5	140	3	0	1	0	2	12,5	6,5	0	0	0	12,5	0	1	0	2730,65	5	20	12,5	0	50	0	810	60	1	0	0	0	0	12	0	0	0	580	40	1	0	550	0	50	0	50	0	10	0	1	0
39	0	240	2	0	0	0	1	0	6,5	1	1	0	110	1	1	0	342,62	4	230	130	0	240	1	630	160	0	0	342,621	1	0	7	0	0	0	570	0	1	0	0	1	240	0	240	0	0	40	0	0
62	0	160	0	0	0	1	1	0	6,5	0	1	0	0	0	1	0	760,95	2	0	0	0	0	0	820	360	0	0	0	0	0	5	0	1	0	620	120	1	180	0	0	0	0	0	0	0	0	1	0
41	0	200	2	0	0	0	4	40	8	0	0	0	210	0	1	0	769,76	3	0	20	0	270	1	470	30	0	0	769,759	0	0	8	0	0	0	700	60	1	180	0	1	270	0	270	0	0	0	0	0
35	0	210	2	1	1	0	1	0	8	0	1	0	0	0	1	0	760,95	4	0	0	0	0	1	360	60	0	550	342,621	0	0	11	0	0	0	530	90	1	0	0	1	550	1	0	0	0	0	0	0
29	0	140	1	0	0	0	2	30	8	0	0	0	170	0	1	0	2141,66	6	0	480	0	680	1	180	40	0	0	0	0	0	1	0	0	1	580	0	1	0	0	0	680	1	680	0	0	0	0	0
41	256,7567568	260	1	0	1	0	1	94,59459459	8	0	0	0	135,1351351	0	1	0	313,4	3	0	13,51351351	1	500	0	480	170	0	0	0	0	0	5	0	0	0	460	50	1	0	0	0	500	0	500	0	0	0	1	0
29	384,5098039	70	2	0	1	0	1	0	11	0	0	0	145,4901961	0	1	0	1371,9	4	0	0	0	530	1	340	80	0	0	0	0	0	12	0	0	0	570	190	1	0	0	0	530	1	530	0	0	0	1	0
43	170	150	1	0	0	0	1	0	12	1	1	1	0	1	1	0	5502,96	5	0	0	0	170	1	690	120	0	50	3232,29	1	0	9	0	0	0	530	420	1	0	0	0	220	0	170	0	0	40	1	0
17	0	150	0	0	0	0	2	0	12	0	1	0	10	0	1	0	2730,65	4	70	20	0	30	0	870	90	0	0	0	0	0	13	0	0	0	540	390	1	0	170	0	30	0	30	0	0	0	1	0
14	0	190	1	0	0	1	2	0	6,5	0	0	0	0	0	1	0	769,76	3	0	0	0	0	0	760	230	0	0	0	0	0	9	0	0	1	680	270	1	50	20	0	0	0	0	0	0	0	0	0
73	0	180	0	0	0	0	1	166,6666667	6,5	0	0	0	150	0	1	0	760,95	2	0	83,33333333	1	400	0	430	0	0	0	0	0	0	1	0	0	0	610	0	1	0	250	0	400	0	400	0	0	0	1	0
26	50	180	0	0	0	0	2	0	9	1	1	0	0	1	1	0	769,76	1	0	0	0	50	1	410	0	0	650	769,759	1	0	1	0	0	0	330	40	1	60	130	0	700	0	50	0	0	40	1	0
24	0	50	0	0	0	0	2	0	2,5	1	1	0	0	1	1	0	2826,9	5	0	0	0	0	1	350	30	0	540	1371,9	1	0	1	0	0	0	550	10	1	260	0	0	540	0	0	0	0	60	1	0
75	0	190	0	0	0	0	1	0	0	0	1	0	0	0	1	660	760,95	2	0	0	0	0	0	900	50	0	0	0	0	0	13	0	1	0	540	0	1	0	0	1	0	0	660	660	0	0	0	0
52	0	160	0	0	0	0	1	101,6666667	6,5	0	0	0	440,5555556	0	1	0	1740,81	4	0	67,77777778	1	610,0000001	0	329,9999999	40	0	0	0	0	0	10	0	0	0	500	130	1	0	0	0	610,0000001	0	610,0000001	0	0	0	1	0
14	350	100	2	0	0	0	1	0	6,5	0	1	0	0	0	1	0	2235,26	4	0	340	0	690	0	260	70	0	0	0	0	0	6	0	0	0	490	0	1	90	0	0	690	0	690	0	0	0	1	0
56	0	90	0	0	0	0	1	0	6,5	0	0	0	133,2	0	1	0	3601,12	4	0	236,8	1	370	0	430	220	0	0	0	0	0	16	0	0	0	640	0	1	120	0	0	370	0	370	0	0	0	1	0
23	0	140	0	0	0	0	2	0	15	0	0	0	20	0	1	0	2847,89	4	0	0	0	20	0	880	0	0	0	0	0	0	12	0	0	0	540	170	1	0	570	0	20	0	20	0	0	0	1	0
32	30,9375	150	1	0	0	0	1	72,1875	8	0	0	0	72,1875	0	1	0	1740,81	4	0	154,6875	0	330	1	330	120	0	230	342,621	0	0	12	0	0	0	550	60	1	0	0	0	560	0	330	0	0	0	1	0
65	0	180	0	0	0	0	1	0	8	0	0	0	60	0	1	0	760,95	2	100	120	1	180	0	720	90	0	0	0	0	0	7	0	0	0	540	120	1	230	0	1	180	0	180	0	0	0	0	0
25	0	160	0	0	0	0	2	0	15	1	0	0	0	1	1	0	3211,21	4	0	0	0	0	1	360	110	0	630	1124,66	1	0	8	0	0	0	450	40	1	50	0	0	630	0	0	0	0	37,5	1	0
66	0	100	0	0	0	0	1	0	8	0	1	0	0	0	1	0	1248,25	2	0	0	0	0	0	960	420	0	0	0	0	0	15	0	1	0	480	150	1	290	0	0	0	0	0	0	0	0	1	0
49	0	150	0	0	0	0	1	0	12	1	1	0	0	1	1	0	1371,9	4	180	0	0	0	1	620	170	0	400	1371,9	0	1	1	0	0	0	420	120	1	0	0	0	400	0	0	0	0	35	1	0
64	29,23076923	240	0	0	0	1	2	0	2,5	0	0	0	87,69230769	0	0	0	1248,25	2	0	73,07692308	0	190	0	540	200	0	0	0	0	0	1	0	1	0	710	100	1	0	0	0	190	0	190	0	0	0	1	0
51	0	210	0	0	0	0	1	0	8	1	1	0	0	1	1	0	1714,52	3	0	0	0	0	1	540	120	0	500	1371,9	1	0	1	0	0	0	400	210	1	0	0	1	500	0	0	0	0	40	0	0
33	0	160	0	0	0	0	1	27,5	8	1	0	0	41,25	1	1	0	2141,66	2	0	41,25	0	110	1	250	70	0	620	769,759	1	0	2	0	0	1	460	20	1	0	0	0	730	0	110	0	0	40	0	0
50	0	180	0	0	0	1	1	0	6,5	0	0	0	60	0	1	0	0	3	120	0	0	60	0	700	120	0	0	0	0	0	1	0	1	0	680	0	1	280	0	1	60	0	60	0	0	0	0	0
24	0	400	0	0	0	0	2	0	17	1	1	0	0	1	1	0	3617,65	4	0	0	0	0	1	630	140	1	0	769,759	1	0	9	0	0	0	810	30	1	60	0	0	0	0	0	0	20	36	1	0
36	247,3333333	140	2	1	1	0	1	11,77777778	6,5	0	0	0	188,4444444	0	1	0	769,76	4	80	82,44444444	1	529,9999999	0	400,0000001	0	0	0	0	0	0	7	0	0	0	510	80	1	100	0	0	529,9999999	0	529,9999999	0	0	0	1	0
31	0	160	0	0	0	0	2	70	6,5	1	0	1	0	0	1	0	1894,42	2	0	0	0	70	1	540	30	0	0	769,759	1	0	9	0	0	0	830	140	1	210	0	1	70	0	70	0	0	20	0	0
38	30	80	2	2	2	0	1	0	8	0	1	0	20	0	1	0	1740,81	4	0	90	0	140	1	240	0	0	550	769,759	0	0	10	0	0	0	510	160	1	0	0	0	690	0	140	0	0	0	1	0
16	0	160	3	1	2	0	2	0	8	0	1	0	0	0	1	0	769,76	6	100	20	0	20	0	750	140	0	0	0	0	0	18	0	0	0	670	180	1	170	0	1	20	0	20	0	0	0	0	0
45	160	200	0	0	0	0	1	0	8	0	1	0	0	0	1	0	1740,81	4	0	0	0	160	1	540	210	0	0	1371,9	0	0	1	0	0	0	740	30	1	100	0	1	160	0	160	0	0	0	0	0
37	380	120	2	1	1	0	1	0	9	1	0	0	0	1	1	0	1740,81	4	0	0	0	380	1	120	0	0	470	769,759	0	1	9	0	0	0	470	0	1	0	0	0	850	0	380	0	0	37,5	1	0
74	0	130	0	0	0	0	3	0	2,5	0	1	0	0	0	1	0	1248,25	3	270	0	0	0	0	710	0	0	0	0	0	0	6	0	1	1	730	0	1	310	0	0	0	0	0	0	0	0	0	0
13	26,31578947	120	3	1	1	0	2	0	8	0	0	0	118,4210526	0	1	0	760,95	5	40	105,2631579	0	250	0	560	240	0	0	0	0	0	5	0	0	0	630	160	1	0	0	0	250	0	250	0	0	0	1	0
19	60	40	1	1	1	0	1	50	8	1	0	0	40	1	1	0	2235,26	5	0	50	0	200	1	100	60	0	600	342,621	1	0	13	0	0	0	540	0	0	0	0	0	800	0	200	0	0	0	1	0
60	0	120	0	0	0	1	1	0	6,5	0	1	0	0	0	1	0	3262,75	6	0	0	0	0	1	170	50	0	790	1723,23	0	0	12	0	0	0	480	0	1	0	0	0	790	0	0	0	0	0	1	0
35	270	110	2	0	1	0	1	0	12	0	1	0	0	0	1	0	1539,52	4	0	0	0	270	1	630	120	0	0	769,759	0	0	3	0	0	1	540	330	1	70	0	0	270	0	270	0	0	0	0	0
23	72	50	1	1	1	0	1	0	15	0	0	0	96	0	1	0	342,62	3	0	72	1	240	0	600	360	0	0	0	0	0	9	0	0	0	600	130	0	60	0	0	240	0	240	0	0	0	1	0
39	0	110	0	0	0	0	1	0	8	1	1	0	0	1	1	0	1371,9	2	0	0	0	0	1	560	150	0	0	1371,9	0	1	5	0	0	0	880	0	1	300	0	0	0	0	0	0	0	36	1	0
83	0	230	0	0	0	0	3	0	6,5	0	0	0	228,4615385	0	1	0	760,95	1	0	41,53846154	0	270	0	500	60	0	0	0	0	0	1	0	1	0	670	120	1	90	0	0	270	0	270	0	0	0	1	0
42	0	160	0	0	0	0	1	0	8	0	1	0	0	0	1	0	2484,28	4	0	0	0	0	1	350	30	0	560	1371,9	0	0	12	0	0	0	530	20	1	140	0	0	560	0	0	0	0	0	1	0
43	40	140	1	0	0	0	1	0	8	1	0	0	60	1	1	0	2249,32	3	0	80	0	180	1	200	0	0	640	1124,66	0	1	1	0	0	0	420	60	1	0	0	0	820	0	180	0	0	35	1	0
51	0	190	0	0	0	0	3	0	8	1	0	0	230	1	1	0	2235,26	3	0	0	0	230	1	280	60	0	490	769,759	1	0	1	0	0	1	440	30	1	0	0	0	720	0	230	0	0	40	0	0
34	240	120	2	1	1	0	1	0	9	0	1	0	50	0	1	0	1371,9	4	0	10	0	300	1	180	30	0	550	1371,9	0	0	9	0	0	0	410	30	1	0	0	0	850	0	300	0	0	0	1	0
54	0	150	0	0	0	0	1	0	9	1	1	0	0	1	1	0	1248,25	4	0	0	0	0	1	640	490	0	420	1124,66	0	1	1	0	0	0	380	0	1	0	0	0	420	0	0	0	0	37,5	1	0
60	0	260	0	0	0	1	5	0	0	0	0	0	200	0	0	0	760,95	2	0	350	0	550	0	350	0	0	0	0	0	0	18	0	1	0	540	90	1	0	0	1	550	0	550	0	0	0	0	0
34	0	290	0	0	0	0	1	21,42857143	15	1	0	0	0	1	1	0	3601,12	2	0	278,5714286	0	300	1	580	120	0	0	1371,9	1	0	2	0	0	1	560	170	1	0	0	0	300	0	300	0	0	40	0	0
82	11,53846154	140	0	0	0	0	1	0	2,5	0	1	0	0	0	1	0	760,95	2	0	138,4615385	0	150	0	550	230	0	0	0	0	0	12	0	1	0	740	140	1	40	0	0	150	0	150	0	0	0	1	0
34	30	150	0	0	0	0	1	0	6,5	1	1	0	0	1	1	0	769,76	2	0	0	0	30	1	440	0	0	620	769,759	1	0	10	0	0	0	350	290	1	0	0	0	650	0	30	0	0	40	1	0
93	0	60	0	0	0	1	1	0	2,5	0	1	0	0	0	1	0	760,95	2	0	0	0	0	0	780	170	0	0	0	0	0	7	0	1	0	660	490	1	60	0	0	0	0	0	0	0	0	1	0
50	0	110	1	0	0	0	4	0	12	0	1	0	0	0	1	0	2492,99	4	0	0	0	0	1	160	50	0	830	1723,23	0	0	7	0	0	0	450	0	1	0	0	0	830	0	0	0	0	0	1	0
19	0	190	0	0	0	0	2	0	12	0	0	0	30	0	1	0	1248,25	4	50	30	0	60	0	800	100	1	0	0	0	0	1	0	0	0	580	60	1	120	280	0	60	0	60	0	3	0	1	0
44	0	110	2	0	0	1	1	220	8	1	0	1	0	1	1	0	1894,42	5	0	0	0	220	1	200	30	0	540	769,759	1	0	13	0	0	0	480	0	1	0	60	0	760	0	220	0	0	37,5	1	0
52	0	90	0	0	0	1	1	65,2173913	15	1	0	0	184,7826087	1	1	0	2730,65	2	0	0	0	250	1	260	90	0	450	769,759	0	1	3	0	0	0	480	50	1	30	0	0	700	0	250	0	0	37,5	1	0
63	0	160	1	0	0	0	1	0	2,5	0	1	0	10	0	1	0	342,62	6	0	0	0	10	0	770	300	0	0	0	0	0	9	0	1	0	660	240	1	70	0	0	10	0	10	0	0	0	1	0
59	0	100	0	0	0	0	3	0	6,5	0	1	0	52,63157895	0	1	0	2235,26	3	0	447,3684211	0	500,0000001	0	370	140	1	0	0	0	0	9	0	1	0	570	130	1	0	0	0	500,0000001	0	500,0000001	0	6	0	1	0
43	0	140	0	0	0	0	1	0	8	1	1	1	0	1	1	130	3317,85	5	0	10	0	10	1	310	110	0	510	2205,47	1	0	7	0	0	0	480	60	1	0	0	0	650	0	140	130	0	0	1	0
33	0	130	0	0	0	0	2	0	8	1	1	1	90	1	1	0	1539,52	2	0	150	0	240	1	500	250	0	0	769,759	1	0	13	0	0	0	700	0	0	120	0	1	240	0	240	0	0	40	0	0
