AGE	CAREPROV	CARESELF	CHILDU15	CHILDUP3	CHILDUP5	CHRONDIS	CIVILSTAT	CLOTHPRV	EDUC	EMPLOYEE	FEMALE	FLEXSCHED	FOODPROV	FULLTIME	GOODHLTH	HELPOTHF	HHINC	HHSIZE	HOBBIES	HOMEMNT	HOUSWIFE	HOUSWORK	LABFORCE	LEISURE	MEDTIME	NORESDOM	PAIDWORK	PERSINC	PRIVEMPL	PUBEMPL	REGION	RESDMSTC	RETIRED	SATURDAY	SLEEP	SOCLIFE	SPANIARD	SPORT	STUDY	SUNDAY	TOTALWRK	UNEMPLYD	UNPAIDWK	VOLWORK	WEEKDOMH	WEEKWRKH	WORKDAY	WORKNOPR
45	50	160	2	0	1	0	1	0	9	1	1	0	0	1	1	0	1740,81	4	0	0	0	50	1	290	130	0	530	1723,23	1	0	15	0	0	0	570	0	1	0	0	0	580	0	50	0	0	40,6	1	0
37	0	140	1	0	1	0	1	0	8	0	1	0	0	0	1	0	1740,81	5	0	0	0	0	1	250	90	0	700	1723,23	0	0	1	0	0	0	490	20	1	0	0	0	700	0	0	0	0	0	1	0
77	0	100	0	0	0	1	1	0	2,5	0	1	0	120	0	0	0	760,95	2	0	180	0	300	0	400	0	0	0	0	0	0	1	0	1	0	740	100	1	200	0	1	300	0	300	0	0	0	0	0
54	0	240	0	0	0	0	1	0	8	1	0	0	100	1	1	0	5502,96	3	0	100	0	200	1	700	130	1	0	1124,66	1	0	12	0	0	0	540	120	1	210	0	0	200	0	200	0	10	40	1	0
78	12,5	470	0	0	0	1	3	12,5	2,5	0	0	0	12,5	0	0	0	1740,81	3	100	12,5	0	50	0	780	70	1	0	0	0	0	9	0	1	0	610	0	1	140	0	0	50	0	50	0	20	0	1	0
36	0	100	0	0	0	0	2	0	9	1	1	0	260	1	1	0	1248,25	2	0	0	0	260	1	150	0	0	570	1124,66	1	0	7	0	0	0	460	50	1	0	0	0	830	0	260	0	0	40	1	0
40	0	310	1	0	0	0	1	173,8709677	8	0	0	0	316,1290323	0	1	0	1248,25	4	0	0	1	490	0	500	120	0	0	0	0	0	1	0	0	0	450	0	1	70	0	0	490	0	490	0	0	0	1	0
27	0	120	0	0	0	0	2	0	11	1	1	0	0	1	1	0	2235,26	3	0	0	0	0	1	870	130	0	0	1371,9	1	0	10	0	0	0	570	50	1	30	540	0	0	0	0	0	0	37	1	0
43	0	80	0	0	0	0	2	0	12	0	1	0	50	0	1	0	769,76	1	0	0	0	50	1	800	260	1	0	769,759	0	0	7	0	0	0	590	460	1	0	0	1	50	0	50	0	4	0	0	0
60	0	140	0	0	0	0	1	0	12	0	1	0	0	0	1	0	1740,81	3	0	10	0	10	0	930	470	1	0	0	0	0	1	0	1	0	500	320	1	0	0	0	10	0	10	0	6	0	1	0
23	420	130	2	1	1	0	1	70	8	0	0	0	130	0	1	0	1248,25	4	0	80	1	700	0	330	70	0	0	0	0	0	5	0	0	1	410	130	1	0	0	0	700	0	700	0	0	0	0	0
49	0	340	1	0	0	0	1	0	2,5	0	1	0	0	0	0	240	760,95	4	0	0	0	0	0	610	0	0	0	0	0	0	1	0	1	0	590	0	1	270	0	0	240	0	240	240	0	0	1	0
43	108,3050847	120	1	0	0	0	1	276,779661	9	0	0	0	264,7457627	0	1	0	1248,25	4	0	60,16949153	1	709,9999999	0	280,0000001	90	0	0	0	0	0	15	0	0	0	450	70	1	0	0	0	709,9999999	0	709,9999999	0	0	0	1	0
71	0	130	0	0	0	1	1	0	8	0	0	0	60	0	1	0	2235,26	3	0	50	0	110	0	610	230	0	0	0	0	0	12	0	1	0	720	0	1	250	0	1	110	0	110	0	0	0	0	0
40	0	100	0	0	0	0	2	10	17	1	0	0	0	1	1	0	2235,26	1	0	90	0	100	1	450	0	0	330	2205,47	0	1	15	0	0	0	560	350	1	0	0	1	430	0	100	0	0	31	0	0
23	0	260	1	0	0	0	2	0	8	0	0	0	0	0	1	0	2235,26	7	0	0	0	0	0	900	0	0	0	0	0	0	12	0	0	0	540	640	1	0	0	1	0	0	0	0	0	0	0	0
34	163,9534884	140	1	1	1	0	1	0	17	1	0	0	174,8837209	0	1	0	3095,13	3	0	131,1627907	0	470	1	450	150	0	0	1371,9	0	1	15	0	0	0	520	160	1	0	0	1	470	1	470	0	0	0	0	0
40	180,5128205	110	1	1	1	0	1	56,41025641	8	0	0	0	124,1025641	0	1	100	313,4	3	0	78,97435897	1	440	0	310	0	0	0	0	0	0	11	0	0	0	590	200	1	0	0	0	540	0	540	100	0	0	1	0
27	0	100	0	0	0	0	2	13,33333333	8	0	0	0	26,66666667	0	1	110	2484,28	3	0	0	0	40	1	250	20	1	580	342,621	0	0	12	0	0	0	460	130	1	0	0	0	730	0	150	110	5	0	1	0
48	14,8	140	0	0	0	0	1	0	8	1	1	0	0	1	1	0	2591,94	5	60	355,2	0	370	1	490	100	0	0	1124,66	0	1	9	0	0	0	580	120	1	70	0	0	370	0	370	0	0	37,5	1	0
34	80	130	1	1	1	0	1	0	8	1	1	0	0	1	1	0	1248,25	3	0	0	0	80	1	190	60	0	600	1124,66	1	0	9	0	0	0	570	0	1	0	0	0	680	0	80	0	0	40	1	0
82	0	270	0	0	0	1	1	0	6,5	0	1	0	30	0	0	0	1248,25	3	0	0	0	30	0	820	90	0	0	0	0	0	9	0	1	0	590	270	1	190	0	0	30	0	30	0	0	0	1	0
23	0	470	0	0	0	1	2	0	9	0	0	0	122,1428571	0	1	0	760,95	3	0	67,85714286	0	190	1	670	40	0	130	0	0	0	1	0	0	0	450	50	1	10	100	0	320	1	190	0	0	0	1	0
45	0	70	0	0	0	1	1	180	8	1	0	0	156	1	1	0	1248,25	3	0	24	0	360	1	130	60	0	630	342,621	1	0	1	0	0	0	320	0	1	0	0	0	990	0	360	0	0	0	1	0
59	0	140	0	0	0	1	1	60	6,5	0	0	0	260	0	0	0	1248,25	2	0	120	1	440	0	490	230	0	0	0	0	0	1	0	0	1	510	0	1	120	0	0	440	0	440	0	0	0	0	0
42	0	250	1	0	0	0	1	0	8	0	0	0	376,9230769	0	1	0	2254,17	4	0	113,0769231	0	490	1	270	0	0	210	769,759	0	0	9	0	0	1	470	20	1	0	0	0	700	0	490	0	0	0	0	0
79	0	110	0	0	0	0	1	0	6,5	0	0	0	197,3076923	0	1	0	313,4	2	0	342,6923077	1	540	0	460	220	0	0	0	0	0	10	0	0	0	440	130	1	0	0	0	540	0	540	0	0	0	1	0
20	0	170	0	0	0	0	2	0	8	1	1	0	0	1	1	0	1740,81	3	70	0	0	0	1	410	90	0	40	769,759	1	0	15	0	0	0	990	0	1	80	0	1	40	0	0	0	0	40	0	0
27	0	60	0	0	0	0	2	0	12	1	0	1	0	1	1	0	1894,42	4	0	0	0	0	1	840	0	0	600	769,759	1	0	16	0	0	1	0	780	1	0	0	0	600	0	0	0	0	54	0	0
60	186,9565217	180	0	0	0	1	3	0	2,5	0	0	0	112,173913	0	1	0	1248,25	3	0	130,8695652	0	429,9999999	0	560,0000001	360	0	0	0	0	0	12	0	1	0	450	20	1	0	0	0	429,9999999	0	429,9999999	0	0	0	1	0
70	110	150	0	0	0	0	1	0	6,5	0	0	0	90	0	1	0	3681,18	7	0	150	0	350	0	420	210	0	0	0	0	0	3	0	1	1	670	0	1	60	0	0	350	0	350	0	0	0	0	0
21	0	150	2	0	0	0	2	0	9	1	0	0	0	0	1	0	2065,85	5	0	0	0	0	1	300	130	0	0	342,621	1	0	14	0	0	0	1140	20	1	0	0	1	0	0	0	0	0	20	0	0
49	140	120	5	0	0	0	3	0	6,5	1	0	0	10	1	1	0	1248,25	9	0	0	0	150	1	390	90	0	400	769,759	1	0	14	0	0	1	500	140	1	40	0	0	550	0	150	0	0	0	0	0
75	0	160	0	0	0	1	3	0	2,5	0	0	0	150	0	0	0	313,4	1	0	190	0	340	0	410	0	0	0	0	0	0	12	0	1	1	690	160	1	90	0	0	340	0	340	0	0	0	0	0
22	27,5	120	0	0	0	0	2	27,5	8	0	0	0	27,5	0	1	0	313,4	2	0	27,5	0	110	1	820	150	0	0	0	0	0	1	0	0	0	510	60	1	0	490	0	110	1	110	0	0	0	1	0
61	0	160	0	0	0	0	1	0	2,5	1	1	0	0	1	1	0	769,76	2	120	0	0	0	1	420	20	0	540	769,759	1	0	5	0	0	0	480	120	1	0	0	0	540	0	0	0	0	40	1	0
33	0	140	0	0	0	1	2	0	11	1	1	0	0	1	1	0	3601,12	5	0	0	0	0	1	500	120	0	490	1124,66	1	0	16	0	0	0	450	0	1	240	0	0	490	0	0	0	0	40	1	0
20	2,5	100	0	0	0	0	2	2,5	9	0	1	0	2,5	0	1	0	2249,32	5	0	2,5	0	10	0	610	140	0	0	0	0	0	6	0	0	0	820	370	1	0	0	0	10	0	10	0	0	0	1	0
28	0	150	0	0	0	0	1	25,45454545	12	1	0	0	140	0	1	0	1714,52	2	0	114,5454545	0	280	1	490	280	0	210	342,621	1	0	15	0	0	0	460	0	1	60	0	0	490	0	280	0	0	10	1	0
74	0	140	0	0	0	0	3	0	0	0	0	0	156,1538462	0	1	0	313,4	1	0	133,8461538	0	290	0	530	70	0	0	0	0	0	10	0	1	0	620	320	1	0	0	0	290	0	290	0	0	0	1	0
44	56	150	1	0	0	0	3	56	8	0	0	0	210	0	1	0	1539,52	4	0	168	0	490	0	460	310	0	0	0	0	0	18	0	1	0	490	0	1	0	0	0	490	0	490	0	0	0	1	0
77	0	170	0	0	0	1	3	0	6,5	0	0	0	210	0	1	0	1248,25	2	50	90	0	300	0	620	240	0	0	0	0	0	15	0	1	1	520	120	1	40	0	0	300	0	300	0	0	0	0	0
25	0	120	0	0	0	0	2	0	6,5	1	1	0	10	1	1	0	1248,25	2	0	0	0	10	1	650	50	0	0	769,759	1	0	10	0	0	0	780	480	1	0	0	1	10	0	10	0	0	40	0	0
44	0	160	0	0	0	0	1	0	12	0	1	0	0	0	1	150	2235,26	4	0	0	0	0	1	780	140	0	0	1124,66	0	0	15	0	0	0	660	260	1	70	0	1	0	0	150	150	0	0	0	0
23	50	100	1	0	0	0	2	0	8	1	1	0	0	1	1	0	2235,26	4	0	0	0	50	1	300	80	0	640	1124,66	0	1	1	0	0	0	450	120	1	0	0	0	690	0	50	0	0	45	1	0
28	0	180	0	0	0	0	2	0	6,5	0	1	0	0	0	1	0	760,95	3	0	0	0	0	1	320	140	0	580	342,621	0	0	12	0	0	0	540	0	1	0	0	0	580	0	0	0	0	0	1	0
39	0	90	1	1	1	0	1	0	11	1	1	0	156,6666667	1	1	0	1539,52	3	0	313,3333333	0	470	1	90	0	1	480	769,759	1	0	13	0	0	0	400	0	1	0	0	0	950	0	470	0	1	35	1	0
38	0	240	2	0	0	0	1	0	8	1	1	0	0	1	1	0	769,76	4	0	0	0	0	1	750	270	0	0	769,759	1	0	1	0	0	1	690	180	1	60	0	0	0	0	0	0	0	40	0	0
59	40	170	0	0	0	0	1	0	8	0	0	0	173,3333333	0	1	290	769,76	4	0	146,6666667	1	360	0	360	40	0	0	0	0	0	4	0	0	0	430	150	1	0	0	0	650	0	650	290	0	0	1	0
47	0	150	1	0	0	0	1	0	6,5	1	0	1	115,7142857	0	1	0	3709,17	6	0	64,28571429	0	180	1	230	0	0	640	1057,27	1	0	1	0	0	0	390	80	1	0	0	0	820	0	180	0	0	0	1	0
28	0	120	0	0	0	0	2	0	17	1	0	1	0	1	1	0	5160,98	5	0	0	0	0	1	470	90	0	610	1371,9	1	0	13	0	0	0	360	30	1	130	100	0	610	0	0	0	0	40	1	0
45	0	260	2	0	0	0	1	0	8	1	1	0	0	1	1	0	1740,81	4	40	120	0	120	1	840	110	0	50	1371,9	1	0	8	0	0	0	430	370	1	60	0	1	170	0	120	0	0	0	0	0
40	20	140	2	0	0	0	1	0	15	0	1	0	0	0	1	0	2730,65	4	0	0	0	20	1	320	120	0	680	2688,84	0	0	10	0	0	0	420	60	1	0	0	0	700	0	20	0	0	0	1	0
55	0	120	0	0	0	0	1	0	8	1	1	0	0	1	1	0	2309,28	5	0	0	0	0	1	390	270	0	570	769,759	1	0	3	0	0	0	480	0	1	0	0	0	570	0	0	0	0	38	1	0
51	0	150	0	0	0	1	1	180	8	1	0	0	100	1	1	0	3617,65	3	0	50	0	330	1	230	20	0	450	1124,66	0	1	7	0	0	0	430	0	1	60	0	0	780	0	330	0	0	37,5	1	0
19	0	170	0	0	0	0	2	0	12	0	0	0	10	0	1	0	1740,81	3	70	0	0	10	0	670	120	0	0	0	0	0	6	0	0	0	760	240	1	70	0	1	10	0	10	0	0	0	0	0
59	37,5	210	0	0	0	0	1	0	8	0	0	0	262,5	0	1	0	1740,81	3	0	0	1	300	0	540	220	0	0	0	0	0	13	0	0	0	600	110	1	0	0	1	300	0	300	0	0	0	0	0
13	0	320	1	0	0	0	2	0	8	0	0	0	0	0	1	0	3601,12	6	100	0	0	0	0	1000	0	1	0	0	0	0	9	0	0	1	440	490	1	90	0	0	0	0	0	0	8	0	0	0
77	0	150	0	0	0	0	1	0	17	0	1	0	0	0	1	0	3601,12	2	540	0	0	0	0	870	180	0	0	0	0	0	13	0	1	1	570	0	1	0	0	0	0	0	0	0	0	0	0	0
32	0	240	0	0	0	0	2	0	8	0	1	0	0	0	1	0	313,4	1	0	0	0	0	1	1020	510	0	0	0	0	0	1	0	0	0	420	270	1	0	0	0	0	1	0	0	0	0	1	0
54	0	300	0	0	0	0	1	0	15	0	1	0	96,42857143	0	1	0	1248,25	2	0	53,57142857	0	150	0	850	390	0	0	0	0	0	1	0	1	0	440	160	1	0	0	1	150	0	150	0	0	0	0	0
23	0	80	0	0	0	0	2	0	17	0	0	0	10	0	1	0	3601,12	4	0	20	0	30	0	900	90	0	0	0	0	0	7	0	0	0	510	40	1	20	670	1	30	0	30	0	0	0	0	0
54	40	90	0	0	0	0	4	0	6,5	0	1	0	0	0	1	0	3601,12	2	0	0	0	40	1	350	30	0	460	1723,23	0	0	4	0	0	0	590	230	1	0	0	0	500	0	40	0	0	0	1	0
37	0	120	1	0	0	0	1	0	2,5	1	1	0	0	1	1	0	1740,81	4	0	0	0	0	1	200	0	0	740	1723,23	1	0	5	0	0	0	500	80	1	0	0	0	740	0	0	0	0	40	1	0
12	0	200	2	0	1	0	2	0	6,5	0	1	0	0	0	1	0	1371,9	4	260	0	0	0	0	910	320	0	0	0	0	0	1	0	0	0	530	130	1	0	0	0	0	0	0	0	0	0	1	0
60	0	140	0	0	0	0	1	0	8	0	1	0	0	0	1	0	769,76	2	0	0	0	0	1	270	130	0	740	769,759	0	0	7	0	0	0	430	0	1	0	0	0	740	0	0	0	0	0	1	0
35	130	110	2	0	2	0	1	0	6,5	0	0	0	50	0	1	0	1894,42	4	0	0	0	180	1	160	50	0	580	769,759	0	0	1	0	0	0	520	0	1	0	0	0	760	0	180	0	0	0	1	0
49	0	160	0	0	0	1	1	79,65517241	8	0	0	0	56,89655172	0	1	260	1248,25	3	0	193,4482759	1	330	0	400	200	0	0	0	0	0	10	0	0	0	450	40	1	0	0	0	590	0	590	260	0	0	1	0
39	0	130	0	0	0	0	2	0	12	1	0	0	110	1	1	0	1740,81	3	0	0	0	110	1	200	70	0	650	1124,66	1	0	9	0	0	0	480	0	1	0	0	0	760	0	110	0	0	40	1	0
22	0	180	0	0	0	1	2	0	0	0	0	0	0	0	1	0	1248,25	4	0	0	0	0	0	730	340	0	0	0	0	0	8	0	0	0	710	0	1	60	150	0	0	0	0	0	0	0	1	0
41	0	320	0	0	0	0	1	0	12	1	0	0	0	1	1	0	2496,56	2	60	400	0	400	1	540	0	1	0	1124,66	0	1	3	0	0	1	500	160	1	0	0	0	400	0	400	0	6	35	0	0
43	161,5384615	80	1	0	0	0	1	46,15384615	11	0	0	0	150	0	1	0	3019,08	4	0	92,30769231	0	450	1	180	50	0	330	1124,66	0	0	3	0	0	0	480	0	1	50	0	0	780	0	450	0	0	0	1	0
52	0	140	0	0	0	0	1	0	17	1	1	0	143,75	1	1	0	3601,12	2	0	86,25	0	230	1	500	190	0	0	1723,23	0	1	12	0	0	0	710	50	1	120	0	1	230	0	230	0	0	36	0	0
41	0	200	2	0	0	0	4	124,1935484	8	1	0	0	112,9032258	1	1	0	1740,81	4	0	112,9032258	0	350	1	580	40	0	0	769,759	1	0	10	0	0	1	510	110	1	230	0	0	350	0	350	0	0	40	0	0
48	0	180	0	0	0	1	2	0	2,5	0	1	0	140	0	1	0	760,95	2	0	0	0	140	0	740	220	0	0	0	0	0	9	0	1	0	560	0	1	340	0	0	140	0	140	0	0	0	1	0
74	0	110	0	0	0	1	1	212,1428571	2,5	0	0	0	23,57142857	0	1	0	760,95	2	0	94,28571429	1	330	0	550	0	1	0	0	0	0	9	0	0	0	560	440	1	0	0	0	330	0	330	0	50	0	1	0
18	0	60	0	0	0	0	2	0	12	0	1	0	0	0	1	0	0	4	30	0	0	0	0	750	190	0	0	0	0	0	1	0	0	0	690	290	1	0	180	1	0	0	0	0	0	0	0	0
65	0	140	0	0	0	1	1	70	8	0	0	0	190	0	1	0	313,4	2	0	60	1	320	0	540	320	0	0	0	0	0	1	0	0	0	580	80	1	0	0	1	320	0	320	0	0	0	0	0
85	0	180	1	0	0	0	3	141,4285714	6,5	0	0	0	38,57142857	0	1	0	2911,42	6	0	0	0	180	0	620	380	0	0	0	0	0	15	0	1	0	640	0	1	60	0	0	180	0	180	0	0	0	1	0
71	0	260	0	0	0	0	1	0	8	0	1	0	0	0	1	0	1248,25	2	0	270	0	270	0	640	280	1	0	0	0	0	3	0	1	1	530	100	1	0	0	0	270	0	270	0	2	0	0	0
55	0	100	0	0	0	0	1	53,94736842	8	0	0	0	172,6315789	0	1	0	1248,25	4	0	183,4210526	1	409,9999999	0	490,0000001	270	0	0	0	0	0	2	0	0	0	540	0	1	120	0	0	409,9999999	0	409,9999999	0	0	0	1	0
64	0	240	0	0	0	0	3	0	15	1	0	1	80	0	1	0	1740,81	1	0	0	0	80	1	820	190	0	0	1723,23	1	0	9	0	0	0	540	80	1	310	0	1	80	0	80	0	0	0	0	0
64	0	230	0	0	0	1	1	0	8	0	1	0	0	0	1	30	769,76	3	0	0	0	0	0	900	170	1	0	769,759	0	0	1	0	1	0	510	300	1	200	0	0	30	0	30	30	4	0	1	0
54	0	200	0	0	0	0	1	0	8	0	0	0	140	0	1	0	760,95	2	0	90	1	230	0	710	240	0	0	0	0	0	17	0	0	0	500	0	1	270	0	1	230	0	230	0	0	0	0	0
38	154	70	1	0	0	0	2	0	15	1	0	0	44	1	1	0	1371,9	4	0	132	0	330	1	150	80	0	470	1371,9	0	1	18	0	0	0	490	0	1	0	0	0	800	0	330	0	0	40	1	0
16	0	60	0	0	0	0	2	0	8	0	0	0	0	0	1	0	1248,25	4	0	10	0	10	0	970	120	0	0	0	0	0	1	0	0	0	460	230	1	0	560	0	10	0	10	0	0	0	1	0
14	0	150	1	0	0	0	2	0	6,5	0	0	0	0	0	1	0	2492,99	4	0	0	0	0	0	360	0	1	0	0	0	0	1	0	0	0	540	210	1	0	0	0	540	0	540	540	6	0	1	540
20	0	100	1	0	0	0	2	0	8	1	0	0	0	1	1	0	1894,42	5	0	0	0	0	1	260	100	0	570	769,759	1	0	8	0	0	0	610	60	1	0	0	0	570	0	0	0	0	40	1	0
22	0	240	0	0	0	0	2	0	8	1	0	0	0	1	1	0	4002,05	4	0	40	0	40	1	540	140	0	440	769,759	1	0	4	0	0	0	420	70	1	90	0	0	480	0	40	0	0	35	1	0
59	0	170	0	0	0	1	3	90	6,5	0	0	0	140	0	0	0	1248,25	2	0	130	0	360	0	550	60	1	0	0	0	0	9	0	1	0	530	290	1	30	0	0	360	0	360	0	4	0	1	0
71	0	170	0	0	0	1	4	0	2,5	0	1	0	104,6511628	0	1	0	313,4	1	0	395,3488372	0	500	0	440	270	0	0	0	0	0	1	0	1	0	500	0	1	0	0	0	500	0	500	0	0	0	1	0
76	441,6666667	260	0	0	0	0	1	0	2,5	0	1	0	0	0	1	0	313,4	2	0	88,33333333	0	530	0	420	60	0	0	0	0	0	8	0	1	0	490	100	1	0	0	0	530	0	530	0	0	0	1	0
52	80	290	1	0	0	0	1	70	6,5	0	0	0	170	0	1	0	1740,81	3	0	30	1	350	0	440	70	0	0	0	0	0	8	0	0	0	650	80	1	0	0	1	350	0	350	0	0	0	0	0
37	286,5853659	140	2	0	0	0	2	0	15	1	0	0	114,6341463	0	1	0	2224,76	7	0	68,7804878	0	470	1	310	60	0	0	342,621	1	0	10	0	0	0	660	90	0	20	0	0	470	0	470	0	0	0	1	0
14	0	130	1	0	0	0	2	0	6,5	0	1	0	0	0	1	0	1740,81	2	50	0	0	0	0	840	60	0	0	0	0	0	12	0	0	0	600	0	1	0	600	0	0	0	0	0	0	0	1	0
21	0	240	0	0	0	0	2	0	12	0	0	0	75	0	1	0	2249,32	4	0	45	0	120	0	850	30	1	0	0	0	0	10	0	0	0	470	200	1	0	380	0	120	0	120	0	6	0	1	0
56	0	240	0	0	0	0	1	96,75	6,5	0	0	0	279,5	0	1	0	3601,12	5	0	53,75	1	430	0	460	110	0	0	0	0	0	16	0	0	0	550	110	1	0	0	0	430	0	430	0	0	0	1	0
63	40	140	0	0	0	1	1	90	2,5	0	0	0	110	0	1	0	1248,25	2	0	140	1	380	0	410	210	0	0	0	0	0	3	0	0	0	650	60	1	0	0	0	380	0	380	0	0	0	1	0
22	0	90	0	0	0	0	2	0	8	0	0	0	30	0	1	0	2975,23	4	60	0	0	30	0	960	150	0	0	0	0	0	14	0	0	0	450	0	1	0	660	0	30	0	30	0	0	0	1	0
80	0	170	0	0	0	1	3	0	6,5	0	0	0	70,58823529	0	0	0	313,4	1	210	169,4117647	0	240	0	580	140	0	0	0	0	0	13	0	1	0	620	60	1	0	0	0	240	0	240	0	0	0	1	0
76	0	90	0	0	0	0	1	200	8	0	0	0	280	0	1	0	760,95	2	0	60	1	540	0	330	180	0	0	0	0	0	6	0	0	0	570	60	1	0	0	1	540	0	540	0	0	0	0	0
66	41,25	140	0	0	0	0	1	288,75	2,5	0	0	0	275	0	1	0	342,62	3	0	55	1	660	0	240	40	0	0	0	0	0	7	0	0	0	540	0	1	60	0	0	660	0	660	0	0	0	1	0
23	0	90	0	0	0	0	2	0	9	0	1	0	0	0	1	0	1371,9	4	0	10	0	10	0	740	370	0	0	0	0	0	2	0	0	0	690	90	1	190	0	1	10	0	10	0	0	0	0	0
58	0	360	0	0	0	0	1	24,16666667	6,5	0	0	0	169,1666667	0	1	0	1248,25	2	0	96,66666667	1	290	0	800	280	0	0	0	0	0	1	0	0	0	350	50	1	110	0	0	290	0	290	0	0	0	1	0
45	0	80	0	0	0	0	2	0	6,5	1	1	1	0	1	1	0	3601,12	4	0	0	0	0	1	390	110	0	950	1124,66	1	0	1	0	0	0	100	70	1	130	0	0	950	0	0	0	0	50	1	0
78	0	220	0	0	0	0	3	0	0	0	0	0	274,4444444	0	1	0	1248,25	2	0	105,5555556	0	380	0	630	160	0	0	0	0	0	1	0	1	1	430	40	1	110	100	0	380	0	380	0	0	0	0	0
71	0	200	0	0	0	0	1	0	2,5	0	1	0	20	0	1	0	769,76	3	0	290	0	310	0	550	280	0	0	0	0	0	5	0	1	0	580	70	1	0	0	0	310	0	310	0	0	0	1	0
38	40	140	3	2	2	1	1	0	12	1	0	0	0	1	0	0	2664,18	8	0	10	0	50	1	200	60	0	580	769,759	1	0	5	0	0	0	610	0	1	0	0	1	630	0	50	0	0	40	0	0
38	0	140	1	0	0	0	2	0	17	1	1	1	56,66666667	1	1	0	2235,26	3	0	113,3333333	0	170	1	240	90	0	520	1124,66	0	1	3	0	0	0	510	0	1	10	0	0	690	0	170	0	0	37,5	1	0
43	177,7777778	170	3	0	0	0	1	133,3333333	12	0	0	0	177,7777778	0	1	0	1740,81	5	70	111,1111111	1	600	0	460	0	0	0	0	0	0	12	0	0	0	380	220	1	0	0	0	600	0	600	0	0	0	1	0
33	0	200	0	0	0	0	2	0	8	1	0	0	233,75	0	1	80	685,24	5	0	106,25	0	340	1	410	100	0	0	342,621	1	0	12	0	0	0	610	80	1	30	0	0	420	0	420	80	0	0	1	0
42	280	130	0	0	0	0	1	120	8	0	0	0	190	0	1	0	760,95	5	0	170	1	760	0	190	60	0	0	0	0	0	3	0	0	0	490	0	1	0	0	1	760	0	760	0	0	0	0	0
41	0	120	1	0	0	0	1	20	17	1	0	0	70	1	1	0	3928,7	4	0	100	0	190	1	260	140	0	230	1723,23	0	1	14	0	0	0	760	0	1	0	0	1	420	0	190	0	0	32,5	0	0
36	310	240	3	0	0	0	1	0	6,5	0	0	0	100	0	1	0	1740,81	5	0	100	0	510	1	300	0	0	200	342,621	0	0	14	0	0	0	430	60	1	0	0	0	710	0	510	0	0	0	1	0
46	45,26315789	170	0	0	0	0	4	0	2,5	0	0	0	181,0526316	0	1	0	760,95	2	0	203,6842105	0	430	1	360	170	0	0	0	0	0	1	0	0	0	650	20	1	0	0	0	430	1	430	0	0	0	1	0
48	0	390	0	0	0	1	1	0	11	1	1	0	120	1	1	0	3601,12	5	0	210	0	330	1	620	0	1	0	2205,47	0	1	10	0	0	0	490	100	1	130	0	0	330	0	330	0	4	40	1	0
75	0	180	0	0	0	0	1	0	8	0	1	0	25	0	1	0	760,95	2	0	75	0	100	0	830	470	0	0	0	0	0	13	0	1	0	510	0	1	180	0	0	100	0	100	0	0	0	1	0
66	0	160	0	0	0	0	1	0	8	0	1	0	75	0	1	0	1740,81	3	0	25	0	100	0	610	310	0	0	0	0	0	18	0	1	0	730	140	1	0	0	1	100	0	100	0	0	0	0	0
22	0	190	0	0	0	0	2	0	8	0	1	0	16,66666667	0	1	0	1248,25	3	0	183,3333333	0	200	1	680	80	0	60	769,759	0	0	12	0	0	0	500	390	1	20	0	0	260	0	200	0	0	0	1	0
68	46,95652174	190	0	0	0	0	3	0	0	0	0	0	176,0869565	0	1	0	313,4	1	0	46,95652174	0	270	0	520	150	0	0	0	0	0	1	0	1	0	650	20	1	160	0	0	270	0	270	0	0	0	1	0
25	0	110	0	0	0	0	2	10	9	1	1	0	40	1	1	0	1248,25	1	240	60	0	110	1	730	120	0	0	1124,66	1	0	15	0	0	0	600	80	1	180	0	0	110	0	110	0	0	40,5	1	0
72	0	150	0	0	0	1	1	0	6,5	0	0	0	164,2105263	0	0	0	313,4	2	0	95,78947368	1	260	0	620	290	0	0	0	0	0	7	0	0	1	560	180	1	0	0	0	260	0	260	0	0	0	0	0
59	0	180	0	0	0	0	1	196	8	0	0	0	110,25	0	1	180	1371,9	2	0	183,75	1	490	0	300	120	0	0	0	0	0	9	0	0	0	470	0	1	0	0	0	670	0	670	180	0	0	1	0
16	0	70	1	0	0	0	2	0	6,5	0	1	0	0	0	1	0	2224,76	6	250	10	0	10	0	920	120	0	0	0	0	0	5	0	0	0	510	30	1	0	450	0	10	0	10	0	0	0	1	0
38	110	100	2	0	1	0	1	0	8	1	1	0	0	1	1	540	769,76	4	0	80	0	190	1	230	0	0	0	769,759	1	0	10	0	0	0	480	130	1	0	0	0	730	0	730	540	0	40	1	0
21	0	180	0	0	0	0	2	0	9	1	1	0	0	1	1	0	3019,08	4	10	0	0	0	1	880	50	0	0	769,759	1	0	1	0	0	1	560	640	1	0	0	0	0	0	0	0	0	40	0	0
51	93,58490566	100	0	0	0	0	1	105,2830189	6,5	0	0	0	292,4528302	0	1	0	2237,04	5	0	128,6792453	1	620,0000001	0	329,9999999	50	0	0	0	0	0	4	0	0	0	490	100	1	80	0	0	620,0000001	0	620,0000001	0	0	0	1	0
69	0	100	0	0	0	0	3	120	12	0	0	0	60	0	1	60	760,95	1	150	100	0	280	0	530	160	1	0	0	0	0	5	0	1	0	570	20	1	100	0	0	340	0	340	60	4	0	1	0
