AGE	CAREPROV	CARSELF	CHILD35	CHILD515	CHILDU15	CHILDUP3	CHILDUP5	CHRONDIS	CIVILSTAT	CLOTHPRV	DOMESTIC	EDUC	EMPLOYEE	FEMALE	FLEXSCHD	FOODPROV	FULLTIME	GOODHLTH	HELPOTHF	HHINC	HHSIZE	HOBBIES	HOMEMNT	HOUSWIFE	LABFORCE	MEDTIME	NONRESDOM	PAIDWORK	PERSINC	PRIVEMPL	PUBEMPL	REGION	RESDMSTC	RETIRED	SATURDAY	SLEEP	SOCLIFE	SPANIARD	SPORT	STUDY	SUNDAY	UNEMPL	WATCHTV	WEEKDOMH	WEEKWRKH	WORKDAY	WORKNOPR	Y2009
57	0	80	0	0	0	0	0	0	1	0	0	2.5	0	1	0	206.4705882	0	1	0	313.4	3	0	333.5294118	1	0	290	0	0	0	0	0	1	0	0	0	530	0	1	0	0	0	0	290	0	0	1	0	0
49	20	110	0	1	2	1	1	1	1	0	0	6.5	0	0	0	20	0	0	0	4442.51	6	0	0	0	1	80	0	760	1124.66	0	0	12	0	0	0	420	10	1	20	0	0	0	50	0	0	1	0	0
23	0	200	0	0	0	0	0	0	2	30	0	11	1	0	0	20	1	1	0	1894.42	2	0	10	0	1	20	0	600	1124.66	1	0	2	0	0	0	430	0	1	130	0	0	0	20	0	40	1	0	0
45	100	170	0	1	1	0	0		4	0	0	17	0	1	0	20	1	1	50	3765.14	3	40	0	0	1	110		470	2214.12			15		0	0	440	0	1	40	0	0	0	90		40	1	0	1
50	0	220	0	2	2	0	0	0	1	0	0	6.5	1	0	0	20	1	1	0	1740.81	4	0	330	0	1	240	0	0	1124.66	1	0	5	0	0	0	630	0	1	0	0	1	0	240	0	40	0	0	0
53	100	130	0	0	0	0	0	1	1	0	1	8	0	0	0	20	0	1	0	5502.96	5	0	0	0	1	450	1	0	2205.47	0	0	9	0	0	0	640	100	1	0	0	0	0	420	6	0	1	0	0
38	418.6440678	130	0	1	1	0	0		2	11.01694915	0	8	1	1	0	209.3220339	1	1	0	2433.18	3	0	11.01694915	0	1	100		0	1392.46			17		0	0	540	20	1	0	0	0	0	90		40	1	0	1
17	0	170	0	0	0	0	0	0	2	0	0	8	0	0	0	10	0	1	0	1740.81	7	40	10	0	0	130	0	0	0	0	0	6	0	0	1	610	340	1	0	130	0	0	130	0	0	0	0	0
65	0	180	0	0	0	0	0		2	52.09302326	0	4.5	0	1	0	286.5116279	0	0	220	1212.93	2	0	221.3953488	1	0	0		0	0			3		0	0	480	0	1	0	0	0	0	0		0	1	0	1
26	235.7142857	150	0	1	2	1	1	0	1	53.57142857	0	8	0	1	0	214.2857143	0	1	0	2847.89	6	0	96.42857143	0	1	180	0	0	0	0	0	18	0	0	0	510	0	1	0	0	0	1	180	0	0	1	0	0
31	15	250	0	0	0	0	0		2	15	0	8	1	0	0	15	1	1	0	3765.14	2	0	15	0	1	0		450	1392.46			11		0	0	430	70	1	180	0	0	0	0		40	1	0	1
24	0	150	0	0	0	0	0	0	2	0	0	9	1	0	0	0	1	1	0	1740.81	4	90	0	0	1	120	0	550	769.759	1	0	10	0	0	0	460	70	1	0	0	0	0	120	0	45	1	0	0
45	39	180	0	1	1	0	0		2	0	0	12	1	0	0	91	1	1	0	1392.46	4	0	0	0	1	90		540	1392.46			9		0	0	440	0	1	60	0	0	0	90		40	1	0	1
47	270	170	0	2	2	0	0	0	1	0	0	8	1	0	0	0	1	1	0	1248.25	5	0	50	0	1	0	0	530	769.759	1	0	12	0	0	0	420	0	1	0	0	0	0	0	0	40	1	0	0
65	0	100	0	0	0	0	0	1	1	0	0	6.5	0	1	0	130	0	0	0	1248.25	2	120	130	1	0	380	0	0	0	0	0	16	0	0	0	470	0	1	110	0	0	0	380	0	0	1	0	0
77	0	210	0	0	0	0	0	1	3	40	0	2.5	0	0	0	150	0	0	0	313.4	1	120	90	0	0	80	0	0	0	0	0	12	0	1	0	530	70	1	150	0	1	0	80	0	0	0	0	0
35	190	150	1	2	3	0	1	0	1	60	0	2.5	0	1	0	170	0	0	0	769.76	5	0	60	1	0	80	0	0	0	0	0	13	0	0	0	510	70	1	150	0	0	0	60	0	0	1	0	0
64	0	220	0	0	0	0	0		2	114	0	4.5	0	1	0	253.3333333	0	1	0	2433.18	4	0	202.6666667	1	0	60		0	0			3		0	0	440	150	1	0	0	0	0	60		0	1	0	1
61	0	220	0	0	0	0	0	1	1	180	0	6.5	0	1	0	120	0	0	0	769.76	4	0	0	1	0	370	0	0	0	0	0	7	0	0	0	550	0	1	0	0	0	0	370	0	0	1	0	0
34	110	200	0	2	2	0	0		2	0	0	12	1	0	0	30	1	1	0	2433.18	4	0	0	0	1	50		570	1784.67			4		0	0	460	20	1	0	0	0	0	0		40	1	0	1
44	320	70	1	0	1	0	1		1	50	0	17	1	1	1	70	1	1	0	911.388	2	170	60	0	1	160		0	911.388			5		0	0	540	0	1	0	0	1	0	160		35	0	0	1
70	10	110	0	0	0	0	0	0	3	40	0	2.5	0	1	0	80	0	1	0	1248.25	1	0	120	0	0	270	0	0	0	0	0	1	0	1	0	690	40	1	80	0	1	0	270	0	0	0	0	0
79	0	120	0	0	0	0	0		3	0	0	0	0	1	0	180	0	1	0	1212.93	3	0	0	0	0	570		0	0			5		1	1	570	0	1	0	0	0	0	570		0	0	0	1
36	0	60	0	0	0	0	0		1	0	1	2.5	1	0	1	0	1	1	0	1212.93	2	110	0	0	1	160		690	911.388			9		0	0	420	0	1	0	0	0	0	160		45	1	0	1
28	127.5	230	0	0	1	1	1	0	2	0	0	12	0	1	0	42.5	0	1	110	1740.81	2	0	0	0	1	10	0	380	1723.23	0	0	15	0	0	1	290	250	1	0	0	0	0	10	0	0	0	0	0
32	230.4	200	0	0	1	1	1	0	1	0	0	9	0	1	0	86.4	0	1	0	1248.25	3	0	43.2	1	0	100	0	0	0	0	0	1	0	0	1	670	110	1	0	0	0	0	100	0	0	0	0	0
66	0	200	0	0	0	0	0		2	0	0	2.5	0	1	0	244.2857143	0	1	0	313.399	2	0	205.7142857	1	0	70		0	0			13		0	1	500	100	1	120	0	0	0	70		0	0	0	1
75	0	240	0	0	0	0	0	1	3	90	0	2.5	0	1	0	160	0	0	0	313.4	1	0	60	0	0	170	0	0	0	0	0	7	0	1	0	560	160	1	0	0	0	0	170	0	0	1	0	0
28	0	100	0	0	0	0	0	0	2	0	0	11	1	1	0	180	1	1	0	3019.08	4	0	0	0	1	110	0	540	769.759	1	0	9	0	0	0	460	50	1	0	0	0	0	110	0	40	1	0	0
60	21.95121951	110	0	0	0	0	0		4	208.5365854	0	4.5	0	1	0	153.6585366	0	0	10	313.399	1	0	65.85365854	0	0	110		0	0			12		1	0	460	230	1	70	0	0	0	80		0	1	0	1
32	0	100	0	0	0	0	0	0	2	0	0	17	0	0	0	60	0	1	0	1248.25	2	360	0	0	0	180	0	0	0	0	0	12	0	0	0	420	20	1	0	300	0	0	90	0	0	1	0	0
26	17.5	170	0	0	0	0	0	0	2	17.5	0	11	1	1	0	17.5	1	1	0	3262.75	4	0	17.5	0	1	70	0	540	769.759	1	0	13	0	0	0	450	140	1	0	0	0	0	70	0	40	1	0	0
74	0	90	0	0	0	0	0	1	3	0	0	6.5	0	1	0	0	0	0	0	1740.81	3	0	0	0	0	80	0	0	0	0	0	1	0	1	1	590	680	1	0	0	0	0	80	0	0	0	0	0
67	0	110	0	0	0	0	0	0	1	82.96296296	0	6.5	0	1	0	142.2222222	0	1	220	1248.25	2	0	94.81481481	0	0	120	0	0	0	0	0	9	0	1	0	460	0	1	210	0	0	0	120	0	0	1	0	0
30	0	90	0	0	0	0	0	0	1	0	0	8	0	0	0	50	0	1	0	1894.42	2	0	0	0	1	140	0	650	1124.66	0	0	9	0	0	0	460	50	1	0	0	0	0	140	0	0	1	0	0
15	0	130	0	1	1	0	0	1	2	0	0	8	0	1	0	140	0	1	0	2249.32	4	70	60	0	0	110	0	0	0	0	0	1	0	0	0	540	160	1	160	70	0	0	110	0	0	1	0	0
52	0	140	0	0	0	0	0	0	1	285.3658537	0	8	0	1	0	364.6341463	0	1	0	1371.9	3	0	0	1	0	110	0	0	0	0	0	6	0	0	0	420	0	1	120	0	0	0	50	0	0	1	0	0
50	73.5483871	130	0	1	1	0	0	0	1	0	1	12	1	0	0	208.3870968	1	1	0	2743.8	4	0	98.06451613	0	1	60	1	490	1371.9	0	1	8	0	0	0	380	0	1	0	0	0	0	0	40	37.5	1	0	0
59	0	150	0	0	0	0	0	1	3	0	0	6.5	0	1	0	168	0	1	0	1740.81	2	0	112	0	0	160	0	0	0	0	0	11	0	1	0	540	250	1	60	0	0	0	160	0	0	1	0	0
31	40	150	0	0	0	0	0	1	2	0	0	0	0	0	0	20	0	1	0	1740.81	3	120	20	0	0	200	0	0	0	0	0	9	0	1	0	680	100	1	110	0	1	0	200	0	0	0	0	0
44	0	120	0	1	1	0	0		2	80	0	4.5	1	1	1	90	0	1	0	1212.93	3	0	0	0	1	100		550	911.388			9		0	0	410	90	1	0	0	0	0	100		30	1	0	1
63	0	110	0	0	0	0	0		2	0	0	12	1	0	0	0	0	1	0	313.399	2	0	0	0	1	220		0	0			13		0	0	990	0	1	120	0	0	1	100		0	1	0	1
59	20	190	0	0	0	0	0	0	1	20	0	8	0	0	0	20	0	1	0	1740.81	4	0	20	0	1	530	0	160	1124.66	0	0	1	0	0	1	480	0	1	0	0	0	0	530	0	0	0	0	0
64	0	170	0	0	0	0	0	0	1	0	1	2.5	0	0	0	261.8181818	0	1	0	760.95	2	0	58.18181818	0	0	310	1	0	0	0	0	9	0	1	1	590	0	1	50	0	0	0	310	12	0	0	0	0
45	0	40	0	0	0	0	0		2	0	0	4.5	0	1	0	0	1	1	0	2433.18	4	0	0	0	1	80		880	1784.67			11		0	0	420	20	1	0	0	0	0	80		60	1	0	1
60	0	210	0	0	0	0	0		2	0	0	15	0	0	0	0	1	1	0	0	2	0	0	0	1	180		320	0			1		0	1	490	160	1	80	0	0	0	80		45	0	0	1
58	0	190	0	0	0	0	0		2	42.22222222	0	15	1	0	0	42.22222222	1	1	0	3765.14	3	60	295.5555556	0	1	100		0	2214.12			9		0	0	540	130	1	40	0	0	0	50		30	1	0	1
16	0	180	0	1	1	0	0	0	2	0	0	6.5	0	1	0	0	0	1	0	1371.9	5	0	0	0	0	0	0	0	0	0	0	1	0	0	1	510	750	1	0	0	0	0	0	0	0	0	0	0
39	130	160	0	1	2	1	1	0	1	50	0	12	0	1	0	60	0	1	0	3601.12	4	110	110	1	0	140	0	0	0	0	0	13	0	0	1	630	50	1	0	0	0	0	70	0	0	0	0	0
26	230	330	0	2	3	1	1	0	1	0	0	8	0	1	0	0	0	1	0	1248.25	6	0	120	1	0	80	0	0	0	0	0	10	0	0	1	540	140	0	0	0	0	0	0	0	0	0	0	0
33	0	40	0	0	0	0	0	0	2	0	0	8	0	0	0	0	0	1	0	4032.51	5	0	0	0	1	130	0	510	769.759	0	0	7	0	0	0	540	150	1	70	0	0	0	80	0	0	1	0	0
73	0	210	0	0	0	0	0	1	1	0	0	2.5	0	1	0	142.5925926	0	1	90	313.4	2	0	207.4074074	1	0	130	0	0	0	0	0	8	0	0	0	580	80	1	0	0	0	0	130	0	0	1	0	0
36	0	150	0	1	1	0	0	1	1	0	0	9	1	1	0	140	1	1	0	1740.81	3	0	0	0	1	190	0	470	769.759	1	0	18	0	0	0	420	70	1	0	0	0	0	190	0	40	1	0	0
36	0	90	1	0	1	0	1	1	1	0	0	9	1	0	0	40	1	1	0	1894.42	3	0	0	0	1	130	0	650	1124.66	1	0	9	0	0	0	530	0	1	0	0	0	0	130	0	40	1	0	0
52	214.1176471	330	0	0	0	0	0	1	1	0	1	12	1	0	0	45.88235294	1	0	0	3601.12	1	0	0	0	1	30	1	0	3232.29	1	0	12	0	0	0	450	150	1	220	0	0	0	0	6	36.7	1	0	0
52	328.4615385	170	0	0	0	0	0	0	2	0	0	2.5	0	0	0	0	0	1	0	342.62	2	0	281.5384615	0	1	0	0	0	342.621	0	0	9	0	0	0	600	60	1	0	0	0	0	0	0	0	1	0	0
30	0	110	0	0	0	0	0		2	0	0	11	1	0	0	60	1	1	0	0	2	0	0	0	1	190		550	0			2		0	0	530	0	1	0	0	1	0	190		37	0	0	1
84	0	180	0	0	0	0	0		3	0	0	2.5	0	1	0	300	0	1	0	0	2	0	0	0	0	60		0	0			17		1	0	700	200	1	0	0	1	0	60		0	0	0	1
48	196.9230769	160	0	1	1	0	0		2	0	0	8	0	0	0	98.46153846	0	1	0	2433.18	7	110	184.6153846	0	0	280		0	0			13		1	0	410	0	1	0	0	0	0	280		0	1	0	1
60	0	170	0	0	0	0	0	1	1	0	0	8	0	0	0	0	0	0	0	2730.65	6	0	590	0	0	150	0	0	0	0	0	12	0	1	0	530	0	1	0	0	0	0	150	0	0	1	0	0
11	0	200	0	1	1	0	0	0	2	0	0	6.5	0	1	0	0	0	1	0	769.76	3	150	0	0	0	70	0	0	0	0	0	1	0	0	0	580	0	1	0	440	0	0	70	0	0	1	0	0
46	90	320	0	0	0	0	0		2	0	0	8	0	0	0	0	1	1	0	2433.18	2	0	0	0	1	40		520	2214.12			4		0	0	470	0	1	0	0	0	0	40		40	1	0	1
27	160	180	0	0	0	0	0	0	2	0	0	6.5	0	1	0	190	0	1	0	313.4	2	90	120	0	0	0	0	0	0	0	0	12	0	0	0	430	200	1	70	0	1	0	0	0	0	0	0	0
53	0	130	0	0	0	0	0	0	1	0	0	8	1	1	0	130	0	1	0	1112.38	4	0	180	0	1	140	0	0	342.621	1	0	13	0	0	0	670	190	1	0	0	1	0	140	0	0	0	0	0
21	0	70	0	0	0	0	0	0	2	0	0	12	1	0	0	20	1	1	0	2235.26	5	0	0	0	1	80	0	390	342.621	1	0	13	0	0	0	580	150	1	0	150	0	0	80	0	40	1	0	0
19	0	200	0	0	0	0	0	0	2	0	0	8	0	1	0	50	0	1	0	3928.7	3	0	0	0	0	100	0	0	0	0	0	18	0	0	0	510	50	1	0	530	0	0	100	0	0	1	0	0
77	255.8139535	130	0	0	2	2	2	0	1	115.1162791	0	6.5	0	1	0	179.0697674	0	1	0	760.95	5	0	0	1	0	0	0	0	0	0	0	13	0	0	0	510	60	1	190	0	0	0	0	0	0	1	0	0
47	0	130	0	0	0	0	0		1	0	0	8	1	0	0	0	1	1	0	1392.46	2	0	0	0	1	110		700	1392.46			15		0	0	450	20	1	30	0	0	0	110		40	1	0	1
56	0	120	0	0	0	0	0	0	1	0	0	6.5	0	1	0	331.5789474	0	1	0	1740.81	3	0	88.42105263	1	0	150	0	0	0	0	0	9	0	0	0	540	0	1	210	0	0	0	150	0	0	1	0	0
43	0	150	0	1	1	0	0	0	1	0	0	17	1	1	0	450	1	1	0	2496.56	4	0	0	0	1	210	0	0	1371.9	0	1	9	0	0	0	570	60	1	0	0	0	0	120	0	37.5	1	0	0
55	0	120	0	0	0	0	0	0	1	0	0	0	1	1	1	61.11111111	1	1	0	769.76	3	0	158.8888889	0	1	90	0	520	769.759	1	0	1	0	0	0	360	60	1	70	0	0	0	90	0	0	1	0	0
44	20	150	0	0	0	0	0	0	1	80	0	8	0	1	0	70	0	1	0	2847.89	4	0	150	0	1	170	0	0	1723.23	0	0	9	0	0	0	540	160	1	100	0	1	0	170	0	0	0	0	0
66	0	160	0	0	0	0	0	0	1	0	0	2.5	0	0	0	0	0	1	0	1740.81	3	0	0	0	0	390	0	0	0	0	0	10	0	1	0	560	100	1	230	0	0	0	290	0	0	1	0	0
73	0	130	0	0	0	0	0		2	0	0	4.5	0	1	0	225	0	1	0	1212.93	3	0	125	1	0	300		0	0			3		0	0	540	0	1	120	0	0	0	300		0	1	0	1
48	0	190	0	0	0	0	0	0	1	127.5675676	0	12	0	1	0	318.9189189	0	1	0	1248.25	3	0	143.5135135	1	0	40	0	0	0	0	0	1	0	0	0	420	200	1	0	0	0	0	0	0	0	1	0	0
45	0	140	0	0	0	0	0	0	2	0	0	8	0	1	0	180	0	1	140	760.95	2	0	180	0	1	260	0	0	0	0	0	5	0	0	0	540	0	1	0	0	0	1	260	0	0	1	0	0
56	11.59090909	110	0	0	0	0	0		2	162.2727273	0	8	1	1	0	150.6818182	0	1	0	1212.93	3	60	185.4545455	0	1	150		0	0			7		0	0	460	70	1	80	0	0	1	0		0	1	0	1
23	0	350	0	0	0	0	0	0	2	0	0	12	0	0	0	60	0	1	0	1740.81	5	0	0	0	0	120	0	0	0	0	0	5	0	0	0	510	170	1	0	230	0	0	90	0	0	1	0	0
79	0	210	0	0	0	0	0		2	115.7142857	0	2.5	0	1	0	77.14285714	0	0	0	313.399	2	0	77.14285714	1	0	300		0	0			6		0	0	570	0	1	90	0	0	0	180		0	1	0	1
22	0	100	0	1	1	0	0	0	2	0	0	12	1	0	1	0	1	1	0	769.76	4	0	0	0	1	0	0	610	769.759	1	0	4	0	0	0	470	110	0	150	0	0	0	0	0	40	1	0	0
42	0	210	0	1	1	0	0	0	1	0	0	8	1	0	0	0	1	1	0	2235.26	3	0	180	0	1	310	0	0	1124.66	1	0	15	0	0	1	570	170	1	0	0	0	0	260	0	40	0	0	0
54	0	230	0	0	0	0	0	0	1	0	0	8	1	1	1	315.7894737	0	1	0	1740.81	4	0	184.2105263	0	1	110	0	180	342.621	1	0	1	0	0	0	420	0	1	0	0	0	0	110	0	17	1	0	0
66	0	160	0	0	0	0	0	0	1	125	0	6.5	0	1	0	225	0	1	0	760.95	2	150	150	1	0	60	0	0	0	0	0	8	0	0	1	460	0	1	110	0	0	0	60	0	0	0	0	0
16	0	180	0	2	2	0	0	0	2	0	0	8	0	1	0	10	0	1	0	1740.81	5	0	10	0	0	80	0	0	0	0	0	9	0	0	0	620	130	1	0	410	1	0	80	0	0	0	0	0
68	0	90	0	0	0	0	0	0	1	0	0	6.5	0	1	0	137.5	0	1	0	760.95	2	260	62.5	1	0	200	0	0	0	0	0	9	0	0	0	600	90	1	0	0	0	0	200	0	0	1	0	0
42	0	250	0	2	2	0	0	0	1	0	0	11	1	0	0	0	1	1	0	1248.25	4	0	0	0	1	0	0	470	1124.66	1	0	15	0	0	0	590	130	1	0	0	0	0	0	0	40	1	0	0
56	0	160	0	0	0	0	0	0	1	306.3461538	0	8	0	1	0	158.8461538	0	1	0	1248.25	3	0	124.8076923	1	0	0	0	0	0	0	0	13	0	0	0	600	0	1	90	0	0	0	0	0	0	1	0	0
64	0	170	0	0	0	0	0		2	25	0	12	0	1	0	300	0	1	0	0	2	0	125	1	0	260		0	0			8		0	0	530	30	1	0	0	0	0	260		0	1	0	1
25	0	140	0	0	0	0	0	0	2	0	0	9	0	1	0	40	0	1	0	1248.25	4	0	0	0	0	250	0	0	0	0	0	1	0	0	0	480	50	1	0	480	0	0	250	0	0	1	0	0
36	200	160	0	1	2	1	1	0	1	0	0	8	1	0	1	10	1	1	140	769.76	4	130	20	0	1	20	0	0	769.759	1	0	7	0	0	0	690	50	1	20	0	0	0	20	0	0	1	0	0
26	0	150	0	0	0	0	0	0	2	0	1	17	1	0	0	0	1	1	0	5502.96	6	60	0	0	1	30	1	640	769.759	1	0	1	0	0	0	520	40	1	0	0	0	0	0	6	47.5	1	0	0
51	0	220	0	0	0	0	0		2	0	0	9	0	1	0	276.3157895	0	1	0	2433.18	4	80	73.68421053	1	0	230		0	0			12		0	1	560	0	1	0	0	0	0	80		0	0	0	1
17	0	150	0	0	0	0	0		1	0	0	8	1	0	0	0	0	1	0	1212.93	4	90	0	0	0	0		0	0			13		0	1	540	660	1	0	0	0	0	0		0	0	0	1
33	240	240	0	1	2	1	1		2	0	0	4.5	0	1	0	20	0	1	0	313.399	4	0	140	1	0	120		0	0			10		0	0	600	80	1	0	0	1	0	80		0	0	0	1
47	96	120	0	1	1	0	0	0	1	0	0	8	0	1	0	324	0	1	0	2651.9	7	0	300	1	0	30	0	0	0	0	0	14	0	0	0	510	60	1	0	0	0	0	30	0	0	1	0	0
19	0	120	0	1	1	0	0	0	2	0	0	9	1	1	0	224	0	1	0	2235.26	4	0	16	0	1	0	0	210	342.621	0	1	9	0	0	0	460	280	1	130	0	0	0	0	0	10	1	0	0
16	0	120	0	0	0	0	0	0	2	0	0	8	0	1	0	0	0	1	0	2730.65	4	0	0	0	0	240	0	0	0	0	0	4	0	0	0	530	10	0	0	540	0	0	240	0	0	1	0	0
42	0	120	0	0	0	0	0	1	1	62.5	0	15	1	1	0	140.625	1	1	0	2249.32	5	0	46.875	0	1	150	0	430	1124.66	0	1	1	0	0	0	450	40	1	0	0	0	0	60	0	37.5	1	0	0
60	0	100	0	0	0	0	0	0	2	0	0	12	0	1	0	50	0	1	0	1797.62	4	200	10	0	1	90	0	420	769.759	0	0	1	0	0	0	530	40	1	0	0	0	0	40	0	0	1	0	0
18	0	90	0	0	0	0	0	0	2	0	0	6.5	1	1	0	200	1	1	150	1248.25	3	0	0	0	1	190	0	0	342.621	1	0	7	0	0	0	660	150	1	0	0	1	0	190	0	40	0	0	0
33	20	180	0	0	0	0	0	1	1	0	0	8	1	0	0	0	1	1	0	769.76	2	0	0	0	1	70	0	730	769.759	1	0	12	0	0	0	440	0	1	0	0	0	0	70	0	40	1	0	0
21	0	90	0	0	0	0	0	0	2	0	0	9	0	1	0	0	0	1	0	760.95	4	180	40	0	0	240	0	120	0	0	0	1	0	0	0	450	110	1	0	210	0	0	150	0	0	1	0	0
26	0	140	0	0	0	0	0	0	2	0	0	15	0	0	0	50	0	1	0	2235.26	3	0	0	0	0	190	0	0	0	0	0	2	0	0	0	430	40	1	0	590	0	0	130	0	0	1	0	0
45	0	110	0	0	0	0	0	1	1	0	0	8	0	0	0	0	0	1	0	342.62	2	0	280	0	0	190	0	0	0	0	0	12	0	1	0	530	190	1	140	0	0	0	160	0	0	1	0	0
66	0	150	0	0	0	0	0	1	3	0	0	6.5	0	1	0	101.8181818	0	0	0	769.76	2	0	318.1818182	0	0	230	0	0	0	0	0	7	0	1	0	540	0	1	100	0	0	0	230	0	0	1	0	0
35	0	250	0	0	0	0	0		1	0	0	12	0	0	0	40	1	1	0	0	3	0	30	0	1	250		100	0			6		0	0	650	120	1	0	0	1	0	250		45	0	0	1
40	100	160	0	2	2	0	0	0	1	30	0	8	0	1	0	180	0	1	0	1326.29	5	0	70	0	1	0	0	300	342.621	0	0	12	0	0	0	540	60	1	0	0	0	0	0	0	0	1	0	0
58	0	140	0	0	0	0	0	0	1	0	1	15	0	1	0	250	0	1	0	3095.13	5	50	90	0	0	330	1	0	0	0	0	5	0	1	0	520	60	1	0	0	1	0	270	8	0	0	0	0
86	0	130	0	0	0	0	0	1	3	0	0	2.5	0	1	0	0	0	1	0	1248.25	4	0	30	0	0	590	0	0	0	0	0	13	0	1	0	630	60	1	0	0	0	0	590	0	0	1	0	0
53	0	130	0	0	0	0	0	1	3	0	0	6.5	0	1	0	310	0	1	0	313.4	1	0	0	0	0	380	0	0	0	0	0	1	0	1	1	620	0	1	0	0	0	0	380	0	0	0	0	0
35	0	130	0	0	0	0	0	0	2	10	0	12	1	0	0	30	1	1	0	3601.12	2	0	20	0	1	130	0	0	769.759	1	0	13	0	0	0	550	0	1	250	320	1	0	130	0	40	0	0	0
28	0	340	0	0	0	0	0	0	2	0	0	15	1	1	0	245.4545455	1	1	0	1740.81	3	0	24.54545455	0	1	170	0	0	769.759	1	0	15	0	0	1	290	370	1	0	0	0	0	60	0	40.6	0	0	0
58	144	120	0	0	0	0	0	1	1	0	0	8	0	0	0	36	0	0	0	760.95	3	0	60	0	0	410	0	0	0	0	0	7	0	1	0	590	80	1	0	0	0	0	330	0	0	1	0	0
50	0	220	0	0	0	0	0	0	1	37.5	0	6.5	1	1	0	100	0	1	0	1248.25	4	0	112.5	0	1	140	0	220	342.621	1	0	1	0	0	0	490	50	1	70	0	0	0	0	0	12	1	0	0
74	0	160	0	0	0	0	0		2	0	0	0	0	0	0	0	0	1	0	1212.93	2	220	0	0	0	270		0	0			7		1	1	540	90	1	160	0	0	0	60		0	0	0	1
69	0	110	0	3	3	0	0	0	3	184	1	15	0	1	0	184	0	1	0	2235.26	6	0	92	0	0	100	1	0	0	0	0	1	0	1	0	570	120	1	80	0	0	0	100	5	0	1	0	0
82	0	200	0	0	0	0	0		3	0	0	2.5	0	1	0	70	0	1	0	0	1	90	50	0	0	160		0	0			14		1	0	600	100	1	170	0	1	0	160		0	0	0	1
44	0	160	0	0	0	0	0	0	1	70	0	8	0	1	0	220	0	1	0	1740.81	3	50	60	1	0	120	0	0	0	0	0	10	0	0	0	510	190	1	60	0	0	0	120	0	0	1	0	0
58	0	190	0	0	0	0	0		2	146.25	0	9	0	1	0	243.75	0	1	0	313.399	2	0	0	1	0	180		0	0			6		0	1	560	0	1	120	0	0	0	180		0	0	0	1
50	0	270	0	0	0	0	0	0	3	0	0	8	1	1	1	0	0	1	0	1539.52	4	0	180	0	1	0	0	360	769.759	0	1	10	0	0	1	550	80	1	0	0	0	0	0	0	25	0	0	0
34	445.7142857	230	0	0	2	2	2		2	0	0	17	1	1	0	34.28571429	1	1	0	3765.14	4	0	0	0	1	50		0	3297.19			13		0	0	500	120	1	60	0	1	0	0		50	0	0	1
46	148.5	80	0	0	0	0	0	1	1	0	0	11	1	0	0	81	1	1	0	1894.42	4	20	40.5	0	1	50	0	550	769.759	1	0	3	0	0	0	420	50	1	0	0	0	0	10	0	38	1	0	0
14	0	170	0	1	1	0	0	0	2	0	1	8	0	0	0	67.5	0	1	0	5502.96	4	110	22.5	0	0	140	1	0	0	0	0	9	0	0	0	710	220	1	0	0	1	0	140	32	0	0	0	0
81	0	290	0	1	1	0	0		2	0	0	8	0	0	0	0	0	1	0	3765.14	6	170	0	0	0	290		0	0			12		1	0	630	0	1	60	0	0	0	190		0	1	0	1
34	100	170	0	0	1	1	1	0	1	10	0	9	0	1	0	0	0	1	0	2492.99	3	0	120	0	1	160	0	0	769.759	0	0	2	0	0	0	530	350	1	0	0	1	0	160	0	0	0	0	0
63	36	200	0	0	0	0	0		2	0	0	4.5	1	0	0	54	1	1	0	2433.18	2	0	0	0	1	410		0	2214.12			18		0	0	470	270	1	0	0	1	0	410		38.5	0	0	1
75	5	530	0	0	0	0	0	1	1	5	0	2.5	0	0	0	5	0	1	0	1740.81	4	0	5	0	0	350	0	0	0	0	0	1	0	1	0	540	0	1	0	0	0	0	350	0	0	1	0	0
41	80	130	0	1	1	0	0		2	0	0	11	1	0	1	20	1	1	0	2433.18	3	0	0	0	1	50		580	1784.67			10		0	0	510	70	1	0	0	0	0	50		40	1	0	1
67	0	170	0	0	0	0	0	1	1	0	0	6.5	0	0	0	20	0	1	0	1248.25	2	0	0	0	0	220	0	0	0	0	0	12	0	1	0	670	120	1	240	0	1	0	220	0	0	0	0	0
42	0	160	0	1	1	0	0	0	1	0	0	12	1	0	0	0	1	1	0	1740.81	4	0	0	0	1	30	0	780	1723.23	1	0	9	0	0	1	460	10	1	0	0	0	0	30	0	40	0	0	0
43	0	60	0	0	0	0	0	1	1	30	0	8	0	1	0	110	0	0	0	983.67	4	0	210	1	0	390	0	0	0	0	0	11	0	0	1	640	0	1	0	0	0	0	390	0	0	0	0	0
49	30	200	0	1	1	0	0	0	3	0	0	6.5	0	1	0	160	0	1	0	1740.81	4	0	50	0	0	120	0	0	0	0	0	1	0	1	0	640	50	1	190	0	1	0	120	0	0	0	0	0
22	0	170	0	0	0	0	0		1	0	0	8	1	0	0	172.5	0	1	0	1212.93	3	120	57.5	0	1	70		0	0			2		0	0	320	410	1	120	0	0	1	70		0	1	0	1
67	60	110	0	0	0	0	0	1	2	80	0	2.5	0	1	0	140	0	0	0	3601.12	4	0	100	0	0	320	0	0	0	0	0	12	0	1	0	550	80	1	0	0	0	0	320	0	0	1	0	0
