AGE	CAREPROV	CARSELF	CHILD35	CHILD515	CHILDU15	CHILDUP3	CHILDUP5	CHRONDIS	CIVILSTAT	CLOTHPRV	DOMESTIC	EDUC	EMPLOYEE	FEMALE	FLEXSCHD	FOODPROV	FULLTIME	GOODHLTH	HELPOTHF	HHINC	HHSIZE	HOBBIES	HOMEMNT	HOUSWIFE	LABFORCE	MEDTIME	NONRESDOM	PAIDWORK	PERSINC	PRIVEMPL	PUBEMPL	REGION	RESDMSTC	RETIRED	SATURDAY	SLEEP	SOCLIFE	SPANIARD	SPORT	STUDY	SUNDAY	UNEMPL	WATCHTV	WEEKDOMH	WEEKWRKH	WORKDAY	WORKNOPR	Y2009
14	0	110	0	2	2	0	0	0	2	23.33333333	0	6.5	0	1	0	0	0	1	0	1740.81	4	250	46.66666667	0	0	280	0	0	0	0	0	1	0	0	0	600	130	1	0	0	1	0	160	0	0	0	0	0
47	0	150	0	0	0	0	0	0	2	0	0	12	1	0	0	0	1	1	0	5502.96	2	0	150	0	1	70	0	260	1371.9	1	0	9	0	0	1	810	0	1	0	0	0	0	70	0	40	0	0	0
75	10	110	0	0	0	0	0	1	1	0	0	2.5	0	0	0	10	0	0	0	760.95	2	0	0	0	0	250	0	0	0	0	0	1	0	1	0	600	460	1	0	0	1	0	250	0	0	0	0	0
14	0	140	0	2	2	0	0	0	2	0	0	6.5	0	0	0	0	0	1	0	1248.25	5	160	0	0	0	180	0	0	0	0	0	7	0	0	0	700	140	1	120	0	0	0	180	0	0	1	0	0
86	0	130	0	0	0	0	0	0	3	0	0	6.5	0	1	0	26.66666667	0	1	0	760.95	3	0	93.33333333	0	0	230	0	0	0	0	0	2	0	1	0	640	320	1	0	0	0	0	230	0	0	1	0	0
88	16.875	170	0	0	0	0	0	0	3	16.875	1	2.5	0	1	0	84.375	0	1	0	760.95	2	0	151.875	0	0	90	1	0	0	0	0	9	0	1	1	670	220	1	20	0	0	0	0	2	0	0	0	0
73	0	180	0	0	0	0	0	1	1	0	0	6.5	0	0	0	0	0	0	0	760.95	5	0	0	0	0	520	0	0	0	0	0	1	0	1	0	620	60	1	60	0	0	0	520	0	0	1	0	0
40	240	90	1	2	4	1	2		2	0	0	11	1	0	0	0	1	1	0	2433.18	6	0	70	0	1	30		390	1784.67			1		0	0	450	110	1	60	0	0	0	30		37.5	1	0	1
36	100	260	0	1	2	1	1	0	1	0	0	11	0	0	0	0	0	1	0	2235.26	4	0	0	0	1	280	0	0	2205.47	0	0	6	0	0	0	650	90	1	60	0	1	0	280	0	0	0	0	0
25	0	220	0	0	0	0	0		2	40	0	8	1	1	0	70	1	1	0	1212.93	2	0	180	0	1	350		0	399.004			1		0	0	520	40	1	20	0	0	0	350		40	1	0	1
42	235.7142857	120	0	1	1	0	0		2	0	0	15	1	0	0	0	1	1	0	1784.67	3	0	64.28571429	0	1	30		470	1784.67			9		0	0	490	30	1	0	0	0	0	30		37.5	1	0	1
63	0	150	0	0	0	0	0	0	1	0	0	8	0	1	0	250	0	1	0	2235.26	3	0	110	0	0	100	0	0	0	0	0	12	0	0	0	650	0	1	180	0	0	0	60	0	0	1	0	0
53	0	130	0	0	0	0	0	1	3	20.68965517	0	6.5	0	1	0	165.5172414	0	0	0	313.4	2	0	113.7931034	0	0	120	0	0	0	0	0	12	0	1	0	490	330	1	70	0	1	0	110	0	0	0	0	0
12	0	150	0	1	1	0	0	0	2	0	0	6.5	0	1	0	10	0	1	0	2975.23	4	130	10	0	0	190	0	0	0	0	0	9	0	0	0	410	90	1	0	450	0	0	100	0	0	1	0	0
53	0	300	0	0	0	0	0		2	0	0	4.5	0	1	0	216	0	1	0	0	3	0	144	1	0	220		0	0			11		0	1	480	40	1	40	0	0	0	140		0	0	0	1
76	0	160	0	0	0	0	0		2	0	1	15	0	1	0	250	0	1	0	3765.14	2	0	0	0	0	170		0	0			12		1	0	680	0	1	180	0	0	0	140		0	1	0	1
19	0	170	0	0	0	0	0	0	2	0	0	12	1	1	1	40	0	1	0	760.95	2	0	10	0	1	130	0	0	342.621	1	0	10	0	0	0	610	270	0	210	0	1	0	100	0	4	0	0	0
29	34.28571429	170	1	0	1	0	1		2	0	0	12	1	1	0	85.71428571	0	1	0	313.399	4	0	0	0	1	290		140	0			10		0	0	650	70	0	0	0	0	1	290		0	1	0	1
72	0	120	0	0	0	0	0		1	0	0	0	0	0	0	33.33333333	0	0	0	313.399	1	0	66.66666667	0	0	250		0	0			9		1	0	790	60	1	120	0	1	0	250		0	0	0	1
21	240	170	2	2	7	3	5		3	0	0	8	1	1	0	160	0	1	0	313.399	13	0	50	0	1	0		0	0			18		0	0	310	510	1	0	0	0	1	0		0	1	0	1
26	0	230	0	0	0	0	0	0	2	0	0	12	1	0	1	60	1	1	0	3601.12	4	90	0	0	1	180	0	0	1124.66	1	0	2	0	0	0	540	230	1	110	0	1	0	60	0	40	0	0	0
69	0	150	0	0	0	0	0		2	0	0	4.5	0	0	0	290	0	1	0	1212.93	2	280	0	0	0	250		0	0			9		1	0	470	0	1	0	0	0	0	250		0	1	0	1
52	0	250	0	0	0	0	0		2	0	0	8	1	0	0	0	1	1	0	1212.93	3	0	290	0	1	120		0	911.388			11		0	0	450	260	1	70	0	1	0	120		50	0	0	1
54	290	210	0	0	0	0	0		2	100	0	4.5	1	1	0	130	1	1	0	2433.18	3	0	60	0	1	170		0	911.388			12		0	0	400	80	1	0	0	0	0	60		40	1	0	1
55	0	220	0	1	1	0	0	0	1	0	1	8	1	0	0	100	1	1	0	1740.81	4	0	110	0	1	240	1	0	1124.66	1	0	1	0	0	0	560	210	1	0	0	1	0	240	10	30	0	0	0
36	0	170	0	0	0	0	0	0	4	0	0	2.5	1	0	0	40	1	0	0	342.62	1	0	0	0	1	20	0	550	342.621	1	0	15	0	0	0	410	0	0	0	250	0	0	20	0	35	1	0	0
43	0	140	0	0	0	0	0	0	1	60	0	8	0	1	0	200	0	1	0	2235.26	3	0	170	1	0	270	0	0	0	0	0	10	0	0	0	600	0	1	0	0	1	0	270	0	0	0	0	0
63	0	170	0	0	0	0	0	0	1	0	0	6.5	0	0	0	0	0	1	0	1740.81	2	0	0	0	1	30	0	880	1723.23	0	0	5	0	0	0	350	10	1	0	0	0	0	30	0	0	1	0	0
16	0	140	0	1	1	0	0	0	2	0	0	8	0	1	0	0	0	1	0	1371.9	4	0	0	0	0	0	0	0	0	0	0	8	0	0	0	460	70	1	60	710	0	0	0	0	0	1	0	0
46	0	140	0	2	2	0	0		1	0	0	15	1	0	0	0	1	1	0	0	4	0	200	0	1	60		590	0			9		0	0	450	0	1	0	0	0	0	60		40	1	0	1
12	20	70	0	1	1	0	0	0	2	0	0	6.5	0	1	0	20	0	1	0	1248.25	4	80	0	0	0	0	0	0	0	0	0	12	0	0	0	640	20	1	0	590	0	0	0	0	0	1	0	0
37	190	240	0	1	1	0	0	1	1	0	0	8	0	0	0	0	0	0	0	313.4	3	0	90	0	0	280	0	0	0	0	0	1	0	0	0	410	190	1	40	0	0	0	240	0	0	1	0	0
53	0	80	0	0	0	0	0	0	1	100.8695652	0	2.5	0	1	0	163.9130435	0	1	0	3776.56	5	0	25.2173913	0	1	150	0	450	769.759	0	0	1	0	0	0	470	0	1	0	0	0	0	150	0	0	1	0	0
70	0	210	0	0	0	0	0	0	1	0	1	17	0	0	0	0	0	1	0	5502.96	3	110	60	0	0	290	1	0	0	0	0	15	0	1	0	520	170	1	80	0	1	0	150	12	0	0	0	0
51	0	110	0	0	0	0	0		2	0	0	8	1	1	0	90	1	1	0	0	4	0	0	0	1	0		530	0			12		0	0	530	140	1	40	0	0	0	0		48	1	0	1
31	340	140	0	0	1	1	1	0	1	0	1	15	1	1	0	10	1	1	0	2496.56	3	0	0	0	1	110	1	0	1371.9	1	0	5	0	0	1	510	10	1	20	300	0	0	0	5	40	0	0	0
24	0	80	0	1	1	0	0	0	2	0	0	9	1	1	0	0	1	1	0	3601.12	8	0	520	0	1	70	0	0	769.759	1	0	6	0	0	0	510	260	1	0	0	0	0	70	0	37.5	1	0	0
46	0	130	0	0	0	0	0	1	1	0	0	12	1	0	0	0	1	1	0	1248.25	3	80	70	0	1	500	0	0	769.759	1	0	17	0	0	1	360	250	0	50	0	0	0	420	0	40	0	0	0
21	0	190	0	0	0	0	0		1	0	0	8	1	0	0	0	0	1	0	0	3	0	60	0	0	260		0	0			2		0	0	920	10	1	0	0	1	0	260		0	0	0	1
26	0	180	0	1	1	0	0	0	2	0	0	6.5	0	0	0	0	0	1	0	1248.25	6	0	60	0	1	260	0	0	0	0	0	8	0	0	0	550	20	1	370	0	0	1	260	0	0	1	0	0
32	80	170	0	0	1	1	1	0	1	0	0	8	1	0	0	20	1	1	0	769.76	3	0	0	0	1	110	0	400	769.759	1	0	11	0	0	1	530	130	1	0	0	0	0	80	0	45	0	0	0
66	0	240	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	1	0	0	3	0	580	0	0	200	0	0	0	0	0	9	0	1	0	360	0	1	60	0	1	0	200	0	0	0	0	0
86	0	160	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1248.25	2	0	220	0	0	140	0	0	0	0	0	1	0	1	0	820	100	1	0	0	0	0	140	0	0	1	0	0
32	270	160	1	0	2	1	2		2	0	0	12	0	0	0	20	1	1	0	1392.46	4	0	0	0	1	0		430	1392.46			13		0	0	370	190	1	0	0	0	0	0		40	1	0	1
15	0	130	0	1	1	0	0		1	0	0	4.5	1	1	0	140	0	1	0	313.399	2	50	40	0	0	40		40	0			5		0	0	510	0	1	0	490	0	0	40		0	1	0	1
27	0	260	0	0	0	0	0	0	2	0	0	8	1	1	0	159.3103448	1	1	0	1248.25	2	60	170.6896552	0	1	0	0	0	769.759	1	0	17	0	0	1	450	340	1	0	0	0	0	0	0	40	0	0	0
62	0	220	0	0	0	0	0	0	1	0	0	0	0	1	0	50	0	1	0	2235.26	3	0	90	1	0	230	0	0	0	0	0	16	0	0	0	520	230	1	100	0	1	0	230	0	0	0	0	0
38	170	110	0	2	2	0	0	0	1	0	0	11	0	0	0	50	0	1	0	2235.26	4	0	0	0	1	100	0	520	1124.66	0	0	2	0	0	0	390	0	1	100	0	0	0	0	0	0	1	0	0
66	0	160	0	0	0	0	0	0	1	0	0	6.5	0	0	0	310	0	1	0	313.4	2	0	0	0	0	350	0	0	0	0	0	9	0	1	1	620	0	1	0	0	0	0	350	0	0	0	0	0
53	0	130	1	1	2	0	1	0	1	0	0	12	0	1	0	0	0	1	0	5502.96	7	0	0	0	1	80	0	750	1371.9	0	0	9	0	0	0	480	0	1	0	0	0	0	80	0	0	1	0	0
33	100	180	1	1	2	0	1		2	0	0	12	1	1	0	0	1	1	0	911.388	4	0	0	0	1	0		710	911.388			10		0	0	450	0	0	0	0	1	0	0		60	0	0	1
69	105.4545455	140	0	0	0	0	0		2	0	0	4.5	1	0	0	116	0	1	0	0	2	0	358.5454545	0	0	100		0	0			4		0	0	420	150	0	50	0	0	0	100		0	1	0	1
58	0	140	0	0	0	0	0	0	1	0	0	6.5	1	1	0	360	1	1	0	1539.52	2	0	120	0	1	120	0	0	769.759	1	0	8	0	0	0	520	180	1	0	0	0	0	120	0	0	1	0	0
41	0	200	0	2	2	0	0		2	0	0	8	1	1	0	190	1	1	0	911.388	4	0	0	0	1	0		510	911.388			13		0	0	420	0	1	120	0	0	0	0		35	1	0	1
60	0	120	0	0	0	0	0	1	3	0	0	8	0	1	0	190.3846154	0	1	0	313.4	1	0	139.6153846	0	0	230	0	0	0	0	0	12	0	1	0	490	230	1	40	0	0	0	230	0	0	1	0	0
29	0	100	0	0	0	0	0	0	2	0	0	11	1	1	0	0	1	1	0	2237.04	5	0	40	0	1	0	0	660	769.759	1	0	1	0	0	0	640	0	1	0	0	1	0	0	0	40	0	0	0
69	60	120	0	0	0	0	0	1	1	280	0	2.5	0	1	0	300	0	0	0	760.95	2	0	10	0	0	0	0	0	0	0	0	1	0	1	0	480	190	1	0	0	1	0	0	0	0	0	0	0
38	158.3333333	200	0	2	3	1	1	0	1	0	1	12	1	0	0	221.6666667	1	1	0	1248.25	5	170	0	0	1	50	1	0	769.759	0	1	10	0	0	0	420	130	1	90	0	1	0	50	3	37.5	0	0	0
84	270	90	0	0	0	0	0		2	0	1	0	0	0	0	20	0	1	0	1212.93	2	0	0	0	0	190		0	0			7		1	0	720	0	1	150	0	1	0	190		0	0	0	1
47	81.66666667	130	0	0	2	2	2	0	1	81.66666667	0	6.5	1	0	0	81.66666667	1	1	0	769.76	4	0	245	0	1	0	0	0	769.759	1	0	9	0	0	0	570	250	1	0	0	1	0	0	0	40	0	0	0
54	45.45454545	160	0	1	1	0	0		2	0	0	15	0	1	0	340.9090909	0	1	0	2433.18	3	80	113.6363636	1	0	110		0	0			3		0	1	520	70	1	0	0	0	0	110		0	0	0	1
28	0	140	0	0	0	0	0		1	0	0	8	1	0	0	70	0	1	0	0	3	0	0	0	1	330		0	0			10		0	0	830	70	0	0	0	1	1	330		0	0	0	1
33	245.8333333	230	0	0	1	1	1	0	1	0	0	12	0	1	0	86.04166667	0	1	0	1248.25	3	0	258.125	0	1	80	0	0	0	0	0	10	0	0	0	500	40	1	0	0	0	1	80	0	0	1	0	0
65	0	150	0	0	0	0	0	0	1	0	0	8	1	1	1	201.25	1	1	0	3262.75	4	0	28.75	0	1	200	0	300	769.759	1	0	15	0	0	1	450	110	1	0	0	0	0	200	0	40	0	0	0
21	0	110	0	1	1	0	0	0	2	0	1	15	1	1	0	0	1	1	0	3601.12	4	0	0	0	1	0	1	610	769.759	0	1	5	0	0	0	520	200	1	0	0	0	0	0	20	35	1	0	0
47	0	150	0	0	0	0	0		2	30	0	15	0	1	0	15	0	1	0	3765.14	3	0	45	1	0	150		0	0			13		0	0	690	170	1	190	0	1	0	120		0	0	0	1
15	0	130	0	1	1	0	0		1	0	1	0	1	1	0	0	0	1	0	3765.14	4	100	0	0	0	80		0	0			7		0	0	480	260	1	0	390	0	0	80		0	1	0	1
77	0	140	0	0	0	0	0	0	4	0	0	2.5	0	0	0	0	0	1	0	760.95	2	100	0	0	0	370	0	0	0	0	0	10	0	1	0	470	200	1	160	0	0	0	370	0	0	1	0	0
51	0	350	0	0	0	0	0		2	0	0	4.5	1	1	0	68	0	1	0	2433.18	3	0	272	0	1	110		0	1086.444			8		0	1	410	230	1	0	0	0	0	80		36	0	0	1
36	0	120	0	0	0	0	0	0	2	0	0	12	0	1	0	340	0	1	0	3601.12	5	0	0	1	0	500	0	0	0	0	0	6	0	0	0	480	0	1	0	0	0	0	500	0	0	1	0	0
85	66.66666667	140	0	0	0	0	0		3	0	0	2.5	0	1	0	100	0	0	0	313.399	1	0	133.3333333	0	0	420		0	0			15		1	0	480	100	1	0	0	0	0	420		0	1	0	1
76	0	160	0	0	0	0	0	0	3	20	0	2.5	0	1	0	60	0	1	0	760.95	1	130	230	0	0	210	0	0	0	0	0	17	0	1	0	500	130	1	0	0	0	0	210	0	0	1	0	0
37	0	130	1	1	3	1	2	0	1	0	0	6.5	1	0	1	0	1	1	0	769.76	5	0	0	0	1	0	0	890	769.759	1	0	8	0	0	1	330	90	1	0	0	0	0	0	0	0	0	0	0
78	0	200	0	0	0	0	0	1	1	0	0	2.5	0	0	0	0	0	0	0	313.4	2	0	0	0	0	200	0	0	0	0	0	7	0	1	0	850	110	1	80	0	0	0	200	0	0	1	0	0
39	231.1111111	230	0	1	2	1	1	0	1	0	0	8	1	0	0	0	1	1	0	1248.25	4	0	28.88888889	0	1	120	0	550	1124.66	0	1	1	0	0	1	280	0	1	0	0	0	0	40	0	37.5	0	0	0
26	0	270	0	0	0	0	0	0	2	75	0	17	0	0	0	125	0	1	0	1740.81	5	0	100	0	1	60	0	0	0	0	0	15	0	0	0	410	100	1	130	170	0	1	0	0	0	1	0	0
18	10	160	0	0	0	0	0	0	2	0	0	12	0	0	0	10	0	1	0	2235.26	6	60	0	0	0	50	0	0	0	0	0	1	0	0	0	480	0	1	90	580	0	0	50	0	0	1	0	0
40	124.2857143	140	0	1	1	0	0	1	1	0	0	8	0	0	0	82.85714286	0	0	0	760.95	3	50	82.85714286	0	0	250	0	0	0	0	0	12	0	1	0	630	80	1	0	0	0	0	150	0	0	1	0	0
79	0	170	0	0	0	0	0		1	0	0	2.5	0	1	0	90	0	0	0	313.399	1	0	40	0	0	400		0	0			4		1	1	740	0	1	0	0	0	0	340		0	0	0	1
48	0	90	0	0	0	0	0	0	1	0	0	8	1	1	0	580	0	1	0	2730.65	5	0	0	0	1	160	0	220	342.621	1	0	1	0	0	0	390	0	1	0	0	0	0	160	0	20	1	0	0
93	0	100	0	0	0	0	0	0	1	0	0	2.5	0	0	0	0	0	1	0	2235.26	7	0	0	0	0	0	0	0	0	0	0	7	0	1	0	1120	220	1	0	0	0	0	0	0	0	1	0	0
51	0	230	0	0	0	0	0	1	1	0	0	12	1	0	0	20	1	1	0	4558.6	6	0	180	0	1	80	0	300	769.759	1	0	8	0	0	1	570	60	1	0	0	0	0	60	0	0	0	0	0
51	0	130	0	0	0	0	0	1	1	0	0	6.5	0	0	0	0	0	1	0	1740.81	4	0	0	0	1	130	0	620	342.621	0	0	1	0	0	0	410	100	1	50	0	0	0	130	0	0	1	0	0
26	0	210	0	0	0	0	0	0	2	0	0	15	1	1	0	0	1	1	0	3601.12	4	0	0	0	1	100	0	130	1723.23	0	1	16	0	0	0	880	0	1	120	0	1	0	100	0	3.5	0	0	0
59	310	120	0	0	1	1	1	1	1	0	0	6.5	0	0	0	214.6153846	0	1	0	1248.25	4	0	95.38461538	0	0	260	0	0	0	0	0	10	0	1	0	410	30	1	0	0	0	0	260	0	0	1	0	0
21	0	170	0	0	0	0	0	0	2	0	0	8	1	1	0	0	1	1	0	3601.12	5	30	10	0	1	80	0	570	769.759	1	0	9	0	0	0	530	50	1	0	0	0	0	80	0	40	1	0	0
10	0	50	0	1	1	0	0		1	0	0	4.5	1	1	0	0	0	1	0	2433.18	4	110	20	0	0	240		0	0			15		0	0	550	50	1	0	420	0	0	240		0	1	0	1
45	0	150	0	1	1	0	0		2	0	0	8	0	1	0	80	1	1	0	399.004	5	0	0	0	1	0		440	399.004			12		0	0	770	0	1	0	0	1	0	0		60	0	0	1
67	0	260	0	0	0	0	0		3	120	0	0	0	1	0	170	0	1	0	2433.18	2	0	0	0	0	0		0	0			7		1	0	570	240	1	80	0	1	0	0		0	0	0	1
69	0	190	0	0	0	0	0	0	1	0	0	12	0	0	0	70	0	1	0	760.95	3	0	0	0	0	340	0	0	0	0	0	1	0	1	0	480	250	1	110	0	0	0	280	0	0	1	0	0
67	102.8571429	230	0	0	0	0	0	0	1	17.14285714	0	8	0	0	0	0	0	1	0	313.4	3	0	0	0	0	110	0	0	0	0	0	7	0	1	0	640	60	1	280	0	0	0	110	0	0	1	0	0
44	0	230	0	0	0	0	0		3	0	1	15	0	1	0	116.875	0	1	30	313.399	4	0	223.125	1	0	120		0	0			14		0	1	620	10	1	90	0	0	0	30		0	0	0	1
27	0	180	0	0	0	0	0	0	1	95	0	8	0	1	0	300.8333333	0	1	0	1248.25	2	0	174.1666667	1	0	90	0	0	0	0	0	7	0	0	1	520	0	1	80	0	0	0	90	0	0	0	0	0
61	0	120	0	0	0	0	0	1	1	16.31578947	0	6.5	0	1	0	228.4210526	0	1	330	1248.25	4	0	65.26315789	1	0	90	0	0	0	0	0	13	0	0	0	510	0	1	80	0	0	0	90	0	0	1	0	0
62	0	170	0	0	0	0	0		2	0	0	4.5	0	1	0	138	0	1	0	3765.14	2	40	92	0	0	130		0	0			9		1	1	510	300	1	60	0	0	0	130		0	0	0	1
58	0	120	0	0	0	0	0		1	0	0	2.5	0	1	0	300	0	0	0	0	2	0	270	0	0	60		0	0			11		1	0	620	70	1	0	0	1	0	60		0	0	0	1
22	0	150	0	0	0	0	0	0	2	0	0	8	1	1	1	80	0	1	0	1112.38	3	30	0	0	1	350	0	370	342.621	1	0	13	0	0	0	310	150	0	0	0	0	0	350	0	30	1	0	0
70	12.66666667	240	0	0	0	0	0		2	0	0	9	0	0	0	38	0	1	0	0	5	0	139.3333333	0	0	410		0	0			12		1	0	380	60	1	160	0	0	0	320		0	1	0	1
29	60	170	0	0	1	1	1	0	1	0	0	8	1	0	0	0	1	1	0	1248.25	3	0	0	0	1	60	0	670	1124.66	1	0	2	0	0	0	480	0	1	0	0	0	0	60	0	40	1	0	0
18	0	110	0	3	3	0	0		1	0	0	8	1	0	0	100	0	1	0	3765.14	7	0	110	0	0	140		0	0			8		0	0	480	50	0	240	210	0	0	140		0	1	0	1
57	0	170	0	0	0	0	0	0	1	0	0	6.5	0	0	0	46.66666667	0	1	0	1248.25	2	110	93.33333333	0	0	320	0	0	0	0	0	8	0	1	0	490	0	1	0	0	0	0	250	0	0	1	210	0
78	0	130	0	0	0	0	0		2	0	0	8	0	0	0	106.6666667	0	1	0	0	2	0	53.33333333	0	0	350		0	0			17		1	0	550	0	1	250	0	0	0	270		0	1	0	1
70	0	90	0	0	0	0	0	0	2	70	0	2.5	0	1	0	140	0	1	0	760.95	2	0	210	0	0	300	0	0	0	0	0	2	0	1	0	560	0	1	70	0	0	0	300	0	0	1	0	0
16	10	70	0	0	0	0	0	0	2	0	0	8	0	0	0	0	0	1	0	3621.22	4	310	0	0	0	40	0	0	0	0	0	13	0	0	0	450	0	1	0	560	0	0	40	0	0	1	0	0
53	0	140	0	0	0	0	0	0	1	90	0	8	1	1	0	160	1	1	0	2496.56	2	0	90	0	1	60	0	380	1124.66	0	1	8	0	0	0	410	110	1	0	0	0	0	60	0	37.5	1	0	0
49	150	170	0	1	1	0	0		2	0	0	8	1	0	0	0	1	1	0	911.388	3	0	0	0	1	110		460	911.388			11		0	0	540	10	1	0	0	0	0	110		38	1	0	1
35	0	240	0	2	2	0	0	0	1	0	0	8	1	1	0	263.5	1	1	0	1539.52	5	0	46.5	0	1	70	0	0	769.759	1	0	13	0	0	0	640	0	0	180	0	1	0	70	0	40	0	0	0
24	0	120	0	0	0	0	0	0	2	0	0	15	1	0	0	50	1	1	0	2730.65	5	0	0	0	1	0	0	480	1124.66	1	0	4	0	0	0	440	170	1	0	180	0	0	0	0	37.5	1	0	0
45	30	110	0	0	0	0	0	0	2	30	0	12	0	0	0	105	0	1	0	313.4	1	0	45	0	1	720	0	0	0	0	0	10	0	0	0	330	40	1	30	0	0	0	0	0	0	1	0	0
62	0	120	0	0	0	0	0	1	3	0	0	6.5	0	0	0	150	0	1	0	1894.42	3	0	0	0	0	320	0	0	769.759	0	0	9	0	1	1	630	150	1	70	0	0	0	170	0	0	0	0	0
46	0	190	0	0	0	0	0		2	31.42857143	0	0	0	1	0	392.8571429	0	1	0	1212.93	2	0	15.71428571	1	0	150		0	0			7		0	0	450	120	1	60	0	0	0	90		0	1	30	1
31	213.1578947	130	0	0	1	1	1	0	1	71.05263158	0	11	0	1	0	118.4210526	0	1	0	769.76	3	30	47.36842105	0	0	130	0	0	0	0	0	15	0	0	0	500	80	1	0	120	0	0	110	0	0	1	0	0
37	0	210	0	0	0	0	0		4	0	0	8	1	1	1	210	1	1	0	911.388	2	0	40	0	1	300		0	911.388			1		0	1	510	170	1	0	0	0	0	220		45	0	0	1
32	30	340	0	0	0	0	0		1	50	0	8	1	1	1	50	0	1	0	399.004	2	0	0	0	1	70		330	399.004			13		0	0	190	320	1	60	0	0	0	70		30	1	0	1
60	71.70731707	240	0	0	0	0	0	1	3	131.4634146	0	2.5	0	1	0	191.2195122	0	1	0	2730.65	3	0	95.6097561	0	0	160	0	0	0	0	0	1	0	1	0	430	120	1	0	0	0	0	160	0	0	1	0	0
58	10	300	0	0	0	0	0		2	10	0	8	1	0	0	10	0	1	0	1212.93	3	0	10	0	1	210		0	0			10		0	0	370	440	1	80	0	1	1	210		0	0	0	1
32	54.54545455	460	0	2	2	0	0	0	1	0	0	8	1	0	0	0	1	1	0	1248.25	5	0	95.45454545	0	1	100	0	0	769.759	1	0	12	0	0	0	440	290	1	0	0	1	0	100	0	40	0	0	0
54	40	120	0	0	0	0	0		2	0	0	15	0	1	0	40	1	1	0	3765.14	3	0	10	0	1	120		720	1392.46			2		0	1	390	0	1	0	0	0	0	120		60	0	0	1
29	0	190	0	0	0	0	0	0	1	40	0	12	1	1	0	110	1	1	0	1539.52	2	0	20	0	1	90	0	0	769.759	1	0	10	0	0	0	680	270	1	40	0	1	0	90	0	40	0	0	0
19	5	160	0	0	0	0	0	0	2	5	0	6.5	0	0	0	5	0	1	0	1248.25	4	220	5	0	0	30	0	0	0	0	0	14	0	0	0	480	530	1	0	0	0	0	30	0	0	1	0	0
57	20	200	0	0	0	0	0	1	1	0	0	8	1	0	0	0	1	0	0	1248.25	4	0	460	0	1	140	0	0	342.621	1	0	1	0	0	0	620	0	1	0	0	0	0	140	0	40	1	0	0
62	0	190	0	0	0	0	0	0	1	0	0	6.5	0	0	0	100	0	1	0	1248.25	3	0	0	0	0	0	0	0	0	0	0	9	0	1	0	680	240	1	230	0	0	0	0	0	0	1	0	0
49	220	420	0	0	0	0	0		2	0	0	2.5	1	0	0	0	1	1	0	1392.46	4	0	0	0	1	70		0	1392.46			7		0	1	570	80	1	80	0	0	0	70		40	0	0	1
67	2.5	150	0	0	0	0	0	1	1	2.5	0	6.5	0	0	0	2.5	0	1	180	313.4	2	0	2.5	0	0	440	0	0	0	0	0	3	0	1	0	540	120	1	0	0	0	0	310	0	0	1	0	0
79	0	110	0	0	0	0	0	1	3	0	1	8	0	1	0	160	0	0	220	1740.81	1	0	70	0	0	70	1	0	0	0	0	13	0	1	0	560	250	1	0	0	0	0	0	9	0	1	0	0
45	0	120	0	0	0	0	0	0	2	0	0	20	1	1	0	0	1	1	0	3601.12	3	0	10	0	1	0	0	600	1723.23	1	0	13	0	0	0	420	290	1	0	0	0	0	0	0	35	1	0	0
34	0	210	0	0	0	0	0	0	1	0	0	8	1	0	1	40	1	1	0	2492.99	2	0	170	0	1	0	0	0	1723.23	1	0	2	0	0	0	770	130	1	120	0	1	0	0	0	40	0	0	0
58	0	480	0	0	0	0	0		2	0	0	9	0	0	0	0	0	1	0	313.399	2	70	0	0	0	150		300	0			9		1	1	360	40	1	40	0	0	0	0		0	0	0	1
67	0	160	0	0	0	0	0	1	1	99	0	0	0	1	0	231	0	0	0	1248.25	2	0	0	1	0	100	0	0	0	0	0	8	0	0	1	660	190	1	0	0	0	0	100	0	0	0	0	0
60	397.6923077	180	0	0	0	0	0	0	1	24.1025641	1	15	1	1	0	24.1025641	1	1	0	3601.12	3	0	24.1025641	0	1	180	1	0	1723.23	0	1	1	0	0	1	450	100	1	60	0	0	0	40	38	30	0	0	0
65	0	220	0	0	0	0	0		2	0	0	2.5	0	0	0	0	0	1	0	313.399	2	0	520	0	0	90		0	0			12		1	0	610	0	1	0	0	0	0	90		0	1	0	1
83	0	150	0	0	0	0	0		2	0	0	15	0	0	0	0	0	1	0	0	4	0	0	0	0	260		0	0			16		1	0	610	60	1	360	0	0	0	210		0	1	0	1
82	0	150	0	0	0	0	0	1	1	0	0	0	0	1	0	140	0	0	0	760.95	2	0	160	0	0	160	0	0	0	0	0	1	0	1	0	600	60	1	170	0	0	0	160	0	0	1	0	0
52	0	220	0	1	1	0	0	0	5	0	0	15	1	0	0	0	1	1	0	2835.61	4	40	0	0	1	400	0	20	1723.23	1	0	9	0	0	0	450	70	1	240	0	1	0	360	0	40	0	0	0
68	0	180	0	0	0	0	0		2	0	0	2.5	0	0	0	0	0	1	20	313.399	2	300	0	0	0	280		0	0			9		1	0	480	60	1	120	0	0	0	280		0	1	0	1
