 Roll       Pitch     Heave    Surge      Sway      Yaw       Wave     Wind
-2.50600   3.19300   0.03737  -0.65020   0.04663   0.31920   0.55220  14.407
-2.06100   2.97300  -0.00653  -0.67110   0.01201   0.38940   0.40520  15.319
-1.34700   2.83900  -0.03333  -0.68620  -0.01991   0.25110   0.61410  15.319
-0.95700   2.33300  -0.04979  -0.70030  -0.05544   0.25350   0.36800  15.197
-0.29250   1.79800  -0.04933  -0.70900  -0.08710   0.33030   0.40460  14.739
-0.00864   0.72380  -0.03685  -0.70450  -0.10680   0.36880   0.74950  14.343
 0.07525  -0.01159  -0.01862  -0.68370  -0.11210   0.29160   0.45090  14.878
 0.07170  -0.03171  -0.00179  -0.64540  -0.09850   0.19930  -0.05490  14.613
-0.21700   0.65510   0.01258  -0.59030  -0.06950   0.15680  -0.43590  14.326
-0.64290   1.84300   0.02505  -0.52700  -0.03430  -0.01925  -0.72570  14.308
-1.27000   3.21100   0.03721  -0.46820  -0.00547   0.11290  -0.54430  14.073
-2.10200   4.50300   0.05235  -0.43440   0.02079   0.22020  -0.26460  14.685
-2.45900   5.21100   0.06377  -0.42850   0.03603   0.53720  -0.23820  14.888
-3.07400   5.79600   0.07246  -0.43650   0.04672   0.53520   0.05870  14.865
-3.25500   5.58300   0.07096  -0.44880   0.05000   0.46460   0.10320  14.748
-3.24400   4.56700   0.05619  -0.45380   0.04466   0.26880  -0.08840  14.682
-3.12800   2.56100   0.02731  -0.44740   0.03341   0.29860  -0.10570  13.626
-2.63500   0.70430  -0.00922  -0.42840   0.02161   0.30140   0.28350  13.205
-2.10400  -0.74090  -0.04344  -0.40020   0.01435   0.60080   0.79920  12.701
-1.61400  -1.18500  -0.06567  -0.36490   0.01130   0.55540   0.84180  13.136
-1.17700  -0.69920  -0.06751  -0.32290   0.00570   0.20460   0.54070  13.867
-1.07800   0.70430  -0.04325  -0.26810  -0.00931  -0.25990   0.30830  15.201
-1.00600   1.84300  -0.00859  -0.22560  -0.02748  -0.38170   0.37490  15.402
-0.94100   3.04500   0.03456  -0.18420  -0.04739  -0.48690   0.15420  15.940
-0.93900   3.97300   0.06769  -0.14180  -0.05774  -0.13100  -0.00529  16.353
-1.03300   4.56400   0.08470  -0.09280  -0.05372   0.44650  -0.31460  16.313
-1.23000   4.47100   0.08030  -0.03835  -0.03386   0.83770  -0.70460  15.705
-1.94000   3.81900   0.05553   0.01913  -0.00402   1.03770  -0.71220  14.123
-2.26100   3.24100   0.02469   0.06198   0.03473   0.80190  -0.28780  13.786
-2.82400   2.31800   0.00172   0.08360   0.06863   0.39560  -0.23310  14.656
-3.34100   1.97400  -0.00407   0.08590   0.09620  -0.03349  -0.41050  15.303
-4.23700   1.60100   0.01024   0.07370   0.11710  -0.12970  -0.26390  16.020
-4.81600   1.23100   0.03128   0.06280   0.12550   0.04808   0.10490  15.674
-4.92000   0.80680   0.05128   0.06133   0.12470   0.24100   0.41090  15.173
-4.89700   0.75290   0.05720   0.08330   0.11620   0.48090   0.42590  14.978
-4.28300   1.19800   0.04255   0.13240   0.10070   0.55000   0.38360  15.289
-3.30500   2.11200   0.01130   0.19880   0.08130   0.28950   0.62170  15.316
-2.31600   3.17300  -0.02119   0.26220   0.06025  -0.04786   0.93520  15.772
-1.37600   3.74500  -0.04415   0.31080   0.04072  -0.27570   1.22630  16.598
-0.48880   3.90600  -0.04539   0.34120   0.02634  -0.00889   0.92270  17.160
 0.21090   3.48200  -0.02612   0.36210   0.02243   0.41140   0.23240  16.242
 0.86230   2.26300   0.00561   0.38130   0.02970   0.53330  -0.36750  15.551
 0.93930   1.25800   0.03033   0.39590   0.04048   0.53440  -0.69190  15.216
 0.94190   0.70040   0.05229   0.41180   0.05520   0.33470  -1.22510  14.952
 0.85720   0.70630   0.06676   0.42270   0.06907   0.18750  -0.83330  16.187
 0.36010   1.73300   0.07636   0.42420   0.08060   0.32330  -0.06800  16.871
-0.26690   2.72700   0.08030   0.41640   0.09280   0.40030   0.39620  17.704
-0.98940   3.59500   0.07980   0.41230   0.10750   0.55150   0.70400  17.051
-1.60600   3.70300   0.07180   0.42070   0.12060   0.34440   0.39450  16.017
-2.15200   2.88100   0.05361   0.44220   0.12440  -0.07170   0.61490  15.266
-2.57700   1.98200   0.02520   0.47140   0.10810  -0.37250   0.75170  14.109
-2.65200   0.99340  -0.00991   0.50000   0.06400  -0.20750   0.66530  14.642
-2.65400   0.72780  -0.02881   0.51460   0.01948   0.06877   0.58020  15.051
-2.65100   1.08400  -0.03988   0.52750  -0.03357   0.34350   0.17810  16.297
-2.50800   1.93700  -0.03566   0.53680  -0.08240   0.49180  -0.29030  16.956
-2.24700   2.83000  -0.01718   0.53810  -0.12350   0.66780  -0.44340  17.160
-2.15300   3.64900   0.00974   0.52700  -0.14780   0.62460  -0.55470  16.762
-2.10400   3.77100   0.03736   0.50470  -0.15670   0.61730  -0.64170  15.687
-2.15300   3.97200   0.06034   0.47450  -0.15170   0.38450  -0.54710  16.227
-2.20100   3.84300   0.07377   0.44150  -0.13460   0.18240  -0.33870  15.771
-2.29400   3.36400   0.07940   0.40250  -0.10600  -0.30460  -0.14510  14.959
-2.50600   2.30700   0.07390   0.36040  -0.07690  -0.49980   0.20600  14.515
-2.51000   1.58400   0.06250   0.32860  -0.05617  -0.54260   0.37880  13.991
-2.50800   0.72630   0.03945   0.30110  -0.03716   0.01919   0.21380  14.723
-2.50700   0.48920   0.01377   0.29190  -0.02735   0.42710   0.16800  14.295
-2.24300   0.71190  -0.01418   0.29220  -0.02847   0.61620   0.21450  14.772
-2.10500   1.78500  -0.04088   0.29850  -0.05160   0.78390  -0.01600  15.135
-1.61700   2.82400  -0.05174   0.29560  -0.09160   0.71050  -0.17920  15.188
-1.16900   3.97000  -0.04678   0.28180  -0.14840   0.70880   0.08590  15.402
-0.94200   4.81500  -0.02584   0.25090  -0.20690   0.43980   0.06620  16.043
-0.60880   5.14000   0.00803   0.20070  -0.25880   0.13640   0.10080  16.499
-0.24600   4.57800   0.05000   0.13090  -0.29890   0.18920   0.13890  16.306
-0.29190   3.74500   0.07750   0.07620  -0.31380   0.25200  -0.12900  15.957
-0.62000   2.47000   0.09510   0.02339  -0.30680   0.41620  -0.36640  15.464
-1.03310   0.81400   0.09320  -0.00862  -0.27440   0.35030  -0.44070  14.809
-1.61900  -0.03131   0.07400  -0.02190  -0.22590  -0.01283  -0.42160  13.747
-2.25000  -0.53200   0.04353  -0.01927  -0.17430  -0.27710  -0.11720  13.935
-3.12000  -0.06922   0.01620  -0.00676  -0.14150  -0.17780   0.27170  14.741
-3.81000   0.71900  -0.00276   0.01027  -0.12100   0.36310   0.73270  15.561
-4.28500   1.84200  -0.00783   0.02927  -0.11020   0.79510   0.66050  16.064
-4.44700   2.73000  -0.00281   0.05223  -0.09990   0.85610   0.13410  16.000
-4.74200   3.59100   0.00669   0.08370  -0.08480   0.66890  -0.21160  15.579
-4.49000   3.74700   0.01132   0.10370  -0.07210   0.38480  -0.19600  15.511
-4.37000   4.11400   0.01294   0.11400  -0.05666  -0.04468  -0.04090  15.862
-4.18300   4.31700   0.01372   0.10160  -0.04754  -0.19250   0.39380  15.714
-3.68700   4.48100   0.01800   0.06530  -0.04809  -0.50460   0.48760  16.208
-3.17900   4.29500   0.02620   0.01426  -0.05975  -0.44650   0.21040  16.783
-2.54400   3.74800   0.03557  -0.03472  -0.07990  -0.16580  -0.15170  17.244
-1.95800   2.82400   0.04109  -0.07763  -0.10350   0.19080  -0.17780  16.762
-1.07800   1.61300   0.03735  -0.11300  -0.12260   0.43770   0.08370  16.547
-0.62570   0.69180   0.02360  -0.13740  -0.12920   0.37760   0.37610  16.004
-0.23480   0.36920   0.00291  -0.14770  -0.12210   0.33510   0.69270  16.558
-0.20180   0.45680  -0.01133  -0.14190  -0.10770   0.29750   0.52530  16.380
-0.29320   0.79340  -0.01850  -0.12190  -0.08310   0.37210   0.26710  15.584
-0.64320   1.51500  -0.01103  -0.09300  -0.04898   0.13670   0.09100  15.036
-1.09900   1.85500   0.00742  -0.06250  -0.00979  -0.12680  -0.14370  14.719
-1.62500   2.19300   0.03056  -0.04066   0.03093  -0.23530  -0.35320  14.956
-2.19900   2.71600   0.05289  -0.02982   0.06938  -0.14440  -0.33250  14.974
-2.97200   3.27900   0.06808  -0.02804   0.10100  -0.05614  -0.30480  15.849
-3.34000   3.74600   0.07265  -0.03198   0.11560   0.17840  -0.35800  14.946
-3.75800   4.08300   0.06210  -0.03477   0.10550   0.28340  -0.05840  15.792
-3.52100   3.74300   0.03599  -0.03339   0.07110   0.26860   0.28420  15.289
-3.19400   3.19000   0.00867  -0.02964   0.03612   0.19760   0.48920  15.821
-2.55700   2.23100  -0.02529  -0.02246  -0.00068   0.19060   0.61240  15.882
-2.10300   1.79300  -0.04799  -0.01813  -0.03078  -0.09570   0.51460  15.819
-1.61300   1.20500  -0.05362  -0.01606  -0.05309  -0.16540   0.44750  16.033
-1.14600   0.75880  -0.03949  -0.01634  -0.06239   0.16510   0.43590  15.979
-0.98800   0.72030  -0.01159  -0.01589  -0.05876   0.37170   0.16020  15.793
-0.93800   1.15100   0.02225  -0.01271  -0.04474   0.29560  -0.45600  15.363
-0.94400   2.11400   0.05088  -0.00731  -0.03128   0.01619  -0.89980  15.328
-1.01600   3.21200   0.07031  -0.00466  -0.01991  -0.12338  -0.93330  16.349
-1.12400   4.55500   0.07950  -0.01082  -0.01044  -0.01321  -0.81960  16.165
-1.23200   5.08800   0.08180  -0.02747  -0.00182   0.30560  -0.60210  16.033
-1.62000   5.13900   0.07690  -0.05427   0.01523   0.33230  -0.11010  16.240
-2.10600   4.47500   0.06600  -0.08760   0.03929   0.11930   0.34190  15.571
-2.63000   3.26100   0.04963  -0.12550   0.06193  -0.38680   0.49170  15.162
-3.14100   1.94500   0.02861  -0.15570   0.06983  -0.53200   0.68780  14.604
-3.34100   0.52020   0.00962  -0.17660   0.05959  -0.31550   1.07330  14.526
-3.60100  -0.19180  -0.01052  -0.18210   0.03473   0.12510   1.25230  15.835
-3.50700  -0.53660  -0.03181  -0.16770   0.00249   0.37130   0.75680  16.055
-3.24800  -0.01072  -0.05028  -0.13440  -0.02517   0.56280   0.65230  15.677
-2.80400   1.18000  -0.06676  -0.07810  -0.04678   0.30000   0.26940  15.803
-2.55700   2.35700  -0.07100  -0.03379  -0.05767   0.15620   0.10140  16.295
-2.25000   3.69900  -0.06546   0.01539  -0.07033   0.11840  -0.25240  15.612
-2.10200   4.32400  -0.04533   0.05788  -0.08190   0.17420  -0.84800  16.066
-1.62400   4.56500  -0.01228   0.08150  -0.08860   0.27130  -1.20490  15.525
-1.34600   4.27700   0.03197   0.08200  -0.08650   0.19550  -1.10330  15.294
-1.22300   3.73600   0.08480   0.05429  -0.07340  -0.04581  -0.74170  16.013
-1.34400   3.24000   0.13130   0.00794  -0.05302  -0.29970  -0.33770  16.226
-1.62800   2.81000   0.16730  -0.05079  -0.02944  -0.41740  -0.03590  16.433
-2.10500   2.17400   0.17920  -0.09610  -0.01136  -0.31220   0.32110  16.669
-2.45700   1.64800   0.15390  -0.11180  -0.00222   0.04329   0.45100  16.835
-2.51200   0.95200   0.10670  -0.09440  -0.00264   0.24790   0.48790  16.129
-2.46000   0.66850   0.02789  -0.04408  -0.00846   0.42380   0.65010  16.034
-2.22200   0.67940  -0.04837   0.01386  -0.01608   0.38960   1.02170  15.802
-2.07200   0.77240  -0.11200   0.07454  -0.02452   0.26650   1.18310  15.271
-1.61900   1.66800  -0.14660   0.12580  -0.03101   0.22610   1.00150  15.521
-1.61500   2.17000  -0.14490   0.16270  -0.03678   0.19860   0.44790  15.967
-1.61500   2.67600  -0.10620   0.18320  -0.04784   0.12220   0.10380  16.005
-1.61400   2.73600  -0.04355   0.18800  -0.06235   0.20420  -0.12750  16.391
-1.61400   2.73600   0.02214   0.18130  -0.07515   0.03714  -0.38680  16.283
-1.61700   2.83000   0.08180   0.16790  -0.08240   0.26320  -0.35910  16.098
-2.00900   3.16500   0.10750   0.16300  -0.07900   0.41010  -0.35510  16.098
-2.15800   3.22400   0.11470   0.16480  -0.05707   0.53130  -0.31600  16.345
-2.50600   3.20100   0.10300   0.17400  -0.01731   0.20900  -0.23620  16.261
-2.77700   2.73200   0.08030   0.18620   0.03160  -0.39860  -0.30160  15.484
-3.14100   1.99400   0.05584   0.19530   0.07688  -0.33150  -0.17040  14.462
-3.24500   1.26900   0.03845   0.19650   0.11410  -0.00202  -0.04020  14.816
-3.29000   0.77240   0.02987   0.19300   0.14710   0.65950  -0.13780  14.977
-3.33300   0.70890   0.02507   0.19020   0.17600   0.84060   0.00590  14.879
-3.24400   0.73130   0.01753   0.19270   0.19570   0.53450   0.43110  15.237
-3.07900   1.55900   0.00277   0.20340   0.19750   0.35130   0.58210  15.674
-2.60000   2.13000  -0.01330   0.21910   0.18130   0.21390   0.69130  15.940
-2.10900   2.98400  -0.02940   0.24060   0.14700   0.18780   0.70070  15.587
-1.21700   3.70200  -0.04075   0.26370   0.10560   0.06623   0.38020  15.108
-0.63020   3.70600  -0.03812   0.27650   0.06980  -0.21880   0.30270  15.073
-0.17830   3.37600  -0.01973   0.27060   0.05261  -0.18740   0.00595  14.707
 0.39770   2.83600   0.01316   0.24720   0.05484   0.04927  -0.18120  14.768
 0.58630   2.14500   0.05338   0.20910   0.07671   0.36940  -0.55520  15.645
 0.58510   1.84600   0.08400   0.17200   0.10710   0.71250  -0.96500  15.413
 0.43770   1.84200   0.10150   0.13690   0.13830   0.91030  -0.63820  13.563
-0.18920   1.87900   0.09830   0.10410   0.16560   0.93400  -0.28970  15.459
-0.61540   2.10600   0.07910   0.08630   0.17720   0.67870  -0.01897  15.879
-0.98900   2.36600   0.04333   0.07860   0.18350   0.48910   0.20700  15.561
-1.35300   2.63200   0.00141   0.08250   0.18910   0.27560   0.60300  15.570
-1.99400   2.57800  -0.03358   0.08840   0.19460   0.19860   0.72510  15.958
-2.20900   2.26900  -0.05277   0.08560   0.19920   0.29850   0.50920  16.515
-2.64900   2.27200  -0.05225   0.06940   0.20100   0.10840   0.16320  16.588
-3.14000   2.26900  -0.03249   0.04034   0.19540   0.04626   0.05560  16.956
-3.37100   2.49000   0.00283  -0.00357   0.18350   0.17630   0.02674  17.794
-3.74600   2.58400   0.03805  -0.05330   0.17250   0.31510   0.02034  18.512
-3.82200   2.68800   0.06287  -0.09470   0.16540   0.41060  -0.02133  18.538
-3.54600   2.30200   0.06602  -0.10460   0.16170   0.61920  -0.06580  17.670
-3.29600   1.84300   0.05016  -0.09370   0.15820   0.65650  -0.23180  16.440
-2.80200   1.25200   0.02112  -0.06590   0.15710   0.60350  -0.33210  15.955
-2.24300   1.06400  -0.00673  -0.03920   0.15490   0.24010  -0.11070  15.504
-1.67500   1.16900  -0.02067  -0.02548   0.15130   0.17240   0.03445  16.345
-1.21500   1.65900  -0.01340  -0.02668   0.14780   0.31240   0.03342  17.059
-1.03400   2.09400   0.01478  -0.04148   0.14120   0.33600  -0.20290  17.750
-0.64150   2.22900   0.05146  -0.06049   0.13050   0.36230  -0.16000  17.869
-0.29600   2.31700   0.07566  -0.07004   0.12060   0.38140  -0.07610  17.546
-0.21750   2.19800   0.07876  -0.06170   0.10580   0.41860   0.11780  17.001
-0.21040   2.19900   0.06038  -0.04075   0.09050   0.66810   0.19100  16.064
-0.27460   2.26700   0.02378  -0.00638   0.06820   0.68070   0.09750  15.851
-0.29220   2.32100  -0.01444   0.02986   0.03827   0.47200   0.32120  15.526
-0.57120   2.16800  -0.03564   0.05071   0.00729   0.14610   0.51120  15.781
-0.64190   1.84200  -0.03664   0.05650  -0.02741   0.07648   0.39370  15.508
-0.98730   1.22800  -0.01261   0.04238  -0.05652   0.20780   0.14690  15.846
-1.12400   0.82300   0.02031   0.02719  -0.07331   0.49570  -0.30270  16.638
-1.38400   0.92090   0.05479   0.01460  -0.07520   0.25790  -0.56750  16.650
-1.81000   1.41800   0.07594   0.00988  -0.06938   0.00019  -0.39600  16.001
-2.19500   2.18500   0.07748   0.01144  -0.06610  -0.27060   0.06530  16.195
-2.55600   2.83000   0.06480   0.01600  -0.07124  -0.08960   0.46650  15.610
-2.65400   3.69500   0.04103   0.02478  -0.07950   0.41910   0.61100  15.466
-2.77700   3.98400   0.01319   0.03686  -0.08260   0.78700   0.75750  15.498
-2.65200   3.58800  -0.01127   0.04476  -0.07440   0.93220   0.93330  15.473
-2.65100   2.67600  -0.02599   0.04034  -0.05662   0.98130   0.67260  15.251
-2.65300   1.65600  -0.02944   0.02520  -0.03846   0.73310   0.39300  14.751
-2.77400   0.71970  -0.02375   0.00419  -0.02620   0.48770   0.08370  15.177
-2.77700   0.67860  -0.01208  -0.01875  -0.01888   0.20170  -0.06110  15.383
-2.77200   0.76790   0.00285  -0.04453  -0.01529  -0.28880  -0.10140  16.412
-2.77700   1.90500   0.02032  -0.07511  -0.02010  -0.55360  -0.02164  16.991
-2.65000   2.72400   0.03081  -0.09280  -0.02901  -0.30630  -0.05120  17.263
-2.28100   3.40100   0.03889  -0.10300  -0.03972   0.20700  -0.23390  17.203
-2.09400   3.65500   0.04055  -0.10410  -0.04611   0.74800  -0.32650  16.673
-1.61400   3.24000   0.03731  -0.10430  -0.04669   0.80700  -0.29070  15.444
-1.34300   2.69400   0.02855  -0.11320  -0.04674   0.68870  -0.12130  15.212
-1.21100   2.11200   0.02256  -0.13190  -0.05573   0.21880   0.08060  15.115
-1.16800   1.84200   0.02254  -0.15850  -0.07583  -0.09680   0.29730  15.397
-1.22100   1.66300   0.03219  -0.18450  -0.10120   0.06592   0.11630  15.821
-1.34500   1.20700   0.04689  -0.20040  -0.11920   0.42410  -0.39740  15.598
-1.61800   0.70920   0.05797  -0.19620  -0.11430   0.65600  -0.59280  14.987
-2.01000   0.72800   0.05953  -0.18120  -0.09050   0.70450  -0.70140  14.231
-2.19900   1.09500   0.04608  -0.15180  -0.04209   0.46900  -0.58530  14.131
-2.76900   2.12500   0.02477  -0.12860   0.01285   0.27110  -0.31520  14.598
-3.27200   3.58400   0.00092  -0.12130   0.06245  -0.01450  -0.07840  15.806
-3.64700   4.99200  -0.01407  -0.14040   0.09170   0.01533   0.34110  16.641
-3.88600   5.59000  -0.01457  -0.18140   0.09920   0.22130   0.92950  16.951
-4.14200   5.15100  -0.00474  -0.23400   0.09050   0.42140   1.29690  17.454
-3.88400   3.74500   0.00539  -0.28430   0.07460   0.50080   0.94810  16.726
-3.24600   1.84100   0.00501  -0.31610   0.05978   0.30180   0.42320  16.123
-2.65100  -0.19540  -0.01031  -0.31790   0.05024   0.20850  -0.14480  15.745
-2.21200  -1.19100  -0.02703  -0.29920   0.04651  -0.06686  -0.04020  15.758
-1.95900  -1.43500  -0.04041  -0.26790   0.04233  -0.28350   0.20580  16.319
-1.48200  -0.74900  -0.03573  -0.23540   0.03360  -0.31000  -0.25390  17.021
-1.12600   0.71730  -0.00727  -0.20700   0.02332  -0.10840  -0.90630  17.112
-0.99100   2.22800   0.04062  -0.18340   0.01686   0.03593  -1.14000  17.264
-0.93900   3.63000   0.09160  -0.16960   0.01642   0.02989  -1.36850  17.386
-0.98700   4.28300   0.12850  -0.16230   0.02519   0.14420  -1.20000  16.681
-1.17000   4.56700   0.14100  -0.15850   0.04231   0.37860  -0.65900  15.374
-1.65800   4.29700   0.12230  -0.15480   0.06452   0.45640   0.12870  14.378
-2.24800   3.70200   0.07090  -0.15080   0.08340   0.42170   0.89060  13.921
-2.63300   2.82700   0.01891  -0.14840   0.08860   0.22550   1.45640  13.894
-2.81800   2.11200  -0.03442  -0.14400   0.08370   0.00482   1.52620  13.741
-3.10900   1.23100  -0.06699  -0.14240   0.06740   0.01658   1.37740  14.129
-3.20200   0.71250  -0.07778  -0.14670   0.04138   0.04465   1.18970  14.428
-3.24300   0.72830  -0.06601  -0.15750   0.00938   0.26870   0.51950  15.403
-3.24100   1.07100  -0.03720  -0.17280  -0.02076   0.27300  -0.01226  15.925
-3.24200   2.12800  -0.00301  -0.18930  -0.04097   0.13810  -0.07500  15.704
-3.24100   3.23800   0.03053  -0.21010  -0.05429   0.04159   0.01615  16.249
-3.19700   3.94000   0.05341  -0.22990  -0.06140  -0.10030   0.44840  16.307
-3.13700   4.09900   0.06486  -0.24170  -0.06419   0.15550   0.66130  16.161
-2.86400   3.70100   0.06174  -0.23650  -0.06222   0.28470   0.45830  14.762
-2.66600   2.34300   0.04424  -0.21500  -0.05464   0.56820   0.30070  13.854
-2.31800   1.26300   0.01733  -0.18730  -0.04109   0.47350   0.27350  13.873
-2.19100   0.70940  -0.00622  -0.16950  -0.02957   0.21800   0.04130  14.435
-2.14900   0.77510  -0.01549  -0.16600  -0.02603  -0.05662  -0.45910  14.756
-2.19600   1.79000  -0.00440  -0.17540  -0.03007   0.01273  -0.81440  16.488
-2.25400   2.48000   0.02506  -0.19400  -0.04090   0.17690  -0.83510  16.744
-2.25400   2.84200   0.06166  -0.21380  -0.05143   0.14530  -0.37960  16.772
-2.20400   2.85300   0.08970  -0.22620  -0.05975   0.05573   0.12840  16.204
-2.21200   2.27800   0.09390  -0.21820  -0.06989   0.06391   0.43440  15.659
-2.20000   1.90800   0.07400  -0.19120  -0.08210   0.22730   0.50240  14.615
-2.05900   1.27600   0.02635  -0.13750  -0.10070   0.37200   0.81490  14.253
-1.60700   1.19700  -0.03178  -0.07260  -0.11870   0.52410   0.76080  14.130
-1.14500   1.47400  -0.08110  -0.01440  -0.13360   0.60940   0.44490  14.032
-1.03300   1.84300  -0.10510   0.02557  -0.14710   0.35750  -0.02366  14.840
-1.02700   2.32500  -0.09640   0.04822  -0.16210   0.22230  -0.57500  16.069
-1.08800   2.77400  -0.05494   0.05260  -0.17730   0.13690  -0.79120  17.122
-1.14300   2.84900   0.00881   0.04211  -0.18880   0.18310  -0.95850  17.632
-1.29800   2.72100   0.07392   0.02738  -0.19330   0.21660  -0.88900  16.983
-1.62100   2.28600   0.12750   0.01740  -0.18810   0.29550  -0.46790  16.272
-2.10200   2.19500   0.14430   0.01878  -0.17730   0.17340  -0.11970  16.245
-2.24500   2.12900   0.13780   0.02990  -0.16280   0.11690   0.26010  15.708
-2.63900   2.12900   0.10830   0.05238  -0.14830   0.12490   0.61020  14.922
-2.64900   1.84200   0.06610   0.08490  -0.13560   0.16840   0.63330  14.426
-2.77500   1.11700   0.02033   0.12660  -0.12460   0.34840   0.54520  13.874
-2.83900   0.61860  -0.01812   0.17400  -0.11710   0.41620   0.43420  13.930
-2.83800   0.28620  -0.04665   0.22500  -0.11440   0.30130  -0.18520  14.336
-2.77600   0.41720  -0.06422   0.28120  -0.11790   0.17210  -0.79280  14.779
-2.66600   0.78570  -0.06864   0.33320  -0.12950  -0.02947  -0.70220  15.221
-2.77400   2.16200  -0.05573   0.37690  -0.15150   0.08260  -0.40010  15.604
-2.50000   3.37800  -0.03141   0.38820  -0.17130   0.06680   0.07070  15.837
-2.14800   4.52300   0.00474   0.37530  -0.18660   0.32710  -0.02641  17.610
-2.00300   5.12900   0.04233   0.34640  -0.19220   0.68930   0.37930  17.600
-1.61200   5.07400   0.07465   0.31210  -0.18850   0.76190   0.53970  17.440
-1.34300   4.07000   0.09280   0.27990  -0.17500   0.56130   0.28840  16.914
-1.16800   2.66400   0.09360   0.25400  -0.15690   0.15760   0.08760  15.843
-1.16000   0.73120   0.07790   0.23440  -0.14110  -0.17830  -0.11940  15.153
-1.15400  -0.32710   0.05188   0.22780  -0.12950  -0.12244   0.06410  14.995
-1.12200  -1.10400   0.02383   0.23410  -0.11530   0.17990   0.12910  15.062
-1.15700  -1.03900  -0.00088   0.25630  -0.09150   0.28330   0.04150  14.476
-1.21800  -0.04537  -0.01046   0.28150  -0.07190   0.33070  -0.02113  15.982
-1.62400   0.80300  -0.00918   0.31170  -0.05519   0.30120   0.15230  15.862
-1.96000   2.32800   0.00370   0.33320  -0.04738   0.41560   0.09700  16.265
-2.10300   3.69900   0.02388   0.33570  -0.04953   0.43470  -0.06570  16.694
-2.19700   4.56700   0.04428   0.32340  -0.06132   0.16380   0.03771  16.440
-2.19800   4.70400   0.05669   0.30270  -0.07883  -0.10065   0.30800  15.733
-2.10200   4.32900   0.05479   0.28080  -0.09510   0.07748   0.66600  15.028
-2.04500   3.23700   0.03815   0.26310  -0.10150   0.55570   0.77120  14.908
-2.05600   2.06000   0.00979   0.25320  -0.08660   0.95560   0.33710  14.402
-2.17300   0.74640  -0.02084   0.24930  -0.04301   0.78610  -0.10870  13.718
-2.46200   0.44900  -0.03286   0.24460  -0.00469   0.30440  -0.26010  13.171
-2.82400   0.43480  -0.03105   0.23130   0.03832  -0.19450  -0.33340  13.554
-3.34300   0.72000  -0.00675   0.20280   0.07430  -0.35820  -0.43500  14.538
-4.18700   1.55000   0.03304   0.16190   0.10180  -0.00557  -0.19340  15.248
-4.28700   2.22400   0.06719   0.12490   0.12580   0.46940  -0.01276  15.938
-4.33900   3.05200   0.08590   0.09860   0.15350   0.78710  -0.07060  15.363
-4.23600   3.70200   0.08400   0.08460   0.18100   0.81030  -0.19360  15.321
-3.88900   3.74800   0.06710   0.07330   0.20570   0.61750  -0.17080  14.759
-3.24500   3.62900   0.03790   0.06096   0.20870   0.19740   0.33280  14.813
-2.28500   2.67400   0.00661   0.03360   0.18420  -0.10230   0.97650  15.407
-1.61200   1.84300  -0.00939   0.00720   0.15610  -0.03095   1.31000  16.622
-1.02800   0.73550  -0.01991  -0.01859   0.13130   0.39270   0.94120  16.618
-0.38440  -0.03408  -0.02324  -0.02549   0.12740   0.59520   0.39440  16.873
-0.22700  -0.47780  -0.02379  -0.01162   0.14780   0.58440  -0.02629  15.919
-0.18950  -0.09443  -0.02245   0.01442   0.18600   0.28940  -0.51290  14.904
-0.20570   0.71560  -0.01771   0.03889   0.22900   0.16660  -0.71210  15.416
-0.64830   2.22400  -0.00370   0.04801   0.26690   0.14560  -0.68610  16.402
-1.07900   4.19300   0.02250   0.03364   0.29070   0.03866  -0.48640  17.374
-1.60900   5.25400   0.05593  -0.00486   0.29430   0.08222   0.01740  17.614
-2.19900   5.31500   0.09310  -0.06389   0.28180   0.08028   0.60730  17.019
-2.50500   4.60700   0.11030  -0.10480   0.26810   0.20090   0.71850  16.317
-2.77800   2.59300   0.10790  -0.13620   0.25380   0.43370   1.06930  15.113
-3.14200   0.37230   0.07550  -0.13690   0.24820   0.69630   0.47350  14.295
-3.24300  -1.50000   0.02157  -0.10420   0.25310   0.75440  -0.04250  13.789
-3.29000  -2.25900  -0.03391  -0.05195   0.26690   0.51340  -0.23480  14.151
-3.29000  -1.77700  -0.07330   0.00133   0.28430   0.12430  -0.39700  14.647
-3.33500  -0.02450  -0.08030   0.04588   0.29980  -0.07490  -0.70380  15.843
-3.73200   2.36400  -0.04675   0.06504   0.30470  -0.17830  -0.87610  17.509
-4.01700   4.49200   0.01456   0.05721   0.29340  -0.10730  -0.61180  18.048
-4.18100   5.70700   0.08930   0.02692   0.26930   0.20980  -0.34070  18.114
-3.89100   5.66000   0.12770   0.00451   0.24950   0.29850  -0.00934  17.753
-3.31300   4.61200   0.13430  -0.01088   0.23100   0.29940   0.13220  17.551
-2.65100   2.99300   0.09810  -0.01221   0.21550   0.14960   0.17400  16.434
-2.05500   1.32000   0.02942  -0.00237   0.19850  -0.00611   0.53030  15.851
-1.12100   0.18860  -0.04352   0.00798   0.17680   0.03900   0.23040  17.358
-0.61990  -0.48720  -0.09380   0.01486   0.15200   0.22000   0.03880  17.064
-0.18800  -0.53800  -0.10570   0.01512   0.12790   0.28150  -0.21440  17.169
 0.34600  -0.24800  -0.07740   0.01067   0.11120   0.44570  -0.38540  17.551
 0.56260   0.17570  -0.01864  -0.00007   0.10750   0.47950  -0.31260  18.665
