 -0.625 -0.598 -0.841 -0.632 -0.326 -0.528 -0.296 -0.503 -0.602 -0.420 -0.234 -0.358 
 -0.461 -0.326 -0.368 -0.555 -0.494 -0.417 -0.309 -0.228 -0.419 -0.282 -0.155 -0.253 
 -0.854 -0.689 -0.619 -0.638 -0.412 -0.354  0.007 -0.468 -0.339 -0.411 -0.247 -0.241 
 -0.600 -0.706 -0.420 -0.475 -0.494 -0.456 -0.204 -0.266 -0.519 -0.493 -0.254 -0.503 
 -0.488 -0.458 -0.594 -0.530 -0.582 -0.379 -0.605 -0.597 -0.220 -0.463 -0.454 -0.666 
 -0.427 -0.347 -0.505 -0.578 -0.564 -0.447 -0.518 -0.232 -0.402 -0.476 -0.283 -0.259 
 -0.219 -0.421 -0.378 -0.395 -0.274 -0.539 -0.333 -0.293 -0.509 -0.481 -0.439 -0.452 
 -0.522 -0.538 -0.538 -0.644 -0.615 -0.451 -0.706 -0.547 -0.450 -0.573 -0.689 -0.598 
 -0.802 -0.646 -0.514 -0.803 -0.986 -0.746 -0.530 -0.241 -0.263 -0.480 -0.456 -0.455 
 -0.467 -0.429 -0.541 -0.412 -0.499 -0.383 -0.470 -0.351 -0.685 -0.347 -0.326 -0.039 
 -0.182 -0.215 -0.428 -0.428 -0.502 -0.426 -0.377 -0.385 -0.302 -0.398 -0.338 -0.518 
 -0.284 -0.546 -0.762 -0.369 -0.840 -0.428 -0.773 -0.413 -0.434 -0.603 -0.592 -0.378 
 -0.549 -0.421 -0.222 -0.192 -0.149 -0.287 -0.398 -0.818 -0.571 -0.462 -0.491 -0.477 
 -0.328 -0.192 -0.361 -0.266 -0.602 -0.546 -0.390 -0.438 -0.561 -0.300 -0.324 -0.492 
 -0.797 -0.607 -0.495 -0.551 -0.383 -0.574 -0.449 -0.725 -0.505 -0.504 -0.166 -0.247 
 -0.340 -0.290 -0.200 -0.123 -0.489 -0.490 -0.365 -0.230 -0.477 -0.331 -0.422 -0.310 
 -0.272 -0.317 -0.593 -0.255 -0.281 -0.267 -0.094 -0.296 -0.407 -0.223 -0.312 -0.519 
