TITLE =  "A1.1" 
variables = "x", "rho"
Zone I = 1,J = 100 F=POINT
0	1
1	0.920336
2	0.841073
3	0.764156
4	0.688392
5	0.617048
6	0.547477
7	0.483905
8	0.422532
9	0.368112
10	0.316099
11	0.271344
12	0.228995
13	0.193635
14	0.160508
15	0.133666
16	0.10877
17	0.0891949
18	0.0712178
19	0.0575014
20	0.0450291
21	0.0357945
22	0.02748
23	0.0215061
24	0.0161801
25	0.0124667
26	0.00918822
27	0.00697016
28	0.00503083
29	0.00375764
30	0.00265516
31	0.00195282
32	0.00135049
33	0.000978132
34	0.000661839
35	0.000472108
36	0.000312469
37	0.000219548
38	0.0001421
39	9.83569e-05
40	6.22384e-05
41	4.24443e-05
42	2.62518e-05
43	1.76413e-05
44	1.06624e-05
45	7.06161e-06
46	4.16979e-06
47	2.72213e-06
48	1.57003e-06
49	1.01045e-06
50	5.6913e-07
51	3.61165e-07
52	1.9861e-07
53	1.24296e-07
54	6.67206e-08
55	4.11857e-08
56	2.15759e-08
57	1.3139e-08
58	6.71599e-09
59	4.03539e-09
60	2.01219e-09
61	1.19317e-09
62	5.80267e-10
63	3.39621e-10
64	1.61054e-10
65	9.30568e-11
66	4.30214e-11
67	2.4544e-11
68	1.10598e-11
69	6.23117e-12
70	2.73617e-12
71	1.52265e-12
72	6.514e-13
73	3.58109e-13
74	1.49225e-13
75	8.10574e-14
76	3.28924e-14
77	1.76566e-14
78	6.97566e-15
79	3.70107e-15
80	1.42323e-15
81	7.4649e-16
82	2.79342e-16
83	1.44864e-16
84	5.27381e-17
85	2.70456e-17
86	9.57633e-18
87	4.85724e-18
88	1.6723e-18
89	8.39058e-19
90	2.80812e-19
91	1.39396e-19
92	4.53367e-20
93	2.22699e-20
94	7.03836e-21
95	3.42488e-21
96	1.06491e-21
97	5.37359e-22
98	2.61556e-22
99	2.61556e-22
