4374593|2014-02-22T19:30:34|36.8131|3.6603|13.6|NEIC|NEIC PDE|NEIC ALERT|c000mwn1|M|4.6|NEIC|NORTHERN ALGERIA
4374591|2014-02-22T18:11:47|47.781|152.4335|118.4|NEIC|NEIC PDE|NEIC ALERT|c000mwk3|M|4.3|NEIC|KURIL ISLANDS
4374587|2014-02-22T17:29:53|1.2378|97.3032|39.7|NEIC|NEIC PDE|NEIC ALERT|c000mwin|M|5.4|NEIC|NORTHERN SUMATERA, INDONESIA
4374589|2014-02-22T17:29:08|27.988|56.8033|11.4|NEIC|NEIC PDE|NEIC ALERT|c000mwiq|M|4.3|NEIC|SOUTHERN IRAN
4374588|2014-02-22T17:27:58|1.0732|97.2105|21.5|NEIC|NEIC PDE|NEIC ALERT|c000mwip|M|5.1|NEIC|NORTHERN SUMATERA, INDONESIA
4374586|2014-02-22T16:29:12|59.9065|-152.6853|85.5|AK|NEIC PDE|NEIC ALERT|11168964|M|2.7|AK|SOUTHERN ALASKA
4374590|2014-02-22T15:42:06|37.293|36.2853|10.1|NEIC|NEIC PDE|NEIC ALERT|c000mwf4|M|4.5|NEIC|TURKEY
4374585|2014-02-22T14:43:39|36.1727|-89.6572|8.9|NM|NEIC PDE|NEIC ALERT|60069266|M|2.5|NM|NEW MADRID, MISSOURI REGION
4374584|2014-02-22T14:06:52|36.1601|-96.9849|5.0|NEIC|NEIC PDE|NEIC ALERT|c000mwdk|M|2.9|NEIC|OKLAHOMA
4374583|2014-02-22T14:00:30|61.3553|-150.3334|50.8|AK|NEIC PDE|NEIC ALERT|11168950|M|2.7|AK|SOUTHERN ALASKA
4374582|2014-02-22T13:50:12|19.428|-155.2783|1.5|HV|NEIC PDE|NEIC ALERT|60645306|ML|1.8|HV|HAWAII
4374581|2014-02-22T12:20:28|46.4102|-119.2543|0.5|UW|NEIC PDE|NEIC ALERT|60699417|MD|1.9|UW|WASHINGTON
4374579|2014-02-22T11:58:32|59.3358|-152.5992|99.9|AK|NEIC PDE|NEIC ALERT|11168887|M|2.6|AK|SOUTHERN ALASKA
4374592|2014-02-22T11:58:25|58.9097|-153.6792|89.6|AK|NEIC PDE|NEIC ALERT|11168887|M|2.2|AK|KODIAK ISLAND REGION
4374578|2014-02-22T11:46:07|40.2195|-121.1336|1.7|NC|NEIC PDE|NEIC ALERT|72172916|M|2.3|NC|NORTHERN CALIFORNIA
4374580|2014-02-22T11:45:35|1.1166|97.0682|10.0|NEIC|NEIC PDE|NEIC ALERT|c000mwav|M|4.7|NEIC|NORTHERN SUMATERA, INDONESIA
4374577|2014-02-22T11:09:21|61.6348|-146.7235|32.4|AK|NEIC PDE|NEIC ALERT|11168878|M|2.2|AK|SOUTHERN ALASKA
4374576|2014-02-22T10:31:03|24.5597|123.5004|68.5|NEIC|NEIC PDE|NEIC ALERT|c000mwa2|M|4.7|NEIC|SOUTHWESTERN RYUKYU ISLANDS
4374575|2014-02-22T08:21:42|35.7844|-97.5042|5.0|NEIC|NEIC PDE|NEIC ALERT|c000mw9g|M|2.5|NEIC|OKLAHOMA
4374574|2014-02-22T07:41:49|57.0912|-155.3494|18.0|AK|NEIC PDE|NEIC ALERT|11168813|M|2.6|AK|ALASKA PENINSULA
4374573|2014-02-22T07:20:50|37.4662|-121.82|7.3|NC|NEIC PDE|NEIC ALERT|72172761|MD|2.1|NC|CENTRAL CALIFORNIA
4374572|2014-02-22T06:24:36|-8.8207|-108.7515|10.0|NEIC|NEIC PDE|NEIC ALERT|c000mw8j|M|4.8|NEIC|CENTRAL EAST PACIFIC RISE
4374569|2014-02-22T06:23:29|38.8357|-122.8015|2.8|NC|NEIC PDE|NEIC ALERT|72172646|ML|3.2|NC|NORTHERN CALIFORNIA
4374570|2014-02-22T05:37:38|-7.9268|-108.8446|10.0|NEIC|NEIC PDE|NEIC ALERT|c000mw83|M|4.6|NEIC|CENTRAL EAST PACIFIC RISE
4374567|2014-02-22T05:00:21|36.4026|-117.846|0.0|CI|NEIC PDE|NEIC ALERT|37190504|M|2.0|CI|CALIFORNIA-NEVADA BORDER REGION
4374568|2014-02-22T04:56:18|37.8161|102.2631|10.0|NEIC|NEIC PDE|NEIC ALERT|c000mw7l|M|4.4|NEIC|GANSU, CHINA
4374566|2014-02-22T04:35:23|60.3861|-143.6582|0.0|AK|NEIC PDE|NEIC ALERT|11168770|M|2.0|AK|SOUTHERN ALASKA
4374565|2014-02-22T04:05:07|-18.7386|169.0293|221.1|NEIC|NEIC PDE|NEIC ALERT|c000mw76|M|4.3|NEIC|VANUATU ISLANDS
4374563|2014-02-22T03:04:50|19.44|-155.2632|6.3|HV|NEIC PDE|NEIC ALERT|60645126|ML|2.1|HV|HAWAII
4374564|2014-02-22T02:58:39|36.9275|73.721|66.0|NEIC|NEIC PDE|NEIC ALERT|c000mw6q|M|4.1|NEIC|NORTHWESTERN KASHMIR
4374562|2014-02-22T02:20:49|39.9858|-121.0447|1.5|NC|NEIC PDE|NEIC ALERT|72172521|MD|2.1|NC|NORTHERN CALIFORNIA
4374561|2014-02-22T01:41:41|51.2802|-176.2892|49.8|NEIC|NEIC PDE|NEIC ALERT|c000mw5l|M|4.8|NEIC|ANDREANOF ISLANDS, ALEUTIAN IS.
4374560|2014-02-21T23:44:57|40.1719|142.4404|61.7|NEIC|NEIC PDE|NEIC ALERT|c000mw38|M|4.4|NEIC|NEAR EAST COAST OF HONSHU, JAPAN
4374557|2014-02-21T22:54:57|61.6942|-149.3888|33.2|AK|NEIC PDE|NEIC ALERT|11168387|M|2.1|AK|SOUTHERN ALASKA
4374558|2014-02-21T22:31:11|35.9677|140.4214|58.2|NEIC|NEIC PDE|NEIC ALERT|c000mw0t|M|4.7|NEIC|NEAR EAST COAST OF HONSHU, JAPAN
4374555|2014-02-21T22:22:52|32.8554|-116.2164|4.9|CI|NEIC PDE|NEIC ALERT|37190440|M|2.2|CI|CALIF.-BAJA CALIF. BORDER REGION
4374556|2014-02-21T22:19:16|49.3772|-120.4937|0.0|UW|NEIC PDE|NEIC ALERT|60699107|MD|2.3|UW|BRITISH COLUMBIA, CANADA
4374554|2014-02-21T21:38:49|35.8156|-97.452|5.0|NEIC|NEIC PDE|NEIC ALERT|c000mvy2|M|3.2|NEIC|OKLAHOMA
4374553|2014-02-21T21:19:23|46.808|-119.2158|17.6|UW|NEIC PDE|NEIC ALERT|60699017|ML|2.5|UW|WASHINGTON
4374559|2014-02-21T20:25:15|24.6106|121.616|64.6|NEIC|NEIC PDE|NEIC ALERT|c000mvv9|M|4.8|NEIC|TAIWAN
4374528|2014-02-21T18:50:19|60.2893|-150.62|77.3|AK|NEIC PDE|NEIC ALERT|11168171|M|2.5|AK|KENAI PENINSULA, ALASKA
4374550|2014-02-21T18:23:06|58.6548|-153.5392|173.8|AK|NEIC PDE|NEIC ALERT|11168162|M|2.5|AK|KODIAK ISLAND REGION
4374527|2014-02-21T17:51:41|-30.7444|-177.9589|37.5|NEIC|NEIC PDE|NEIC ALERT|c000mvp7|M|5.0|NEIC|KERMADEC ISLANDS, NEW ZEALAND
4374525|2014-02-21T15:43:50|60.4976|-152.0773|100.0|AK|NEIC PDE|NEIC ALERT|11168116|M|2.0|AK|SOUTHERN ALASKA
4374524|2014-02-21T15:19:13|36.7338|-98.5725|5.0|NEIC|NEIC PDE|NEIC ALERT|c000mvig|M|2.8|NEIC|OKLAHOMA
4374526|2014-02-21T15:18:26|38.2132|20.4623|39.7|NEIC|NEIC PDE|NEIC ALERT|c000mvid|M|4.6|NEIC|GREECE
4374523|2014-02-21T14:26:14|36.8322|-97.8998|5.0|NEIC|NEIC PDE|NEIC ALERT|c000mvhh|M|2.9|NEIC|OKLAHOMA
4374522|2014-02-21T14:21:04|66.039|-151.5773|6.3|AK|NEIC PDE|NEIC ALERT|11168112|M|2.3|AK|NORTHERN ALASKA
4374521|2014-02-21T14:08:41|38.4688|-122.73|4.3|NC|NEIC PDE|NEIC ALERT|72172131|M|2.1|NC|NORTHERN CALIFORNIA
4374519|2014-02-21T13:06:24|60.7439|-151.864|92.4|AK|NEIC PDE|NEIC ALERT|11168087|M|2.1|AK|KENAI PENINSULA, ALASKA
4374520|2014-02-21T12:42:07|0.1952|-79.1322|31.7|NEIC|NEIC PDE|NEIC ALERT|c000mvf8|M|4.6|NEIC|NEAR COAST OF ECUADOR
4374517|2014-02-21T12:31:40|19.4068|-155.2812|0.8|HV|NEIC PDE|NEIC ALERT|60644771|ML|2.2|HV|HAWAII
4374518|2014-02-21T12:14:39|-24.2758|-115.4988|10.0|NEIC|NEIC PDE|NEIC ALERT|c000mver|M|4.8|NEIC|SOUTHERN EAST PACIFIC RISE
4374516|2014-02-21T11:43:26|12.4655|-70.6857|30.7|NEIC|NEIC PDE|NEIC ALERT|c000mvdy|M|5.1|NEIC|NEAR COAST OF VENEZUELA
4374571|2014-02-21T11:32:45|35.773|-97.461|5.0|NEIC|NEIC PDE|NEIC ALERT|c000mw8m|M|2.2|NEIC|OKLAHOMA
4374515|2014-02-21T11:10:50|36.6068|-121.2211|7.8|NC|NEIC PDE|NEIC ALERT|72172061|MN|2.0|NC|CENTRAL CALIFORNIA
4374514|2014-02-21T10:43:45|-28.5124|-68.0016|105.1|NEIC|NEIC PDE|NEIC ALERT|c000mvd7|M|5.1|NEIC|LA RIOJA PROVINCE, ARGENTINA
4374513|2014-02-21T09:03:02|40.3412|-124.3202|28.2|NC|NEIC PDE|NEIC ALERT|72172021|ML|3.4|NC|NEAR COAST OF NORTHERN CALIF.
4374512|2014-02-21T09:02:23|41.5727|-122.3318|17.4|NC|NEIC PDE|NEIC ALERT|72172016|MD|2.5|NC|NORTHERN CALIFORNIA
4374511|2014-02-21T08:32:48|-6.4382|130.0663|149.4|NEIC|NEIC PDE|NEIC ALERT|c000mv8d|M|4.8|NEIC|BANDA SEA
4374510|2014-02-21T07:10:34|36.6625|-121.2823|4.4|NC|NEIC PDE|NEIC ALERT|72171966|MD|2.1|NC|CENTRAL CALIFORNIA
4374507|2014-02-21T05:58:21|61.1362|-151.1829|80.2|AK|NEIC PDE|NEIC ALERT|11167987|M|2.7|AK|SOUTHERN ALASKA
4374509|2014-02-21T05:34:44|-17.6952|-178.5127|588.5|NEIC|NEIC PDE|NEIC ALERT|c000mv5r|M|4.2|NEIC|FIJI ISLANDS REGION
