Date,Open,High,Low,Close,Volume,Adj Close
1991-09-03,85.00,90.00,80.00,89.00,43088100,1.57
1991-08-01,73.75,86.75,71.75,85.25,59235300,1.50
1991-07-01,68.75,74.00,60.50,73.50,77222400,1.29
1991-06-03,109.50,114.75,65.50,68.12,67844600,1.20
1991-05-01,98.50,112.50,96.62,109.75,70202000,1.29
1991-04-01,106.00,117.50,96.00,99.00,95496000,1.16
1991-03-01,103.00,113.00,93.00,106.12,98149700,1.25
1991-02-01,99.00,109.00,97.25,103.75,96660300,1.22
1991-01-02,75.00,99.50,73.00,98.12,105961100,1.15
1990-12-03,73.25,76.75,70.50,75.25,49183600,0.88
1990-11-01,63.00,74.25,62.75,72.25,63108800,0.85
1990-10-01,64.75,68.50,53.50,63.75,98229500,0.75
1990-09-04,61.00,63.50,54.50,63.00,72041600,0.74
1990-08-01,66.25,67.25,50.75,61.50,88022900,0.72
1990-07-02,76.00,80.75,65.75,66.50,75773800,0.78
1990-06-01,73.25,77.75,71.00,76.00,57184100,0.89
1990-05-01,58.75,78.75,56.75,73.00,77462100,0.86
1990-04-02,109.75,122.00,55.63,58.00,62612800,0.68
1990-03-01,98.50,117.00,98.50,110.75,79749600,0.65
1990-02-01,92.50,100.50,92.25,98.75,77297000,0.58
1990-01-02,87.25,96.00,84.00,92.50,113358400,0.54
1989-12-01,87.12,88.25,75.00,87.00,76913900,0.51
1989-11-01,81.75,89.25,76.00,87.00,92717200,0.51
1989-10-02,68.25,86.00,68.00,81.75,121160800,0.48
1989-09-01,59.00,69.50,57.75,68.50,67441400,0.40
1989-08-01,54.75,60.50,54.00,58.75,60648200,0.34
1989-07-03,53.13,57.00,51.50,54.75,62716900,0.32
1989-06-01,60.25,60.75,51.25,53.00,51809400,0.31
1989-05-01,55.38,61.00,51.00,60.50,60905700,0.36
1989-04-03,50.00,56.50,47.50,55.88,60229200,0.33
1989-03-01,60.00,62.25,45.75,49.88,140382800,0.29
1989-02-01,59.50,64.75,58.50,59.50,97135600,0.35
1989-01-03,53.50,60.25,50.25,59.63,71435800,0.35
1988-12-01,47.50,54.25,47.00,53.25,52107700,0.31
1988-11-01,49.00,50.50,45.25,47.25,75909700,0.28
1988-10-03,51.25,54.00,47.75,49.00,74922300,0.29
1988-09-01,49.50,55.25,48.00,52.25,59705600,0.31
1988-08-01,59.75,60.00,47.75,50.00,84106900,0.29
1988-07-01,67.00,70.50,56.75,59.50,73024100,0.35
1988-06-01,58.25,67.50,57.75,67.00,55914900,0.39
1988-05-02,54.50,59.25,53.50,58.00,51287700,0.34
1988-04-04,56.00,58.75,52.75,54.50,60992800,0.32
1988-03-01,59.75,65.50,54.25,56.50,94083300,0.33
1988-02-01,56.75,60.75,49.75,59.38,72160400,0.35
1988-01-04,54.75,61.75,52.50,55.75,101674000,0.33
