  0.0000000000000000e+000	  5.0000000000000000e+000	  1.0000000000000000e+000	
  2.9999999999999999e-002	  4.6625387884433334e+000	  1.0000000000000000e+000	
  5.9999999999999998e-002	  4.2385426227666638e+000	  1.0000000000000000e+000	
  8.9999999999999997e-002	  3.9950841615328740e+000	  1.0000000000000000e+000	
  1.2000000000000000e-001	  3.7802926206509291e+000	  1.0000000000000000e+000	
  1.4999999999999999e-001	  3.4541877319717527e+000	  1.0000000000000000e+000	
  1.7999999999999999e-001	  3.3500727727541086e+000	  1.0000000000000000e+000	
  2.0999999999999999e-001	  3.2520530471790385e+000	  1.0000000000000000e+000	
  2.3999999999999999e-001	  3.0536707269925505e+000	  1.0000000000000000e+000	
  2.7000000000000002e-001	  2.8987948333174463e+000	  1.0000000000000000e+000	
  2.9999999999999999e-001	  2.7399913367362054e+000	  1.0000000000000000e+000	
  3.2999999999999996e-001	  2.5594224193943744e+000	  1.0000000000000000e+000	
  3.5999999999999999e-001	  2.4687123794955754e+000	  1.0000000000000000e+000	
  3.9000000000000001e-001	  2.2696399295541481e+000	  1.0000000000000000e+000	
  4.1999999999999998e-001	  2.3225309717549596e+000	  1.0000000000000000e+000	
  4.4999999999999996e-001	  2.1713668834772015e+000	  1.0000000000000000e+000	
  4.7999999999999998e-001	  2.0509516116481246e+000	  1.0000000000000000e+000	
  5.1000000000000001e-001	  2.0202793520479116e+000	  1.0000000000000000e+000	
  5.4000000000000004e-001	  1.9041965160037255e+000	  1.0000000000000000e+000	
  5.6999999999999995e-001	  1.7816613301454691e+000	  1.0000000000000000e+000	
  5.9999999999999998e-001	  1.6026780723020138e+000	  1.0000000000000000e+000	
  6.3000000000000000e-001	  1.5320141125783873e+000	  1.0000000000000000e+000	
  6.5999999999999992e-001	  1.3243765225186817e+000	  1.0000000000000000e+000	
  6.8999999999999995e-001	  1.3067762520097754e+000	  1.0000000000000000e+000	
  7.1999999999999997e-001	  1.3689742761323067e+000	  1.0000000000000000e+000	
